df1,df2,name1,birthdate1,name2,birthdate2,nat1,nat2,club1,club2,score,match
eafc_3709,tm_9724,W. Ndidi,1996-12-16,Wilfred Ndidi,1996-12-16,Nigeria,Nigeria,Leicester City,Leicester City,0.6769230769230768,
eafc_8159,tm_9558,Carlo Adriano,2001-02-12,Carlo García,2001-02-12,Spain,Spain,Villarreal II,Villarreal CF B,0.6769230769230768,
eafc_8630,tm_6833,D. Greif,1997-04-06,Dominik Greif,1997-04-06,Slovakia,Slovakia,Mallorca,RCD Mallorca,0.6769230769230768,
eafc_9653,tm_7530,W. Osula,2003-08-04,William Osula,2003-08-04,Denmark,Denmark,Sheffield United,Sheffield United,0.6769230769230768,
eafc_7693,tm_5287,Fabiano Souza,2000-03-14,Fabiano,2000-03-14,Brazil,Brazil,Moreirense,Moreirense FC,0.6769230769230768,
eafc_1565,tm_8186,F. Hanin,1990-02-04,Florent Hanin,1990-02-04,France,France,Angers SCO,Angers SCO,0.6769230769230768,
eafc_11619,tm_3238,K. Ablet,1997-02-05,Kudirat Ablet,1997-02-05,China PR,China,Dalian Professional,Dalian Professional,0.6769230769230768,
eafc_2864,tm_1270,D. Župarić,1992-05-03,Dario Zuparic,1992-05-03,Croatia,Croatia,Portland Timbers,Portland Timbers,0.6769230769230768,
eafc_3874,tm_7316,C. Goode,1995-08-03,Charlie Goode,1995-08-03,England,England,Brentford,Brentford FC,0.6769230769230768,
eafc_8708,tm_4207,E. Utkus,2000-06-22,Edgaras Utkus,2000-06-22,Lithuania,Lithuania,Cercle Brugge,Cercle Brugge,0.6769230769230768,
eafc_10621,tm_8516,Y. Barry,2002-11-25,Yacouba Barry,2002-11-25,France,France,Annecy,FC Annecy,0.6769230769230768,
eafc_5631,tm_10038,A. Pears,1998-04-23,Aynsley Pears,1998-04-23,England,England,Blackburn Rovers,Blackburn Rovers,0.6769230769230768,
eafc_10728,tm_4963,Jackson Kenio,1999-04-24,Jackson,1999-04-24,Brazil,Brazil,İstanbulspor,Istanbulspor,0.6769230769230768,
eafc_2935,tm_7388,K. Moore,1992-08-08,Kieffer Moore,1992-08-08,Wales,Wales,AFC Bournemouth,AFC Bournemouth,0.6769230769230768,
eafc_5608,tm_1236,N. Perry,1999-10-02,Nebiyou Perry,1999-10-02,United States,United States,Nashville SC,Nashville SC,0.6769230769230768,
eafc_9546,tm_1732,P. König,2000-03-22,Phillip König,2000-03-22,Germany,Germany,MSV Duisburg,MSV Duisburg,0.6769230769230768,
eafc_1469,tm_10607,A. Luthe,1987-03-10,Andreas Luthe,1987-03-10,Germany,Germany,Kaiserslautern,1.FC Kaiserslautern,0.6769230769230768,
eafc_10275,tm_8252,M. Hafid,2004-12-01,Mohamed Hafid,2004-12-01,Morocco,Morocco,Caen,SM Caen,0.6769230769230768,
eafc_11158,tm_1697,D. Lokaj,2005-01-24,Diamant Lokaj,2005-01-24,Kosovo,Kosovo,Sandhausen,SV Sandhausen,0.6769230769230768,
eafc_8309,tm_1968,S. Meuer,1999-12-06,Steffen Meuer,1999-12-06,Germany,Germany,Erzgebirge Aue,FC Erzgebirge Aue,0.6769230769230768,
eafc_4884,tm_7458,J. Bellegarde,1998-06-27,Jean-Ricner Bellegarde,1998-06-27,France,France,Wolverhampton Wanderers,Wolverhampton Wanderers,0.6818181818181818,
eafc_3818,tm_6757,E. Ávila,1994-02-06,Chimy Ávila,1994-02-06,Argentina,Argentina,Osasuna,CA Osasuna,0.6818181818181818,
eafc_7711,tm_3995,M. Balikwisha,2001-05-10,Michel-Ange Balikwisha,2001-05-10,Belgium,Belgium,Antwerp,Royal Antwerp FC,0.6818181818181818,
eafc_8342,tm_2648,M. Šuver,1999-09-23,Mario Suver,1999-09-23,Croatia,Croatia,Borussia Dortmund II,Borussia Dortmund II,0.6818181818181818,
eafc_10491,tm_4754,M. Pala,2000-08-15,Mithat Pala,2000-08-15,Turkey,Turkey,Rizespor,Caykur Rizespor,0.6818181818181818,
eafc_6740,tm_4195,K. N'Dri,2000-10-27,Konan N’Dri,2000-10-27,Côte d'Ivoire,Cote d'Ivoire,OH Leuven,Oud-Heverlee Leuven,0.6818181818181818,
eafc_1346,tm_6655,Parejo,1989-04-16,Dani Parejo,1989-04-16,Spain,Spain,Villarreal,Villarreal CF,0.6818181818181818,
eafc_6013,tm_1407,Klauss,1997-03-01,João Klauss,1997-03-01,Brazil,Brazil,Saint Louis City,St. Louis CITY SC,0.6818181818181818,
eafc_9298,tm_3889,G. Kuol,2004-09-15,Garang Kuol,2004-09-15,Australia,Australia,FC Volendam,Newcastle United,0.6818181818181818,
eafc_6945,tm_10688,N. Nadj,2000-12-24,Niclas Nadj,2000-12-24,Germany,Germany,Paderborn,SC Paderborn 07,0.6818181818181818,
eafc_5119,tm_7742,H. Wolf,1999-04-16,Hannes Wolf,1999-04-16,Austria,Austria,Borussia Mönchengladbach,Borussia Mönchengladbach,0.6818181818181818,
eafc_7684,tm_8147,R. Saïd,2000-03-15,Rafiki Saïd,2000-03-15,Comoros,Comoros,Troyes,ESTAC Troyes,0.6818181818181818,
eafc_6379,tm_3487,J. Teze,1999-09-30,Jordan Teze,1999-09-30,Netherlands,Netherlands,PSV,PSV Eindhoven,0.6818181818181818,
eafc_7669,tm_1802,R. Bulić,2000-12-10,Rasim Bulic,2000-12-10,Germany,Germany,Jahn Regensburg,SSV Jahn Regensburg,0.6818181818181818,
eafc_4869,tm_10629,R. Ache,1998-07-28,Ragnar Ache,1998-07-28,Germany,Germany,Kaiserslautern,1.FC Kaiserslautern,0.6818181818181818,
eafc_1533,tm_9594,D. Dumić,1992-01-30,Dario Dumic,1992-01-30,Bosnia and Herzegovina,Bosnia-Herzegovina,Eldense,CD Eldense,0.6818181818181818,
eafc_9345,tm_9109,F. Tait,1993-02-10,Fabian Tait,1993-02-10,Italy,Italy,Südtirol,FC Südtirol,0.6818181818181818,
eafc_10342,tm_3973,C. Bonsu Baah,2004-12-14,Christopher Bonsu Baah,2004-12-14,Ghana,Ghana,Genk,KRC Genk,0.6818181818181818,
eafc_4379,tm_6537,Brahim,1999-08-03,Brahim Díaz,1999-08-03,Spain,Spain,Real Madrid,Real Madrid,0.6818181818181818,
eafc_5347,tm_1864,P. Sohm,1991-11-02,Pascal Sohm,1991-11-02,Germany,Germany,Waldhof Mannheim,SV Waldhof Mannheim,0.6818181818181818,
eafc_8954,tm_1378,B. Hlongwane,2000-06-20,Bongokuhle Hlongwane,2000-06-20,South Africa,South Africa,Minnesota United,Minnesota United FC,0.685,
eafc_5504,tm_2774,M. Biankadi,1995-05-09,Merveille Biankadi,1995-05-09,Germany,Germany,DSC Arminia Bielefeld,Arminia Bielefeld,0.6888888888888889,
eafc_1293,tm_5904,L. Négo,1991-01-15,Loïc Nego,1991-01-15,Hungary,Hungary,Le Havre,Le Havre AC,0.6888888888888889,
eafc_2432,tm_2475,A. Majrashi,1991-07-21,Abdulaziz Majrashi,1991-07-21,Saudi Arabia,Saudi Arabia,Al Tai,Al-Tai FC,0.6888888888888889,
eafc_7151,tm_8622,S. Esposito,2000-10-07,Salvatore Esposito,2000-10-07,Italy,Italy,Spezia,Spezia Calcio,0.6888888888888889,
eafc_6391,tm_3358,M. Al Rubaie,1997-08-14,Mohammed Al-Rubaie,1997-08-14,Saudi Arabia,Saudi Arabia,Al Ahli Jeddah,Al-Hilal SFC,0.6888888888888889,
eafc_1291,tm_4184,J. Dom,1989-11-29,Joren Dom,1989-11-29,Belgium,Belgium,OH Leuven,Oud-Heverlee Leuven,0.6888888888888889,
eafc_2807,tm_10362,S. Schonlau,1994-08-05,Sebastian Schonlau,1994-08-05,Germany,Germany,Hamburger SV,Hamburger SV,0.6888888888888889,
eafc_3412,tm_4247,S. Ojo,1997-06-19,Sheyi Ojo,1997-06-19,England,England,Kortrijk,Cardiff City,0.6888888888888889,
eafc_2833,tm_10548,C. Mathenia,1992-03-31,Christian Mathenia,1992-03-31,Germany,Germany,Nürnberg,1.FC Nuremberg,0.6888888888888889,
eafc_6814,tm_1577,S. Anderson,2002-08-08,Sebastian Anderson,2002-08-08,United States,United States,Colorado Rapids,Colorado Rapids,0.6888888888888889,
eafc_6061,tm_7969,F. Agu,1999-09-27,Felix Agu,1999-09-27,Germany,Germany,Werder Bremen,SV Werder Bremen,0.6888888888888889,
eafc_1096,tm_9064,F. Dionisi,1987-06-16,Federico Dionisi,1987-06-16,Italy,Italy,Ternana,Ternana Calcio,0.69375,
eafc_4881,tm_5801,M. Munetsi,1996-06-22,Marshall Munetsi,1996-06-22,Zimbabwe,Zimbabwe,Stade de Reims,Stade Reims,0.69375,
eafc_10691,tm_9279,S. Mouriño,2002-02-13,Santiago Mouriño,2002-02-13,Uruguay,Uruguay,Real Zaragoza,Atlético de Madrid,0.69375,
eafc_8972,tm_6017,K. Asllani,2002-03-09,Kristjan Asllani,2002-03-09,Albania,Albania,Inter,Inter Milan,0.69375,
eafc_4522,tm_5140,C. Awaziem,1997-01-01,Chidozie Awaziem,1997-01-01,Nigeria,Nigeria,Boavista,Boavista FC,0.69375,
eafc_10593,tm_4188,E. Banzuzi,2005-02-16,Ezechiel Banzuzi,2005-02-16,Netherlands,Netherlands,OH Leuven,Oud-Heverlee Leuven,0.69375,
eafc_1795,tm_5766,B. Lecomte,1991-04-26,Benjamin Lecomte,1991-04-26,France,France,Montpellier,Montpellier HSC,0.69375,
eafc_3680,tm_4748,H. Pehlivan,1993-08-21,Ibrahim Pehlivan,1993-08-21,Turkey,Turkey,Rizespor,Caykur Rizespor,0.69375,
eafc_5991,tm_5552,L. Balerdi,1999-01-26,Leonardo Balerdi,1999-01-26,Argentina,Argentina,Olympique de Marseille,Olympique Marseille,0.69375,
eafc_4677,tm_6596,Odriozola,1995-12-14,Álvaro Odriozola,1995-12-14,Spain,Spain,Real Sociedad,Real Sociedad,0.69375,
eafc_1101,tm_8646,C. Ansaldi,1986-09-20,Cristian Ansaldi,1986-09-20,Argentina,Argentina,Parma,Parma Calcio 1913,0.69375,
eafc_10171,tm_8636,R. Krollis,2001-10-28,Raimonds Krollis,2001-10-28,Latvia,Latvia,Spezia,Spezia Calcio,0.69375,
eafc_10392,tm_1441,S. Afrifa,2001-02-19,Stephen Afrifa,2001-02-19,Canada,Canada,Sporting Kansas City,Sporting Kansas City,0.7,
eafc_9771,tm_8386,J. Janneh,2002-12-06,Jocelyn Janneh,2002-12-06,Sierra Leone,Sierra Leone,Bastia,SC Bastia,0.7,
eafc_3288,tm_8582,E. Salles,1994-03-02,Esteban Salles,1994-03-02,France,France,Concarneau,US Concarneau,0.7,
eafc_7192,tm_3910,P. Vroegh,1999-11-29,Patrick Vroegh,1999-11-29,Netherlands,Netherlands,RKC Waalwijk,RKC Waalwijk,0.7,
eafc_6165,tm_8438,G. Gbellé,1992-12-16,Garland Gbellé,1992-12-16,France,France,Quevilly Rouen,Quevilly - Rouen Métropole,0.7,
eafc_8493,tm_9580,Aldasoro,1999-06-05,Aritz Aldasoro,1999-06-05,Spain,Spain,Racing Santander,Racing Santander,0.7,
eafc_6121,tm_7086,A. Bayındır,1998-04-14,Altay Bayindir,1998-04-14,Turkey,Turkey,Manchester United,Manchester United,0.7,
eafc_9062,tm_2792,D. Becker,2000-01-09,Dominik Becker,2000-01-09,Germany,Germany,Saarbrücken,1.FC Saarbrücken,0.7,
eafc_6007,tm_7193,A. Gordon,2001-02-24,Anthony Gordon,2001-02-24,England,England,Newcastle United,Newcastle United,0.7,
eafc_3484,tm_7852,Iago,1992-05-22,Iago,1997-03-23,Brazil,Brazil,Al Shabab,FC Augsburg,0.7,
eafc_8538,tm_8505,T. Malbec,2001-11-03,Tidiane Malbec,2001-11-03,France,France,Annecy,FC Annecy,0.7,
eafc_8907,tm_2574,K. Al Absi,2001-05-28,Khalil Al-Absi,2001-05-28,Saudi Arabia,Saudi Arabia,Al Hazem,Al-Nassr FC,0.7,
eafc_5161,tm_1394,J. Nerwinski,1994-10-16,Jake Nerwinski,1994-10-17,United States,United States,Saint Louis City,St. Louis CITY SC,0.7,
eafc_6982,tm_8548,T. Thomas,2002-01-12,Titouan Thomas,2002-01-12,France,France,Laval,Stade Lavallois,0.7,
eafc_10881,tm_4639,Pedrinho,2002-07-11,Pedrinho,1992-12-20,Brazil,Portugal,Shakhtar Donetsk,MKE Ankaragücü,0.7,
eafc_3199,tm_1019,L. Acosta,1994-05-31,Luciano Acosta,1994-05-31,Argentina,Argentina,Cincinnati,FC Cincinnati,0.7,
eafc_5421,tm_9402,Vilanova,1997-02-11,Adrià Vilanova,1997-02-11,Spain,Spain,FC Andorra,FC Andorra,0.7,
eafc_1510,tm_5676,A. Lacazette,1991-05-28,Alexandre Lacazette,1991-05-28,France,France,Olympique Lyonnais,Olympique Lyon,0.7052631578947368,
eafc_1856,tm_10133,R. Brady,1992-01-14,Robbie Brady,1992-01-14,Republic of Ireland,Ireland,Preston North End,Preston North End,0.7083333333333333,
eafc_8724,tm_2758,J. Krupa,2003-04-26,Jeroen Krupa,2003-04-26,Germany,Germany,Ingolstadt,FC Ingolstadt 04,0.7083333333333333,
eafc_4921,tm_4509,B. Özcan,1998-02-15,Berkay Özcan,1998-02-15,Turkey,Turkey,İstanbul Başakşehir,Basaksehir FK,0.7083333333333333,
eafc_2434,tm_1728,T. Pledl,1994-05-23,Thomas Pledl,1994-05-23,Germany,Germany,MSV Duisburg,MSV Duisburg,0.7083333333333333,
eafc_7706,tm_1989,M. Thiel,1995-01-29,Marvin Thiel,1995-01-29,Germany,Germany,VfB Lübeck,VfB Lübeck,0.7083333333333333,
eafc_11120,tm_2757,J. Kügel,1997-03-30,Julian Kügel,1997-03-30,Germany,Germany,Ingolstadt,FC Ingolstadt 04,0.7083333333333333,
eafc_5303,tm_8166,E. Owusu,1997-11-07,Elisha Owusu,1997-11-07,Ghana,Ghana,Auxerre,AJ Auxerre,0.7083333333333333,
eafc_1850,tm_2030,T. Geyer,1991-03-06,Thomas Geyer,1991-03-06,Germany,Germany,Ulm,SSV Ulm 1846,0.7083333333333333,
eafc_2626,tm_10515,J. Green,1995-06-06,Julian Green,1995-06-06,United States,United States,SpVgg Greuther Fürth,SpVgg Greuther Fürth,0.7083333333333333,
eafc_3692,tm_3825,Y. Namli,1994-06-20,Younes Namli,1994-06-20,Denmark,Denmark,PEC Zwolle,PEC Zwolle,0.7083333333333333,
eafc_5089,tm_8112,L. Fomba,1998-01-26,Lamine Fomba,1998-01-26,France,France,Saint-Étienne,AS Saint-Étienne,0.7083333333333333,
eafc_4025,tm_5776,F. Sacko,1995-05-01,Falaye Sacko,1995-05-01,Mali,Mali,Montpellier,Montpellier HSC,0.7083333333333333,
eafc_2123,tm_4796,B. Darri,1994-09-14,Brahim Darri,1994-09-14,Netherlands,Netherlands,Fatih Karagümrük,Fatih Karagümrük,0.7083333333333333,
eafc_9872,tm_5780,K. Fayad,2004-06-09,Khalil Fayad,2004-06-09,France,France,Montpellier,Montpellier HSC,0.7083333333333333,
eafc_1937,tm_1455,N. Byrne,1992-06-05,Nathan Byrne,1992-06-05,England,England,Charlotte,Charlotte FC,0.7083333333333333,
eafc_4885,tm_9905,C. Kipré,1996-12-09,Cédric Kipré,1996-12-09,Côte d'Ivoire,Cote d'Ivoire,West Bromwich Albion,West Bromwich Albion,0.7083333333333333,
eafc_6197,tm_1756,T. Bonga,1997-01-10,Tarsis Bonga,1997-01-10,Germany,Germany,1860 München,TSV 1860 Munich,0.7083333333333333,
eafc_9046,tm_6515,M. Soulé,2003-04-15,Matías Soulé,2003-04-15,Argentina,Argentina,Frosinone,Juventus FC,0.7083333333333333,
eafc_10072,tm_6473,M. Prati,2003-12-28,Matteo Prati,2003-12-28,Italy,Italy,Cagliari,Cagliari Calcio,0.7083333333333333,
eafc_6718,tm_3511,G. Ávila,2001-09-30,Gastón Ávila,2001-09-30,Argentina,Argentina,Ajax,Ajax Amsterdam,0.7083333333333333,
eafc_3820,tm_7648,B. Henrichs,1997-02-23,Benjamin Henrichs,1997-02-23,Germany,Germany,RB Leipzig,RB Leipzig,0.7117647058823529,
eafc_9656,tm_7692,D. Pejčinović,2005-02-15,Dzenan Pejcinovic,2005-02-15,Germany,Germany,VfL Wolfsburg,VfL Wolfsburg,0.7117647058823529,
eafc_4463,tm_1291,J. Niezgoda,1995-03-15,Jaroslaw Niezgoda,1995-03-15,Poland,Poland,Portland Timbers,Portland Timbers,0.7117647058823529,
eafc_5024,tm_7567,N. Mazraoui,1997-11-14,Noussair Mazraoui,1997-11-14,Morocco,Morocco,FC Bayern München,Bayern Munich,0.7117647058823529,
eafc_2369,tm_2694,P. Vlachodimos,1991-10-12,Panagiotis Vlachodimos,1991-10-12,Greece,Greece,Dynamo Dresden,SG Dynamo Dresden,0.7136363636363636,
eafc_10822,tm_2342,Y. Al Aqeel,1997-03-08,Yousef Al-Aqeel,1997-03-08,Saudi Arabia,Saudi Arabia,Abha,Abha Club,0.72,
eafc_6653,tm_4672,L. Prip,1997-06-29,Louka Prip,1997-06-29,Denmark,Denmark,Konyaspor,Konyaspor,0.72,
eafc_10654,tm_9048,C. Travaglini,2000-01-07,Christian Travaglini,2000-01-07,Italy,Italy,Ternana,Cagliari Calcio,0.72,
eafc_1031,tm_1553,M. Bradley,1987-07-31,Michael Bradley,1987-07-31,United States,United States,Toronto,Toronto FC,0.72,
eafc_2825,tm_6394,L. Montipò,1996-02-20,Lorenzo Montipò,1996-02-20,Italy,Italy,Hellas Verona,Hellas Verona,0.72,
eafc_1487,tm_6265,R. Pereyra,1991-01-07,Roberto Pereyra,1991-01-07,Argentina,Argentina,Udinese,Udinese Calcio,0.72,
eafc_3177,tm_4251,T. Ambrose,1997-03-28,Thierry Ambrose,1997-03-28,France,Guadeloupe,Kortrijk,KV Kortrijk,0.72,
eafc_3748,tm_2490,M. Dugandžić,1994-04-07,Marko Dugandzic,1994-04-07,Croatia,Croatia,Al Tai,Al-Tai FC,0.72,
eafc_7646,tm_6363,L. Colombo,2002-03-08,Lorenzo Colombo,2002-03-08,Italy,Italy,Monza,AC Milan,0.72,
eafc_10309,tm_1040,H. Endeley,2001-10-09,Herbert Endeley,2001-10-09,United States,United States,Dallas,FC Dallas,0.72,
eafc_8507,tm_2135,S. Biuk,2002-12-26,Stipe Biuk,2002-12-26,Croatia,Croatia,Los Angeles FC,Los Angeles FC,0.72,
eafc_5275,tm_6971,Guridi,1995-02-28,Jon Guridi,1995-02-28,Spain,Spain,Deportivo Alavés,Deportivo Alavés,0.72,
eafc_9417,tm_3874,B. Plat,2000-04-05,Brian Plat,2000-04-05,Netherlands,Netherlands,FC Volendam,FC Volendam,0.72,
eafc_4413,tm_5370,T. Phete,1994-04-04,Cafú Phete,1994-04-04,South Africa,South Africa,Chaves,GD Chaves,0.72,
eafc_1003,tm_5792,L. Butelle,1983-04-03,Ludovic Butelle,1983-04-03,France,France,Stade de Reims,Stade Reims,0.72,
eafc_2509,tm_9962,D. Lenihan,1994-03-16,Darragh Lenihan,1994-03-16,Republic of Ireland,Ireland,Middlesbrough,Middlesbrough FC,0.72,
eafc_2950,tm_10468,V. Vermeij,1994-08-09,Vincent Vermeij,1994-08-09,Netherlands,Netherlands,Fortuna Düsseldorf,Fortuna Düsseldorf,0.72,
eafc_2498,tm_2463,F. Al Johani,1991-10-26,Fahad Al-Juhani,1991-10-26,Saudi Arabia,Saudi Arabia,Damac,Damac FC,0.72,
eafc_8731,tm_3715,L. Hartjes,2003-04-07,Lennard Hartjes,2003-04-07,Netherlands,Netherlands,Excelsior,,0.72,
eafc_5337,tm_10652,S. Vasiliadis,1997-10-04,Sebastian Vasiliadis,1997-10-04,Greece,Greece,Hansa Rostock,FC Hansa Rostock,0.72,
eafc_2891,tm_7426,K. Tete,1995-10-09,Kenny Tete,1995-10-09,Netherlands,Netherlands,Fulham,Fulham FC,0.72,
eafc_8435,tm_8343,Y. Haouari,2003-02-13,Yassine Haouari,2003-02-13,France,France,Valenciennes,Valenciennes FC,0.72,
eafc_5398,tm_4897,S. Çiftpınar,1993-01-01,Sadik Ciftpinar,1993-01-01,Turkey,Turkey,Kasımpaşa,Kasimpasa,0.72,
eafc_5049,tm_7756,R. Koch,1996-07-17,Robin Koch,1996-07-17,Germany,Germany,Eintracht Frankfurt,Leeds United,0.72,
eafc_7870,tm_6669,C. Riad,2003-06-17,Chadi Riad,2003-06-17,Morocco,Morocco,Real Betis,FC Barcelona,0.72,
eafc_10370,tm_1686,L. Laux,2002-10-14,Lucas Laux,2002-10-14,Germany,Germany,Sandhausen,1.FSV Mainz 05,0.72,
eafc_1398,tm_7248,M. Antonio,1990-03-28,Michail Antonio,1990-03-28,Jamaica,Jamaica,West Ham United,West Ham United,0.72,
eafc_5132,tm_3722,L. Lamprou,1997-12-19,Lazaros Lamprou,1997-12-19,Greece,Greece,Excelsior,Excelsior Rotterdam,0.72,
eafc_8963,tm_5490,B. Barcola,2002-09-02,Bradley Barcola,2002-09-02,France,France,Paris Saint Germain,Paris Saint-Germain,0.72,
eafc_10618,tm_7901,J. Milošević,2005-07-31,Jovan Milosevic,2005-07-31,Serbia,Serbia,VfB Stuttgart,VfB Stuttgart,0.72,
eafc_10382,tm_8331,S. Boudraa,2003-06-30,Sofiane Boudraa,2003-06-30,Algeria,France,Valenciennes,Valenciennes FC,0.72,
eafc_1424,tm_3347,S. Al Faraj,1989-08-01,Salman Al-Faraj,1989-08-01,Saudi Arabia,Saudi Arabia,Al Hilal,Al-Hilal SFC,0.72,
eafc_9131,tm_1241,P. Schulte,2001-03-13,Patrick Schulte,2001-03-13,United States,United States,Columbus Crew,Columbus Crew,0.72,
eafc_7867,tm_9077,G. Ferrarini,2000-04-09,Gabriele Ferrarini,2000-04-09,Italy,Italy,FeralpiSalò,ACF Fiorentina,0.7277777777777779,
eafc_3317,tm_6423,F. Bonazzoli,1997-05-21,Federico Bonazzoli,1997-05-21,Italy,Italy,Hellas Verona,US Salernitana 1919,0.7277777777777779,
eafc_4728,tm_10544,J. Eggestein,1998-05-08,Johannes Eggestein,1998-05-08,Germany,Germany,St. Pauli,FC St. Pauli,0.7277777777777779,
eafc_8660,tm_10733,M. Beifus,2002-10-27,Marcel Beifus,2002-10-27,Germany,Germany,Karlsruher SC,Karlsruher SC,0.7307692307692308,
eafc_7277,tm_7815,A. Szalai,1998-01-20,Attila Szalai,1998-01-20,Hungary,Hungary,TSG Hoffenheim,TSG 1899 Hoffenheim,0.7307692307692308,
eafc_6169,tm_4814,J. Vuković,1992-05-02,Josip Vukovic,1992-05-02,Croatia,Croatia,Pendikspor,Pendikspor,0.7307692307692308,
eafc_2655,tm_1976,J. Löhden,1989-07-16,Jannik Löhden,1989-07-16,Germany,Germany,VfB Lübeck,VfB Lübeck,0.7307692307692308,
eafc_5147,tm_9928,N. Bishop,1999-10-15,Nathan Bishop,1999-10-15,England,England,Sunderland,Sunderland AFC,0.7307692307692308,
eafc_4562,tm_10535,M. Hartel,1996-01-19,Marcel Hartel,1996-01-19,Germany,Germany,St. Pauli,FC St. Pauli,0.7307692307692308,
eafc_8058,tm_5539,F. Rieder,2002-02-16,Fabian Rieder,2002-02-16,Switzerland,Switzerland,Rennes,Stade Rennais FC,0.7307692307692308,
eafc_1039,tm_6309,B. Costil,1987-07-03,Benoît Costil,1987-07-03,France,France,Salernitana,US Salernitana 1919,0.7307692307692308,
eafc_2454,tm_2219,A. Rusnák,1994-07-07,Albert Rusnák,1994-07-07,Slovakia,Slovakia,Seattle Sounders,Seattle Sounders FC,0.7307692307692308,
eafc_9620,tm_8298,L. Doucet,2002-09-14,Lohann Doucet,2002-09-14,France,France,Paris,FC Nantes,0.7307692307692308,
eafc_1543,tm_10478,J. Börner,1991-01-21,Julian Börner,1991-01-21,Germany,Germany,Hannover 96,,0.7307692307692308,
eafc_3732,tm_1541,S. Rosted,1994-07-22,Sigurd Rosted,1994-07-22,Norway,Norway,Toronto,Toronto FC,0.7307692307692308,
eafc_7390,tm_3676,S. Hansen,2002-05-18,Sontje Hansen,2002-05-18,Netherlands,Netherlands,NEC,NEC Nijmegen,0.7307692307692308,
eafc_8182,tm_9977,M. Rogers,2002-07-26,Morgan Rogers,2002-07-26,England,England,Middlesbrough,Middlesbrough FC,0.7307692307692308,
eafc_3375,tm_10623,M. Ritter,1994-10-15,Marlon Ritter,1994-10-15,Germany,Germany,Kaiserslautern,1.FC Kaiserslautern,0.7307692307692308,
