df1,df2,name1,birthdate1,name2,birthdate2,nat1,nat2,club1,club2,score,match
eafc_3960,tm_5682,J. Duverne,1997-07-12,Iván Calero,1995-04-21,France,Spain,Nantes,FC Cartagena,,False
eafc_8019,tm_5716,S. Sow,2002-07-04,Nino Galovic,1992-07-06,Guinea,Croatia,Strasbourg,FC Arouca,,False
eafc_7641,tm_1861,J. Hawkins,2001-06-24,Kieffer Moore,1992-08-08,United States,Wales,Waldhof Mannheim,AFC Bournemouth,,False
eafc_8089,tm_2766,C. Lannert,1998-06-08,Brahim Darri,1994-09-14,Germany,Netherlands,DSC Arminia Bielefeld,Fatih Karagümrük,,False
eafc_9576,tm_1491,S. Sserwadda,2002-08-01,Francisco Moura,1999-08-16,Uganda,Portugal,New York RB,FC Famalicão,,False
eafc_11164,tm_5759,E. Kroupi,2006-06-23,Ezechiel Banzuzi,2005-02-16,France,Netherlands,Lorient,Oud-Heverlee Leuven,,False
eafc_9416,tm_10430,D. Murkin,1999-07-27,Khalil Fayad,2004-06-09,England,France,Schalke 04,Montpellier HSC,,False
eafc_3392,tm_7874,A. Nübel,1996-09-30,Róger Espinoza,1986-10-25,Germany,Honduras,VfB Stuttgart,Sporting Kansas City,,False
eafc_3184,tm_9345,U. Đurđević,1994-03-02,Aynsley Pears,1998-04-23,Montenegro,England,Sporting Gijón,Blackburn Rovers,,False
eafc_2512,tm_4880,A. Maxim,1990-07-08,Mauricio Cuevas,2003-02-10,Romania,United States,Gaziantep F.K.,Los Angeles Galaxy,,False
eafc_10090,tm_5300,Hernâni Infande,2001-04-03,Patrick Kammerbauer,1997-02-11,Portugal,Germany,Moreirense,SC Verl,,False
eafc_2511,tm_9264,De La Hoz,1992-03-30,Álvaro Odriozola,1995-12-14,Spain,Spain,Real Valladolid,Real Sociedad,,False
eafc_2747,tm_6952,Puertas,1992-02-21,Kian Harratt,2002-06-21,Spain,England,Granada,Huddersfield Town,,False
eafc_8007,tm_6795,I. Kébé,2000-08-01,Esteban Salles,1994-03-02,Mali,France,Girona,US Concarneau,,False
eafc_5099,tm_6158,A. Barák,1994-12-03,Diego Moreno,2001-06-21,Czech Republic,Spain,Fiorentina,CA Osasuna,,False
eafc_8414,tm_10481,B. Ezeh,2001-06-23,Reda Khadra,2001-07-04,Germany,Germany,Hannover 96,Stade Reims,,False
eafc_11179,tm_8451,Joan Ruiz,2003-02-11,Tomás Ostrák,2000-02-05,Spain,Czech Republic,Villarreal II,St. Louis CITY SC,,False
eafc_1311,tm_1176,G. Bou,1990-02-18,Sigurd Rosted,1994-07-22,Argentina,Norway,New England,Toronto FC,,False
eafc_3926,tm_8177,F. Ayé,1997-01-19,Kazeem Olaigbe,2003-01-02,France,Belgium,Auxerre,Cercle Brugge,,False
eafc_7201,tm_3615,H. Ali,2002-03-01,Pol Lirola,1997-08-13,Sweden,Spain,SC Heerenveen,Olympique Marseille,,False
eafc_11642,tm_3235,Du Yuezheng,2005-09-14,Gaetano Castrovilli,1997-02-17,China PR,Italy,Shenzhen,ACF Fiorentina,,False
eafc_4279,tm_9294,S. Bakış,1994-04-22,Robin Roefs,2003-01-17,Turkey,Netherlands,Real Zaragoza,NEC Nijmegen,,False
eafc_3531,tm_9428,Cristo González,1997-10-14,Carlos Domínguez,2001-02-11,Spain,Spain,Arouca,Celta de Vigo,,False
eafc_6830,tm_5053,Paulino,1997-06-27,Héctor Herrera,1990-04-19,Spain,Mexico,Real Oviedo,Houston Dynamo FC,,False
eafc_8278,tm_7716,D. Fofana,2002-12-22,Tom Mickel,1989-04-19,Côte d'Ivoire,Germany,FC Union Berlin,Hamburger SV,,False
eafc_6117,tm_10844,A. Vukotić,1995-07-22,Daniele Ghilardi,2003-01-06,Serbia,Italy,Wehen Wiesbaden,Hellas Verona,,False
eafc_3301,tm_8346,F. Sollacaro,1994-03-21,Lucas Laux,2002-10-14,France,Germany,Ajaccio,1.FSV Mainz 05,,False
eafc_5613,tm_8062,J. Beste,1999-01-04,Herbert Endeley,2001-10-09,Germany,United States,Heidenheim,FC Dallas,,False
eafc_2671,tm_3406,Anderson Talisca,1994-02-01,Leonardo Balerdi,1999-01-26,Brazil,Argentina,Al Nassr,Olympique Marseille,,False
eafc_2597,tm_1959,M. Thiel,1993-02-03,Hugo Sotelo,2003-12-19,Germany,Spain,Erzgebirge Aue,Celta de Vigo,,False
eafc_8940,tm_5899,É. Kinkoué,2002-01-14,Charles De Ketelaere,2001-03-10,France,Belgium,Le Havre,AC Milan,,False
eafc_4349,tm_2372,W. Al Enazi,1996-07-06,Joel Latibeaudiere,2000-01-06,Saudi Arabia,Jamaica,Al Fateh,Coventry City,,False
eafc_4448,tm_5258,M. Seck,1996-02-23,Jackson,1999-04-24,Senegal,Brazil,Portimonense,Istanbulspor,,False
eafc_4305,tm_2272,A. Hazazi,1994-02-18,Sigurd Rosted,1994-07-22,Saudi Arabia,Norway,Al Ettifaq,Toronto FC,,False
eafc_7250,tm_8457,J. Evan's,1998-12-17,Tiago Araújo,2001-03-27,France,Portugal,Pau,GD Estoril Praia,,False
eafc_2731,tm_7615,J. Tah,1996-02-11,Lohann Doucet,2002-09-14,Germany,France,Bayer 04 Leverkusen,FC Nantes,,False
eafc_5787,tm_9365,Brugui,1996-11-04,Santiago Moreno,2000-04-21,Spain,Colombia,Levante,Portland Timbers,,False
eafc_4931,tm_7408,E. Eze,1998-06-29,Jake Livermore,1989-11-14,England,England,Crystal Palace,Watford FC,,False
eafc_11463,tm_3059,Tong Lei,1997-12-16,Nathan Byrne,1992-06-05,China PR,England,Shandong Taishan,Charlotte FC,,False
eafc_10161,tm_1345,Diego Aznar,2003-01-01,Talal Al-Absi,1993-02-22,Spain,Saudi Arabia,Huesca,Al-Hazem SC,,False
eafc_3769,tm_8668,M. Sarr,1997-01-05,Diamant Lokaj,2005-01-24,Senegal,Kosovo,Cremonese,SV Sandhausen,,False
eafc_2261,tm_7544,P. Mpanzu,1994-03-22,Henry Obermeyer,2006-04-17,Congo DR,Germany,Luton Town,Arminia Bielefeld,,False
eafc_11519,tm_2860,Xu Yougang,1996-02-09,Zakaria Bengueddoudj,2000-02-21,China PR,France,Shanghai Shenhua,FC Annecy,,False
eafc_5593,tm_9184,Calero,1995-09-14,Aaron Ramsey,1990-12-26,Spain,Wales,Espanyol,Cardiff City,,False
eafc_11636,tm_3153,Li Yongjia,2001-07-24,Nkosi Tafari,1997-03-23,China PR,United States,Meizhou Hakka,FC Dallas,,False
eafc_11666,tm_2898,Xia Xiaoxi,2005-01-08,Sebastian Vasiliadis,1997-10-04,China PR,Greece,Wuhan Three Towns,FC Hansa Rostock,,False
eafc_10884,tm_8440,P. Sakho,1996-12-21,Julian Green,1995-06-06,Senegal,United States,Quevilly Rouen,SpVgg Greuther Fürth,,False
eafc_7605,tm_1345,D. Luna,2003-05-07,Taylor Richards,2000-12-04,Colombia,England,Mallorca,Queens Park Rangers,,False
eafc_10469,tm_2512,M. Naif,1998-11-29,Filip Stankovic,2002-02-25,Saudi Arabia,Serbia,Al Okhdood,Inter Milan,,False
eafc_3075,tm_6914,Zaldúa,1992-06-24,Jérôme Gondorf,1988-06-26,Spain,Germany,Cádiz,Karlsruher SC,,False
eafc_2805,tm_5382,Héctor,1995-09-14,Jason,1994-07-06,Spain,Spain,Chaves,FC Arouca,,False
eafc_5043,tm_9449,Álvaro,1998-04-13,Linus Gechter,2004-02-27,Spain,Germany,Huesca,Hertha BSC,,False
eafc_4422,tm_9599,Miguelón,1996-01-18,Danny McNamara,1998-12-27,Spain,Ireland,Eldense,Millwall FC,,False
eafc_6479,tm_5077,Rober,2001-01-06,Anthony Valencia,2003-07-21,Spain,Ecuador,NEC,Royal Antwerp FC,,False
eafc_3030,tm_2455,G. Nkoudou,1995-02-13,Anthony Gordon,2001-02-24,Cameroon,England,Damac,Newcastle United,,False
eafc_3109,tm_6715,Jaume,1990-11-05,Tiago Sá,1995-01-11,Spain,Portugal,Valencia,SC Braga,,False
eafc_8178,tm_8717,John Patrick,2003-10-24,Derry Scherhant,2002-11-10,Spain,Germany,Getafe,Hertha BSC,,False
eafc_2710,tm_2488,A. Aseri,1994-02-26,Jardel,1997-09-20,Saudi Arabia,Guinea-Bissau,Al Tai,FC Vizela,,False
eafc_9856,tm_9626,Alcedo,2001-02-05,Léo Baptistão,1992-08-26,Spain,Brazil,Mirandés,UD Almería,,False
eafc_8626,tm_8663,Antoniu Roca,2002-09-05,Christian Mathenia,1992-03-31,Spain,Germany,Espanyol,1.FC Nuremberg,,False
eafc_4673,tm_5196,Allan Ardaújo,1988-02-29,Mikael Marqués,2001-09-08,Brazil,Sweden,Goiás,Minnesota United FC,,False
eafc_8828,tm_7263,D. Williams,2003-09-13,Joel Bichsel,2002-03-04,England,Switzerland,Chelsea,,,False
eafc_10953,tm_10305,Z. Baker,2004-11-19,Younes Namli,1994-06-20,England,Denmark,Plymouth Argyle,PEC Zwolle,,False
eafc_4026,tm_4381,Luciano Cacheira,1996-02-29,Carlos Augusto,1999-01-07,Brazil,Brazil,Fortaleza,AC Monza,,False
eafc_5885,tm_3356,A. Al Hamdan,1999-09-13,Gary Gardner,1992-06-29,Saudi Arabia,England,Al Hilal,Birmingham City,,False
eafc_11371,tm_3225,Shi Ke,1993-01-08,Tidiane Malbec,2001-11-03,China PR,France,Shandong Taishan,FC Annecy,,False
eafc_11039,tm_4972,D. Traoré,1998-08-02,Benoît Costil,1987-07-03,Côte d'Ivoire,France,İstanbulspor,US Salernitana 1919,,False
eafc_3039,tm_9692,Chema,1992-03-03,Joshua Brenet,1994-03-20,Spain,Netherlands,Alcorcón,Twente Enschede FC,,False
eafc_11609,tm_3053,Cui Qi,1997-10-26,John Mary,1993-03-09,China PR,Cameroon,Changchun Yatai,Caykur Rizespor,,False
eafc_11444,tm_2830,Xu Xin,1994-04-19,Kendall McIntosh,1994-01-24,China PR,United States,Shanghai Port,Sporting Kansas City,,False
eafc_11388,tm_3243,Wang Yaopeng,1995-01-18,Aritz Aldasoro,1999-06-05,China PR,Spain,Dalian Professional,Racing Santander,,False
eafc_7554,tm_6142,B. Unger,1999-04-23,Yohan Demoncy,1996-04-07,Austria,France,Rapid Wien,Paris FC,,False
eafc_7967,tm_6684,Luiz Júnior,2001-01-14,Tiago Sá,1995-01-11,Brazil,Portugal,Famalicão,SC Braga,,False
eafc_11307,tm_3250,Yu Hai,1987-06-04,Fran Mérida,1990-03-04,China PR,Spain,Shanghai Port,Tianjin Jinmen Tiger,,False
eafc_7424,tm_7359,Benito,1998-09-07,Rudy Camacho,1991-03-05,Nigeria,France,Dynamo Kyiv,Columbus Crew,,False
eafc_10034,tm_9422,Pablo Durán,2001-05-15,Paul Marie,1995-03-24,Spain,France,Celta de Vigo,San Jose Earthquakes,,False
eafc_11309,tm_3091,Tan Long,1988-04-01,Iker Benito,2002-08-10,China PR,Spain,Changchun Yatai,CA Osasuna,,False
eafc_11254,tm_7204,Diego Campo,2001-11-16,Gonçalo Borges,2001-03-29,Spain,Portugal,Racing Santander,FC Porto,,False
eafc_5630,tm_9394,Miguel,1999-09-03,Federico Dionisi,1987-06-16,Spain,Italy,Leganés,Ternana Calcio,,False
eafc_9369,tm_8150,M. Craig,2003-04-16,Miguel Araujo,1994-10-24,Scotland,Peru,Tottenham Hotspur,Portland Timbers,,False
eafc_11615,tm_2831,H. Ablahan,2001-04-26,Quaresma,1996-08-22,China PR,Brazil,Shanghai Port,FC Arouca,,False
eafc_8246,tm_5316,H. Al Ali,2002-02-10,Rico Preißinger,1996-07-21,Saudi Arabia,Germany,Abha,Preußen Münster,,False
eafc_10319,tm_1165,Diogo Fonseca,2002-04-10,Dominik Greif,1997-04-06,Portugal,Slovakia,Sporting Braga,RCD Mallorca,,False
eafc_11520,tm_1227,Yan Zhiyu,1993-02-08,Julian Green,1995-06-06,China PR,United States,Changchun Yatai,SpVgg Greuther Fürth,,False
eafc_10850,tm_7823,P. Jouan,2002-04-02,Miguel Crespo,1996-09-11,France,Portugal,Concarneau,Fenerbahce,,False
eafc_8092,tm_3493,I. Saibari,2001-07-18,Azeem Abdulai,2002-12-09,Morocco,Scotland,PSV,Swansea City,,False
eafc_4263,tm_5038,Sevinho Santos,2000-02-29,Federico Dionisi,1987-06-16,Brazil,Italy,Fortaleza,Ternana Calcio,,False
eafc_4244,tm_9281,Marlon Nideiro,1996-02-29,Josip Vukovic,1992-05-02,Brazil,Croatia,Flamengo,Pendikspor,,False
eafc_8073,tm_7685,Ayesa,2001-04-02,Marcel Beifus,2002-10-27,Spain,Germany,Real Sociedad,Karlsruher SC,,False
eafc_11683,tm_9939,Duan Dezhi,2001-11-22,Bali Mumba,2001-10-08,China PR,England,Beijing Guoan,Plymouth Argyle,,False
eafc_8333,tm_2253,A. Radif,2003-01-20,Jardel,1997-09-20,Saudi Arabia,Guinea-Bissau,Al Shabab,FC Vizela,,False
eafc_2608,tm_3419,A. Al Jadaani,1991-10-06,Yacouba Barry,2002-11-25,Saudi Arabia,France,Al Ittihad,FC Annecy,,False
eafc_9863,tm_5145,Júlio Dabó,2003-03-13,Jaroslaw Niezgoda,1995-03-15,Guinea Bissau,Poland,Boavista,Portland Timbers,,False
eafc_8839,tm_8325,Pablo Valencia,2001-03-16,Liberato Cacace,2000-09-27,Spain,New Zealand,Osasuna,FC Empoli,,False
eafc_8213,tm_3147,Jeong Sang Bin,2002-04-01,Stefano Scognamillo,1994-05-04,Korea Republic,Italy,Minnesota United,US Catanzaro,,False
eafc_11578,tm_2973,Han Dong,2001-03-02,Nebiyou Perry,1999-10-02,China PR,United States,Henan,Nashville SC,,False
eafc_11305,tm_3029,Yi Teng,1990-02-20,Ege Bilsel,2004-01-04,China PR,Turkey,Changchun Yatai,Antalyaspor,,False
eafc_2145,tm_8707,D. Stojanović,1993-07-19,Esteban Salles,1994-03-02,North Macedonia,France,Rheindorf Altach,US Concarneau,,False
eafc_11395,tm_2829,Cai Huikang,1989-10-10,Miguel Araujo,1994-10-24,China PR,Peru,Shanghai Port,Portland Timbers,,False
eafc_11517,tm_2979,Wang Ziming,1996-08-05,Yohan Demoncy,1996-04-07,China PR,France,Beijing Guoan,Paris FC,,False
eafc_11391,tm_5038,Gan Chao,1995-02-13,Gary Magnée,1999-10-12,China PR,Belgium,Chengdu Rongcheng,KAS Eupen,,False
eafc_7951,tm_6913,L. Miguel,2001-03-24,Fabian Tait,1993-02-10,Netherlands,Italy,Sporting Gijón,FC Südtirol,,False
eafc_11324,tm_4647,Park Ji Soo,1994-06-14,Manel Royo,1994-02-28,Korea Republic,Spain,Wuhan Three Towns,Almere City FC,,False
eafc_11649,tm_3025,Gou Junchen,1990-03-22,Michel-Ange Balikwisha,2001-05-10,China PR,Belgium,Chengdu Rongcheng,Royal Antwerp FC,,False
eafc_4058,tm_6637,Adnan Vidual,1992-02-29,Lamar Yarbrough,1996-04-07,Brazil,Germany,Internacional,SSV Ulm 1846,,False
eafc_11340,tm_2955,Shao Puliang,1989-07-06,Maarten Vandevoordt,2002-02-26,China PR,Belgium,Cangzhou Mighty Lions,RB Leipzig,,False
eafc_8960,tm_9471,Jonatas Santos,2001-12-16,Luka Lochoshvili,1998-05-29,Brazil,Georgia,Al Ain,US Cremonese,,False
eafc_10682,tm_5202,Kiko Vilas Boas,1999-09-08,Francesco Zampano,1993-09-30,Portugal,Italy,Gil Vicente,Venezia FC,,False
eafc_10709,tm_1958,G. Nesta,2000-03-01,Mohamed Hafid,2004-12-01,Italy,Morocco,Lecco,SM Caen,,False
eafc_5394,tm_2243,H. Al Qahtani,1994-12-20,Quaresma,1996-08-22,Saudi Arabia,Brazil,Al Shabab,FC Arouca,,False
eafc_8086,tm_1328,Marcelo Pitaluga,2002-12-20,Fran Mérida,1990-03-04,Brazil,Spain,Liverpool,Tianjin Jinmen Tiger,,False
eafc_10330,tm_8088,D. Ignatenko,2003-01-11,Diamant Lokaj,2005-01-24,Ukraine,Kosovo,Dynamo Kyiv,SV Sandhausen,,False
eafc_2180,tm_5462,Bigas,1990-09-15,Héctor Herrera,1990-04-19,Spain,Mexico,Elche,Houston Dynamo FC,,False
eafc_4329,tm_4258,A. Filin,1995-06-25,Alexis De Sart,1996-11-12,Ukraine,Belgium,AS Eupen,RWD Molenbeek,,False
eafc_10770,tm_4607,A. Harshan,2004-01-01,Benjamin Lecomte,1991-04-26,Saudi Arabia,France,Al Okhdood,Montpellier HSC,,False
eafc_11459,tm_7301,Liu Shibo,1997-05-20,Amar Sejdic,1996-11-29,China PR,United States,Shandong Taishan,Atlanta United FC,,False
eafc_11645,tm_1064,Hu Hetao,2003-10-05,Lamine Fomba,1998-01-26,China PR,France,Chengdu Rongcheng,AS Saint-Étienne,,False
eafc_11630,tm_3138,He Youzu,1998-10-26,Yohan Demoncy,1996-04-07,China PR,France,Cangzhou Mighty Lions,Paris FC,,False
eafc_9708,tm_7077,M. Sellinger,2002-05-06,Róger Espinoza,1986-10-25,Austria,Honduras,Hartberg,Sporting Kansas City,,False
eafc_10194,tm_4127,K. Chaban,2000-01-06,Jacob Chapman,2000-10-22,Algeria,Australia,Albacete,Huddersfield Town,,False
eafc_11601,tm_9887,Yao Xuchen,1999-09-11,Marlon Ritter,1994-10-15,China PR,Germany,Cangzhou Mighty Lions,1.FC Kaiserslautern,,False
eafc_9956,tm_6775,Hugo Redón,2003-04-19,Szymon Zurkowski,1997-09-25,Spain,Poland,Levante,Spezia Calcio,,False
eafc_6960,tm_10760,M. Shaker,1997-04-27,Steven Berghuis,1991-12-19,United Arab Emirates,Netherlands,Al Ain,Ajax Amsterdam,,False
eafc_11489,tm_6692,Dai Weijun,1999-07-25,Leandro Chichizola,1990-03-27,China PR,Argentina,Shanghai Shenhua,Parma Calcio 1913,,False
eafc_10842,tm_8451,Joan Puig,2002-11-16,Felix Lange,2004-03-13,Spain,Germany,Espanyol,VfL Wolfsburg,,False
eafc_11132,tm_6745,Rubén de Gea,2000-04-04,Sebastian Vasiliadis,1997-10-04,Spain,Greece,Burgos,FC Hansa Rostock,,False
eafc_4231,tm_2634,Fábio Melitinho,1996-02-29,Yusuke Matsuo,1997-07-23,Brazil,Japan,Fluminense,,,False
eafc_6267,tm_8954,T. Rotter,1992-01-27,Xavier Mercier,1989-07-25,Austria,France,Hartberg,RWD Molenbeek,,False
eafc_10142,tm_2267,A. Abdulqader,2002-01-01,Jacob Chapman,2000-10-22,Saudi Arabia,Australia,Al Ettifaq,Huddersfield Town,,False
eafc_4210,tm_4849,Luis Couprins,2000-02-29,Kagan Moradaoglu,2003-01-10,Brazil,Turkey,Athletico Paranaense,Trabzonspor,,False
eafc_4095,tm_3937,Tião Couteira,2000-02-29,Laurent Depoitre,1988-12-07,Brazil,Belgium,Athletico Paranaense,KAA Gent,,False
eafc_11511,tm_3364,Gao Tianyi,1998-07-01,Younes Namli,1994-06-20,China PR,Denmark,Beijing Guoan,PEC Zwolle,,False
eafc_11535,tm_5477,Zhou Xin,1998-04-11,Saleh Al-Qumayzi,1991-10-30,China PR,Saudi Arabia,Shenzhen,Abha Club,,False
eafc_9874,tm_10179,S. Finch,2005-08-05,Ali Ahmed,2000-10-10,England,Canada,Middlesbrough,Vancouver Whitecaps FC,,False
eafc_10454,tm_2295,Clavijo,2003-10-09,Jake Nerwinski,1994-10-17,Spain,United States,Villarreal II,St. Louis CITY SC,,False
eafc_4668,tm_7481,Sander Asevedo,1996-02-29,Patrick Schulte,2001-03-13,Brazil,United States,Goiás,Columbus Crew,,False
eafc_4027,tm_6387,Simão Donatinho,1996-02-29,Nebiyou Perry,1999-10-02,Brazil,United States,Corinthians,Nashville SC,,False
eafc_8601,tm_6897,Ros,1996-03-15,Óscar Duarte,1989-06-03,Spain,Costa Rica,Albacete,Al-Wehda FC,,False
eafc_4991,tm_9030,Marlion Rolim,1992-02-29,Ibrahim Pehlivan,1993-08-21,Brazil,Turkey,Bragantino,Caykur Rizespor,,False
eafc_8764,tm_9040,Y. Konoplia,1999-08-26,Morgan Rogers,2002-07-26,Ukraine,England,Shakhtar Donetsk,Middlesbrough FC,,False
eafc_7717,tm_7613,J. Brooking,2002-09-01,Albert Rusnák,1994-07-07,England,Slovakia,Chelsea,Seattle Sounders FC,,False
eafc_4206,tm_2584,Oswaldinato,1992-02-29,Ali Ahmed,2000-10-10,Brazil,Canada,Flamengo,Vancouver Whitecaps FC,,False
eafc_11434,tm_3061,Zhang Wentao,1993-04-14,Joel Latibeaudiere,2000-01-06,China PR,Jamaica,Wuhan Three Towns,Coventry City,,False
eafc_6932,tm_9929,J. Gölles,1999-09-22,Ali Ahmed,2000-10-10,Austria,Canada,Blau-Weiß Linz,Vancouver Whitecaps FC,,False
eafc_7831,tm_10610,J. Naschberger,2000-01-25,Tiago Araújo,2001-03-27,Austria,Portugal,WSG Tirol,GD Estoril Praia,,False
eafc_7067,tm_2431,S. Al Abbas,1993-12-06,Isaac Boehmer,2001-11-20,Saudi Arabia,Canada,Al Riyadh,Vancouver Whitecaps FC,,False
eafc_10885,tm_5205,D. Castillo,2004-03-24,Santiago Moreno,2000-04-21,Ecuador,Colombia,Shakhtar Donetsk,Portland Timbers,,False
eafc_10071,tm_1162,Joel Roca,2005-06-07,Jacob Chapman,2000-10-22,Spain,Australia,Girona,Huddersfield Town,,False
eafc_10389,tm_1174,M. Braun,2005-03-10,Marlon Ritter,1994-10-15,Germany,Germany,VfL Wolfsburg,1.FC Kaiserslautern,,False
eafc_4254,tm_2941,Fachendinho,1992-02-29,Ellyes Skhiri,1995-05-10,Brazil,Tunisia,Santos,Eintracht Frankfurt,,False
eafc_8263,tm_4339,W. Suzuki,2003-01-31,Roman Neustädter,1988-02-18,Japan,Russia,Girona,KVC Westerlo,,False
eafc_4139,tm_5835,Jonas Damasto,1996-02-29,Jason,1994-07-06,Brazil,Spain,Athletico Paranaense,FC Arouca,,False
eafc_10031,tm_9630,Álvaro,2004-07-14,Nassim Chadli,2001-07-28,Uruguay,Morocco,Real Madrid,Le Havre AC,,False
eafc_11410,tm_3237,Zhong Jinbao,1994-11-25,Marc Bola,1997-12-09,China PR,England,Qingdao Hainiu,Samsunspor,,False
eafc_8391,tm_1131,S. Grehan,2004-01-08,Darragh Lenihan,1994-03-16,Republic of Ireland,Ireland,Crystal Palace,Middlesbrough FC,,False
eafc_11533,tm_3145,Wen Junjie,1997-04-16,Momo Diaby,1996-09-03,China PR,France,Meizhou Hakka,Portimonense SC,,False
eafc_11687,tm_3280,Wang Jianming,1993-07-04,Ylber Ramadani,1996-04-12,Chinese Taipei,Albania,Qingdao Hainiu,US Lecce,,False
eafc_4989,tm_9445,Ever Rodeiro,1996-02-29,Melle Meulensteen,1999-07-04,Brazil,Netherlands,Goiás,Vitesse Arnhem,,False
eafc_9976,tm_6152,R. Smajić,2004-05-02,Serano Seymor,2002-01-04,Bosnia and Herzegovina,Netherlands,FC Köln,Excelsior Rotterdam,,False
eafc_4077,tm_9132,Enzo Chissano,1992-02-29,Rihito Yamamoto,2001-12-12,Brazil,Japan,Palmeiras,,,False
eafc_6270,tm_1601,M. Schantl,2000-08-17,Nelson Quiñónes,2002-08-20,Austria,Colombia,Blau-Weiß Linz,Houston Dynamo FC,,False
eafc_4169,tm_9412,Helito Caldeira,1996-02-29,Josh Tymon,1999-05-22,Brazil,England,Fluminense,Swansea City,,False
eafc_8080,tm_4235,Zarzana,2002-03-21,Ezechiel Banzuzi,2005-02-16,Spain,Netherlands,Sevilla,Oud-Heverlee Leuven,,False
eafc_9735,tm_7797,M. Fuseini,2002-05-16,Adam Wharton,2004-06-02,Ghana,England,Sturm Graz,Blackburn Rovers,,False
eafc_7188,tm_3137,A. Terzić,1999-08-17,Paul Marie,1995-03-24,Serbia,France,Salzburg,San Jose Earthquakes,,False
eafc_4031,tm_8533,Peter Abradanel,1984-02-29,Maya Yoshida,1988-08-24,Brazil,Japan,América Mineiro,Los Angeles Galaxy,,False
eafc_4050,tm_2929,Héniton Pires,1996-02-29,Raed Al-Ghamdi,1994-05-06,Brazil,Saudi Arabia,Flamengo,Al-Raed SFC,,False
