df1,df2,name1,birthdate1,name2,birthdate2,nat1,nat2,club1,club2,score,match
eafc_7592,tm_7371,A. Smith,2001-09-11,Adam Smith,1991-04-29,England,England,Hull City,AFC Bournemouth,0.48999999999999994,
eafc_10682,tm_5202,Kiko Vilas Boas,1999-09-08,Kiko,1999-09-08,Portugal,Portugal,Gil Vicente,Gil Vicente FC,0.4866666666666667,
eafc_8960,tm_9471,Jonatas Santos,2001-12-16,Jovanny Bolívar,2001-12-16,Brazil,Venezuela,Al Ain,Albacete Balompié,0.4866666666666667,
eafc_10709,tm_1958,G. Nesta,2000-03-01,Erik Majetschak,2000-03-01,Italy,Germany,Lecco,FC Erzgebirge Aue,0.4866666666666667,
eafc_5394,tm_2243,H. Al Qahtani,1994-12-20,Hussain Al-Monassar,1994-12-20,Saudi Arabia,Saudi Arabia,Al Shabab,Al-Shabab FC,0.4842105263157895,
eafc_10330,tm_8088,D. Ignatenko,2003-01-11,Danylo Ignatenko,1997-03-13,Ukraine,Ukraine,Dynamo Kyiv,FC Girondins Bordeaux,0.48124999999999996,
eafc_8086,tm_1328,Marcelo Pitaluga,2002-12-20,Marcelo Silva,1989-03-21,Brazil,Uruguay,Liverpool,Real Salt Lake City,0.48124999999999996,
eafc_2180,tm_5462,Bigas,1990-09-15,Kikas,1998-09-17,Spain,Portugal,Elche,CF Estrela Amadora SAD,0.48,
eafc_4329,tm_4258,A. Filin,1995-06-25,Aleksandr Filin,1996-06-25,Ukraine,Russia,AS Eupen,KAS Eupen,0.4766666666666667,
eafc_5453,tm_10299,F. Flecker,1995-10-29,Ashley Fletcher,1995-10-02,Austria,England,LASK Linz,Watford FC,0.4766666666666667,
eafc_11459,tm_7301,Liu Shibo,1997-05-20,Kaoru Mitoma,1997-05-20,China PR,Japan,Shandong Taishan,Brighton & Hove Albion,0.475,
eafc_10194,tm_4127,K. Chaban,2000-01-06,Adem Zorgane,2000-01-06,Algeria,Algeria,Albacete,RSC Charleroi,0.475,
eafc_9383,tm_3811,K. Al Hashmi,1997-03-18,Mike Hauptmeijer,1997-03-18,United Arab Emirates,Netherlands,Al Ain,PEC Zwolle,0.475,
eafc_11529,tm_2821,Li Shuai,1995-06-18,Shuai Li,1995-06-18,China PR,China,Shanghai Port,Shanghai Port,0.475,
eafc_11698,tm_3317,Li Junju,2003-01-17,Junju Li,2003-01-17,China PR,China,Nantong Zhiyun,Nantong Zhiyun,0.475,
eafc_11282,tm_2957,Yu Dabao,1988-04-18,Dabao Yu,1988-04-18,China PR,China,Beijing Guoan,Beijing Guoan,0.475,
eafc_9708,tm_7077,M. Sellinger,2002-05-06,Cole Palmer,2002-05-06,Austria,England,Hartberg,Chelsea FC,0.475,
eafc_11645,tm_1064,Hu Hetao,2003-10-05,Marcus Ferkranus,2003-05-10,China PR,United States,Chengdu Rongcheng,Los Angeles Galaxy,0.475,
eafc_11630,tm_3138,He Youzu,1998-10-26,Youzu He,1998-10-26,China PR,China,Cangzhou Mighty Lions,Cangzhou Mighty Lions,0.475,
eafc_11601,tm_9887,Yao Xuchen,1999-09-11,Regan Slater,1999-09-11,China PR,England,Cangzhou Mighty Lions,Hull City,0.475,
eafc_10770,tm_4607,A. Harshan,2004-01-01,Mustafa Erdilman,2004-01-01,Saudi Arabia,Turkey,Al Okhdood,Antalyaspor,0.475,
eafc_8289,tm_2101,A. Forson,2002-12-31,Ajani Fortune,2002-12-30,Ghana,Trinidad and Tobago,Salzburg,Atlanta United FC,0.47307692307692306,
eafc_11394,tm_2890,Wang Shenchao,1989-02-08,Hang Ren,1989-02-23,China PR,China,Shanghai Port,Wuhan Three Towns,0.47307692307692306,
eafc_4070,tm_6741,Jorge Carvallinho,1996-02-29,Jorge Herrando,2001-02-28,Brazil,Spain,América Mineiro,CA Osasuna,0.4717647058823529,
eafc_9956,tm_6775,Hugo Redón,2003-04-19,Hugo Sotelo,2003-12-19,Spain,Spain,Levante,Celta de Vigo,0.46818181818181814,
eafc_6960,tm_10760,M. Shaker,1997-04-27,Arne Sicker,1997-04-17,United Arab Emirates,Germany,Al Ain,SV 07 Elversberg,0.46818181818181814,
eafc_11489,tm_6692,Dai Weijun,1999-07-25,Dani Vivian,1999-07-05,China PR,Spain,Shanghai Shenhua,Athletic Bilbao,0.46818181818181814,
eafc_4143,tm_9407,Andeson Trigo,1988-02-29,Anderson Arroyo,1999-09-27,Brazil,Colombia,Fluminense,,0.4666666666666667,
eafc_9998,tm_7749,Jorrín,2002-06-28,Jordan,1996-04-26,Spain,United States,Racing Santander,1.FC Union Berlin,0.4666666666666667,
eafc_4208,tm_4605,Darinho Carioca,1996-02-29,Dario Saric,1997-05-30,Brazil,Bosnia-Herzegovina,São Paulo,Palermo FC,0.4666666666666667,
eafc_11132,tm_6745,Rubén de Gea,2000-04-04,Rubén Peña,1991-07-18,Spain,Spain,Burgos,CA Osasuna,0.4666666666666667,
eafc_10842,tm_8451,Joan Puig,2002-11-16,Jean Ruiz,1998-04-06,Spain,France,Espanyol,Pau FC,0.4666666666666667,
eafc_4231,tm_2634,Fábio Melitinho,1996-02-29,Fábio Martins,1993-07-24,Brazil,Portugal,Fluminense,Al-Khaleej FC,0.4666666666666667,
eafc_11128,tm_9451,Jorge Benito,2006-01-01,Jorge Pulido,1991-04-08,Spain,Spain,Getafe,SD Huesca,0.4666666666666667,
eafc_10142,tm_2267,A. Abdulqader,2002-01-01,Abdulrahman Oumar,2002-01-01,Saudi Arabia,Saudi Arabia,Al Ettifaq,Al-Ettifaq FC,0.4647058823529412,
eafc_6267,tm_8954,T. Rotter,1992-01-27,Stefano Pettinari,1992-01-27,Austria,Italy,Hartberg,AC Reggiana 1919,0.4647058823529412,
eafc_11511,tm_3364,Gao Tianyi,1998-07-01,Fahd Al-Hamad,1998-07-01,China PR,Saudi Arabia,Beijing Guoan,Al-Ahli SFC,0.46153846153846145,
eafc_4095,tm_3937,Tião Couteira,2000-02-29,Hugo Vetlesen,2000-02-29,Brazil,Norway,Athletico Paranaense,Club Brugge KV,0.46153846153846145,
eafc_4937,tm_10042,P. Gartler,1997-03-10,Scott Wharton,1997-10-03,Austria,England,Rapid Wien,Blackburn Rovers,0.46153846153846145,
eafc_4210,tm_4849,Luis Couprins,2000-02-29,Armin Hodzic,2000-02-29,Brazil,Bosnia-Herzegovina,Athletico Paranaense,Hatayspor,0.46153846153846145,
eafc_4187,tm_1993,Allison Sireo,2000-02-29,Cyrill Akono,2000-02-29,Brazil,Germany,Goiás,VfB Lübeck,0.46153846153846145,
eafc_11535,tm_5477,Zhou Xin,1998-04-11,Achraf Hakimi,1998-11-04,China PR,Morocco,Shenzhen,Paris Saint-Germain,0.46153846153846145,
eafc_9874,tm_10179,S. Finch,2005-08-05,Sam Field,1998-05-08,England,England,Middlesbrough,Queens Park Rangers,0.461111111111111,
eafc_11575,tm_2844,Chen Pu,1997-01-15,Zhen Ma,1998-06-01,China PR,China,Shandong Taishan,Shanghai Shenhua,0.45999999999999996,
eafc_11648,tm_3013,Liu Tao,1985-01-22,Di Gao,1990-01-06,China PR,China,Chengdu Rongcheng,Zhejiang FC,0.45999999999999996,
eafc_10454,tm_2295,Clavijo,2003-10-09,Flávio,1996-02-10,Spain,Brazil,Villarreal II,Trabzonspor,0.45999999999999996,
eafc_4668,tm_7481,Sander Asevedo,1996-02-29,Sander Berge,1998-02-14,Brazil,Norway,Goiás,Burnley FC,0.45999999999999996,
eafc_11349,tm_2952,Wu Yake,1991-02-03,Yu Yan,2002-11-03,China PR,China,Changchun Yatai,Beijing Guoan,0.45999999999999996,
eafc_4027,tm_6387,Simão Donatinho,1996-02-29,Viktor Kovalenko,1996-02-14,Brazil,Ukraine,Corinthians,Atalanta BC,0.45624999999999993,
eafc_8601,tm_6897,Ros,1996-03-15,José Pozo,1996-03-15,Spain,Spain,Albacete,Rayo Vallecano,0.4555555555555555,
eafc_4991,tm_9030,Marlion Rolim,1992-02-29,Mario Situm,1992-04-04,Brazil,Croatia,Bragantino,US Catanzaro,0.45192307692307687,
eafc_6932,tm_9929,J. Gölles,1999-09-22,Daniel Ballard,1999-09-22,Austria,Northern Ireland,Blau-Weiß Linz,Sunderland AFC,0.44999999999999996,
eafc_7717,tm_7613,J. Brooking,2002-09-01,Piero Hincapié,2002-01-09,England,Ecuador,Chelsea,Bayer 04 Leverkusen,0.44999999999999996,
eafc_8764,tm_9040,Y. Konoplia,1999-08-26,Tommaso Vitali,1999-08-26,Ukraine,Italy,Shakhtar Donetsk,Ternana Calcio,0.44999999999999996,
eafc_4206,tm_2584,Oswaldinato,1992-02-29,Jawad El Yamiq,1992-02-29,Brazil,Morocco,Flamengo,Al-Wehda FC,0.44999999999999996,
eafc_4131,tm_9689,Kaíquão Castro,1996-02-29,Manu Justo,1996-02-09,Brazil,Spain,Fluminense,Racing Ferrol,0.44999999999999996,
eafc_11481,tm_8274,Liu Ruofan,1999-01-28,Kalidou Sidibé,1999-01-28,China PR,France,Shanghai Shenhua,EA Guingamp,0.44999999999999996,
eafc_11434,tm_3061,Zhang Wentao,1993-04-14,Chengjian Liao,1993-11-04,China PR,China,Wuhan Three Towns,Changchun Yatai,0.44999999999999996,
eafc_7831,tm_10610,J. Naschberger,2000-01-25,Niklas Heeger,2000-01-07,Austria,Germany,WSG Tirol,1.FC Kaiserslautern,0.44999999999999996,
eafc_4265,tm_2941,Formosandrinho,1992-02-29,Fernandinho,1993-03-16,Brazil,Brazil,Atlético Mineiro,Shandong Taishan,0.4499999999999999,
eafc_10885,tm_5205,D. Castillo,2004-03-24,Jesús Castillo,2001-06-11,Ecuador,Peru,Shakhtar Donetsk,Gil Vicente FC,0.4499999999999999,
eafc_7067,tm_2431,S. Al Abbas,1993-12-06,Saleh Al-Abbas,1995-04-15,Saudi Arabia,Saudi Arabia,Al Riyadh,Al-Riyadh SC,0.4499999999999999,
eafc_10071,tm_1162,Joel Roca,2005-06-07,Noel Buck,2005-04-05,Spain,England,Girona,New England Revolution,0.4488888888888889,
eafc_10389,tm_1174,M. Braun,2005-03-10,Esmir Bajraktarevic,2005-03-10,Germany,United States,VfL Wolfsburg,New England Revolution,0.4473684210526315,
eafc_4090,tm_9217,Clayton Fildeiras,1996-02-29,Aleix Febas,1996-02-02,Brazil,Spain,Goiás,Elche CF,0.44705882352941173,
eafc_4254,tm_2941,Fachendinho,1992-02-29,Fernandinho,1993-03-16,Brazil,Brazil,Santos,Shandong Taishan,0.44545454545454544,
eafc_4834,tm_2697,P. Menzel,1998-08-18,Tony Menzel,2005-03-06,Germany,Germany,Austria Klagenfurt,SG Dynamo Dresden,0.44545454545454544,
eafc_10295,tm_7498,I. Foster,2003-08-12,Lyle Foster,2000-09-03,United States,South Africa,Cincinnati,Burnley FC,0.44545454545454544,
eafc_8263,tm_4339,W. Suzuki,2003-01-31,Zion Suzuki,2002-08-21,Japan,Japan,Girona,,0.44545454545454544,
eafc_4139,tm_5835,Jonas Damasto,1996-02-29,Romain Del Castillo,1996-03-29,Brazil,France,Athletico Paranaense,Stade Brestois 29,0.4447368421052631,
eafc_10031,tm_9630,Álvaro,2004-07-14,Álvaro Sanz,2001-02-14,Uruguay,Spain,Real Madrid,CD Mirandés,0.4418181818181818,
eafc_11410,tm_3237,Zhong Jinbao,1994-11-25,Chong Zhang,1987-11-25,China PR,China,Qingdao Hainiu,Dalian Professional,0.44166666666666665,
eafc_8391,tm_1131,S. Grehan,2004-01-08,Alex Freeman,2004-08-09,Republic of Ireland,United States,Crystal Palace,Orlando City SC,0.44166666666666665,
eafc_7098,tm_4537,K. Piątkowski,2000-06-21,Ismail Cokcalis,2000-06-21,Poland,Turkey,Salzburg,Adana Demirspor,0.43999999999999995,
eafc_10116,tm_6363,Luizão,2002-03-08,Lorenzo Colombo,2002-03-08,Brazil,Italy,West Ham United,AC Milan,0.43999999999999995,
eafc_11687,tm_3280,Wang Jianming,1993-07-04,Chien-ming Wang,1993-07-04,Chinese Taipei,Chinese Taipei,Qingdao Hainiu,Qingdao Hainiu,0.43999999999999995,
eafc_11533,tm_3145,Wen Junjie,1997-04-16,Junjie Wen,1997-04-16,China PR,China,Meizhou Hakka,Meizhou Hakka,0.43999999999999995,
eafc_7651,tm_6191,N. Hedl,2001-03-17,Pietro Pellegri,2001-03-17,Austria,Italy,Rapid Wien,Torino FC,0.43999999999999995,
eafc_10408,tm_8367,A. Diao Diaoune,2005-09-07,Moussa Soumano,2005-07-09,Spain,France,Real Betis,AC Ajaccio,0.43999999999999995,
eafc_4989,tm_9445,Ever Rodeiro,1996-02-29,Álvaro Romero,1996-05-12,Brazil,Spain,Goiás,CD Tenerife,0.43692307692307686,
eafc_4118,tm_9217,Adriano Junqueiras,1996-02-29,Aleix Febas,1996-02-02,Brazil,Spain,Corinthians,Elche CF,0.43333333333333335,
eafc_8932,tm_4481,J. Boselli,1999-11-09,Tonio Teklic,1999-09-09,Uruguay,Croatia,Gil Vicente,Trabzonspor,0.43333333333333335,
eafc_4133,tm_5817,Lino Essier,1992-02-29,Lilian Brassier,1999-11-02,Brazil,France,São Paulo,Stade Brestois 29,0.4333333333333333,
eafc_8691,tm_4029,J. Mullins,2004-09-29,Mario Stroeykens,2004-09-29,Republic of Ireland,Belgium,Brighton & Hove Albion,RSC Anderlecht,0.43124999999999997,
eafc_9976,tm_6152,R. Smajić,2004-05-02,Lorenzo Amatucci,2004-02-05,Bosnia and Herzegovina,Italy,FC Köln,ACF Fiorentina,0.43124999999999997,
eafc_4043,tm_5969,Botelhinonsa,2000-02-29,Jesper Lindstrøm,2000-02-29,Brazil,Denmark,Athletico Paranaense,SSC Napoli,0.43124999999999997,
eafc_10335,tm_1187,R. van der Plaat,2003-01-10,Casey Walls,2003-01-10,Netherlands,United States,SC Heerenveen,San Jose Earthquakes,0.43124999999999997,
eafc_10480,tm_3659,D. Gaucho Debohi,2001-01-15,Mathias Ross,2001-01-15,Côte d'Ivoire,Denmark,Caen,Galatasaray,0.43124999999999997,
eafc_4181,tm_1550,Ailtio Coelho,1992-02-29,Alonso Coello,1999-10-12,Brazil,Spain,São Paulo,Toronto FC,0.4307692307692308,
eafc_4077,tm_9132,Enzo Chissano,1992-02-29,Lorenzo Carissoni,1997-02-07,Brazil,Italy,Palmeiras,AS Cittadella,0.4305882352941176,
eafc_6270,tm_1601,M. Schantl,2000-08-17,Micael,2000-08-12,Austria,Brazil,Blau-Weiß Linz,Houston Dynamo FC,0.42999999999999994,
eafc_4169,tm_9412,Helito Caldeira,1996-02-29,Sergio Molina,1996-02-18,Brazil,Spain,Fluminense,FC Andorra,0.42999999999999994,
eafc_8080,tm_4235,Zarzana,2002-03-21,Marco Kana,2002-08-08,Spain,Belgium,Sevilla,RSC Anderlecht,0.425,
eafc_7188,tm_3137,A. Terzić,1999-08-17,Oscar Taty Maritu,1999-08-17,Serbia,DR Congo,Salzburg,Cangzhou Mighty Lions,0.4235294117647059,
eafc_9735,tm_7797,M. Fuseini,2002-05-16,Kiliann Sildillia,2002-05-16,Ghana,France,Sturm Graz,SC Freiburg,0.4235294117647059,
eafc_4031,tm_8533,Peter Abradanel,1984-02-29,Peter Ouaneh,1998-04-04,Brazil,France,América Mineiro,Stade Lavallois,0.42,
eafc_4154,tm_1448,Germano Cuba,1996-02-29,Guzmán Corujo,1996-08-02,Brazil,Uruguay,Palmeiras,Charlotte FC,0.4192307692307692,
eafc_4148,tm_7198,Jeffmeirson,1992-02-29,Callum Wilson,1992-02-27,Brazil,England,Bragantino,Newcastle United,0.4192307692307692,
eafc_4050,tm_2929,Héniton Pires,1996-02-29,Hailong Li,1996-08-02,Brazil,China,Flamengo,Shandong Taishan,0.4192307692307692,
eafc_11225,tm_5308,Miki Bosch,2001-06-09,Nikola Bursac,2001-09-11,Spain,Serbia,Granada,FC Vizela,0.4192307692307692,
eafc_11460,tm_8112,Lu Ning,1998-01-26,Lamine Fomba,1998-01-26,China PR,France,Changchun Yatai,AS Saint-Étienne,0.41666666666666663,
eafc_4038,tm_9217,Túlio Changas,1996-02-29,Aleix Febas,1996-02-02,Brazil,Spain,Palmeiras,Elche CF,0.41538461538461535,
eafc_10843,tm_9806,B. Winter,2004-05-16,Kellen Fisher,2004-05-05,Germany,England,St. Pauli,Norwich City,0.41538461538461535,
eafc_7489,tm_1913,J. Arweiler,1997-04-10,Luca Marseiler,1997-02-18,Germany,Germany,Austria Klagenfurt,FC Viktoria Köln,0.41,
eafc_9835,tm_9408,P. Leal,2003-02-21,Migue Leal,1997-02-01,United States,Spain,New England,FC Andorra,0.41,
eafc_8191,tm_7006,Svensson,2001-11-08,Ederson,1993-08-17,Spain,Brazil,Osasuna,Manchester City,0.41,
eafc_4061,tm_6325,Estevão Candeira,1996-02-29,Antonio Candreva,1987-02-28,Brazil,Italy,Flamengo,US Salernitana 1919,0.41,
eafc_11385,tm_2903,Zhao Honglue,1989-12-04,Chao He,1995-04-19,China PR,China,Cangzhou Mighty Lions,Wuhan Three Towns,0.41,
eafc_9294,tm_4262,D. Gore,2004-09-26,Jan Gorenc,1999-07-26,England,Slovenia,Manchester United,KAS Eupen,0.41,
eafc_1733,tm_2661,M. Potzmann,1993-12-07,Ole Pohlmann,2001-04-05,Austria,Germany,Austria Wien,Borussia Dortmund,0.40833333333333327,
eafc_8799,tm_10207,B. Knight,2002-06-14,Jason Knight,2001-02-13,England,Ireland,Manchester City,Bristol City,0.40833333333333327,
eafc_7205,tm_1141,K. Al Blooshi,1999-03-22,Iván Angulo,1999-03-22,United Arab Emirates,Colombia,Al Ain,,0.4076923076923077,
eafc_7427,tm_9302,A. Bondarenko,2000-08-21,Abel Bretones,2000-08-21,Ukraine,Spain,Shakhtar Donetsk,Real Oviedo,0.4076923076923077,
eafc_10483,tm_8640,D. Mitrović,2001-03-23,Edoardo Corvi,2001-03-23,Serbia,Italy,Blau-Weiß Linz,Parma Calcio 1913,0.4076923076923077,
eafc_9391,tm_2209,M. Udebuluzor,2004-04-01,Cody Baker,2004-01-04,Hong Kong,United States,Ingolstadt,Seattle Sounders FC,0.4076923076923077,
eafc_6143,tm_3840,Lee Kang In,2001-02-19,Sava-Arandjel Cestic,2001-02-19,Korea Republic,Serbia,Paris Saint Germain,Heracles Almelo,0.405,
eafc_11337,tm_2991,Zhang Xizhe,1991-01-23,Yang Wang,1993-01-23,China PR,China,Beijing Guoan,,0.40454545454545454,
eafc_9796,tm_4209,N. Savignac,2002-07-20,Nazinho,2003-07-20,France,Portugal,Rodez,,0.40454545454545454,
eafc_11315,tm_6931,Chow Tim,1994-01-18,Chris Ramos,1997-01-18,Chinese Taipei,Spain,Chengdu Rongcheng,Cádiz CF,0.40454545454545454,
eafc_4059,tm_2584,Mauri Borgho,1992-02-29,Jawad El Yamiq,1992-02-29,Brazil,Morocco,São Paulo,Al-Wehda FC,0.4,
eafc_3340,tm_7555,L. Jäger,1994-02-12,Cauley Woodrow,1994-12-02,Austria,England,Rheindorf Altach,Luton Town,0.4,
eafc_6365,tm_8915,O. Kiteishvili,1996-03-26,Mario Gargiulo,1996-03-26,Georgia,Italy,Sturm Graz,Modena FC,0.4,
eafc_10261,tm_4348,O. Gloukh,2004-04-01,Alouis Diriken,2004-04-01,Israel,Belgium,Salzburg,Sint-Truidense VV,0.4,
eafc_4859,tm_9899,C. Früchtl,2000-01-28,Aaron Connolly,2000-01-28,Germany,Ireland,Austria Wien,Hull City,0.4,
eafc_4123,tm_2584,Gabri Prestão,1992-02-29,Jawad El Yamiq,1992-02-29,Brazil,Morocco,Internacional,Al-Wehda FC,0.4,
eafc_5439,tm_6080,C. Gebauer,1993-12-20,Andrea Belotti,1993-12-20,Austria,Italy,Rheindorf Altach,AS Roma,0.4,
eafc_10346,tm_5652,A. Aoraha,2003-01-17,Ibrahima Baldé,2003-01-17,Iraq,France,Queens Park Rangers,RC Lens,0.4,
