df1,df2,name1,birthdate1,name2,birthdate2,nat1,nat2,club1,club2,score,match
tm_8013,tm_8013,Lys Mousset,1996-02-08,Lys Mousset,1996-02-08,France,France,VfL Bochum,VfL Bochum,1.0,True
tm_4375,tm_4375,Kaan Ayhan,1994-11-10,Kaan Ayhan,1994-11-10,Turkey,Turkey,Galatasaray,Galatasaray,1.0,True
tm_1872,tm_1872,Mustafa Kourouma,2003-01-09,Mustafa Kourouma,2003-01-09,Germany,Germany,Rot-Weiss Essen,Rot-Weiss Essen,1.0,True
tm_10517,tm_10517,Lukas Petkov,2000-11-01,Lukas Petkov,2000-11-01,Bulgaria,Bulgaria,FC Augsburg,FC Augsburg,1.0,True
tm_1265,tm_1265,Jacen Russell-Rowe,2002-09-13,Jacen Russell-Rowe,2002-09-13,Canada,Canada,Columbus Crew,Columbus Crew,1.0,True
tm_9252,tm_9252,Javi Sánchez,1997-03-14,Javi Sánchez,1997-03-14,Spain,Spain,Real Valladolid CF,Real Valladolid CF,1.0,True
tm_4272,tm_4272,Amadou Keita,2001-10-28,Amadou Keita,2001-10-28,Guinea,Guinea,KAS Eupen,KAS Eupen,1.0,True
tm_6833,tm_6833,Dominik Greif,1997-04-06,Dominik Greif,1997-04-06,Slovakia,Slovakia,RCD Mallorca,RCD Mallorca,1.0,True
tm_2803,tm_2803,Julius Biada,1992-11-03,Julius Biada,1992-11-03,Germany,Germany,1.FC Saarbrücken,1.FC Saarbrücken,1.0,True
tm_3328,tm_3328,Rubilio Castillo,1991-11-26,Rubilio Castillo,1991-11-26,Honduras,Honduras,Nantong Zhiyun,Nantong Zhiyun,1.0,True
tm_7464,tm_7464,Matheus Cunha,1999-05-27,Matheus Cunha,1999-05-27,Brazil,Brazil,Wolverhampton Wanderers,Wolverhampton Wanderers,1.0,True
tm_6687,tm_6687,Borja Iglesias,1993-01-17,Borja Iglesias,1993-01-17,Spain,Spain,Real Betis Balompié,Real Betis Balompié,1.0,True
tm_8573,tm_8573,Enzo Bardeli,2001-04-11,Enzo Bardeli,2001-04-11,France,France,USL Dunkerque,USL Dunkerque,1.0,True
tm_4463,tm_4463,Rayyan Baniya,1999-02-18,Rayyan Baniya,1999-02-18,Turkey,Turkey,Trabzonspor,Trabzonspor,1.0,True
tm_8360,tm_8360,Julien Benhaim,1996-10-25,Julien Benhaim,1996-10-25,France,France,AC Ajaccio,AC Ajaccio,1.0,True
tm_5866,tm_5866,Yanis Begraoui,2001-07-04,Yanis Begraoui,2001-07-04,Morocco,Morocco,FC Toulouse,FC Toulouse,1.0,True
tm_4795,tm_4795,Ryan Mendes,1990-01-08,Ryan Mendes,1990-01-08,Cape Verde,Cape Verde,Fatih Karagümrük,Fatih Karagümrük,1.0,True
tm_1000,tm_1000,Roman Celentano,2000-09-14,Roman Celentano,2000-09-14,United States,United States,FC Cincinnati,FC Cincinnati,1.0,True
tm_4949,tm_4949,Simon Deli,1991-10-27,Simon Deli,1991-10-27,Cote d'Ivoire,Cote d'Ivoire,Istanbulspor,Istanbulspor,1.0,True
tm_8770,tm_8770,Alessio Buttaro,2002-09-10,Alessio Buttaro,2002-09-10,Italy,Italy,Palermo FC,Palermo FC,1.0,True
tm_9504,tm_9504,Jonathan Silva,1994-06-29,Jonathan Silva,1994-06-29,Argentina,Argentina,Getafe CF,Getafe CF,1.0,True
tm_5630,tm_5630,Jonathan Gradit,1992-11-24,Jonathan Gradit,1992-11-24,France,France,RC Lens,RC Lens,1.0,True
tm_6756,tm_6756,Kike Barja,1997-04-01,Kike Barja,1997-04-01,Spain,Spain,CA Osasuna,CA Osasuna,1.0,True
tm_1349,tm_1349,Maikel Chang,1991-04-18,Maikel Chang,1991-04-18,Cuba,Cuba,Real Salt Lake City,Real Salt Lake City,1.0,True
tm_9333,tm_9333,Roque Mesa,1989-06-07,Roque Mesa,1989-06-07,Spain,Spain,Sporting Gijón,Sporting Gijón,1.0,True
tm_2877,tm_2877,Wei Zhang,2000-05-16,Wei Zhang,2000-05-16,China,China,Shanghai Shenhua,Shanghai Shenhua,1.0,True
tm_8073,tm_8073,Davy Rouyard,1999-08-17,Davy Rouyard,1999-08-17,Guadeloupe,Guadeloupe,FC Girondins Bordeaux,FC Girondins Bordeaux,1.0,True
tm_1457,tm_1457,Ashley Westwood,1990-04-01,Ashley Westwood,1990-04-01,England,England,Charlotte FC,Charlotte FC,1.0,True
tm_3886,tm_3886,Diego Gustavo,2004-06-19,Diego Gustavo,2004-06-19,Brazil,Brazil,FC Volendam,FC Volendam,1.0,True
tm_9432,tm_9432,Jérémy Mellot,1994-03-28,Jérémy Mellot,1994-03-28,France,France,CD Tenerife,CD Tenerife,1.0,True
tm_10000,tm_10000,Romaine Sawyers,1991-11-02,Romaine Sawyers,1991-11-02,St. Kitts & Nevis,St. Kitts & Nevis,Cardiff City,Cardiff City,1.0,True
tm_4595,tm_4595,Naldo,1988-08-25,Naldo,1988-08-25,Brazil,Brazil,Antalyaspor,Antalyaspor,1.0,True
tm_6199,tm_6199,Victor Kristiansen,2002-12-16,Victor Kristiansen,2002-12-16,Denmark,Denmark,Leicester City,Leicester City,1.0,True
tm_5720,tm_5720,Thomas Delaine,1992-03-24,Thomas Delaine,1992-03-24,France,France,RC Strasbourg Alsace,RC Strasbourg Alsace,1.0,True
tm_1131,tm_1131,Alex Freeman,2004-08-09,Alex Freeman,2004-08-09,United States,United States,Orlando City SC,Orlando City SC,1.0,True
tm_7909,tm_7909,Stefan Bell,1991-08-24,Stefan Bell,1991-08-24,Germany,Germany,1.FSV Mainz 05,1.FSV Mainz 05,1.0,True
tm_3115,tm_3115,Mile Skoric,1991-06-19,Mile Skoric,1991-06-19,Croatia,Croatia,Cangzhou Mighty Lions,Cangzhou Mighty Lions,1.0,True
tm_10586,tm_10586,Nico Carrera,2002-05-06,Nico Carrera,2002-05-06,United States,United States,Holstein Kiel,Holstein Kiel,1.0,True
tm_2726,tm_2726,Marco Wörner,2004-09-25,Marco Wörner,2004-09-25,Germany,Germany,SC Freiburg II,SC Freiburg II,1.0,True
tm_1960,tm_1960,Mirnes Pepic,1995-12-19,Mirnes Pepic,1995-12-19,Montenegro,Montenegro,FC Erzgebirge Aue,FC Erzgebirge Aue,1.0,True
tm_5765,tm_5765,Siriné Doucouré,2002-04-08,Siriné Doucouré,2002-04-08,France,France,FC Lorient,FC Lorient,1.0,True
tm_4045,tm_4045,Julien De Sart,1994-12-23,Julien De Sart,1994-12-23,Belgium,Belgium,KAA Gent,KAA Gent,1.0,True
tm_4527,tm_4527,Yilmaz Aktas,2003-05-12,Yilmaz Aktas,2003-05-12,Turkey,Turkey,Adana Demirspor,Adana Demirspor,1.0,True
tm_7584,tm_7584,Alexander Meyer,1991-04-13,Alexander Meyer,1991-04-13,Germany,Germany,Borussia Dortmund,Borussia Dortmund,1.0,True
tm_9642,tm_9642,Jonmi Magunagoitia,2000-08-06,Jonmi Magunagoitia,2000-08-06,Spain,Spain,SD Amorebieta,SD Amorebieta,1.0,True
tm_2071,tm_2071,Benja Cremaschi,2005-03-02,Benja Cremaschi,2005-03-02,United States,United States,Inter Miami CF,Inter Miami CF,1.0,True
tm_1567,tm_1567,Andreas Maxsö,1994-03-18,Andreas Maxsö,1994-03-18,Denmark,Denmark,Colorado Rapids,Colorado Rapids,1.0,True
tm_7605,tm_7605,Donyell Malen,1999-01-19,Donyell Malen,1999-01-19,Netherlands,Netherlands,Borussia Dortmund,Borussia Dortmund,1.0,True
tm_5201,tm_5201,Leonardo Buta,2002-06-05,Leonardo Buta,2002-06-05,Portugal,Portugal,Udinese Calcio,Udinese Calcio,1.0,True
tm_9388,tm_9388,Näis Djouahra,1999-11-23,Näis Djouahra,1999-11-23,France,France,,,1.0,True
tm_4473,tm_4473,Berat Özdemir,1998-05-23,Berat Özdemir,1998-05-23,Turkey,Turkey,Al-Ettifaq FC,Al-Ettifaq FC,1.0,True
tm_6909,tm_6909,Jorge Meré,1997-04-17,Jorge Meré,1997-04-17,Spain,Spain,,,1.0,True
tm_9964,tm_9964,Rav van den Berg,2004-07-07,Rav van den Berg,2004-07-07,Netherlands,Netherlands,Middlesbrough FC,Middlesbrough FC,1.0,True
tm_1647,tm_1647,Pedro Santos,1988-04-22,Pedro Santos,1988-04-22,Portugal,Portugal,D.C. United,D.C. United,1.0,True
tm_8495,tm_8495,Lucas Buades,1997-12-28,Lucas Buades,1997-12-28,France,France,Rodez AF,Rodez AF,1.0,True
tm_7648,tm_7648,Benjamin Henrichs,1997-02-23,Benjamin Henrichs,1997-02-23,Germany,Germany,RB Leipzig,RB Leipzig,1.0,True
tm_6547,tm_6547,Iñigo Martínez,1991-05-17,Iñigo Martínez,1991-05-17,Spain,Spain,FC Barcelona,FC Barcelona,1.0,True
tm_7169,tm_7169,Alejo Véliz,2003-09-19,Alejo Véliz,2003-09-19,Argentina,Argentina,Tottenham Hotspur,Tottenham Hotspur,1.0,True
tm_7361,tm_7361,Ionut Radu,1997-05-28,Ionut Radu,1997-05-28,Romania,Romania,Inter Milan,Inter Milan,1.0,True
tm_7066,tm_7066,Marc Cucurella,1998-07-22,Marc Cucurella,1998-07-22,Spain,Spain,Chelsea FC,Chelsea FC,1.0,True
tm_1735,tm_1735,Julius Schmid,2001-06-01,Julius Schmid,2001-06-01,Finland,Finland,TSV 1860 Munich,TSV 1860 Munich,1.0,True
tm_10548,tm_10548,Christian Mathenia,1992-03-31,Christian Mathenia,1992-03-31,Germany,Germany,1.FC Nuremberg,1.FC Nuremberg,1.0,True
tm_5029,tm_5029,Antonio Adán,1987-05-13,Antonio Adán,1987-05-13,Spain,Spain,Sporting CP,Sporting CP,1.0,True
tm_3420,tm_3420,Osama Al-Mermesh,2003-07-06,Osama Al-Mermesh,2003-07-06,Saudi Arabia,Saudi Arabia,,,1.0,True
tm_1316,tm_1316,Pedro Vite,2002-03-09,Pedro Vite,2002-03-09,Ecuador,Ecuador,Vancouver Whitecaps FC,Vancouver Whitecaps FC,1.0,True
tm_7902,tm_7902,Robin Zentner,1994-10-28,Robin Zentner,1994-10-28,Germany,Germany,1.FSV Mainz 05,1.FSV Mainz 05,1.0,True
tm_5157,tm_5157,Berna,2003-09-15,Berna,2003-09-15,Portugal,Portugal,Boavista FC,Boavista FC,1.0,True
tm_8544,tm_8544,Kevin Tapoko,1994-04-13,Kevin Tapoko,1994-04-13,France,France,Stade Lavallois,Stade Lavallois,1.0,True
tm_10094,tm_10094,Simon Moore,1990-05-19,Simon Moore,1990-05-19,England,England,Coventry City,Coventry City,1.0,True
tm_5333,tm_5333,Magrão,2000-05-15,Magrão,2000-05-15,Brazil,Brazil,Rio Ave FC,Rio Ave FC,1.0,True
tm_5372,tm_5372,Pedro Pinho,2000-04-06,Pedro Pinho,2000-04-06,Portugal,Portugal,GD Chaves,GD Chaves,1.0,True
tm_2369,tm_2369,Ahmed Abdu,1996-08-08,Ahmed Abdu,1996-08-08,Saudi Arabia,Saudi Arabia,Abha Club,Abha Club,1.0,True
tm_9919,tm_9919,Adam Reach,1993-02-03,Adam Reach,1993-02-03,England,England,West Bromwich Albion,West Bromwich Albion,1.0,True
tm_1103,tm_1103,Jhojan Valencia,1996-07-27,Jhojan Valencia,1996-07-27,Colombia,Colombia,Austin FC,Austin FC,1.0,True
tm_4485,tm_4485,Nicolas Pépé,1995-05-29,Nicolas Pépé,1995-05-29,Cote d'Ivoire,Cote d'Ivoire,Trabzonspor,Trabzonspor,1.0,True
tm_2794,tm_2794,Marcel Gaus,1989-08-02,Marcel Gaus,1989-08-02,Germany,Germany,1.FC Saarbrücken,1.FC Saarbrücken,1.0,True
tm_4710,tm_4710,Samil Öztürk,2005-05-09,Samil Öztürk,2005-05-09,Turkey,Turkey,Kayserispor,Kayserispor,1.0,True
tm_4781,tm_4781,Levent Mercan,2000-12-10,Levent Mercan,2000-12-10,Turkey,Turkey,Fatih Karagümrük,Fatih Karagümrük,1.0,True
tm_1799,tm_1799,Konrad Faber,1997-11-04,Konrad Faber,1997-11-04,Germany,Germany,SSV Jahn Regensburg,SSV Jahn Regensburg,1.0,True
tm_8457,tm_8457,Jean Lambert Evan's,1998-12-17,Jean Lambert Evan's,1998-12-17,France,France,Pau FC,Pau FC,1.0,True
tm_10683,tm_10683,David Kinsombi,1995-12-12,David Kinsombi,1995-12-12,Germany,Germany,SC Paderborn 07,SC Paderborn 07,1.0,True
tm_8453,tm_8453,Antoine Batisse,1995-01-13,Antoine Batisse,1995-01-13,France,France,Pau FC,Pau FC,1.0,True
tm_8883,tm_8883,Tom van de Looi,1999-07-02,Tom van de Looi,1999-07-02,Netherlands,Netherlands,Brescia Calcio,Brescia Calcio,1.0,True
tm_3484,tm_3484,Patrick van Aanholt,1990-08-29,Patrick van Aanholt,1990-08-29,Netherlands,Netherlands,Galatasaray,Galatasaray,1.0,True
tm_7639,tm_7639,Leopold Zingerle,1994-04-10,Leopold Zingerle,1994-04-10,Germany,Germany,RB Leipzig,RB Leipzig,1.0,True
tm_7092,tm_7092,Jonny Evans,1988-01-03,Jonny Evans,1988-01-03,Northern Ireland,Northern Ireland,Manchester United,Manchester United,1.0,True
tm_6914,tm_6914,Joseba Zaldua,1992-06-24,Joseba Zaldua,1992-06-24,Spain,Spain,Cádiz CF,Cádiz CF,1.0,True
tm_1014,tm_1014,Marco Angulo,2002-05-08,Marco Angulo,2002-05-08,Ecuador,Ecuador,FC Cincinnati,FC Cincinnati,1.0,True
tm_8947,tm_8947,Manolo Portanova,2000-06-02,Manolo Portanova,2000-06-02,Italy,Italy,Genoa CFC,Genoa CFC,1.0,True
tm_3464,tm_3464,Antoni Milambo,2005-04-03,Antoni Milambo,2005-04-03,Netherlands,Netherlands,Feyenoord Rotterdam,Feyenoord Rotterdam,1.0,True
tm_6623,tm_6623,Marcos Acuña,1991-10-28,Marcos Acuña,1991-10-28,Argentina,Argentina,Sevilla FC,Sevilla FC,1.0,True
tm_1795,tm_1795,Louis Breunig,2003-11-14,Louis Breunig,2003-11-14,Germany,Germany,1.FC Nuremberg,1.FC Nuremberg,1.0,True
tm_4646,tm_4646,Sirozhiddin Astanakulov,2006-01-26,Sirozhiddin Astanakulov,2006-01-26,Kyrgyzstan,Kyrgyzstan,MKE Ankaragücü,MKE Ankaragücü,1.0,True
tm_10116,tm_10116,David Cornell,1991-03-28,David Cornell,1991-03-28,Wales,Wales,Preston North End,Preston North End,1.0,True
tm_1510,tm_1510,Carlos Terán,2000-09-24,Carlos Terán,2000-09-24,Colombia,Colombia,Chicago Fire FC,Chicago Fire FC,1.0,True
tm_1321,tm_1321,Brian White,1996-02-03,Brian White,1996-02-03,United States,United States,Vancouver Whitecaps FC,Vancouver Whitecaps FC,1.0,True
tm_4146,tm_4146,Pietro Perdichizzi,1992-12-16,Pietro Perdichizzi,1992-12-16,Belgium,Belgium,KVC Westerlo,KVC Westerlo,1.0,True
tm_10833,tm_10833,Lars Kehl,2002-04-08,Lars Kehl,2002-04-08,Germany,Germany,VfL Osnabrück,VfL Osnabrück,1.0,True
tm_9456,tm_9456,Juanjo Nieto,1994-10-03,Juanjo Nieto,1994-10-03,Spain,Spain,SD Huesca,SD Huesca,1.0,True
tm_9439,tm_9439,Roberto López,2000-04-24,Roberto López,2000-04-24,Spain,Spain,Real Sociedad,Real Sociedad,1.0,True
tm_1576,tm_1576,Keegan Rosenberry,1993-12-11,Keegan Rosenberry,1993-12-11,United States,United States,Colorado Rapids,Colorado Rapids,1.0,True
tm_9431,tm_9431,Fernando Medrano,2000-03-26,Fernando Medrano,2000-03-26,Spain,Spain,CD Tenerife,CD Tenerife,1.0,True
tm_6290,tm_6290,Mattia Bani,1993-12-10,Mattia Bani,1993-12-10,Italy,Italy,Genoa CFC,Genoa CFC,1.0,True
tm_5081,tm_5081,Júnior Reis,2001-01-14,Júnior Reis,2001-01-14,Brazil,Brazil,FC Famalicão,FC Famalicão,1.0,True
tm_3540,tm_3540,Riechedly Bazoer,1996-10-12,Riechedly Bazoer,1996-10-12,Netherlands,Netherlands,AZ Alkmaar,AZ Alkmaar,1.0,True
tm_7321,tm_7321,Christian Nørgaard,1994-03-10,Christian Nørgaard,1994-03-10,Denmark,Denmark,Brentford FC,Brentford FC,1.0,True
tm_2222,tm_2222,Léo Chú,2000-04-06,Léo Chú,2000-04-06,Brazil,Brazil,Seattle Sounders FC,Seattle Sounders FC,1.0,True
tm_1655,tm_1655,Logan Ketterer,1993-11-09,Logan Ketterer,1993-11-09,United States,United States,CF Montréal,CF Montréal,1.0,True
tm_3737,tm_3737,Siemen Voet,2000-02-03,Siemen Voet,2000-02-03,Belgium,Belgium,,,1.0,True
tm_7360,tm_7360,Chermiti,2004-05-24,Chermiti,2004-05-24,Portugal,Portugal,Everton FC,Everton FC,1.0,True
tm_4502,tm_4502,Eren Karaagac,2004-05-24,Eren Karaagac,2004-05-24,Turkey,Turkey,Basaksehir FK,Basaksehir FK,1.0,True
tm_9500,tm_9500,Mohamed Djetei,1994-08-18,Mohamed Djetei,1994-08-18,Cameroon,Cameroon,Albacete Balompié,Albacete Balompié,1.0,True
tm_9108,tm_9108,Daouda Peeters,1999-01-26,Daouda Peeters,1999-01-26,Belgium,Belgium,,,1.0,True
tm_8785,tm_8785,Mauro Vigorito,1990-05-22,Mauro Vigorito,1990-05-22,Italy,Italy,Como 1907,Como 1907,1.0,True
tm_4142,tm_4142,Nick Gillekens,1995-07-05,Nick Gillekens,1995-07-05,Belgium,Belgium,KVC Westerlo,KVC Westerlo,1.0,True
tm_10767,tm_10767,Semih Sahin,1999-12-22,Semih Sahin,1999-12-22,Germany,Germany,SV 07 Elversberg,SV 07 Elversberg,1.0,True
tm_4205,tm_4205,Boris Popović,2000-02-26,Boris Popović,2000-02-26,Serbia,Serbia,Cercle Brugge,Cercle Brugge,1.0,True
tm_5914,tm_5914,Issa Soumaré,2000-10-10,Issa Soumaré,2000-10-10,Senegal,Senegal,Le Havre AC,Le Havre AC,1.0,True
tm_7876,tm_7876,Dennis Seimen,2005-12-01,Dennis Seimen,2005-12-01,Germany,Germany,VfB Stuttgart,VfB Stuttgart,1.0,True
tm_4544,tm_4544,Younès Belhanda,1990-02-25,Younès Belhanda,1990-02-25,Morocco,Morocco,Adana Demirspor,Adana Demirspor,1.0,True
tm_7855,tm_7855,Aaron Zehnter,2004-10-31,Aaron Zehnter,2004-10-31,Germany,Germany,FC Augsburg,FC Augsburg,1.0,True
tm_6508,tm_6508,Luca Garritano,1994-02-11,Luca Garritano,1994-02-11,Italy,Italy,Frosinone Calcio,Frosinone Calcio,1.0,True
tm_6828,tm_6828,Borja Mayoral,1997-04-05,Borja Mayoral,1997-04-05,Spain,Spain,Getafe CF,Getafe CF,1.0,True
tm_4316,tm_4316,Youssouf Koné,1995-07-05,Youssouf Koné,1995-07-05,Mali,Mali,RWD Molenbeek,RWD Molenbeek,1.0,True
tm_3742,tm_3742,Loreintz Rosier,1998-08-14,Loreintz Rosier,1998-08-14,France,France,Fortuna Sittard,Fortuna Sittard,1.0,True
tm_4065,tm_4065,Lucas Noubi,2005-01-15,Lucas Noubi,2005-01-15,Belgium,Belgium,Standard Liège,Standard Liège,1.0,True
tm_9406,tm_9406,Martí Vilà,1999-05-26,Martí Vilà,1999-05-26,Spain,Spain,FC Andorra,FC Andorra,1.0,True
tm_10309,tm_10309,Dan Scarr,1994-12-24,Dan Scarr,1994-12-24,England,England,Plymouth Argyle,Plymouth Argyle,1.0,True
tm_8116,tm_8116,Aimen Moueffek,2001-04-09,Aimen Moueffek,2001-04-09,Morocco,Morocco,AS Saint-Étienne,AS Saint-Étienne,1.0,True
tm_3304,tm_3304,Bressan,1993-01-15,Bressan,1993-01-15,Brazil,Brazil,Nantong Zhiyun,Nantong Zhiyun,1.0,True
tm_10104,tm_10104,Yasin Ayari,2003-10-06,Yasin Ayari,2003-10-06,Sweden,Sweden,Brighton & Hove Albion,Brighton & Hove Albion,1.0,True
tm_8988,tm_8988,Andrea Meroni,1997-01-09,Andrea Meroni,1997-01-09,Italy,Italy,Cosenza Calcio,Cosenza Calcio,1.0,True
tm_6837,tm_6837,Antonio Raíllo,1991-10-08,Antonio Raíllo,1991-10-08,Spain,Spain,RCD Mallorca,RCD Mallorca,1.0,True
tm_7250,tm_7250,Odysseas Vlachodimos,1994-04-26,Odysseas Vlachodimos,1994-04-26,Greece,Greece,Nottingham Forest,Nottingham Forest,1.0,True
tm_4202,tm_4202,Maxime Delanghe,2001-05-23,Maxime Delanghe,2001-05-23,Belgium,Belgium,Cercle Brugge,Cercle Brugge,1.0,True
tm_7380,tm_7380,Ryan Christie,1995-02-22,Ryan Christie,1995-02-22,Scotland,Scotland,AFC Bournemouth,AFC Bournemouth,1.0,True
tm_4885,tm_4885,Lazar Markovic,1994-03-02,Lazar Markovic,1994-03-02,Serbia,Serbia,Gaziantep FK,Gaziantep FK,1.0,True
tm_3574,tm_3574,Adrian Blake,2005-07-15,Adrian Blake,2005-07-15,England,England,FC Utrecht,FC Utrecht,1.0,True
tm_6506,tm_6506,Karlo Lulic,1996-05-10,Karlo Lulic,1996-05-10,Croatia,Croatia,Frosinone Calcio,Frosinone Calcio,1.0,True
tm_6361,tm_6361,Gianluca Caprari,1993-07-30,Gianluca Caprari,1993-07-30,Italy,Italy,AC Monza,AC Monza,1.0,True
tm_10592,tm_10592,Philipp Sander,1998-02-21,Philipp Sander,1998-02-21,Germany,Germany,Holstein Kiel,Holstein Kiel,1.0,True
tm_6279,tm_6279,Vivaldo Semedo,2005-01-28,Vivaldo Semedo,2005-01-28,Portugal,Portugal,Udinese Calcio,Udinese Calcio,1.0,True
tm_3412,tm_3412,Otávio,1995-02-09,Otávio,1995-02-09,Portugal,Portugal,Al-Nassr FC,Al-Nassr FC,1.0,True
tm_7599,tm_2661,Ole Pohlmann,2001-04-05,Ole Pohlmann,2001-04-05,Germany,Germany,Borussia Dortmund,Borussia Dortmund,1.0,True
tm_9205,tm_9205,Diego González,1995-01-28,Diego González,1995-01-28,Spain,Spain,Elche CF,Elche CF,1.0,True
tm_1637,tm_1637,Andy Nájar,1993-03-16,Andy Nájar,1993-03-16,Honduras,Honduras,D.C. United,D.C. United,1.0,True
tm_4909,tm_4909,Iron Gomis,1999-11-09,Iron Gomis,1999-11-09,France,France,Kasimpasa,Kasimpasa,1.0,True
tm_3098,tm_3098,Qiuming Wang,1993-01-09,Qiuming Wang,1993-01-09,China,China,Tianjin Jinmen Tiger,Tianjin Jinmen Tiger,1.0,True
tm_7537,tm_7537,Reece Burke,1996-09-02,Reece Burke,1996-09-02,England,England,Luton Town,Luton Town,1.0,True
tm_5504,tm_5504,Ismail Jakobs,1999-08-17,Ismail Jakobs,1999-08-17,Senegal,Senegal,AS Monaco,AS Monaco,1.0,True
tm_9210,tm_9210,Nicolás Fernández Mercau,2000-01-11,Nicolás Fernández Mercau,2000-01-11,Argentina,Argentina,Elche CF,Elche CF,1.0,True
tm_6982,tm_6982,Eric Curbelo,1994-01-14,Eric Curbelo,1994-01-14,Spain,Spain,UD Las Palmas,UD Las Palmas,1.0,True
tm_6612,tm_6612,Carlos Fernández,1996-05-22,Carlos Fernández,1996-05-22,Spain,Spain,Real Sociedad,Real Sociedad,1.0,True
tm_6351,tm_6351,Roberto Gagliardini,1994-04-07,Roberto Gagliardini,1994-04-07,Italy,Italy,AC Monza,AC Monza,1.0,True
tm_6723,tm_6723,Thierry Correia,1999-03-09,Thierry Correia,1999-03-09,Portugal,Portugal,Valencia CF,Valencia CF,1.0,True
tm_3375,tm_3375,Ali Al-Asmari,1997-01-12,Ali Al-Asmari,1997-01-12,Saudi Arabia,Saudi Arabia,Al-Ahli SFC,Al-Ahli SFC,1.0,True
tm_4574,tm_4574,Osman Celik,1991-11-27,Osman Celik,1991-11-27,Turkey,Turkey,Samsunspor,Samsunspor,1.0,True
tm_1782,tm_1782,Marco Wolf,2001-02-05,Marco Wolf,2001-02-05,Germany,Germany,Hallescher FC,Hallescher FC,1.0,True
tm_6965,tm_6965,Andoni Gorosabel,1996-08-04,Andoni Gorosabel,1996-08-04,Spain,Spain,Deportivo Alavés,Deportivo Alavés,1.0,True
tm_3515,tm_3515,Sivert Mannsverk,2002-05-08,Sivert Mannsverk,2002-05-08,Norway,Norway,Ajax Amsterdam,Ajax Amsterdam,1.0,True
tm_4464,tm_4464,Stefano Denswil,1993-05-07,Stefano Denswil,1993-05-07,Suriname,Suriname,Trabzonspor,Trabzonspor,1.0,True
tm_7248,tm_7248,Michail Antonio,1990-03-28,Michail Antonio,1990-03-28,Jamaica,Jamaica,West Ham United,West Ham United,1.0,True
tm_1856,tm_1856,Berkan Taz,1998-12-19,Berkan Taz,1998-12-19,Germany,Germany,SV Waldhof Mannheim,SV Waldhof Mannheim,1.0,True
tm_4653,tm_4653,Adil Demirbag,1997-12-10,Adil Demirbag,1997-12-10,Turkey,Turkey,Konyaspor,Konyaspor,1.0,True
tm_9935,tm_9935,Timothée Pembélé,2002-09-09,Timothée Pembélé,2002-09-09,France,France,Sunderland AFC,Sunderland AFC,1.0,True
tm_1330,tm_1330,Andrew Brody,1995-05-03,Andrew Brody,1995-05-03,United States,United States,Real Salt Lake City,Real Salt Lake City,1.0,True
tm_2479,tm_2479,Jamal Bajandooh,1992-08-12,Jamal Bajandooh,1992-08-12,Saudi Arabia,Saudi Arabia,Al-Tai FC,Al-Tai FC,1.0,True
tm_10181,tm_10181,Andre Dozzell,1999-05-02,Andre Dozzell,1999-05-02,England,England,Queens Park Rangers,Queens Park Rangers,1.0,True
