df1,df2,name1,birthdate1,name2,birthdate2,nat1,nat2,club1,club2,score,match
tm_3045,fm_11553,Manuel Palacios,1993-02-13,Manuel Lanzini,1993-02-15,Colombia,ARG,Chengdu Rongcheng,West Ham,0.57,
tm_5847,fm_16171,Gabriel Suazo,1997-08-09,Gabriel Fuentes,1997-02-09,Chile,COL,FC Toulouse,Zaragoza,0.57,
tm_3375,fm_10390,Ali Al-Asmari,1997-01-12,Khaled Al-Sumairi,1997-01-01,Saudi Arabia,KSA,Al-Ahli SFC,Al-Khaleej (KSA),0.5705882352941176,
tm_2498,fm_9359,Solomon Kvirkvelia,1992-02-06,Sérgio Oliveira,1992-06-02,Georgia,POR,Al-Okhdood Club,Galatasaray,0.5722222222222222,
tm_2713,fm_15307,Alexander Lungwitz,2000-08-04,Alejandro Marqués,2000-08-04,Germany,ESP,SC Freiburg II,Estoril Praia,0.5722222222222222,
tm_9259,fm_17936,Lucas Rosa,2000-04-03,Lucas Sousa,2002-01-21,Brazil,POR,Real Valladolid CF,BRG,0.5727272727272726,
tm_9251,fm_14513,John Victor,1996-02-13,João Victor,1998-07-17,Brazil,BRA,,Benfica,0.5727272727272726,
tm_9783,fm_11780,Lewis Bate,2002-10-28,Lewis Baker,1995-04-25,England,ENG,Leeds United,Stoke,0.5727272727272726,
tm_2516,fm_10345,Saleh Al-Harthi,1995-08-10,Saleh Al-Amri,1993-10-14,Saudi Arabia,KSA,Al-Okhdood Club,Abha,0.5733333333333333,
tm_9111,fm_7510,Lorenzo Lonardi,1999-02-10,Lorenzo Romani,2005-02-28,Italy,ITA,FC Südtirol,Fiorentina,0.5733333333333333,
tm_4265,fm_7377,Lorenzo Youndje,2005-04-12,Lorenzo Conte,2005-05-17,Belgium,ITA,KAS Eupen,Sampdoria,0.5733333333333333,
tm_1653,fm_1188,Jonathan Sirois,2001-06-27,Jonathan Lewis,1997-06-04,Canada,USA,CF Montréal,Colorado,0.5733333333333333,
tm_2027,fm_9439,Christian Ortag,1995-01-14,Christian Atsu,1992-01-10,Germany,GHA,SSV Ulm 1846,Hatayspor,0.5733333333333333,
tm_9000,fm_1965,Federico Zuccon,2003-04-01,Federico Ricca,1994-12-01,Italy,URU,Atalanta BC,OHL,0.5733333333333333,
tm_8189,fm_4531,Abdoulaye Bamba,1990-04-25,Abdoulaye Sylla,2000-04-10,Cote d'Ivoire,GUI,Angers SCO,Seraing FC,0.5733333333333333,
tm_8523,fm_16162,Antoine Larose,1993-01-28,Antoine Batisse,1995-01-13,France,FRA,FC Annecy,Pau FC,0.5733333333333333,
tm_10574,fm_3734,Lukas Schleimer,1999-12-09,Lukas Sedlak,1999-09-09,Germany,GER,1.FC Nuremberg,Erzgebirge Aue,0.5733333333333333,
tm_8905,fm_7726,Cristian Cauz,1996-08-15,Cristian Padula,2004-08-12,Italy,ITA,Modena FC,Capitoline,0.5733333333333333,
tm_1169,fm_16159,Tomás Chancalay,1999-01-01,Tomás Alarcón,1999-01-19,Argentina,CHI,,Cádiz,0.5733333333333333,
tm_5376,fm_16793,Rodrigo Melro,2004-03-14,Rodrigo Mendoza,2005-03-15,Portugal,ESP,GD Chaves,Elche,0.5733333333333333,
tm_6826,fm_11885,Mason Greenwood,2001-10-01,Sam Greenwood,2002-01-26,England,ENG,Manchester United,Leeds,0.5733333333333333,
tm_9227,fm_15389,Yoel Rodríguez,1988-08-28,Dani Rodríguez,1988-06-06,Spain,ESP,SD Eibar,Mallorca,0.575,
tm_2730,fm_6470,Alessio Besio,2004-03-18,Alessio Zerbin,1999-03-03,Switzerland,ITA,SC Freiburg II,Parthenope,0.575,
tm_3762,fm_1417,Christopher Mamengi,2001-04-03,Christopher McVey,1997-04-12,Netherlands,SWE,Almere City FC,Inter Miami,0.5757894736842106,
tm_2349,fm_10194,Mohammed Al-Oufi,2002-08-08,Mohammed Al-Owais,1991-10-10,Saudi Arabia,KSA,Abha Club,Al-Hilal (KSA),0.5764705882352941,
tm_3057,fm_10300,Mincheng Yuan,1995-08-08,Ming Tian,1995-04-08,China,CHN,Changchun Yatai,Wuhan Changjiang,0.5769230769230769,
tm_2407,fm_10272,Abdulrahman Al-Shammari,,Abdulrahman Al-Ghamdi,1994-11-01,Saudi Arabia,KSA,Al-Riyadh SC,Al-Raed,0.5782608695652174,
tm_2245,fm_3821,Nasser Al-Bishi,2002-06-03,Ameen Al-Dakhil,2002-03-06,Saudi Arabia,BEL,Al-Shabab FC,STVV,0.58,
tm_3107,fm_10693,Yuanjie Su,1995-04-14,Su Yuanjie,1995-04-14,China,CHN,Tianjin Jinmen Tiger,Tianjin,0.58,
tm_3208,fm_17446,Yifan Ge,2005-05-11,Allan Eser,2005-05-11,China,FRA,Shenzhen FC,AS Monaco,0.58,
tm_3152,fm_10583,Junfeng Li,1997-08-08,Li Junfeng,1997-08-08,China,CHN,Meizhou Hakka,Meizhou,0.58,
tm_2867,fm_11018,Longhai He,2001-10-08,He Longhai,2001-10-08,China,CHN,Shanghai Shenhua,SH Shenhua,0.58,
tm_9707,fm_15949,Jacobo González,1997-03-25,Jacobo,1997-03-25,Spain,ESP,AD Alcorcón,F.C. Andorra,0.58,
tm_5288,fm_6594,Dinis Pinto,2000-08-24,Emanuel Vignato,2000-08-24,Portugal,ITA,Moreirense FC,Bologna,0.58,
tm_3542,fm_9096,Lewis Schouten,2004-02-04,Paolo Schettini,2004-04-02,Netherlands,ITA,AZ Alkmaar,Ternana,0.58,
tm_2992,fm_10306,Tixiang Li,1989-09-01,Li Tixiang,1989-09-01,China,CHN,Zhejiang FC,GZ City,0.58,
tm_5065,fm_2253,Joe Mendes,2002-12-31,Joe Scally,2002-12-31,Sweden,USA,SC Braga,Borussia M'gladbach,0.58,
tm_3084,fm_10691,Yuefeng Li,2002-09-30,Li Yuefeng,2002-09-30,China,CHN,Tianjin Jinmen Tiger,Tianjin,0.58,
tm_6911,fm_16186,Momo Mbaye,1998-06-28,Momo,1998-06-28,Senegal,SEN,Cádiz CF,Cádiz,0.58,
tm_2860,fm_10666,Yougang Xu,1996-02-09,Xu Yougang,1996-02-09,China,CHN,Shanghai Shenhua,SH Shenhua,0.58,
tm_2971,fm_10344,Yuan Zhang,1997-01-28,Huang Zhengyu,1997-01-24,China,CHN,Beijing Guoan,GZ City,0.5807692307692308,
tm_5411,fm_15174,Ricardo Velho,1998-08-20,Ricardinho,1998-08-06,Portugal,POR,SC Farense,Santa Clara,0.5807692307692308,
tm_9603,fm_15850,Sergio Ortuño,1999-03-02,Sergio Lozano,1999-03-24,Spain,ESP,CD Eldense,Villarreal B,0.5807692307692308,
tm_4739,fm_6359,Tarik Cetin,1997-01-08,Mert Çetin,1997-01-01,Turkey,TUR,Caykur Rizespor,Salento,0.5818181818181818,
tm_5957,fm_1550,Natan,2001-02-06,Nathan,1995-05-13,Brazil,BRA,SSC Napoli,San Jose,0.5833333333333334,
tm_10581,fm_1780,Timon Weiner,1999-01-18,Timo Werner,1996-03-06,Germany,GER,Holstein Kiel,RB Leipzig,0.5833333333333334,
tm_8903,fm_9012,Alessandro Pio Riccio,2002-02-06,Alessandro Gobbo,2004-02-06,Italy,ITA,,SPAL,0.5833333333333334,
tm_3358,fm_10384,Mohammed Al-Rubaie,1997-08-14,Mohammed Al-Fuhaid,1990-01-09,Saudi Arabia,KSA,Al-Hilal SFC,Al-Fateh,0.5833333333333334,
tm_9676,fm_6546,Luca Ferrone,1993-06-07,Luca Marrone,1990-03-28,Italy,ITA,Racing Ferrol,Brianza,0.5833333333333334,
tm_2941,fm_9360,Fernandinho,1993-03-16,Fernando,1992-03-03,Brazil,BRA,Shandong Taishan,Antalyaspor,0.584090909090909,
tm_5302,fm_15159,André Luis,1994-03-09,André Bukia,1995-03-03,Brazil,COD,Moreirense FC,Arouca,0.584090909090909,
tm_2056,fm_17204,Tomás Avilés,2004-02-03,Tomás Inglés,2004-04-07,Argentina,ESP,Inter Miami CF,Málaga,0.585,
tm_2576,fm_10375,Mohamed Al-Thani,1997-02-10,Mohammed Al-Khabrani,1993-10-14,Saudi Arabia,KSA,Al-Hazem SC,Al-Khaleej (KSA),0.585,
tm_2618,fm_10420,Rayan Al-Dossary,2004-07-01,Rayan Al-Mousa,1994-07-24,Saudi Arabia,KSA,Al-Khaleej FC,Damac,0.585,
tm_9011,fm_8133,Andrea Fulignati,1994-10-31,Andrea Pulina,2004-10-11,Italy,ITA,US Catanzaro,Cagliari,0.585,
tm_10099,fm_11911,Bobby Thomas,2001-01-30,Sorba Thomas,1999-01-25,England,WAL,Coventry City,Huddersfield,0.585,
tm_2954,fm_10310,Yang Bai,1998-03-06,Yang Fan,1996-03-28,China,CHN,Beijing Guoan,Tianjin,0.585,
tm_5929,fm_1764,Sadibou Sané,2004-06-10,Sadio Mané,1992-04-10,Senegal,SEN,FC Metz,FC Bayern,0.585,
tm_8317,fm_2381,Taylor Moore,1997-05-12,Taylor Booth,2001-05-31,England,USA,Valenciennes FC,FC Utrecht,0.585,
tm_4126,fm_4996,Thomas Lutte,2004-07-09,Thomas Puype,2004-01-18,Belgium,BEL,RSC Charleroi,Oostende,0.585,
tm_8329,fm_17855,David Kruse,2002-05-15,David Brosed,2005-11-05,Denmark,ESP,Valenciennes FC,Huesca,0.585,
tm_3094,fm_6372,Petar Vitanov,1995-03-10,Petar Stojanović,1995-10-07,Bulgaria,SVN,Tianjin Jinmen Tiger,Empoli,0.5875,
tm_8320,fm_4983,Lucas Woudenberg,1994-04-25,Luca Foubert,2004-04-25,Netherlands,BEL,Valenciennes FC,KV Kortrijk,0.5875,
tm_3236,fm_10530,Yan Wu,1989-01-07,Yang Yun,1989-07-18,China,CHN,Dalian Professional,DL Pro,0.5875,
tm_8845,fm_6626,Emmanuele Matino,1998-10-07,Emanuele Valeri,1998-12-07,Italy,ITA,SSC Bari,Cremonese,0.5875,
tm_5046,fm_14387,Trincão,1999-12-29,Francisco Trincão,1999-12-29,Portugal,POR,Sporting CP,Sporting CP,0.588235294117647,
tm_2470,fm_3965,Abdulkarim Sultan,2000-06-24,Abdelkahar Kadri,2000-06-24,Saudi Arabia,ALG,Al-Tai FC,KV Kortrijk,0.588235294117647,
tm_9448,fm_7085,Ethyan González,2002-06-06,Joan González,2002-02-01,Spain,ESP,CD Tenerife,Salento,0.5883333333333333,
tm_2530,fm_10452,Mohammed Al-Dawsari,1999-07-08,Mohammed Al-Saiari,1993-05-02,Saudi Arabia,KSA,Al-Raed SFC,Al-Ittihad,0.5894736842105263,
tm_2055,fm_10902,Cole Jensen,2001-01-22,Zhou Wenfeng,2001-01-22,United States,CHN,Inter Miami CF,Beijing,0.5916666666666666,
tm_9309,fm_16149,Jimmy Suárez,1996-12-31,Jimmy,1996-12-31,Spain,ESP,Real Oviedo,Oviedo,0.5916666666666666,
tm_1503,fm_1481,Elias Manoel,2001-11-30,Elias,2001-11-30,Brazil,BRA,New York Red Bulls,New York,0.5916666666666666,
tm_5007,fm_14537,Zaidu,1997-06-13,Zaidu Sanusi,1997-06-13,Nigeria,NGA,FC Porto,FC Porto,0.5916666666666666,
tm_8594,fm_16939,Gabriel Barès,2000-08-29,Gabriel Brás,2004-03-25,Switzerland,POR,Montpellier HSC,FC Porto,0.5923076923076923,
tm_4032,fm_14224,Luis Vázquez,2001-04-24,Lucas Vázquez,1991-07-01,Argentina,ESP,RSC Anderlecht,R. Madrid,0.5923076923076923,
tm_9068,fm_8783,Luca Ferretti,2003-12-23,Luca Negretti,2004-02-01,Italy,ITA,Feralpisalò,Brescia,0.5923076923076923,
tm_1252,fm_6273,Mohamed Farsi,1999-12-16,Mohamed Fares,1996-02-15,Canada,ALG,Columbus Crew,Lazio,0.5923076923076923,
tm_7535,fm_2770,Mads Andersen,1997-12-27,Mads Pedersen,1996-09-01,Denmark,DEN,Luton Town,FC Augsburg,0.5923076923076923,
tm_5140,fm_11947,Chidozie Awaziem,1997-01-01,Chiedozie Ogbene,1997-05-01,Nigeria,IRL,Boavista FC,Rotherham,0.59375,
tm_2339,fm_10359,Abdullah Al-Shammari,1991-11-24,Abdullah Al-Khaibari,1996-08-16,Saudi Arabia,KSA,Abha Club,Al-Nassr (KSA),0.595,
tm_2340,fm_10374,Abdulrahman Al-Bouq,1999-09-09,Abdulrahman Al-Aboud,1995-06-01,Saudi Arabia,KSA,Abha Club,Al-Ittihad,0.595,
tm_2623,fm_10375,Mohammed Al-Khaibari,2002-04-18,Mohammed Al-Khabrani,1993-10-14,Saudi Arabia,KSA,Al-Khaleej FC,Al-Khaleej (KSA),0.595,
tm_1251,fm_12470,Will Sands,2000-07-06,Will Dennis,2000-07-10,United States,ENG,Columbus Crew,Bournemouth,0.5954545454545455,
tm_1799,fm_1826,Konrad Faber,1997-11-04,Konrad Laimer,1997-05-27,Germany,AUT,SSV Jahn Regensburg,RB Leipzig,0.5984615384615384,
tm_9416,fm_15871,Álvaro Martín,2001-01-15,Álvaro Ratón,1993-01-29,Spain,ESP,FC Andorra,Zaragoza,0.5984615384615384,
tm_9367,fm_15129,Andrés García,2003-02-07,Andrés Martín,1999-07-11,Spain,ESP,Levante UD,Vallecano,0.5984615384615384,
tm_5253,fm_15444,Gabriel Souza,2004-08-03,Gabriel Silva,2002-03-22,Brazil,BRA,,Santa Clara,0.5984615384615384,
tm_9538,fm_15129,Ander Martín,2000-11-16,Andrés Martín,1999-07-11,Spain,ESP,Burgos CF,Vallecano,0.5984615384615384,
tm_2512,fm_15583,Mohamed Nayef,1998-11-29,Mohamed Bayo,1998-06-04,Saudi Arabia,GUI,Al-Okhdood Club,LOSC,0.5984615384615384,
tm_2052,fm_3883,Tobias Rühle,1991-02-07,Tobias Müller,1994-07-08,Germany,GER,SSV Ulm 1846,Paderborn,0.5984615384615384,
tm_9206,fm_13288,John Donald,2000-09-25,Josh Donaldson,2005-09-25,Spain,ENG,Elche CF,Newcastle,0.5999999999999999,
tm_9692,fm_12762,Chema Rodríguez,1992-03-03,Jeremi Rodríguez,2003-09-03,Spain,ESP,SD Eibar,Southampton,0.5999999999999999,
tm_10779,fm_6905,Tino Casali,1995-11-14,Tiago Casasola,1995-08-11,Austria,ARG,Eintracht Braunschweig,Perugia,0.5999999999999999,
tm_1144,fm_15226,Ramiro Enrique,2001-05-04,Ramón Enríquez,2001-04-19,Argentina,ESP,Orlando City SC,Málaga,0.5999999999999999,
tm_2302,fm_10050,Mateus,1994-09-11,Matheus,1983-01-15,Brazil,BRA,Al-Taawoun FC,Zhejiang,0.6,
tm_9376,fm_15111,Josema,1996-06-06,Josema Sánchez,1996-06-06,Spain,ESP,CD Leganés,Leganés,0.6,
tm_9573,fm_15107,Germán Sánchez,1986-12-12,Germán,1986-12-12,Spain,ESP,Racing Santander,R. Santander,0.6,
tm_3252,fm_10229,Yu Wang,2002-04-28,Yu Yang,1988-08-06,China,CHN,Dalian Professional,Beijing,0.6,
tm_9482,fm_16936,Carlos Sánchez,2001-04-19,Marcos Sánchez,2003-10-26,Spain,ESP,,Villarreal,0.6,
tm_5661,fm_15319,Henrique Silva,1994-04-25,Brice Samba,1994-04-25,Brazil,FRA,Olympique Lyon,RC Lens,0.6,
tm_2254,fm_10455,Abdullah Matuq,2003-04-02,Abdullah Madu,1993-07-15,Saudi Arabia,KSA,Al-Shabab FC,Al-Nassr (KSA),0.6,
tm_9075,fm_8361,Mattia Tonetto,2001-03-26,Mattia Bonetti,2005-09-09,Italy,ITA,Feralpisalò,Bologna,0.6,
