df1,df2,name1,birthdate1,name2,birthdate2,nat1,nat2,club1,club2,score,match
tm_3149,fm_10890,Wei Wang,1989-06-22,Wei Feng,2002-02-20,China,CHN,Meizhou Hakka,GZ City,0.5249999999999999,
tm_5813,fm_16299,Adama Bojang,2004-05-28,Adama Fofana,1999-10-11,The Gambia,CIV,Stade Reims,Dijon FCO,0.5249999999999999,
tm_2076,fm_1381,Santiago Morales,2007-02-09,Santiago Moreno,2000-04-21,United States,COL,Inter Miami CF,Portland,0.5249999999999999,
tm_10637,fm_3949,Elias Höftmann,2004-02-07,Julius Hoffmann,2004-04-30,Germany,GER,FC Hansa Rostock,Dynamo Dresden,0.5266666666666666,
tm_10104,fm_3717,Yasin Ayari,2003-10-06,Yassin Ayoub,1994-03-06,Sweden,MAR,Brighton & Hove Albion,Excelsior,0.5266666666666666,
tm_5765,fm_11928,Siriné Doucouré,2002-04-08,Cheick Doucouré,2000-01-08,France,MLI,FC Lorient,Crystal Palace,0.5266666666666666,
tm_9466,fm_18345,Manu Rico,2003-01-10,Manu Ruiz,2004-01-28,Spain,ESP,,R. Santander,0.5266666666666666,
tm_1483,fm_13963,Curtis Ofori,2005-11-20,Chris Ogor,2005-08-19,United States,ENG,New York Red Bulls,Birmingham,0.5266666666666666,
tm_3316,fm_10575,Jie Wang,1989-01-14,Jin Qiang,1993-01-15,China,CHN,Nantong Zhiyun,Shenzhen,0.5266666666666666,
tm_1567,fm_6222,Andreas Maxsö,1994-03-18,Andrea Conti,1994-03-02,Denmark,ITA,Colorado Rapids,Sampdoria,0.5269230769230768,
tm_7510,fm_9771,Yasser Larouci,2001-01-01,Montassir Lahtimi,2001-04-01,France,MAR,ESTAC Troyes,Trabzonspor,0.5294117647058824,
tm_4574,fm_9515,Osman Celik,1991-11-27,Simon Deli,1991-10-27,Turkey,CIV,Samsunspor,Adana D.S.,0.5318181818181817,
tm_3275,fm_10479,Yibo Sha,1991-01-07,Piao Shihao,1991-07-09,China,CHN,Qingdao Hainiu,CZ Mighty Lions,0.5318181818181817,
tm_2090,fm_1112,Luis Abram,1996-02-27,Luiz Araújo,1996-06-02,Peru,BRA,Atlanta United FC,Atlanta United,0.5318181818181817,
tm_10860,fm_14006,Hyun-ju Lee,2003-02-07,Harrison Nee,2003-07-02,"Korea, South",ENG,,Coventry,0.5333333333333333,
tm_5513,fm_7188,Eliesse Ben Seghir,2005-02-16,Cristian Serra,2005-02-16,France,ITA,AS Monaco,Cagliari,0.5333333333333333,
tm_3122,fm_10565,Xiangshuo Zhang,2001-06-22,Jian Tao,2001-06-22,China,CHN,Cangzhou Mighty Lions,CD Rongcheng,0.5333333333333333,
tm_8573,fm_6980,Enzo Bardeli,2001-04-11,Edoardo Iannoni,2001-04-11,France,ITA,USL Dunkerque,Perugia,0.5333333333333333,
tm_3848,fm_1873,Sylian Mokono,1999-03-22,Sebastiaan Bornauw,1999-03-22,Netherlands,BEL,Heracles Almelo,VfL Wolfsburg,0.5333333333333333,
tm_6199,fm_15397,Victor Kristiansen,2002-12-16,Junior Kadile,2002-12-16,Denmark,FRA,Leicester City,Famalicão,0.5333333333333333,
tm_4703,fm_2459,Pione Sisto,1995-02-04,Philipp Förster,1995-02-04,Denmark,GER,Alanyaspor,VfL Bochum,0.5333333333333333,
tm_10586,fm_11467,Nico Carrera,2002-05-06,Cole Palmer,2002-05-06,United States,ENG,Holstein Kiel,Man City,0.5333333333333333,
tm_1735,fm_4566,Julius Schmid,2001-06-01,Julius Schock,2004-02-09,Finland,GER,TSV 1860 Munich,Hallescher FC,0.5384615384615383,
tm_3225,fm_10209,Shuai Pei,1993-01-14,Shi Ke,1993-01-08,China,CHN,Shenzhen FC,Shandong,0.5388888888888889,
tm_1971,fm_2261,Florian Kirschke,1992-05-24,Florian Kainz,1992-10-24,Germany,AUT,VfB Lübeck,1. FC Köln,0.54375,
tm_2877,fm_10506,Wei Zhang,2000-05-16,Wei Zhen,1997-02-12,China,CHN,Shanghai Shenhua,SH Port,0.5444444444444444,
tm_5372,fm_15130,Pedro Pinho,2000-04-06,Pedro Bicalho,2001-04-23,Portugal,BRA,GD Chaves,Santa Clara,0.5446153846153845,
tm_10517,fm_3559,Lukas Petkov,2000-11-01,Lukas Pinckert,2000-01-22,Bulgaria,GER,FC Augsburg,SV Elversberg,0.5499999999999999,
tm_1014,fm_2566,Marco Angulo,2002-05-08,Marco Kana,2002-08-08,Ecuador,BEL,FC Cincinnati,RSC Anderlecht,0.5499999999999999,
tm_9442,fm_15578,Elady Zorrilla,1990-07-13,Elady,1990-07-13,Spain,ESP,CD Tenerife,Tenerife,0.5499999999999999,
tm_2261,fm_10420,Saad Al-Mousa,2002-12-10,Rayan Al-Mousa,1994-07-24,Saudi Arabia,KSA,Al-Ettifaq FC,Damac,0.5499999999999999,
tm_3389,fm_10189,Nawaf Al-Aqidi,2000-05-10,Nawaf Al-Abed,1990-01-26,Saudi Arabia,KSA,Al-Nassr FC,Al-Shabab,0.5499999999999999,
tm_1568,fm_8685,Lalas Abubakar,1994-12-25,Salim Abubakar,2003-04-06,Ghana,GHA,Colorado Rapids,Sassuolo,0.5499999999999999,
tm_5454,fm_13520,Keliano Manuel,2003-01-16,Dylan Kadji,2003-01-16,Angola,ENG,CF Estrela Amadora SAD,Bristol City,0.5499999999999999,
tm_2253,fm_10455,Abdullah Radif,2003-01-21,Abdullah Madu,1993-07-15,Saudi Arabia,KSA,Al-Hilal SFC,Al-Nassr (KSA),0.5499999999999999,
tm_9657,fm_18184,Àlex Carbonell,1997-09-15,Iker Carbonell,2004-03-24,Spain,ESP,SD Amorebieta,Elche,0.5499999999999999,
tm_3210,fm_10795,Ziyi Tian,2001-01-27,Zhang Yitao,2001-01-27,China,CHN,Shenzhen FC,CD Rongcheng,0.5545454545454545,
tm_8142,fm_13045,Danel Dongmo,2001-01-31,Daniel Dodds,2001-01-17,Cameroon,ENG,,Middlesbrough,0.5583333333333332,
tm_2496,fm_15963,Naif Asiri,2001-02-18,Nabil Alioui,1999-02-18,Saudi Arabia,FRA,Al-Okhdood Club,Havre AC,0.5583333333333332,
tm_6226,fm_2770,Marcus Pedersen,2000-07-16,Mads Pedersen,1996-09-01,Norway,DEN,Feyenoord Rotterdam,FC Augsburg,0.5599999999999999,
tm_3221,fm_10701,Ning Li,2001-10-20,Ning An,1995-10-08,China,CHN,Shenzhen FC,GZ City,0.56,
tm_2794,fm_5736,Marcel Gaus,1989-08-02,Marcel Zajusch,2006-08-19,Germany,POL,1.FC Saarbrücken,RB Leipzig,0.56,
tm_2453,fm_10340,Abdulaziz Al-Shahrani,1994-10-29,Abdulaziz Al-Bishi,1994-03-11,Saudi Arabia,KSA,Damac FC,Al-Ittihad,0.56,
tm_5326,fm_3798,Matías Lacava,2002-10-24,Matías Galarza,2002-03-04,Venezuela,ARG,,KRC Genk,0.56,
tm_9083,fm_6354,Mattia Zennaro,2000-08-03,Mattia Destro,1991-03-20,Italy,ITA,Feralpisalò,Empoli,0.56,
tm_5382,fm_14731,Héctor Hernández,1995-09-14,Héctor,1995-09-14,Spain,ESP,GD Chaves,Chaves,0.5625,
tm_9542,fm_16860,Miguel Ángel Morro,2000-09-11,Miguel Ángel Ruiz,2002-04-09,Spain,ESP,Rayo Vallecano,Villarreal B,0.5655555555555556,
tm_9431,fm_18105,Fernando Medrano,2000-03-26,Fernando Moreno,2004-10-15,Spain,ESP,CD Tenerife,Leganés,0.56875,
tm_5205,fm_1640,Jesús Castillo,2001-06-11,Jesús Castellano,2004-03-22,Peru,VEN,Gil Vicente FC,New York,0.56875,
tm_1782,fm_2365,Marco Wolf,2001-02-05,Marius Wolf,1995-05-27,Germany,GER,Hallescher FC,Borussia Dortmund,0.5690909090909091,
tm_3517,fm_4543,Silvano Vos,2005-03-16,Delano Vos,2005-01-15,Netherlands,NED,Ajax Amsterdam,FC Utrecht,0.5690909090909091,
tm_9780,fm_1094,Glen Kamara,1995-10-28,Ola Kamara,1989-10-15,Finland,NOR,Leeds United,D.C. United,0.5690909090909091,
tm_4795,fm_12195,Ryan Mendes,1990-01-08,Ryan Hedges,1995-07-08,Cape Verde,WAL,Fatih Karagümrük,Blackburn,0.5690909090909091,
tm_1518,fm_16029,Jonathan Dean,1997-05-15,Javi Díaz,1997-05-15,United States,ESP,Chicago Fire FC,Tenerife,0.5692307692307692,
tm_3199,fm_10491,Zichang Huang,1997-04-04,Huang Zichang,1997-04-04,China,CHN,Henan FC,Henan,0.5692307692307692,
tm_2026,fm_17705,Simon Dorfner,2004-09-22,Hugo Barbier,2004-09-22,Germany,FRA,SpVgg Unterhaching,RC Lens,0.5692307692307692,
tm_3147,fm_11122,Liangkuan Jin,2002-01-28,Jin Liangkuan,2002-01-28,China,CHN,Meizhou Hakka,GZ City,0.5692307692307692,
tm_10277,fm_3100,Dominic Iorfa,1995-06-24,Dominic Baumann,1995-04-24,England,GER,Sheffield Wednesday,FSV Zwickau,0.57,
tm_2402,fm_10359,Abdullah Al-Mogren,1996-11-16,Abdullah Al-Khaibari,1996-08-16,Saudi Arabia,KSA,Al-Fateh SC,Al-Nassr (KSA),0.57,
tm_3375,fm_10390,Ali Al-Asmari,1997-01-12,Khaled Al-Sumairi,1997-01-01,Saudi Arabia,KSA,Al-Ahli SFC,Al-Khaleej (KSA),0.5705882352941176,
tm_9251,fm_14513,John Victor,1996-02-13,João Victor,1998-07-17,Brazil,BRA,,Benfica,0.5727272727272726,
tm_1169,fm_16159,Tomás Chancalay,1999-01-01,Tomás Alarcón,1999-01-19,Argentina,CHI,,Cádiz,0.5733333333333333,
tm_9000,fm_1965,Federico Zuccon,2003-04-01,Federico Ricca,1994-12-01,Italy,URU,Atalanta BC,OHL,0.5733333333333333,
tm_9111,fm_7510,Lorenzo Lonardi,1999-02-10,Lorenzo Romani,2005-02-28,Italy,ITA,FC Südtirol,Fiorentina,0.5733333333333333,
tm_9227,fm_15389,Yoel Rodríguez,1988-08-28,Dani Rodríguez,1988-06-06,Spain,ESP,SD Eibar,Mallorca,0.575,
tm_2730,fm_6470,Alessio Besio,2004-03-18,Alessio Zerbin,1999-03-03,Switzerland,ITA,SC Freiburg II,Parthenope,0.575,
tm_2349,fm_10194,Mohammed Al-Oufi,2002-08-08,Mohammed Al-Owais,1991-10-10,Saudi Arabia,KSA,Abha Club,Al-Hilal (KSA),0.5764705882352941,
tm_5288,fm_6594,Dinis Pinto,2000-08-24,Emanuel Vignato,2000-08-24,Portugal,ITA,Moreirense FC,Bologna,0.58,
tm_5065,fm_2253,Joe Mendes,2002-12-31,Joe Scally,2002-12-31,Sweden,USA,SC Braga,Borussia M'gladbach,0.58,
tm_2245,fm_3821,Nasser Al-Bishi,2002-06-03,Ameen Al-Dakhil,2002-03-06,Saudi Arabia,BEL,Al-Shabab FC,STVV,0.58,
tm_2056,fm_17204,Tomás Avilés,2004-02-03,Tomás Inglés,2004-04-07,Argentina,ESP,Inter Miami CF,Málaga,0.585,
tm_5929,fm_1764,Sadibou Sané,2004-06-10,Sadio Mané,1992-04-10,Senegal,SEN,FC Metz,FC Bayern,0.585,
tm_8329,fm_17855,David Kruse,2002-05-15,David Brosed,2005-11-05,Denmark,ESP,Valenciennes FC,Huesca,0.585,
tm_2618,fm_10420,Rayan Al-Dossary,2004-07-01,Rayan Al-Mousa,1994-07-24,Saudi Arabia,KSA,Al-Khaleej FC,Damac,0.585,
tm_4126,fm_4996,Thomas Lutte,2004-07-09,Thomas Puype,2004-01-18,Belgium,BEL,RSC Charleroi,Oostende,0.585,
tm_8845,fm_6626,Emmanuele Matino,1998-10-07,Emanuele Valeri,1998-12-07,Italy,ITA,SSC Bari,Cremonese,0.5875,
tm_7535,fm_2770,Mads Andersen,1997-12-27,Mads Pedersen,1996-09-01,Denmark,DEN,Luton Town,FC Augsburg,0.5923076923076923,
tm_4032,fm_14224,Luis Vázquez,2001-04-24,Lucas Vázquez,1991-07-01,Argentina,ESP,RSC Anderlecht,R. Madrid,0.5923076923076923,
tm_5140,fm_11947,Chidozie Awaziem,1997-01-01,Chiedozie Ogbene,1997-05-01,Nigeria,IRL,Boavista FC,Rotherham,0.59375,
tm_2623,fm_10375,Mohammed Al-Khaibari,2002-04-18,Mohammed Al-Khabrani,1993-10-14,Saudi Arabia,KSA,Al-Khaleej FC,Al-Khaleej (KSA),0.595,
tm_2339,fm_10359,Abdullah Al-Shammari,1991-11-24,Abdullah Al-Khaibari,1996-08-16,Saudi Arabia,KSA,Abha Club,Al-Nassr (KSA),0.595,
tm_1251,fm_12470,Will Sands,2000-07-06,Will Dennis,2000-07-10,United States,ENG,Columbus Crew,Bournemouth,0.5954545454545455,
tm_1799,fm_1826,Konrad Faber,1997-11-04,Konrad Laimer,1997-05-27,Germany,AUT,SSV Jahn Regensburg,RB Leipzig,0.5984615384615384,
tm_2512,fm_15583,Mohamed Nayef,1998-11-29,Mohamed Bayo,1998-06-04,Saudi Arabia,GUI,Al-Okhdood Club,LOSC,0.5984615384615384,
tm_9538,fm_15129,Ander Martín,2000-11-16,Andrés Martín,1999-07-11,Spain,ESP,Burgos CF,Vallecano,0.5984615384615384,
tm_1144,fm_15226,Ramiro Enrique,2001-05-04,Ramón Enríquez,2001-04-19,Argentina,ESP,Orlando City SC,Málaga,0.5999999999999999,
tm_5661,fm_15319,Henrique Silva,1994-04-25,Brice Samba,1994-04-25,Brazil,FRA,Olympique Lyon,RC Lens,0.6,
tm_9482,fm_16936,Carlos Sánchez,2001-04-19,Marcos Sánchez,2003-10-26,Spain,ESP,,Villarreal,0.6,
tm_2432,fm_10272,Abdulrahman Al-Yami,1997-06-19,Abdulrahman Al-Ghamdi,1994-11-01,Saudi Arabia,KSA,Al-Riyadh SC,Al-Raed,0.6,
tm_8620,fm_8337,Christian Cugnata,2005-01-13,Christian Ronchi,2005-01-06,Italy,ITA,Spezia Calcio,Perugia,0.6029411764705881,
tm_7773,fm_4364,Marcel Wenig,2004-05-04,Jonathan Wensing,2004-04-05,Germany,GER,Eintracht Frankfurt,SC Freiburg,0.60625,
tm_9090,fm_8132,Mattia Felici,2001-04-17,Mattia Felleca,2004-09-04,Italy,ITA,,Cagliari,0.6099999999999999,
tm_6990,fm_7226,Máximo Perrone,2003-01-07,Mario Perrone,2003-02-06,Argentina,ITA,Manchester City,Salernitana,0.6099999999999999,
tm_8169,fm_16318,Ousoumane Camara,1998-12-19,Ousmane Camara,2003-03-06,France,FRA,AJ Auxerre,Angers SCO,0.6124999999999999,
tm_3018,fm_11025,Tao Jian,2001-06-22,Gao Jian,2002-01-29,China,CHN,Chengdu Rongcheng,Beijing,0.6124999999999999,
tm_1003,fm_5859,Paul Walters,2004-04-11,Paul Siegers,2004-09-04,United States,GER,FC Cincinnati,Hoffenheim,0.6166666666666667,
tm_4202,fm_4036,Maxime Delanghe,2001-05-23,Maxim Deman,2001-10-23,Belgium,BEL,Cercle Brugge,KV Kortrijk,0.6166666666666667,
tm_2501,fm_10348,Abdulrahman Al-Rio,1994-05-15,Abdulmajeed Al-Sulaiheem,1994-05-15,Saudi Arabia,KSA,Al-Okhdood Club,Al-Nassr (KSA),0.6208333333333333,
tm_7726,fm_2793,Maximilian Wöber,1998-02-04,Maximilian Bauer,2000-02-09,Austria,GER,Leeds United,FC Augsburg,0.6287499999999999,
tm_5890,fm_15365,Shamar Nicholson,1997-03-16,Rasmus Nicolaisen,1997-03-16,Jamaica,DEN,,Toulouse FC,0.6294117647058823,
tm_5238,fm_16650,Koba Koindredi,2001-10-27,Koba Lein,2001-10-27,Neukaledonien,FRA,Valencia CF,Oviedo,0.6499999999999999,
tm_9964,fm_4936,Rav van den Berg,2004-07-07,Ivan van den Berg,2004-01-12,Netherlands,NED,Middlesbrough FC,Go Ahead Eagles,0.651470588235294,
tm_5965,fm_6100,Frank Anguissa,1995-11-16,André-Franck Zambo Anguissa,1995-11-16,Cameroon,CMR,SSC Napoli,Parthenope,0.662962962962963,
tm_10592,fm_2553,Philipp Sander,1998-02-21,Philippe Sandler,1997-02-10,Germany,NED,Holstein Kiel,N.E.C. Nijmegen,0.6724999999999999,
tm_4244,fm_6370,Martin Regali,1993-10-12,Mattia Bani,1993-12-10,Slovakia,ITA,KV Kortrijk,Genoa,0.6769230769230768,
tm_1487,fm_1661,Juan Mina,2004-07-27,Juan Castilla,2004-07-27,Colombia,COL,New York Red Bulls,Houston,0.6769230769230768,
tm_9575,fm_14218,Saúl García,1994-11-09,Raúl García,1986-07-11,Spain,ESP,Racing Santander,A. Bilbao,0.6963636363636363,
tm_8333,fm_11580,Ibrahima Diallo,2003-06-04,Ibrahima Diallo,1999-03-08,Senegal,FRA,,Southampton,0.7,
tm_10236,fm_12398,Cameron Humphreys,2003-10-30,Cameron Humphreys,1998-08-22,England,ENG,Ipswich Town,Rotherham,0.7,
tm_7270,fm_6061,Danilo,2001-04-29,Danilo,1991-07-15,Brazil,BRA,Nottingham Forest,Juventus,0.7,
tm_2915,fm_11152,Mustapa Tash,2003-03-01,Mustapa,2003-03-01,China,CHN,Shandong Taishan,Shandong,0.7083333333333333,
tm_5812,fm_3352,Oumar Diakité,2003-12-20,Oumar Diakhité,1993-12-09,Cote d'Ivoire,SEN,Stade Reims,Sandhausen,0.71,
tm_6404,fm_7027,Juan Cabal,2001-01-08,Juan David Cabal,2001-01-08,Colombia,COL,Hellas Verona,Verona,0.7375,
tm_6723,fm_14395,Thierry Correia,1999-03-09,Thierry Rendall Correia,1999-03-09,Portugal,POR,Valencia CF,Valencia,0.7565217391304347,
tm_5277,fm_14495,Paulinho,1999-09-21,Paulinho,1992-11-09,Portugal,POR,,Sporting CP,0.76,
tm_8998,fm_6407,Idriz Voca,1997-05-15,Idriz Voca,1997-01-01,Kosovo,KOS,Cosenza Calcio,Cosenza,0.7749999999999999,
tm_8877,fm_6273,Mohamed Salim Fares,1996-02-15,Mohamed Fares,1996-02-15,Algeria,ALG,SS Lazio,Lazio,0.7789473684210526,
tm_4045,fm_2847,Julien De Sart,1994-12-23,Julien de Sart,1993-12-23,Belgium,BEL,KAA Gent,AA Gent,0.8,
tm_2479,fm_10269,Jamal Bajandooh,1992-08-12,Jamal Bajandouh,1992-08-22,Saudi Arabia,KSA,Al-Tai FC,Al-Tai,0.8033333333333333,
tm_1267,fm_1331,Aljaz Ivacic,1993-12-29,Aljaž Ivačič,1993-12-29,Slovenia,SVN,Portland Timbers,Portland,0.825,
tm_3522,fm_12365,Carlos Forbs,2004-03-19,Carlos Borges,2004-03-19,Portugal,POR,Ajax Amsterdam,Man City,0.8384615384615384,
tm_1439,fm_1068,Willy Agada,1999-09-17,William Agada,1999-09-17,Nigeria,NGA,Sporting Kansas City,Sporting KC,0.8384615384615384,
tm_8223,fm_16688,Owen Gene,2003-03-19,Owen Géné,2003-03-19,France,FRA,Amiens SC,Amiens SC,0.8444444444444443,
tm_3335,fm_10314,Ali Al-Boleahi,1989-11-21,Ali Al-Bulayhi,1989-11-21,Saudi Arabia,KSA,Al-Hilal SFC,Al-Hilal (KSA),0.8499999999999999,
tm_1107,fm_1564,Sofiane Djeffal,1999-04-09,Sofiane Djeffal,1999-04-19,France,FRA,Austin FC,D.C. United,0.85,
tm_10705,fm_4250,Belal Halbouni,1999-12-29,Belal Halbouni,1999-12-30,Syria,SYR,1.FC Magdeburg,Magdeburg,0.85,
tm_10089,fm_14437,Wesley Moraes,1996-11-24,Wesley Moraes,1996-11-26,Brazil,BRA,Stoke City,Levante,0.85,
tm_6729,fm_2603,Selim Amallah,1996-11-15,Selim Amallah,1996-11-16,Morocco,MAR,Real Valladolid CF,Standard,0.85,
tm_9897,fm_12831,Vaughn Covil,2003-07-26,Vaughn Covil,2003-07-27,United States,USA,Hull City,Hull,0.85,
tm_4464,fm_9570,Stefano Denswil,1993-05-07,Stefano Denswil,1994-05-07,Suriname,NED,Trabzonspor,Trabzonspor,0.85,
tm_5745,fm_15985,Darlin Yongwa,2000-09-22,Darlin Yongwa,2000-09-21,Cameroon,CMR,FC Lorient,FC Lorient,0.85,
tm_8507,fm_16502,Kévin Mouanga,2000-07-24,Kévin Mouanga,2000-07-27,France,FRA,FC Annecy,FC Annecy,0.85,
tm_4909,fm_16322,Iron Gomis,1999-11-09,Iron Gomis,1999-11-08,France,FRA,Kasimpasa,Amiens SC,0.85,
tm_4844,fm_9738,Kerim Alici,1997-06-24,Kerim Alıcı,1997-06-24,Turkey,TUR,Hatayspor,Hatayspor,0.8727272727272726,
tm_4502,fm_9907,Eren Karaagac,2004-05-24,Eren Karaağaç,2004-05-24,Turkey,TUR,Basaksehir FK,Başakşehir FK,0.8923076923076922,
tm_6300,fm_6608,Filip Jagiello,1997-08-08,Filip Jagiełło,1997-08-08,Poland,POL,Genoa CFC,Genoa,0.8999999999999999,
tm_1673,fm_1499,Ariel Lassiter,1994-09-27,Ari Lassiter,1994-09-27,Costa Rica,CRC,CF Montréal,Inter Miami,0.8999999999999999,
tm_2222,fm_1440,Léo Chú,2000-04-06,Léo Chu,2000-04-06,Brazil,BRA,Seattle Sounders FC,Seattle,0.8999999999999999,
tm_3751,fm_4018,Milan Robberechts,2004-03-04,Milan Robberechts,2004-04-04,Belgium,BEL,Fortuna Sittard,KV Mechelen,0.8999999999999999,
tm_7759,fm_2216,Hrvoje Smolcic,2000-08-17,Hrvoje Smolčić,2000-08-17,Croatia,CRO,Eintracht Frankfurt,Eintracht Frankfurt,0.8999999999999999,
tm_7504,fm_11825,Anel Ahmedhodzic,1999-03-26,Anel Ahmedhodžić,1999-03-26,Bosnia-Herzegovina,BIH,Sheffield United,Sheff Utd,0.9124999999999999,
tm_9061,fm_7303,Filippo Distefano,2003-08-28,Filippo Di Stefano,2003-08-28,Italy,ITA,ACF Fiorentina,Fiorentina,0.922222222222222,
tm_7707,fm_1958,Alex Kral,1998-05-19,Alex Král,1998-05-19,Czech Republic,CZE,,Schalke 04,0.922222222222222,
tm_7361,fm_6381,Ionut Radu,1997-05-28,Ionuţ Radu,1997-05-28,Romania,ROU,Inter Milan,Cremonese,0.9299999999999999,
tm_4550,fm_9632,Yusuf Sari,1998-11-20,Yusuf Sarı,1998-11-20,Turkey,TUR,Adana Demirspor,Adana D.S.,0.9299999999999999,
tm_1637,fm_1178,Andy Nájar,1993-03-16,Andy Najar,1993-03-16,Honduras,HON,D.C. United,D.C. United,0.9299999999999999,
