df1,df2,match
tm_3478,fm_1336,False
tm_2360,fm_14861,False
tm_1568,fm_8685,False
tm_3268,fm_10327,False
tm_1144,fm_15226,False
tm_1381,fm_11412,True
tm_9462,fm_14772,False
tm_5110,fm_15716,False
tm_7492,fm_2579,False
tm_8360,fm_2847,False
tm_7092,fm_11383,True
tm_5480,fm_14255,True
tm_1091,fm_1648,True
tm_8829,fm_6535,True
tm_2978,fm_10124,True
tm_8231,fm_7009,False
tm_7296,fm_1003,False
tm_8937,fm_8100,False
tm_4464,fm_9570,True
tm_5439,fm_15998,False
tm_5237,fm_2577,False
tm_4527,fm_12451,False
tm_3276,fm_10709,True
tm_6215,fm_1855,False
tm_6697,fm_14511,True
tm_5205,fm_1640,False
tm_6419,fm_3875,True
tm_8728,fm_5131,False
tm_6994,fm_2447,False
tm_5428,fm_15515,False
tm_5587,fm_18207,False
tm_4045,fm_2847,True
tm_10382,fm_2851,True
tm_3858,fm_4190,True
tm_7250,fm_14383,True
tm_2516,fm_10345,False
tm_5038,fm_14345,True
tm_9057,fm_7120,True
tm_1477,fm_1724,True
tm_1601,fm_10109,False
tm_9272,fm_16569,False
tm_1048,fm_2560,False
tm_4826,fm_11779,False
tm_2340,fm_10374,False
tm_3213,fm_11102,False
tm_3518,fm_1949,True
tm_9538,fm_15129,False
tm_5626,fm_15527,True
tm_3650,fm_14674,False
tm_2345,fm_10205,True
tm_3236,fm_10530,False
tm_9657,fm_18184,False
tm_1379,fm_1147,True
tm_4344,fm_4542,True
tm_1037,fm_13787,False
tm_9911,fm_16017,False
tm_5215,fm_6343,False
tm_10278,fm_11477,False
tm_4101,fm_12896,False
tm_9671,fm_16170,True
tm_2027,fm_9439,False
tm_10788,fm_3147,True
tm_5661,fm_15319,False
tm_3802,fm_9155,False
tm_1786,fm_3416,True
tm_10368,fm_16629,False
tm_2684,fm_3914,True
tm_9661,fm_2196,False
tm_2738,fm_2721,True
tm_2407,fm_10272,False
tm_6706,fm_14199,True
tm_7214,fm_11401,True
tm_8905,fm_7726,False
tm_6974,fm_15926,False
tm_2921,fm_18177,False
tm_2833,fm_10017,True
tm_3208,fm_17446,False
tm_2068,fm_14765,False
tm_1056,fm_17973,False
tm_5883,fm_4233,True
tm_10089,fm_14437,True
tm_4333,fm_16388,False
tm_4684,fm_5600,False
tm_2430,fm_1783,False
tm_9575,fm_14218,False
tm_9206,fm_13288,False
tm_1401,fm_6892,False
tm_1883,fm_2554,False
tm_6640,fm_14296,True
tm_3177,fm_11199,False
tm_3879,fm_3376,False
tm_2483,fm_10283,True
tm_7759,fm_2216,True
tm_3271,fm_13219,False
tm_2103,fm_9453,True
tm_7128,fm_2075,True
tm_3008,fm_4557,False
tm_2379,fm_10311,True
tm_4458,fm_9811,True
tm_7552,fm_12190,True
tm_1487,fm_1661,False
tm_8131,fm_14213,False
tm_8033,fm_2382,True
tm_3108,fm_10637,False
tm_8358,fm_2827,False
tm_6100,fm_6155,True
tm_3075,fm_15164,False
tm_7727,fm_1903,True
tm_5081,fm_4678,False
tm_7942,fm_3824,True
tm_2056,fm_17204,False
tm_9497,fm_15551,False
tm_3252,fm_10229,False
tm_4703,fm_2459,False
tm_3013,fm_10036,False
tm_7226,fm_11349,True
tm_2557,fm_10430,False
tm_8584,fm_2794,False
tm_9406,fm_16104,True
tm_5262,fm_15844,False
tm_8320,fm_4983,False
tm_10624,fm_3070,True
tm_2962,fm_10725,False
tm_5992,fm_6330,True
tm_8352,fm_15383,True
tm_5899,fm_16911,False
tm_1868,fm_2904,False
tm_3864,fm_5874,False
tm_5367,fm_15110,True
tm_3548,fm_4886,False
tm_4646,fm_13785,False
tm_7773,fm_4364,False
tm_9426,fm_15407,True
tm_7939,fm_5203,False
tm_2582,fm_6310,False
tm_6153,fm_11277,True
tm_7366,fm_11693,True
tm_9052,fm_4552,False
tm_7990,fm_14371,False
tm_4461,fm_9761,True
tm_4379,fm_9563,True
tm_3389,fm_10189,False
tm_2280,fm_10424,False
tm_4826,fm_11779,False
tm_8500,fm_16467,True
tm_9482,fm_16936,False
tm_5279,fm_11182,False
tm_7751,fm_16992,False
tm_4283,fm_4987,True
tm_5712,fm_15907,False
tm_3058,fm_10708,False
tm_4244,fm_6370,False
tm_2323,fm_2942,False
tm_6007,fm_1792,True
tm_7198,fm_11366,True
tm_9114,fm_6576,False
tm_3251,fm_10338,False
tm_4443,fm_15947,True
tm_1026,fm_1676,True
tm_1751,fm_2523,True
tm_8530,fm_16691,False
tm_4282,fm_4395,False
tm_2550,fm_14721,False
tm_3715,fm_5915,False
tm_5149,fm_15421,True
tm_5326,fm_3798,False
tm_6974,fm_15926,False
tm_5302,fm_15159,False
tm_10393,fm_4590,False
tm_8331,fm_14488,False
tm_7672,fm_3458,True
tm_3286,fm_10490,False
tm_6764,fm_3098,False
tm_3298,fm_6673,False
tm_8157,fm_16444,False
tm_5265,fm_3669,False
tm_6157,fm_6211,True
tm_5398,fm_15895,False
tm_9485,fm_14649,True
tm_7330,fm_11668,True
tm_4231,fm_7093,False
tm_7173,fm_11913,True
tm_10321,fm_14030,False
tm_1503,fm_1481,True
tm_5245,fm_16895,False
tm_2739,fm_12026,False
tm_8589,fm_16224,False
tm_3124,fm_10479,True
tm_9266,fm_15735,True
tm_3531,fm_15237,True
tm_3094,fm_6372,False
tm_6646,fm_14325,True
tm_10277,fm_3100,False
tm_9617,fm_2819,False
tm_10054,fm_12196,True
tm_5123,fm_18233,False
tm_1801,fm_17943,False
tm_4934,fm_14869,True
tm_2937,fm_10783,False
tm_8894,fm_7606,True
tm_5539,fm_2810,False
tm_5617,fm_14397,True
tm_5292,fm_16445,False
tm_4526,fm_9595,True
tm_10213,fm_11621,True
tm_5277,fm_14495,False
tm_1921,fm_4770,False
tm_7129,fm_11554,True
tm_8133,fm_14893,True
tm_5867,fm_16377,True
tm_10507,fm_6074,False
tm_5007,fm_14537,True
tm_9180,fm_14413,True
tm_6199,fm_15397,False
tm_1267,fm_1331,True
tm_4955,fm_11406,False
tm_4949,fm_9515,True
tm_2329,fm_10042,True
tm_2354,fm_3877,False
tm_3577,fm_3641,False
tm_8839,fm_1140,False
tm_3759,fm_6356,False
tm_8226,fm_16253,True
tm_8410,fm_16442,True
tm_1693,fm_4518,False
tm_1149,fm_1686,True
tm_3441,fm_16892,False
tm_2405,fm_10390,False
tm_7270,fm_6061,False
tm_2743,fm_2785,True
tm_5813,fm_16299,False
tm_2413,fm_10400,False
tm_2655,fm_3593,True
tm_4894,fm_3934,False
tm_9829,fm_11719,True
tm_3288,fm_6119,False
tm_3002,fm_10471,False
tm_6327,fm_14519,True
tm_3006,fm_10105,True
tm_10595,fm_13936,False
tm_3034,fm_10766,False
tm_3083,fm_10881,True
tm_9272,fm_16569,False
tm_8131,fm_14213,False
tm_7562,fm_6138,False
tm_3533,fm_4861,False
tm_10235,fm_12143,False
tm_8877,fm_6273,True
tm_4279,fm_6218,False
tm_4095,fm_15422,False
tm_9423,fm_15579,False
tm_6199,fm_15397,False
tm_7660,fm_14687,True
tm_10221,fm_5948,False
tm_7249,fm_12656,True
tm_6015,fm_6159,True
tm_5129,fm_15739,False
tm_4328,fm_14677,True
tm_1837,fm_3486,True
tm_1135,fm_1202,True
tm_3303,fm_11220,False
tm_1010,fm_1281,False
tm_10052,fm_10771,False
tm_7964,fm_2292,True
tm_5580,fm_18238,False
tm_9860,fm_13165,True
tm_5783,fm_13227,False
tm_4909,fm_16322,True
tm_3287,fm_2829,False
tm_9329,fm_16559,False
tm_2941,fm_9360,False
tm_3836,fm_11477,False
tm_5301,fm_17873,False
tm_7502,fm_12130,True
tm_2954,fm_10310,False
tm_3029,fm_10308,False
tm_8076,fm_16002,True
tm_3304,fm_11689,False
tm_10278,fm_11477,False
tm_1449,fm_2581,False
tm_2643,fm_2876,True
tm_4660,fm_9668,True
tm_7972,fm_2361,True
tm_9367,fm_15129,False
tm_8585,fm_14430,False
tm_1547,fm_1457,True
tm_4209,fm_3748,False
tm_6129,fm_6149,True
tm_4721,fm_9944,True
tm_10372,fm_16302,True
tm_9020,fm_7646,False
tm_3619,fm_3861,True
tm_6169,fm_6425,True
tm_10090,fm_11883,False
tm_5417,fm_18083,False
tm_3089,fm_10530,False
tm_1311,fm_15575,False
tm_5262,fm_15844,False
tm_5253,fm_15444,False
tm_9558,fm_15427,False
tm_5279,fm_11182,False
tm_2730,fm_6470,False
tm_4955,fm_11406,False
tm_9345,fm_14372,True
tm_1252,fm_6273,False
tm_9459,fm_16072,True
tm_9231,fm_14913,True
tm_2166,fm_1681,True
tm_10753,fm_3440,True
tm_8386,fm_6900,False
tm_3114,fm_10630,False
tm_3458,fm_2377,True
tm_6012,fm_12180,False
tm_3582,fm_2409,True
tm_3688,fm_3252,True
tm_9897,fm_12831,True
tm_9655,fm_14861,False
tm_6924,fm_15369,False
tm_2995,fm_10600,True
tm_2665,fm_3433,True
tm_1877,fm_14235,False
tm_4487,fm_1034,True
tm_4399,fm_9583,True
tm_2334,fm_10146,True
tm_6405,fm_6996,True
tm_9346,fm_15714,True
tm_4463,fm_9799,True
tm_1092,fm_6418,False
tm_3075,fm_15164,False
tm_5344,fm_17978,False
tm_9045,fm_8964,True
tm_5978,fm_6134,True
tm_8013,fm_2212,True
tm_8581,fm_16253,False
tm_5759,fm_17090,True
tm_4396,fm_11422,True
tm_9444,fm_15751,False
tm_5087,fm_12878,False
tm_5119,fm_15171,True
tm_9203,fm_14685,True
tm_7673,fm_6293,True
tm_1425,fm_6303,False
tm_9251,fm_14513,False
tm_8360,fm_2847,False
tm_3997,fm_15043,False
tm_4150,fm_7287,False
tm_8454,fm_10912,False
tm_1532,fm_16453,False
tm_8375,fm_16150,True
tm_1251,fm_12470,False
tm_10067,fm_13274,True
tm_1718,fm_8388,False
tm_7206,fm_11641,True
tm_3107,fm_10693,True
tm_9608,fm_2714,False
tm_10594,fm_16529,False
tm_5656,fm_16187,True
tm_9294,fm_15064,True
tm_10749,fm_11323,False
tm_1550,fm_11456,False
tm_10393,fm_4590,False
tm_5382,fm_14731,True
tm_2199,fm_1193,True
tm_2926,fm_10244,True
tm_5372,fm_15130,False
tm_6826,fm_11885,False
tm_2075,fm_16712,False
tm_6723,fm_14395,True
tm_5065,fm_2253,False
tm_3157,fm_10378,False
tm_5453,fm_11426,False
tm_8487,fm_17103,False
tm_5398,fm_15895,False
tm_5921,fm_17342,False
tm_4502,fm_9907,True
tm_4309,fm_2385,False
tm_2496,fm_15963,False
tm_9359,fm_14701,False
tm_2922,fm_10291,False
tm_9000,fm_1965,False
tm_2575,fm_10376,False
tm_1473,fm_8909,False
tm_4312,fm_18050,False
tm_2245,fm_3821,False
tm_2501,fm_10348,False
tm_3036,fm_10178,True
tm_8068,fm_2621,True
tm_8480,fm_17883,False
tm_3223,fm_14293,False
tm_4905,fm_9600,True
tm_1069,fm_13509,False
tm_5192,fm_11455,False
tm_3629,fm_1032,True
tm_3210,fm_10795,False
tm_2688,fm_3563,True
tm_4118,fm_2384,True
tm_4080,fm_2305,True
tm_3157,fm_10378,False
tm_4574,fm_9515,False
tm_3303,fm_11220,False
tm_6457,fm_7572,False
tm_1037,fm_13787,False
tm_3886,fm_14322,False
tm_4597,fm_1741,False
tm_1102,fm_1430,True
tm_3221,fm_10701,False
tm_3879,fm_3376,False
tm_5918,fm_17295,False
tm_10730,fm_2619,True
tm_7027,fm_12157,True
tm_2453,fm_10340,False
tm_2713,fm_15307,False
tm_10422,fm_11477,False
tm_2285,fm_10253,False
tm_1439,fm_1068,True
tm_9783,fm_11780,False
tm_2867,fm_11018,True
tm_3316,fm_10575,False
tm_2359,fm_10047,True
tm_4837,fm_9747,True
tm_5580,fm_18238,False
tm_6696,fm_15317,False
tm_2586,fm_10312,True
tm_3807,fm_12689,False
tm_4739,fm_6359,False
tm_2233,fm_10387,False
tm_9111,fm_7510,False
tm_7451,fm_12248,True
tm_2671,fm_8514,False
tm_5705,fm_15682,True
tm_4872,fm_11791,False
tm_7160,fm_11287,True
tm_5657,fm_1181,False
tm_3287,fm_2829,False
tm_8691,fm_6632,False
tm_9134,fm_6587,True
tm_7513,fm_11830,True
tm_5756,fm_16402,True
tm_2578,fm_3877,False
tm_3018,fm_11025,False
tm_4148,fm_7267,False
tm_1326,fm_1480,True
tm_9404,fm_14864,False
tm_1169,fm_16159,False
tm_5702,fm_9894,False
tm_8391,fm_9069,False
tm_1585,fm_11280,False
tm_3142,fm_10946,False
tm_6834,fm_14843,True
tm_9499,fm_15484,True
tm_1468,fm_3305,False
tm_8787,fm_7217,True
tm_7437,fm_11611,True
tm_4481,fm_3734,False
tm_3864,fm_5874,False
tm_5901,fm_15640,True
tm_3275,fm_10479,False
tm_1447,fm_1577,True
tm_3859,fm_2765,False
tm_8768,fm_8424,False
tm_2618,fm_10420,False
tm_9421,fm_6970,True
tm_4378,fm_9734,True
tm_10421,fm_4132,False
tm_2277,fm_14266,True
tm_8817,fm_3721,True
tm_3907,fm_3290,False
tm_3098,fm_10552,False
tm_5140,fm_11947,False
tm_8845,fm_6626,False
tm_3517,fm_4543,False
tm_4991,fm_14989,True
tm_4077,fm_4044,True
tm_1076,fm_1215,True
tm_7535,fm_2770,False
tm_4532,fm_5618,False
tm_2860,fm_10666,True
tm_8021,fm_3304,True
tm_8142,fm_13045,False
tm_3189,fm_9857,False
tm_8358,fm_2827,False
tm_5454,fm_13520,False
tm_1642,fm_1695,True
tm_1752,fm_3628,True
tm_3777,fm_14884,False
tm_1449,fm_2581,False
tm_2109,fm_2243,False
tm_4566,fm_12395,True
tm_3164,fm_8906,False
tm_7671,fm_1985,False
tm_8672,fm_6775,True
tm_6990,fm_7226,False
tm_2971,fm_10344,False
tm_7611,fm_11274,False
tm_10501,fm_3827,True
tm_1740,fm_13414,False
tm_8168,fm_16831,False
tm_3812,fm_13424,False
tm_4570,fm_1104,True
tm_8333,fm_11580,False
tm_8416,fm_16152,False
tm_4692,fm_16934,False
tm_2210,fm_1477,True
tm_1164,fm_14709,False
tm_4999,fm_3025,False
tm_6838,fm_15868,True
tm_4782,fm_9953,True
tm_2346,fm_16326,False
tm_5824,fm_11625,False
tm_9562,fm_17202,False
tm_7798,fm_2283,True
tm_9632,fm_16756,False
tm_5012,fm_12126,False
tm_10039,fm_13155,True
tm_9161,fm_7229,True
tm_1761,fm_3128,True
tm_7824,fm_1797,True
tm_4777,fm_9494,True
tm_8670,fm_6960,True
tm_2498,fm_9359,False
tm_2287,fm_10913,False
tm_2491,fm_10274,True
tm_2513,fm_15904,False
tm_4481,fm_3734,False
tm_10297,fm_1604,False
tm_5237,fm_2577,False
tm_9265,fm_15405,True
tm_3508,fm_9734,False
tm_9566,fm_16107,True
tm_10466,fm_3389,False
tm_4593,fm_9634,True
tm_1763,fm_3769,True
tm_1604,fm_1483,True
tm_3002,fm_10471,False
tm_1518,fm_16029,False
tm_2915,fm_11152,True
tm_8620,fm_8337,False
tm_7605,fm_1850,True
tm_3223,fm_14293,False
tm_5148,fm_14656,True
tm_3840,fm_14316,False
tm_8288,fm_7306,False
tm_6404,fm_7027,True
tm_10393,fm_4590,False
tm_1185,fm_1044,True
tm_1107,fm_1564,True
tm_8654,fm_18140,False
tm_5071,fm_14633,True
tm_4680,fm_9648,True
tm_8150,fm_4298,False
tm_4542,fm_2288,False
tm_10287,fm_15586,True
tm_10050,fm_12555,True
tm_5394,fm_15865,False
tm_3464,fm_3897,True
tm_7315,fm_11643,False
tm_4382,fm_5887,False
tm_3697,fm_3348,True
tm_1048,fm_2560,False
tm_5060,fm_5462,False
tm_5047,fm_17964,False
tm_3623,fm_15925,False
tm_6503,fm_14761,False
tm_2543,fm_9861,False
tm_2222,fm_1440,True
tm_9930,fm_11140,False
tm_4209,fm_3748,False
tm_1550,fm_11456,False
tm_9484,fm_15148,True
tm_8890,fm_7023,True
tm_5889,fm_16016,True
tm_6804,fm_3094,False
tm_5237,fm_2577,False
tm_8429,fm_17445,False
tm_5345,fm_15478,False
tm_1665,fm_16318,False
tm_8288,fm_7306,False
tm_9573,fm_15107,True
tm_1708,fm_3773,True
tm_9068,fm_8783,False
tm_2535,fm_10194,False
tm_10260,fm_12275,False
tm_2026,fm_17705,False
tm_2623,fm_10375,False
tm_1471,fm_8776,False
tm_4233,fm_3831,True
tm_7315,fm_11643,False
tm_8416,fm_16152,False
tm_9409,fm_15247,True
tm_5441,fm_7415,False
tm_3522,fm_12365,True
tm_8447,fm_3080,False
tm_5181,fm_16346,True
tm_7363,fm_11664,True
tm_2918,fm_10692,False
tm_8649,fm_6976,True
tm_2731,fm_10414,False
tm_1385,fm_2817,False
tm_2793,fm_8761,False
tm_4290,fm_3063,True
tm_9804,fm_12197,True
tm_10386,fm_18029,False
tm_3189,fm_9857,False
tm_10841,fm_12909,False
tm_8770,fm_7129,True
tm_9075,fm_8361,False
tm_3045,fm_11553,False
tm_1673,fm_1499,True
tm_2858,fm_2830,False
tm_3519,fm_15366,True
tm_5224,fm_3478,False
tm_5129,fm_15739,False
tm_2897,fm_7239,False
tm_10574,fm_3734,False
tm_9843,fm_11753,True
tm_4274,fm_4787,True
tm_4455,fm_6018,False
tm_6963,fm_14949,True
tm_1877,fm_14235,False
tm_6812,fm_15011,True
tm_10455,fm_2385,True
tm_9603,fm_15850,False
tm_1551,fm_1057,True
tm_8626,fm_6431,True
tm_5812,fm_3352,False
tm_6496,fm_7806,False
tm_10592,fm_2553,False
tm_1263,fm_1827,False
tm_8370,fm_14818,False
tm_4043,fm_13609,False
tm_3152,fm_10583,True
tm_9982,fm_1153,False
tm_9595,fm_15464,False
tm_10779,fm_6905,False
tm_10421,fm_4132,False
tm_4148,fm_7267,False
tm_2075,fm_16712,False
tm_7781,fm_2087,True
tm_9927,fm_12404,True
tm_3751,fm_4018,True
tm_5459,fm_7778,False
tm_6770,fm_15958,True
tm_4383,fm_7988,False
tm_9061,fm_7303,True
tm_6944,fm_14797,True
tm_5333,fm_16584,True
tm_1394,fm_1347,True
tm_9227,fm_15389,False
tm_9546,fm_8889,False
tm_9100,fm_6718,False
tm_9446,fm_16094,False
tm_10260,fm_12275,False
tm_2074,fm_9905,False
tm_3260,fm_10961,False
tm_10417,fm_9279,False
tm_7730,fm_2315,True
tm_4656,fm_1894,False
tm_4746,fm_5792,False
tm_5541,fm_14814,True
tm_5279,fm_11182,False
tm_2543,fm_9861,False
tm_8429,fm_17445,False
tm_9090,fm_8132,False
tm_4151,fm_5057,False
tm_4319,fm_6709,False
tm_4902,fm_9553,False
tm_3673,fm_2101,False
tm_1318,fm_11889,True
tm_3807,fm_12689,False
tm_6802,fm_10134,False
tm_3715,fm_5915,False
tm_3921,fm_3967,False
tm_9982,fm_1153,False
tm_8743,fm_6519,True
tm_6974,fm_15926,False
tm_6263,fm_6479,True
tm_2570,fm_14449,False
tm_2568,fm_10420,True
tm_9900,fm_11769,True
tm_8416,fm_16152,False
tm_4172,fm_15806,True
tm_8277,fm_15522,True
tm_9574,fm_1544,False
tm_8706,fm_6513,True
tm_2579,fm_10210,False
tm_9739,fm_11311,True
tm_1811,fm_2463,False
tm_2744,fm_4388,False
tm_4032,fm_14224,False
tm_4852,fm_9986,False
tm_4309,fm_2385,False
tm_5454,fm_13520,False
tm_2989,fm_10564,False
tm_9906,fm_12725,False
tm_8998,fm_6407,True
tm_1474,fm_3752,False
tm_1654,fm_1436,True
tm_5803,fm_17206,True
tm_6858,fm_7085,False
tm_7465,fm_11474,True
tm_6206,fm_1504,False
tm_2817,fm_10708,False
tm_4844,fm_9738,True
tm_4662,fm_1812,False
tm_2055,fm_10902,False
tm_1997,fm_3227,False
tm_9210,fm_15973,True
tm_9431,fm_18105,False
tm_2201,fm_12527,False
tm_1801,fm_17943,False
tm_8169,fm_16318,False
tm_7496,fm_5040,False
tm_7803,fm_2310,True
tm_2945,fm_10464,True
tm_6013,fm_6091,True
tm_3769,fm_5397,False
tm_7315,fm_11643,False
tm_7410,fm_11479,True
tm_5765,fm_11928,False
tm_6938,fm_15937,True
tm_4314,fm_1188,False
tm_1010,fm_1281,False
tm_3318,fm_2710,False
tm_8754,fm_6267,True
tm_9375,fm_15706,True
tm_1665,fm_16318,False
tm_5838,fm_16658,True
tm_3812,fm_13424,False
tm_1997,fm_3227,False
tm_4126,fm_4996,False
tm_1415,fm_15449,False
tm_8931,fm_6454,True
tm_7361,fm_6381,True
tm_8515,fm_16283,True
tm_6863,fm_15377,True
tm_10767,fm_3441,True
tm_4937,fm_6427,False
tm_4320,fm_12235,False
tm_8223,fm_16688,True
tm_6729,fm_2603,True
tm_3287,fm_2829,False
tm_5321,fm_3840,False
tm_6856,fm_15615,True
tm_2005,fm_7421,False
tm_2532,fm_4619,False
tm_5929,fm_1764,False
tm_10802,fm_2594,False
tm_2201,fm_12527,False
tm_9371,fm_10049,False
tm_8467,fm_12763,False
tm_10144,fm_12160,True
tm_2071,fm_5768,False
tm_2429,fm_10369,False
tm_4265,fm_7377,False
tm_4857,fm_4604,False
tm_2897,fm_7239,False
tm_10236,fm_12398,False
tm_2144,fm_2965,False
tm_5832,fm_16312,True
tm_7021,fm_11274,True
tm_2583,fm_4513,False
tm_10514,fm_3624,True
tm_1766,fm_3431,True
tm_8497,fm_3446,False
tm_10705,fm_4250,True
tm_3249,fm_10622,False
tm_3157,fm_10378,False
tm_8363,fm_16947,False
tm_7946,fm_1458,False
tm_6246,fm_11799,True
tm_3404,fm_14926,True
tm_3154,fm_11046,False
tm_3271,fm_13219,False
tm_2320,fm_10374,False
tm_2195,fm_5724,False
tm_1473,fm_8909,False
tm_3623,fm_15925,False
tm_1852,fm_3178,True
tm_9441,fm_15402,True
tm_4742,fm_3230,False
tm_2965,fm_10166,True
tm_1637,fm_1178,True
tm_9490,fm_14321,True
tm_10220,fm_2779,False
tm_9153,fm_7256,False
tm_1564,fm_3308,True
tm_9586,fm_16560,False
tm_8529,fm_4844,False
tm_1048,fm_2560,False
tm_9444,fm_15751,False
tm_3862,fm_2376,True
tm_6020,fm_6295,True
tm_3420,fm_5569,False
tm_1257,fm_1654,True
tm_2465,fm_10173,False
tm_7460,fm_14932,True
tm_10581,fm_1780,False
tm_4202,fm_4036,False
tm_4827,fm_9782,True
tm_8524,fm_14477,False
tm_1426,fm_1161,True
tm_5921,fm_17342,False
tm_8178,fm_16318,False
tm_10571,fm_11450,False
tm_1743,fm_7205,False
tm_8495,fm_16153,True
tm_2699,fm_2757,True
tm_10205,fm_3154,False
tm_4916,fm_9688,True
tm_6848,fm_15454,True
tm_8619,fm_1247,True
tm_1868,fm_2904,False
tm_9250,fm_14576,True
tm_8370,fm_14818,False
tm_4746,fm_5792,False
tm_3592,fm_6970,False
tm_1209,fm_1404,True
tm_2339,fm_10359,False
tm_3063,fm_10901,False
tm_8909,fm_1899,False
tm_4078,fm_17485,False
tm_4305,fm_12435,False
tm_1211,fm_12111,True
tm_2369,fm_9717,False
tm_2746,fm_2741,True
tm_5505,fm_15651,True
tm_2530,fm_10452,False
tm_2992,fm_10306,True
tm_4392,fm_9615,True
tm_5012,fm_12126,False
tm_4707,fm_15362,True
tm_3119,fm_9618,False
tm_3889,fm_14024,False
tm_6446,fm_3275,False
tm_1222,fm_1219,True
tm_5989,fm_6162,True
tm_5239,fm_6068,False
tm_2470,fm_3965,False
tm_5392,fm_16894,False
tm_7367,fm_11547,True
tm_2393,fm_10420,False
tm_8903,fm_9012,False
tm_2467,fm_10333,False
tm_9709,fm_14664,True
tm_9929,fm_11988,True
tm_3373,fm_9872,False
tm_5238,fm_16650,False
tm_2794,fm_5736,False
tm_7688,fm_1859,True
tm_2536,fm_1652,False
tm_7584,fm_3033,True
tm_4819,fm_9493,True
tm_2318,fm_14487,False
tm_2770,fm_14017,False
tm_8507,fm_16502,True
tm_7947,fm_11573,False
tm_2427,fm_10359,False
tm_7169,fm_12602,False
tm_10510,fm_3672,True
tm_2385,fm_12852,False
tm_7618,fm_14310,True
tm_10282,fm_11285,False
tm_5871,fm_17798,False
tm_8317,fm_2381,False
tm_1081,fm_17064,False
tm_6950,fm_16479,True
tm_4459,fm_9356,True
tm_5532,fm_16041,True
tm_4971,fm_9742,True
tm_9359,fm_14701,False
tm_9585,fm_14662,True
tm_2897,fm_7239,False
tm_2039,fm_2183,False
tm_4795,fm_12195,False
tm_7169,fm_12602,False
tm_9470,fm_16025,True
tm_7392,fm_13560,False
tm_10598,fm_2882,True
tm_8909,fm_1899,False
tm_9578,fm_15029,False
tm_10482,fm_2598,True
tm_8594,fm_16939,False
tm_8258,fm_2177,False
tm_1030,fm_1734,True
tm_10535,fm_2483,True
tm_3523,fm_3963,False
tm_4542,fm_2288,False
tm_3121,fm_10092,False
