df1,df2,name1,birthdate1,name2,birthdate2,nat1,nat2,club1,club2,score,match
tm_10239,fm_12112,Nathan Broadhead,1998-04-05,Nathan Broadhead,1998-04-05,Wales,WAL,Ipswich Town,Wigan,1.0,True
tm_9791,fm_2065,Georginio Rutter,2002-04-20,Georginio Rutter,2002-04-20,France,FRA,Leeds United,Hoffenheim,1.0,True
tm_3718,fm_3717,Yassin Ayoub,1994-03-06,Yassin Ayoub,1994-03-06,Morocco,MAR,Excelsior Rotterdam,Excelsior,1.0,True
tm_3167,fm_10101,Rodrigo Henrique,1993-07-02,Rodrigo Henrique,1993-07-02,Brazil,BRA,Meizhou Hakka,Meizhou,1.0,True
tm_2452,fm_10045,Nicolae Stanciu,1993-05-07,Nicolae Stanciu,1993-05-07,Romania,ROU,Damac FC,WH Three Towns,1.0,True
tm_1101,fm_1275,Nick Lima,1994-11-17,Nick Lima,1994-11-17,United States,USA,Austin FC,Austin FC,1.0,True
tm_7486,fm_12232,Aaron Ramsey,2003-01-21,Aaron Ramsey,2003-01-21,England,ENG,Burnley FC,Norwich,1.0,True
tm_8328,fm_14652,Bruno Costa,1997-04-19,Bruno Costa,1997-04-19,Portugal,POR,Valenciennes FC,FC Porto,1.0,True
tm_4509,fm_9440,Berkay Özcan,1998-02-15,Berkay Özcan,1998-02-15,Turkey,TUR,Basaksehir FK,Başakşehir FK,1.0,True
tm_4936,fm_9402,Ahmed Musa,1992-10-14,Ahmed Musa,1992-10-14,Nigeria,NGA,Sivasspor,Sivasspor,1.0,True
tm_6893,fm_14771,Pathé Ciss,1994-03-16,Pathé Ciss,1994-03-16,Senegal,SEN,Rayo Vallecano,Vallecano,1.0,True
tm_10454,fm_3074,Jamil Siebert,2002-04-02,Jamil Siebert,2002-04-02,Germany,GER,Fortuna Düsseldorf,FC Viktoria Köln,1.0,True
tm_10451,fm_2996,Jordy de Wijs,1995-01-08,Jordy de Wijs,1995-01-08,Netherlands,NED,Fortuna Düsseldorf,Düsseldorf,1.0,True
tm_6128,fm_7196,Saná Fernandes,2006-03-10,Saná Fernandes,2006-03-10,Portugal,POR,SS Lazio,Lazio,1.0,True
tm_5863,fm_15225,Zakaria Aboukhlal,2000-02-18,Zakaria Aboukhlal,2000-02-18,Morocco,MAR,FC Toulouse,Toulouse FC,1.0,True
tm_9223,fm_15329,Borja Garcés,1999-08-06,Borja Garcés,1999-08-06,Spain,ESP,Atlético de Madrid,Tenerife,1.0,True
tm_10556,fm_2558,Florian Hübner,1991-03-01,Florian Hübner,1991-03-01,Germany,GER,1.FC Nuremberg,Nürnberg,1.0,True
tm_6545,fm_14169,Jules Koundé,1998-11-12,Jules Koundé,1998-11-12,France,FRA,FC Barcelona,Barcelona,1.0,True
tm_6235,fm_6223,Kristian Thorstvedt,1999-03-13,Kristian Thorstvedt,1999-03-13,Norway,NOR,US Sassuolo,Sassuolo,1.0,True
tm_6620,fm_14143,Sergio Ramos,1986-03-30,Sergio Ramos,1986-03-30,Spain,ESP,Sevilla FC,PSG,1.0,True
tm_5004,fm_14532,Fábio Cardoso,1994-04-19,Fábio Cardoso,1994-04-19,Portugal,POR,FC Porto,FC Porto,1.0,True
tm_5476,fm_11612,Layvin Kurzawa,1992-09-04,Layvin Kurzawa,1992-09-04,France,FRA,Paris Saint-Germain,Fulham,1.0,True
tm_2322,fm_10322,Ricardo Ryller,1994-02-27,Ricardo Ryller,1994-02-27,Brazil,BRA,Al-Fayha FC,Al-Fayha,1.0,True
tm_6360,fm_6325,Patrick Ciurria,1995-02-09,Patrick Ciurria,1995-02-09,Italy,ITA,AC Monza,Brianza,1.0,True
tm_7501,fm_11879,Wes Foderingham,1991-01-14,Wes Foderingham,1991-01-14,England,ENG,Sheffield United,Sheff Utd,1.0,True
tm_10788,fm_3147,Jan-Hendrik Marx,1995-04-26,Jan-Hendrik Marx,1995-04-26,Germany,GER,Eintracht Braunschweig,Braunschweig,1.0,True
tm_5793,fm_16363,Emmanuel Agbadou,1997-06-17,Emmanuel Agbadou,1997-06-17,Cote d'Ivoire,CIV,Stade Reims,Reims,1.0,True
tm_5554,fm_11329,Renan Lodi,1998-04-08,Renan Lodi,1998-04-08,Brazil,BRA,Olympique Marseille,Nottm Forest,1.0,True
tm_5766,fm_14823,Benjamin Lecomte,1991-04-26,Benjamin Lecomte,1991-04-26,France,FRA,Montpellier HSC,Espanyol,1.0,True
tm_8971,fm_6911,Tommaso Milanese,2002-07-31,Tommaso Milanese,2002-07-31,Italy,ITA,US Cremonese,Cremonese,1.0,True
tm_7425,fm_11557,Timothy Castagne,1995-12-05,Timothy Castagne,1995-12-05,Belgium,BEL,Fulham FC,Leicester,1.0,True
tm_1180,fm_1466,JT Marcinkowski,1997-05-09,JT Marcinkowski,1997-05-09,United States,USA,San Jose Earthquakes,San Jose,1.0,True
tm_8680,fm_6609,Charles Pickel,1997-05-15,Charles Pickel,1997-05-15,DR Congo,SUI,US Cremonese,Cremonese,1.0,True
tm_9736,fm_11550,Kelechi Iheanacho,1996-10-03,Kelechi Iheanacho,1996-10-03,Nigeria,NGA,Leicester City,Leicester,1.0,True
tm_5480,fm_14255,Danilo Pereira,1991-09-09,Danilo Pereira,1991-09-09,Portugal,POR,Paris Saint-Germain,PSG,1.0,True
tm_5355,fm_15627,Leonardo Ruiz,1996-04-18,Leonardo Ruiz,1996-04-18,Colombia,COL,Rio Ave FC,Rio Ave,1.0,True
tm_9801,fm_11669,Shane Duffy,1992-01-01,Shane Duffy,1992-01-01,Ireland,IRL,Norwich City,Fulham,1.0,True
tm_4639,fm_9387,Pedrinho,1992-12-20,Pedrinho,1992-12-20,Portugal,POR,MKE Ankaragücü,Ankaragücü,1.0,True
tm_5756,fm_16402,Théo Le Bris,2002-10-01,Théo Le Bris,2002-10-01,France,FRA,FC Lorient,FC Lorient,1.0,True
tm_2699,fm_2757,Manuel Schäffler,1989-02-06,Manuel Schäffler,1989-02-06,Germany,GER,SG Dynamo Dresden,Dynamo Dresden,1.0,True
tm_6803,fm_15164,Toni Villa,1995-01-07,Toni Villa,1995-01-07,Spain,ESP,Girona FC,Girona,1.0,True
tm_9850,fm_12378,Nathan Wood,2002-05-31,Nathan Wood,2002-05-31,England,ENG,Swansea City,Swansea,1.0,True
tm_3486,fm_6151,Sergiño Dest,2000-11-03,Sergiño Dest,2000-11-03,United States,USA,FC Barcelona,Milan,1.0,True
tm_10720,fm_3285,Alexander Nollenberger,1997-06-04,Alexander Nollenberger,1997-06-04,Germany,GER,1.FC Magdeburg,SpVgg Bayreuth,1.0,True
tm_2600,fm_10257,Sultan Al-Sawadi,1992-12-14,Sultan Al-Sawadi,1992-12-14,Saudi Arabia,KSA,Al-Wehda FC,Al-Wehda,1.0,True
tm_9301,fm_16031,Oier Luengo,1997-11-11,Oier Luengo,1997-11-11,Spain,ESP,Real Oviedo,Oviedo,1.0,True
tm_10649,fm_3168,Simon Rhein,1998-05-18,Simon Rhein,1998-05-18,Germany,GER,FC Hansa Rostock,Hansa Rostock,1.0,True
tm_10294,fm_5112,Djeidi Gassama,2003-09-10,Djeidi Gassama,2003-09-10,France,FRA,Sheffield Wednesday,Eupen,1.0,True
tm_3885,fm_2705,Robin Maulun,1996-11-23,Robin Maulun,1996-11-23,France,FRA,FC Volendam,SC Cambuur,1.0,True
tm_10009,fm_12107,Kion Etete,2001-11-28,Kion Etete,2001-11-28,England,ENG,Cardiff City,Cardiff,1.0,True
tm_6197,fm_6704,Adama Soumaoro,1992-06-18,Adama Soumaoro,1992-06-18,France,FRA,Bologna FC 1909,Bologna,1.0,True
tm_6650,fm_14496,Kiko Femenía,1991-02-02,Kiko Femenía,1991-02-02,Spain,ESP,Villarreal CF,Villarreal,1.0,True
tm_6700,fm_14388,Dani García,1990-05-24,Dani García,1990-05-24,Spain,ESP,Athletic Bilbao,A. Bilbao,1.0,True
tm_6739,fm_14654,Alejandro Catena,1994-10-28,Alejandro Catena,1994-10-28,Spain,ESP,CA Osasuna,Vallecano,1.0,True
tm_5503,fm_14888,Caio Henrique,1997-07-31,Caio Henrique,1997-07-31,Brazil,BRA,AS Monaco,AS Monaco,1.0,True
tm_3620,fm_2974,Anas Tahiri,1995-05-15,Anas Tahiri,1995-05-15,Morocco,BEL,SC Heerenveen,sc Heerenveen,1.0,True
tm_1210,fm_1507,Ayo Akinola,2000-01-20,Ayo Akinola,2000-01-20,Canada,CAN,Toronto FC,Toronto FC,1.0,True
tm_3487,fm_1970,Jordan Teze,1999-09-30,Jordan Teze,1999-09-30,Netherlands,NED,PSV Eindhoven,PSV,1.0,True
tm_5864,fm_17191,Noah Edjouma,2005-10-04,Noah Edjouma,2005-10-04,France,FRA,FC Toulouse,Toulouse FC,1.0,True
tm_10791,fm_2311,Sebastian Griesbeck,1990-10-03,Sebastian Griesbeck,1990-10-03,Germany,GER,Eintracht Braunschweig,Fürth,1.0,True
tm_3846,fm_4048,Jannes Wieckhoff,2000-08-02,Jannes Wieckhoff,2000-08-02,Germany,GER,Heracles Almelo,St. Pauli,1.0,True
tm_4859,fm_2100,Didier Lamkel Zé,1996-09-17,Didier Lamkel Zé,1996-09-17,Cameroon,CMR,Hatayspor,KV Kortrijk,1.0,True
tm_7199,fm_11316,Emiliano Martínez,1992-09-02,Emiliano Martínez,1992-09-02,Argentina,ARG,Aston Villa,Aston Villa,1.0,True
tm_10797,fm_2787,Fabio Kaufmann,1992-09-08,Fabio Kaufmann,1992-09-08,Germany,GER,Eintracht Braunschweig,Braunschweig,1.0,True
tm_3750,fm_3478,Iman Griffith,2001-12-02,Iman Griffith,2001-12-02,Netherlands,NED,,AZ,1.0,True
tm_6813,fm_14694,Domingos Duarte,1995-03-10,Domingos Duarte,1995-03-10,Portugal,POR,Getafe CF,Getafe,1.0,True
tm_10027,fm_12139,Gary Gardner,1992-06-29,Gary Gardner,1992-06-29,England,ENG,Birmingham City,Birmingham,1.0,True
tm_5829,fm_15286,Mathias Pereira Lage,1996-11-30,Mathias Pereira Lage,1996-11-30,France,POR,Stade Brestois 29,Brest,1.0,True
tm_3960,fm_2532,Daniel Muñoz,1996-05-26,Daniel Muñoz,1996-05-26,Colombia,COL,KRC Genk,KRC Genk,1.0,True
tm_5038,fm_14345,Nuno Santos,1995-02-13,Nuno Santos,1995-02-13,Portugal,POR,Sporting CP,Sporting CP,1.0,True
tm_10616,fm_2380,Hendrick Zuck,1990-07-21,Hendrick Zuck,1990-07-21,Germany,GER,1.FC Kaiserslautern,Kaiserslautern,1.0,True
tm_4914,fm_15272,Nuno Da Costa,1991-02-10,Nuno Da Costa,1991-02-10,Cape Verde,CPV,Kasimpasa,AJ Auxerre,1.0,True
tm_5058,fm_14631,Sikou Niakaté,1999-07-10,Sikou Niakaté,1999-07-10,Mali,FRA,SC Braga,BRG,1.0,True
tm_3692,fm_3570,Joshua Kitolano,2001-08-03,Joshua Kitolano,2001-08-03,Norway,NOR,Sparta Rotterdam,Sparta Rotterdam,1.0,True
tm_6349,fm_6388,Giulio Donati,1990-02-05,Giulio Donati,1990-02-05,Italy,ITA,AC Monza,Brianza,1.0,True
tm_6264,fm_6533,Sandi Lovrić,1998-03-28,Sandi Lovrić,1998-03-28,Slovenia,SVN,Udinese Calcio,Udinese,1.0,True
tm_5633,fm_15392,Deiver Machado,1993-09-02,Deiver Machado,1993-09-02,Colombia,COL,RC Lens,RC Lens,1.0,True
tm_10697,fm_2803,Dominik Reimann,1997-06-18,Dominik Reimann,1997-06-18,Germany,GER,1.FC Magdeburg,Magdeburg,1.0,True
tm_10039,fm_13155,Joe Hilton,1999-10-11,Joe Hilton,1999-10-11,England,ENG,Blackburn Rovers,Blackburn,1.0,True
tm_6629,fm_1816,Djibril Sow,1997-02-06,Djibril Sow,1997-02-06,Switzerland,SUI,Sevilla FC,Eintracht Frankfurt,1.0,True
tm_5617,fm_14397,Rémy Cabella,1990-03-08,Rémy Cabella,1990-03-08,France,FRA,LOSC Lille,LOSC,1.0,True
tm_7463,fm_14209,Pablo Sarabia,1992-05-11,Pablo Sarabia,1992-05-11,Spain,ESP,Wolverhampton Wanderers,PSG,1.0,True
tm_1132,fm_1192,Wilder Cartagena,1994-09-23,Wilder Cartagena,1994-09-23,Peru,PER,,Orlando City,1.0,True
tm_6363,fm_6498,Lorenzo Colombo,2002-03-08,Lorenzo Colombo,2002-03-08,Italy,ITA,AC Milan,Salento,1.0,True
tm_9346,fm_15714,Víctor Campuzano,1997-05-31,Víctor Campuzano,1997-05-31,Spain,ESP,Sporting Gijón,S. Gijón,1.0,True
tm_4720,fm_9758,Anthony Uzodimma,1999-04-17,Anthony Uzodimma,1999-04-17,Nigeria,NGA,Kayserispor,Kayserispor,1.0,True
tm_2095,fm_1314,Ronald Hernández,1997-09-21,Ronald Hernández,1997-09-21,Venezuela,VEN,Atlanta United FC,Atlanta United,1.0,True
tm_3970,fm_4261,Alieu Fadera,2001-11-03,Alieu Fadera,2001-11-03,The Gambia,GAM,KRC Genk,Zulte Waregem,1.0,True
tm_10325,fm_14655,Mustapha Bundu,1997-02-28,Mustapha Bundu,1997-02-28,Sierra Leone,SLE,Plymouth Argyle,F.C. Andorra,1.0,True
tm_7513,fm_11830,Jayden Bogle,2000-07-27,Jayden Bogle,2000-07-27,England,ENG,Sheffield United,Sheff Utd,1.0,True
tm_7888,fm_3086,Enzo Millot,2002-07-17,Enzo Millot,2002-07-17,France,FRA,VfB Stuttgart,VfB Stuttgart,1.0,True
tm_1715,fm_3240,Joshua Bitter,1997-01-01,Joshua Bitter,1997-01-01,Germany,GER,MSV Duisburg,MSV Duisburg,1.0,True
tm_10828,fm_3632,Oliver Wähling,1999-09-06,Oliver Wähling,1999-09-06,Germany,GER,VfL Osnabrück,VfL Osnabrück,1.0,True
tm_2665,fm_3433,Falko Michel,2001-01-14,Falko Michel,2001-01-14,Germany,GER,Borussia Dortmund II,Borussia Dortmund II,1.0,True
tm_10186,fm_11951,Chris Willock,1998-01-31,Chris Willock,1998-01-31,England,ENG,Queens Park Rangers,QPR,1.0,True
tm_7145,fm_12401,Brandon Austin,1999-01-08,Brandon Austin,1999-01-08,England,ENG,Tottenham Hotspur,Tottenham,1.0,True
tm_1742,fm_3266,Fabian Greilinger,2000-09-13,Fabian Greilinger,2000-09-13,Germany,GER,TSV 1860 Munich,1860 München,1.0,True
tm_4566,fm_12395,Marc Bola,1997-12-09,Marc Bola,1997-12-09,England,COD,Samsunspor,Middlesbrough,1.0,True
tm_1429,fm_1008,Felipe Gutiérrez,1990-10-08,Felipe Gutiérrez,1990-10-08,Chile,CHI,Sporting Kansas City,Colorado,1.0,True
tm_6340,fm_6581,Andrea Carboni,2001-02-04,Andrea Carboni,2001-02-04,Italy,ITA,AC Monza,Brianza,1.0,True
tm_9961,fm_11829,Paddy McNair,1995-04-27,Paddy McNair,1995-04-27,Northern Ireland,NIR,Middlesbrough FC,Middlesbrough,1.0,True
tm_10661,fm_2583,Kai Pröger,1992-05-15,Kai Pröger,1992-05-15,Germany,GER,FC Hansa Rostock,Hansa Rostock,1.0,True
tm_6431,fm_7049,Federico Baschirotto,1996-09-20,Federico Baschirotto,1996-09-20,Italy,ITA,US Lecce,Salento,1.0,True
tm_7818,fm_2207,Kevin Akpoguma,1995-04-19,Kevin Akpoguma,1995-04-19,Nigeria,NGA,TSG 1899 Hoffenheim,Hoffenheim,1.0,True
tm_7803,fm_2310,Daniel-Kofi Kyereh,1996-03-08,Daniel-Kofi Kyereh,1996-03-08,Ghana,GHA,SC Freiburg,SC Freiburg,1.0,True
tm_6737,fm_14453,Aitor Fernández,1991-05-03,Aitor Fernández,1991-05-03,Spain,ESP,CA Osasuna,Atlético Pamplona,1.0,True
tm_1233,fm_1576,Jacob Shaffelburg,1999-11-26,Jacob Shaffelburg,1999-11-26,Canada,CAN,Nashville SC,Nashville,1.0,True
tm_7880,fm_2126,Waldemar Anton,1996-07-20,Waldemar Anton,1996-07-20,Germany,GER,VfB Stuttgart,VfB Stuttgart,1.0,True
tm_4090,fm_3880,Christian Burgess,1991-10-07,Christian Burgess,1991-10-07,England,ENG,Royale Union Saint-Gilloise,Union SG,1.0,True
tm_2468,fm_14558,Enzo Roco,1992-08-16,Enzo Roco,1992-08-16,Chile,CHI,Al-Tai FC,Elche,1.0,True
tm_5522,fm_15680,Gauthier Gallon,1993-04-23,Gauthier Gallon,1993-04-23,France,FRA,Stade Rennais FC,Troyes,1.0,True
tm_7343,fm_11615,Vitaliy Mykolenko,1999-05-29,Vitaliy Mykolenko,1999-05-29,Ukraine,UKR,Everton FC,Everton,1.0,True
tm_2790,fm_3106,Lukas Boeder,1997-04-18,Lukas Boeder,1997-04-18,Germany,GER,1.FC Saarbrücken,1. FC Saarbrücken,1.0,True
tm_7311,fm_11674,Nathan Collins,2001-04-30,Nathan Collins,2001-04-30,Ireland,IRL,Brentford FC,Wolves,1.0,True
tm_8718,fm_6164,Valerio Verre,1994-01-11,Valerio Verre,1994-01-11,Italy,ITA,UC Sampdoria,Sampdoria,1.0,True
tm_7961,fm_3039,Michael Zetterer,1995-07-12,Michael Zetterer,1995-07-12,Germany,GER,SV Werder Bremen,SV Werder,1.0,True
tm_4815,fm_9393,Fredrik Midtsjø,1993-08-11,Fredrik Midtsjø,1993-08-11,Norway,NOR,Pendikspor,Galatasaray,1.0,True
tm_9307,fm_15751,Luismi Sánchez,1992-05-05,Luismi Sánchez,1992-05-05,Spain,ESP,Real Oviedo,Oviedo,1.0,True
tm_7193,fm_11610,Anthony Gordon,2001-02-24,Anthony Gordon,2001-02-24,England,ENG,Newcastle United,Everton,1.0,True
tm_7713,fm_6097,Robin Gosens,1994-07-05,Robin Gosens,1994-07-05,Germany,GER,1.FC Union Berlin,Inter,1.0,True
tm_10671,fm_3751,Marcel Hoffmeier,1999-07-15,Marcel Hoffmeier,1999-07-15,Germany,GER,SC Paderborn 07,Paderborn,1.0,True
tm_4880,fm_9368,Alexandru Maxim,1990-07-08,Alexandru Maxim,1990-07-08,Romania,ROU,Gaziantep FK,Gaziantep FK,1.0,True
tm_7885,fm_2215,Pascal Stenzel,1996-03-20,Pascal Stenzel,1996-03-20,Germany,GER,VfB Stuttgart,VfB Stuttgart,1.0,True
tm_6323,fm_6933,Emil Bohinen,1999-03-12,Emil Bohinen,1999-03-12,Norway,NOR,US Salernitana 1919,Salernitana,1.0,True
tm_9386,fm_15935,Seydouba Cissé,2001-02-10,Seydouba Cissé,2001-02-10,Guinea,GUI,CD Leganés,Leganés,1.0,True
tm_7147,fm_2184,Micky van de Ven,2001-04-19,Micky van de Ven,2001-04-19,Netherlands,NED,Tottenham Hotspur,VfL Wolfsburg,1.0,True
tm_6381,fm_6419,Youssef Maleh,1998-08-22,Youssef Maleh,1998-08-22,Morocco,MAR,US Lecce,Fiorentina,1.0,True
tm_1046,fm_1441,Tsiki Ntsabeleng,1998-02-09,Tsiki Ntsabeleng,1998-02-09,South Africa,RSA,FC Dallas,FC Dallas,1.0,True
tm_7576,fm_1769,Leroy Sané,1996-01-11,Leroy Sané,1996-01-11,Germany,GER,Bayern Munich,FC Bayern,1.0,True
tm_8342,fm_16169,Andrew Jung,1997-10-08,Andrew Jung,1997-10-08,France,FRA,,QRM,1.0,True
tm_9271,fm_14430,Mamadou Sylla,1994-03-20,Mamadou Sylla,1994-03-20,Senegal,ESP,Real Valladolid CF,Alavés,1.0,True
tm_6371,fm_6345,Sebastiano Luperto,1996-09-06,Sebastiano Luperto,1996-09-06,Italy,ITA,FC Empoli,Empoli,1.0,True
tm_5972,fm_6202,Khvicha Kvaratskhelia,2001-02-12,Khvicha Kvaratskhelia,2001-02-12,Georgia,GEO,SSC Napoli,Parthenope,1.0,True
tm_6956,fm_9599,Famara Diédhiou,1992-12-15,Famara Diédhiou,1992-12-15,Senegal,SEN,Granada CF,Alanyaspor,1.0,True
tm_10076,fm_11993,Ben Pearson,1995-01-04,Ben Pearson,1995-01-04,England,ENG,Stoke City,Bournemouth,1.0,True
tm_10437,fm_3330,Assan Ouédraogo,2006-05-09,Assan Ouédraogo,2006-05-09,Germany,GER,FC Schalke 04,Schalke 04,1.0,True
tm_4994,fm_14591,Tiago Gouveia,2001-06-18,Tiago Gouveia,2001-06-18,Portugal,POR,SL Benfica,Estoril Praia,1.0,True
tm_5337,fm_15260,Renato Pantalon,1997-10-27,Renato Pantalon,1997-10-27,Croatia,CRO,Rio Ave FC,Rio Ave,1.0,True
tm_2139,fm_1003,Carlos Vela,1989-03-01,Carlos Vela,1989-03-01,Mexico,MEX,Los Angeles FC,LAFC,1.0,True
tm_3231,fm_10457,Will Donkin,2000-12-26,Will Donkin,2000-12-26,Chinese Taipei,TPE,Shenzhen FC,Shenzhen,1.0,True
tm_7393,fm_11418,Marc Guéhi,2000-07-13,Marc Guéhi,2000-07-13,England,ENG,Crystal Palace,Crystal Palace,1.0,True
tm_1172,fm_1244,Nacho Gil,1995-09-09,Nacho Gil,1995-09-09,Spain,ESP,New England Revolution,New England,1.0,True
tm_10071,fm_11681,Enda Stevens,1990-07-09,Enda Stevens,1990-07-09,Ireland,IRL,Stoke City,Sheff Utd,1.0,True
tm_7161,fm_11416,James Maddison,1996-11-23,James Maddison,1996-11-23,England,ENG,Tottenham Hotspur,Leicester,1.0,True
tm_9823,fm_11644,Daniel Bachmann,1994-07-09,Daniel Bachmann,1994-07-09,Austria,AUT,Watford FC,Watford,1.0,True
tm_10481,fm_3201,Brooklyn Ezeh,2001-06-23,Brooklyn Ezeh,2001-06-23,Germany,GER,Hannover 96,SV Wehen Wiesbaden,1.0,True
tm_8458,fm_16093,Johann Obiang,1993-07-05,Johann Obiang,1993-07-05,Gabon,GAB,Pau FC,SM Caen,1.0,True
tm_10010,fm_11804,Neil Etheridge,1990-02-07,Neil Etheridge,1990-02-07,Philippines,PHI,Birmingham City,Birmingham,1.0,True
tm_4413,fm_9397,Miguel Crespo,1996-09-11,Miguel Crespo,1996-09-11,Portugal,POR,Fenerbahce,Fenerbahçe,1.0,True
tm_1834,fm_3402,Nicolas Sessa,1996-03-23,Nicolas Sessa,1996-03-23,Germany,GER,SC Verl,SC Verl,1.0,True
tm_10135,fm_11832,Ben Woodburn,1999-10-15,Ben Woodburn,1999-10-15,Wales,WAL,Preston North End,Preston,1.0,True
tm_1749,fm_3489,Eroll Zejnullahu,1994-10-19,Eroll Zejnullahu,1994-10-19,Kosovo,KOS,TSV 1860 Munich,SpVgg Bayreuth,1.0,True
tm_9299,fm_16051,Dani Calvo,1994-04-01,Dani Calvo,1994-04-01,Spain,ESP,Real Oviedo,Oviedo,1.0,True
tm_8263,fm_16393,Matthis Riou,2001-01-19,Matthis Riou,2001-01-19,France,FRA,EA Guingamp,EA Guingamp,1.0,True
tm_4393,fm_9351,Dries Mertens,1987-05-06,Dries Mertens,1987-05-06,Belgium,BEL,Galatasaray,Galatasaray,1.0,True
tm_3175,fm_10103,Toni Sunjic,1988-12-15,Toni Sunjic,1988-12-15,Bosnia-Herzegovina,BIH,Henan FC,Henan,1.0,True
tm_5742,fm_15503,Julien Laporte,1993-11-04,Julien Laporte,1993-11-04,France,FRA,FC Lorient,FC Lorient,1.0,True
