df1,df2,name1,birthdate1,name2,birthdate2,nat1,nat2,club1,club2,score,match
tm_1245,fm_2792,Yevgen Cheberko,1998-01-23,João Moutinho,1998-01-12,Ukraine,POR,Columbus Crew,Orlando City,,False
tm_1410,fm_17721,Caden Glover,2007-03-08,Ömürcan Artan,1999-07-27,United States,TUR,St. Louis CITY SC,Gaziantep FK,,False
tm_6478,fm_6752,Jakub Jankto,1996-01-19,Fabio Borini,1991-03-29,Czech Republic,ITA,Cagliari Calcio,Fatih Karagümrük,,False
tm_3614,fm_7291,Denzel Hall,2001-05-22,Vanderson,2001-06-21,Netherlands,BRA,SC Heerenveen,AS Monaco,,False
tm_5950,fm_5182,Ibou Sané,2005-03-28,Ander Herrera,1989-08-14,Senegal,ESP,FC Metz,A. Bilbao,,False
tm_8391,fm_9069,Facinet Conte,2005-03-24,Baran Mogultay,2004-05-18,Guinea,GER,SC Bastia,MSV Duisburg,,False
tm_9930,fm_11140,Jenson Seelt,2003-05-23,Fredéric Ananou,1997-09-20,Netherlands,TOG,Sunderland AFC,Hansa Rostock,,False
tm_3008,fm_4557,Junchi Xu,2005-01-09,Marcus Thuram,1997-08-06,China,FRA,Zhejiang FC,Borussia M'gladbach,,False
tm_5638,fm_9955,Andy Diouf,2003-05-17,Delano Vos,2005-01-15,France,NED,RC Lens,FC Utrecht,,False
tm_2509,fm_15256,Florin Tanase,1994-12-30,Omar Sijarić,2001-11-02,Romania,MNE,Al-Okhdood Club,Erzgebirge Aue,,False
tm_3638,fm_9006,Mats Egbring,2006-09-17,Max Aarons,2000-01-04,Netherlands,ENG,,Norwich,,False
tm_4891,fm_14858,Ilker Karakas,1999-01-11,Sami Al-Najai,1997-02-07,Turkey,KSA,Gaziantep FK,Al-Nassr (KSA),,False
tm_3754,fm_5295,Mouhamed Belkheir,1999-01-02,Jean-Louis Leca,1985-09-21,Algeria,FRA,Fortuna Sittard,RC Lens,,False
tm_5043,fm_8300,Dário Essugo,2005-03-14,Vittorio Agostinelli,2002-02-21,Portugal,ITA,Sporting CP,Reggina,,False
tm_4746,fm_5792,Casper Höjer,1994-11-20,Frank Magri,1999-09-04,Denmark,FRA,Caykur Rizespor,SC Bastia,,False
tm_5081,fm_4678,Júnior Reis,2001-01-14,Johann Lepenant,2002-10-22,Brazil,FRA,FC Famalicão,OL,,False
tm_3145,fm_2168,Junjie Wen,1997-04-16,Mohamed Bayo,1998-06-04,China,GUI,Meizhou Hakka,LOSC,,False
tm_10308,fm_3444,Lewis Gibson,2000-07-19,Abdulmajeed Al-Sulaiheem,1994-05-15,England,KSA,Plymouth Argyle,Al-Nassr (KSA),,False
tm_2919,fm_10790,Jianfei Zhao,1999-01-21,Gökhan Töre,1992-01-20,China,TUR,Shandong Taishan,Adana D.S.,,False
tm_10309,fm_11511,Dan Scarr,1994-12-24,Joseba Zaldua,1992-06-24,England,ESP,Plymouth Argyle,Cádiz,,False
tm_8497,fm_3446,Jung-bin Park,1994-02-22,Virgil Misidjan,1993-07-24,"Korea, South",NED,Rodez AF,FC Twente,,False
tm_2084,fm_14186,Nicolás Stefanelli,1994-11-22,Antoni Milambo,2005-04-03,Argentina,NED,Inter Miami CF,Feyenoord,,False
tm_5792,fm_15066,Ludovic Butelle,1983-04-03,Yann Sommer,1988-12-17,France,SUI,Stade Reims,Borussia M'gladbach,,False
tm_2595,fm_5412,Yousef Al-Harbi,1997-03-16,Idrissa Gueye,1989-09-26,Saudi Arabia,SEN,Al-Fayha FC,Everton,,False
tm_3319,fm_10185,Morelatto,1994-05-25,Karlo Lulić,1996-05-10,Brazil,CRO,Nantong Zhiyun,Frosinone,,False
tm_9935,fm_16916,Timothée Pembélé,2002-09-09,Dominic Baumann,1995-04-24,France,GER,Sunderland AFC,FSV Zwickau,,False
tm_10342,fm_12588,Curtis Durose,2003-10-25,Younes Belhanda,1990-02-25,England,MAR,Rotherham United,Adana D.S.,,False
tm_3685,fm_4177,Tijs Velthuis,2002-01-12,Carlos Teran,2000-09-24,Netherlands,COL,Sparta Rotterdam,Chicago,,False
tm_4597,fm_1741,Harun Toprak,2005-04-29,Jonathan Wensing,2004-04-05,Turkey,GER,Antalyaspor,SC Freiburg,,False
tm_2768,fm_3765,Tom Geerkens,2000-10-07,Diego González,1995-01-28,Germany,ESP,Arminia Bielefeld,Elche,,False
tm_1563,fm_17226,Adama Diomande,1990-02-14,Thierry Rendall Correia,1999-03-09,Norway,POR,Toronto FC,Valencia,,False
tm_5418,fm_10023,Talys,1999-02-10,Khephren Thuram,2001-03-26,Brazil,FRA,SC Farense,OGC Nice,,False
tm_2817,fm_10708,Ang Li,1993-09-15,Majeed Ashimeru,1997-10-10,China,GHA,Shanghai Port,RSC Anderlecht,,False
tm_2513,fm_15904,Abdulaziz Hetalh,1999-02-10,Iker Muniain,1992-12-19,Saudi Arabia,ESP,,A. Bilbao,,False
tm_3777,fm_14884,Rajiv van La Parra,1991-06-04,Paul Siegers,2004-09-04,Netherlands,GER,Almere City FC,Hoffenheim,,False
tm_9642,fm_15317,Jonmi Magunagoitia,2000-08-06,Niklas Süle,1995-09-03,Spain,GER,SD Amorebieta,Borussia Dortmund,,False
tm_10507,fm_6074,Kerim Calhanoglu,2002-08-26,Jacopo Fazzini,2003-03-16,Germany,ITA,SpVgg Greuther Fürth,Empoli,,False
tm_4646,fm_13785,Sirozhiddin Astanakulov,2006-01-26,Jimmy Maurer,1988-10-14,Kyrgyzstan,USA,MKE Ankaragücü,FC Dallas,,False
tm_2372,fm_15521,Waleed Al-Anzi,1996-07-06,Johann Lepenant,2002-10-22,Saudi Arabia,FRA,Al-Fateh SC,OL,,False
tm_4527,fm_12451,Yilmaz Aktas,2003-05-12,Ciaran McGuckin,2003-12-30,Turkey,NIR,Adana Demirspor,Rotherham,,False
tm_8360,fm_2847,Julien Benhaim,1996-10-25,Tyler Miller,1993-03-12,France,USA,AC Ajaccio,Minnesota,,False
tm_2472,fm_10385,Hussain Qasim,1997-09-21,Ádám Nagy,1995-06-17,Saudi Arabia,HUN,Al-Tai FC,Pisa,,False
tm_3698,fm_2326,Agustín Anello,2002-04-22,Florian Escales,1996-02-03,United States,FRA,Sparta Rotterdam,FC Annecy,,False
tm_2393,fm_10420,Nooh Al-Mousa,1991-02-23,Miguel Veloso,1986-05-11,Saudi Arabia,POR,Al-Fateh SC,Verona,,False
tm_1092,fm_6418,Leo Väisänen,1997-07-23,Ivan van den Berg,2004-01-12,Finland,NED,Austin FC,Go Ahead Eagles,,False
tm_2880,fm_11199,Jiayu Guo,2004-08-27,Raúl García,1986-07-11,China,ESP,Wuhan Three Towns,A. Bilbao,,False
tm_1311,fm_15575,J.C. Ngando,1999-11-20,Ki-Jana Hoever,2002-01-18,France,NED,Vancouver Whitecaps FC,PSV,,False
tm_3907,fm_3290,Godfried Roemeratoe,1999-08-19,Simon Olsson,1997-09-14,Curacao,SWE,RKC Waalwijk,sc Heerenveen,,False
tm_2758,fm_7453,Jeroen Krupa,2003-04-26,Gavin Kilkenny,2000-02-01,Germany,IRL,FC Ingolstadt 04,Stoke,,False
tm_3291,fm_10282,Xinli Peng,1991-07-22,Alexander Ring,1991-04-09,China,FIN,Shanghai Shenhua,Austin FC,,False
tm_5783,fm_13227,Sacha Delaye,2002-04-23,Abdulrahman Al-Ghamdi,1994-11-01,France,KSA,Montpellier HSC,Al-Raed,,False
tm_8204,fm_18348,Guédé Nadje,2003-11-12,Davide Adorni,1992-08-09,France,ITA,Angers SCO,Brescia,,False
tm_4761,fm_14787,Dal Varesanovic,2001-05-23,Federico Ricca,1994-12-01,Bosnia-Herzegovina,URU,Caykur Rizespor,OHL,,False
tm_9461,fm_15085,Iker Kortajarena,2000-06-21,Tyler Miller,1993-03-12,Spain,USA,SD Huesca,Minnesota,,False
tm_5250,fm_14296,Cassiano,1989-06-16,Davy Roef,1994-02-06,Brazil,BEL,GD Estoril Praia,AA Gent,,False
tm_4582,fm_2631,Moryké Fofana,1991-11-23,Huang Zichang,1997-04-04,Cote d'Ivoire,CHN,Samsunspor,Henan,,False
tm_7360,fm_8834,Chermiti,2004-05-24,Thomas Puype,2004-01-18,Portugal,BEL,Everton FC,Oostende,,False
tm_4931,fm_17232,Roman Kvet,1997-12-17,Weston McKennie,1998-08-28,Czech Republic,USA,,Juventus,,False
tm_3129,fm_3254,Yunqi Guo,1997-06-26,Joe Scally,2002-12-31,China,USA,,Borussia M'gladbach,,False
tm_4833,fm_14338,Emir Dadük,2008-02-13,Sofiane Djeffal,1999-04-19,Turkey,FRA,Hatayspor,D.C. United,,False
tm_10749,fm_11323,Budu Zivzivadze,1994-03-10,Oscar Bobb,2003-07-12,Georgia,NOR,Karlsruher SC,Man City,,False
tm_10678,fm_12360,Dawyn-Paul Donner,2002-08-06,Kento Hashimoto,1993-08-16,Germany,JPN,SC Paderborn 07,Huesca,,False
tm_8440,fm_3145,Pape Ousmane Sakho,1996-12-21,Fernando Moreno,2004-10-15,Senegal,ESP,Quevilly - Rouen Métropole,Leganés,,False
tm_2180,fm_5499,Mitja Ilenic,2004-12-26,Manuel Riemann,1988-09-09,Slovenia,GER,New York City FC,VfL Bochum,,False
tm_9621,fm_14215,Tachi,1997-09-10,Gustaf Nilsson,1997-05-23,Spain,SWE,CD Mirandés,Union SG,,False
tm_5354,fm_9526,Zé Manuel,1990-10-23,Sebastien Ibeagha,1992-01-21,Portugal,USA,Rio Ave FC,LAFC,,False
tm_10725,fm_1322,Luc Castaignos,1992-09-27,Sami Al-Najai,1997-02-07,Netherlands,KSA,1.FC Magdeburg,Al-Nassr (KSA),,False
tm_2569,fm_12004,Tozé,1993-01-14,Cristiano Piccini,1992-09-26,Portugal,ITA,Al-Hazem SC,Magdeburg,,False
tm_2671,fm_8514,Moses Otuali,2002-08-27,Jack Bonham,1993-09-14,Germany,IRL,Borussia Dortmund II,Stoke,,False
tm_4279,fm_6218,Alfred Finnbogason,1989-02-01,Filippo Melegoni,1999-02-18,Iceland,ITA,KAS Eupen,Standard,,False
tm_3420,fm_5569,Osama Al-Mermesh,2003-07-06,Rico Preißinger,1996-07-21,Saudi Arabia,GER,,FC Ingolstadt 04,,False
