df1,df2,name1,birthdate1,name2,birthdate2,nat1,nat2,club1,club2,score,match
tm_5625,fm_14619,Wuilker Fariñez,1998-02-15,Wuilker Fariñez,1998-02-15,Venezuela,VEN,RC Lens,RC Lens,1.0,True
tm_4064,fm_1937,Konstantinos Laifis,1993-05-19,Konstantinos Laifis,1993-05-19,Cyprus,CYP,Standard Liège,Standard,1.0,True
tm_8791,fm_7039,Matteo Solini,1993-03-09,Matteo Solini,1993-03-09,Italy,ITA,Como 1907,Como,1.0,True
tm_6756,fm_15310,Kike Barja,1997-04-01,Kike Barja,1997-04-01,Spain,ESP,CA Osasuna,Atlético Pamplona,1.0,True
tm_9504,fm_14382,Jonathan Silva,1994-06-29,Jonathan Silva,1994-06-29,Argentina,ARG,Getafe CF,Granada,1.0,True
tm_4375,fm_6287,Kaan Ayhan,1994-11-10,Kaan Ayhan,1994-11-10,Turkey,TUR,Galatasaray,Sassuolo,1.0,True
tm_8770,fm_7129,Alessio Buttaro,2002-09-10,Alessio Buttaro,2002-09-10,Italy,ITA,Palermo FC,Palermo,1.0,True
tm_6361,fm_6285,Gianluca Caprari,1993-07-30,Gianluca Caprari,1993-07-30,Italy,ITA,AC Monza,Brianza,1.0,True
tm_6279,fm_7266,Vivaldo Semedo,2005-01-28,Vivaldo Semedo,2005-01-28,Portugal,POR,Udinese Calcio,Udinese,1.0,True
tm_3412,fm_14270,Otávio,1995-02-09,Otávio,1995-02-09,Portugal,POR,Al-Nassr FC,FC Porto,1.0,True
tm_7599,fm_3436,Ole Pohlmann,2001-04-05,Ole Pohlmann,2001-04-05,Germany,GER,Borussia Dortmund,Borussia Dortmund II,1.0,True
tm_9205,fm_14864,Diego González,1995-01-28,Diego González,1995-01-28,Spain,ESP,Elche CF,Elche,1.0,True
tm_7537,fm_11958,Reece Burke,1996-09-02,Reece Burke,1996-09-02,England,ENG,Luton Town,Luton,1.0,True
tm_5504,fm_14968,Ismail Jakobs,1999-08-17,Ismail Jakobs,1999-08-17,Senegal,SEN,AS Monaco,AS Monaco,1.0,True
tm_9210,fm_15973,Nicolás Fernández Mercau,2000-01-11,Nicolás Fernández Mercau,2000-01-11,Argentina,ARG,Elche CF,Elche,1.0,True
tm_6612,fm_14672,Carlos Fernández,1996-05-22,Carlos Fernández,1996-05-22,Spain,ESP,Real Sociedad,Real San Sebastián,1.0,True
tm_6351,fm_6154,Roberto Gagliardini,1994-04-07,Roberto Gagliardini,1994-04-07,Italy,ITA,AC Monza,Inter,1.0,True
tm_6965,fm_14808,Andoni Gorosabel,1996-08-04,Andoni Gorosabel,1996-08-04,Spain,ESP,Deportivo Alavés,Real San Sebastián,1.0,True
tm_3574,fm_13245,Adrian Blake,2005-07-15,Adrian Blake,2005-07-15,England,ENG,FC Utrecht,Watford,1.0,True
tm_6914,fm_14905,Joseba Zaldua,1992-06-24,Joseba Zaldua,1992-06-24,Spain,ESP,Cádiz CF,Cádiz,1.0,True
tm_7092,fm_11383,Jonny Evans,1988-01-03,Jonny Evans,1988-01-03,Northern Ireland,NIR,Manchester United,Leicester,1.0,True
tm_5866,fm_16097,Yanis Begraoui,2001-07-04,Yanis Begraoui,2001-07-04,Morocco,FRA,FC Toulouse,Toulouse FC,1.0,True
tm_1000,fm_1492,Roman Celentano,2000-09-14,Roman Celentano,2000-09-14,United States,USA,FC Cincinnati,Cincinnati,1.0,True
tm_4949,fm_9515,Simon Deli,1991-10-27,Simon Deli,1991-10-27,Cote d'Ivoire,CIV,Istanbulspor,Adana D.S.,1.0,True
tm_8013,fm_2212,Lys Mousset,1996-02-08,Lys Mousset,1996-02-08,France,FRA,VfL Bochum,VfL Bochum,1.0,True
tm_1265,fm_1572,Jacen Russell-Rowe,2002-09-13,Jacen Russell-Rowe,2002-09-13,Canada,CAN,Columbus Crew,Columbus,1.0,True
tm_1577,fm_1603,Sebastian Anderson,2002-08-08,Sebastian Anderson,2002-08-08,United States,USA,Colorado Rapids,Colorado,1.0,True
tm_10548,fm_2547,Christian Mathenia,1992-03-31,Christian Mathenia,1992-03-31,Germany,GER,1.FC Nuremberg,Nürnberg,1.0,True
tm_7584,fm_3033,Alexander Meyer,1991-04-13,Alexander Meyer,1991-04-13,Germany,GER,Borussia Dortmund,Borussia Dortmund,1.0,True
tm_7605,fm_1850,Donyell Malen,1999-01-19,Donyell Malen,1999-01-19,Netherlands,NED,Borussia Dortmund,Borussia Dortmund,1.0,True
tm_5201,fm_7033,Leonardo Buta,2002-06-05,Leonardo Buta,2002-06-05,Portugal,POR,Udinese Calcio,Udinese,1.0,True
tm_4473,fm_10055,Berat Özdemir,1998-05-23,Berat Özdemir,1998-05-23,Turkey,TUR,Al-Ettifaq FC,Al-Ettifaq,1.0,True
tm_1647,fm_1159,Pedro Santos,1988-04-22,Pedro Santos,1988-04-22,Portugal,POR,D.C. United,Columbus,1.0,True
tm_8495,fm_16153,Lucas Buades,1997-12-28,Lucas Buades,1997-12-28,France,FRA,Rodez AF,Rodez AF,1.0,True
tm_7648,fm_2003,Benjamin Henrichs,1997-02-23,Benjamin Henrichs,1997-02-23,Germany,GER,RB Leipzig,RB Leipzig,1.0,True
tm_7066,fm_11402,Marc Cucurella,1998-07-22,Marc Cucurella,1998-07-22,Spain,ESP,Chelsea FC,Chelsea,1.0,True
tm_5687,fm_16841,Bastien Meupiyou,2006-03-19,Bastien Meupiyou,2006-03-19,France,FRA,FC Nantes,FC Nantes,1.0,True
tm_7995,fm_2399,Danilo Soares,1991-10-29,Danilo Soares,1991-10-29,Brazil,BRA,VfL Bochum,VfL Bochum,1.0,True
tm_10384,fm_2000,Robert Glatzel,1994-01-08,Robert Glatzel,1994-01-08,Germany,GER,Hamburger SV,HSV,1.0,True
tm_2156,fm_1371,Leon Flach,2001-02-28,Leon Flach,2001-02-28,United States,USA,Philadelphia Union,Philadelphia,1.0,True
tm_1036,fm_1535,Sam Junqua,1996-11-09,Sam Junqua,1996-11-09,United States,USA,FC Dallas,Houston,1.0,True
tm_6388,fm_6964,Nicolò Cambiaghi,2000-12-28,Nicolò Cambiaghi,2000-12-28,Italy,ITA,Atalanta BC,Empoli,1.0,True
tm_6973,fm_15594,Luis Rioja,1993-10-16,Luis Rioja,1993-10-16,Spain,ESP,Deportivo Alavés,Alavés,1.0,True
tm_10363,fm_2706,Guilherme Ramos,1997-08-11,Guilherme Ramos,1997-08-11,Portugal,POR,Hamburger SV,Arminia Bielefeld,1.0,True
tm_5130,fm_15236,João Mendes,1994-10-21,João Mendes,1994-10-21,Portugal,POR,Vitória Guimarães SC,Chaves,1.0,True
tm_2726,fm_5876,Marco Wörner,2004-09-25,Marco Wörner,2004-09-25,Germany,GER,SC Freiburg II,SC Freiburg,1.0,True
tm_7639,fm_2260,Leopold Zingerle,1994-04-10,Leopold Zingerle,1994-04-10,Germany,GER,RB Leipzig,Paderborn,1.0,True
tm_9252,fm_14838,Javi Sánchez,1997-03-14,Javi Sánchez,1997-03-14,Spain,ESP,Real Valladolid CF,Valladolid,1.0,True
tm_3484,fm_9534,Patrick van Aanholt,1990-08-29,Patrick van Aanholt,1990-08-29,Netherlands,NED,Galatasaray,Galatasaray,1.0,True
tm_4272,fm_5207,Amadou Keita,2001-10-28,Amadou Keita,2001-10-28,Guinea,GUI,KAS Eupen,Eupen,1.0,True
tm_6833,fm_14944,Dominik Greif,1997-04-06,Dominik Greif,1997-04-06,Slovakia,SVK,RCD Mallorca,Mallorca,1.0,True
tm_2803,fm_3272,Julius Biada,1992-11-03,Julius Biada,1992-11-03,Germany,GER,1.FC Saarbrücken,1. FC Saarbrücken,1.0,True
tm_7909,fm_2118,Stefan Bell,1991-08-24,Stefan Bell,1991-08-24,Germany,GER,1.FSV Mainz 05,Mainz 05,1.0,True
tm_5029,fm_14279,Antonio Adán,1987-05-13,Antonio Adán,1987-05-13,Spain,ESP,Sporting CP,Sporting CP,1.0,True
tm_1316,fm_1297,Pedro Vite,2002-03-09,Pedro Vite,2002-03-09,Ecuador,ECU,Vancouver Whitecaps FC,Vancouver,1.0,True
tm_7902,fm_2146,Robin Zentner,1994-10-28,Robin Zentner,1994-10-28,Germany,GER,1.FSV Mainz 05,Mainz 05,1.0,True
tm_5157,fm_16791,Berna,2003-09-15,Berna,2003-09-15,Portugal,POR,Boavista FC,BVT,1.0,True
tm_10094,fm_11953,Simon Moore,1990-05-19,Simon Moore,1990-05-19,England,ENG,Coventry City,Coventry,1.0,True
tm_5333,fm_16584,Magrão,2000-05-15,Magrão,2000-05-15,Brazil,BRA,Rio Ave FC,Rio Ave,1.0,True
tm_9919,fm_12011,Adam Reach,1993-02-03,Adam Reach,1993-02-03,England,ENG,West Bromwich Albion,West Brom,1.0,True
tm_1103,fm_1448,Jhojan Valencia,1996-07-27,Jhojan Valencia,1996-07-27,Colombia,COL,Austin FC,Austin FC,1.0,True
tm_4485,fm_14227,Nicolas Pépé,1995-05-29,Nicolas Pépé,1995-05-29,Cote d'Ivoire,CIV,Trabzonspor,OGC Nice,1.0,True
tm_4781,fm_9787,Levent Mercan,2000-12-10,Levent Mercan,2000-12-10,Turkey,GER,Fatih Karagümrük,Fatih Karagümrük,1.0,True
tm_10683,fm_2484,David Kinsombi,1995-12-12,David Kinsombi,1995-12-12,Germany,GER,SC Paderborn 07,Sandhausen,1.0,True
tm_8453,fm_16162,Antoine Batisse,1995-01-13,Antoine Batisse,1995-01-13,France,FRA,Pau FC,Pau FC,1.0,True
tm_8883,fm_6654,Tom van de Looi,1999-07-02,Tom van de Looi,1999-07-02,Netherlands,NED,Brescia Calcio,Brescia,1.0,True
tm_7248,fm_11445,Michail Antonio,1990-03-28,Michail Antonio,1990-03-28,Jamaica,JAM,West Ham United,West Ham,1.0,True
tm_9631,fm_16353,Mathis Lachuer,2000-08-31,Mathis Lachuer,2000-08-31,France,FRA,CD Mirandés,Amiens SC,1.0,True
tm_3957,fm_2467,Mujaid Sadick,2000-03-14,Mujaid Sadick,2000-03-14,Spain,ESP,KRC Genk,KRC Genk,1.0,True
tm_7351,fm_11300,Idrissa Gueye,1989-09-26,Idrissa Gueye,1989-09-26,Senegal,SEN,Everton FC,Everton,1.0,True
tm_5983,fm_6137,Pierre Kalulu,2000-06-05,Pierre Kalulu,2000-06-05,France,FRA,AC Milan,Milan,1.0,True
tm_6465,fm_6472,Elio Capradossi,1996-03-11,Elio Capradossi,1996-03-11,Italy,ITA,Cagliari Calcio,Cagliari,1.0,True
tm_6993,fm_15095,Javi Muñoz,1995-02-28,Javi Muñoz,1995-02-28,Spain,ESP,UD Las Palmas,Eibar,1.0,True
tm_9949,fm_11862,Jack Clarke,2000-11-23,Jack Clarke,2000-11-23,England,ENG,Sunderland AFC,Sunderland,1.0,True
tm_8278,fm_15826,Mehdi Merghem,1997-07-19,Mehdi Merghem,1997-07-19,France,FRA,EA Guingamp,EA Guingamp,1.0,True
tm_3794,fm_4707,Pim Saathof,2003-12-28,Pim Saathof,2003-12-28,Netherlands,NED,Go Ahead Eagles,Go Ahead Eagles,1.0,True
tm_9422,fm_15568,Pablo Moreno,2002-05-03,Pablo Moreno,2002-05-03,Spain,ESP,FC Andorra,MRT,1.0,True
tm_8826,fm_6445,Gianluca Busio,2002-05-28,Gianluca Busio,2002-05-28,United States,USA,Venezia FC,Venezia,1.0,True
tm_9334,fm_14548,Giovanni Zarfino,1991-08-10,Giovanni Zarfino,1991-10-08,Uruguay,URU,Sporting Gijón,S. Gijón,1.0,True
tm_5626,fm_15527,Jean-Louis Leca,1985-09-21,Jean-Louis Leca,1985-09-21,France,FRA,RC Lens,RC Lens,1.0,True
tm_2107,fm_16080,Xande Silva,1997-03-16,Xande Silva,1997-03-16,Portugal,POR,,Dijon FCO,1.0,True
tm_4125,fm_3548,Marco Ilaimaharitra,1995-07-26,Marco Ilaimaharitra,1995-07-26,Madagascar,MAD,RSC Charleroi,Charleroi,1.0,True
tm_5313,fm_16271,Matheus Pereira,2000-12-21,Matheus Pereira,2000-12-21,Brazil,BRA,FC Vizela,VIZ,1.0,True
tm_10408,fm_2356,Myziane Maolida,1999-02-14,Myziane Maolida,1999-02-14,France,FRA,Hertha BSC,Hertha Berlin,1.0,True
tm_4142,fm_2651,Nick Gillekens,1995-07-05,Nick Gillekens,1995-07-05,Belgium,BEL,KVC Westerlo,Westerlo,1.0,True
tm_4205,fm_4284,Boris Popović,2000-02-26,Boris Popović,2000-02-26,Serbia,SRB,Cercle Brugge,Cercle Brugge,1.0,True
tm_5914,fm_16200,Issa Soumaré,2000-10-10,Issa Soumaré,2000-10-10,Senegal,SEN,Le Havre AC,QRM,1.0,True
tm_1135,fm_1202,Júnior Urso,1989-03-10,Júnior Urso,1989-03-10,Brazil,BRA,Orlando City SC,Orlando City,1.0,True
tm_6254,fm_7388,Axel Guessand,2004-11-06,Axel Guessand,2004-11-06,France,FRA,Udinese Calcio,Udinese,1.0,True
tm_7330,fm_11668,Mikkel Damsgaard,2000-07-03,Mikkel Damsgaard,2000-07-03,Denmark,DEN,Brentford FC,Brentford,1.0,True
tm_6809,fm_14379,David Soria,1993-04-04,David Soria,1993-04-04,Spain,ESP,Getafe CF,Getafe,1.0,True
tm_9797,fm_12385,George Long,1993-11-05,George Long,1993-11-05,England,ENG,Norwich City,Millwall,1.0,True
tm_7045,fm_11262,Martin Ødegaard,1998-12-17,Martin Ødegaard,1998-12-17,Norway,NOR,Arsenal FC,Arsenal,1.0,True
tm_1303,fm_1750,Matteo Campagna,2004-06-27,Matteo Campagna,2004-06-27,Canada,CAN,Vancouver Whitecaps FC,Vancouver,1.0,True
tm_2658,fm_3428,Abdoulaye Kamara,2004-11-06,Abdoulaye Kamara,2004-11-06,France,GUI,Borussia Dortmund II,Borussia Dortmund,1.0,True
tm_7810,fm_1834,Michael Gregoritsch,1994-04-18,Michael Gregoritsch,1994-04-18,Austria,AUT,SC Freiburg,SC Freiburg,1.0,True
tm_7984,fm_2308,Manuel Riemann,1988-09-09,Manuel Riemann,1988-09-09,Germany,GER,VfL Bochum,VfL Bochum,1.0,True
tm_1346,fm_1415,Jefferson Savarino,1996-11-11,Jefferson Savarino,1996-11-11,Venezuela,VEN,Real Salt Lake City,Real Salt Lake,1.0,True
tm_3922,fm_1886,Simon Mignolet,1988-03-06,Simon Mignolet,1988-03-06,Belgium,BEL,Club Brugge KV,Club Brugge,1.0,True
tm_9473,fm_15893,Marc Martínez,1990-04-04,Marc Martínez,1990-04-04,Spain,ESP,FC Cartagena,Cartagena,1.0,True
tm_5395,fm_15333,Gaizka Larrazabal,1997-12-17,Gaizka Larrazabal,1997-12-17,Spain,ESP,Casa Pia AC,Zaragoza,1.0,True
tm_10264,fm_12129,Ben Wiles,1999-04-17,Ben Wiles,1999-04-17,England,ENG,Huddersfield Town,Rotherham,1.0,True
tm_8990,fm_7335,Michael Venturi,1999-01-23,Michael Venturi,1999-01-23,Italy,ITA,Cosenza Calcio,Cosenza,1.0,True
tm_1290,fm_1098,Yimmi Chará,1991-04-02,Yimmi Chará,1991-04-02,Colombia,COL,Portland Timbers,Portland,1.0,True
tm_9569,fm_14853,Jokin Ezkieta,1996-08-17,Jokin Ezkieta,1996-08-17,Spain,ESP,Racing Santander,R. Santander,1.0,True
tm_5560,fm_14220,Jordan Veretout,1993-03-01,Jordan Veretout,1993-03-01,France,FRA,Olympique Marseille,OM,1.0,True
tm_1621,fm_1264,Corey Baird,1996-01-30,Corey Baird,1996-01-30,United States,USA,Houston Dynamo FC,Houston,1.0,True
tm_4235,fm_2566,Marco Kana,2002-08-08,Marco Kana,2002-08-08,Belgium,BEL,RSC Anderlecht,RSC Anderlecht,1.0,True
tm_7876,fm_3669,Dennis Seimen,2005-12-01,Dennis Seimen,2005-12-01,Germany,GER,VfB Stuttgart,VfB Stuttgart,1.0,True
tm_7855,fm_4249,Aaron Zehnter,2004-10-31,Aaron Zehnter,2004-10-31,Germany,GER,FC Augsburg,FC Augsburg,1.0,True
tm_6508,fm_6569,Luca Garritano,1994-02-11,Luca Garritano,1994-02-11,Italy,ITA,Frosinone Calcio,Frosinone,1.0,True
tm_6828,fm_14340,Borja Mayoral,1997-04-05,Borja Mayoral,1997-04-05,Spain,ESP,Getafe CF,Getafe,1.0,True
tm_3540,fm_1848,Riechedly Bazoer,1996-10-12,Riechedly Bazoer,1996-10-12,Netherlands,NED,AZ Alkmaar,AZ,1.0,True
tm_7321,fm_11437,Christian Nørgaard,1994-03-10,Christian Nørgaard,1994-03-10,Denmark,DEN,Brentford FC,Brentford,1.0,True
tm_1655,fm_1610,Logan Ketterer,1993-11-09,Logan Ketterer,1993-11-09,United States,USA,CF Montréal,CF Montréal,1.0,True
tm_7380,fm_11386,Ryan Christie,1995-02-22,Ryan Christie,1995-02-22,Scotland,SCO,AFC Bournemouth,Bournemouth,1.0,True
tm_9108,fm_6981,Daouda Peeters,1999-01-26,Daouda Peeters,1999-01-26,Belgium,BEL,,Juventus,1.0,True
tm_1856,fm_3034,Berkan Taz,1998-12-19,Berkan Taz,1998-12-19,Germany,GER,SV Waldhof Mannheim,SV Waldhof Mannheim,1.0,True
tm_1330,fm_1738,Andrew Brody,1995-05-03,Andrew Brody,1995-05-03,United States,USA,Real Salt Lake City,Real Salt Lake,1.0,True
tm_10181,fm_12231,Andre Dozzell,1999-05-02,Andre Dozzell,1999-05-02,England,ENG,Queens Park Rangers,QPR,1.0,True
tm_6216,fm_6221,Joshua Zirkzee,2001-05-22,Joshua Zirkzee,2001-05-22,Netherlands,NED,Bologna FC 1909,Bologna,1.0,True
tm_7556,fm_1766,Manuel Neuer,1986-03-27,Manuel Neuer,1986-03-27,Germany,GER,Bayern Munich,FC Bayern,1.0,True
tm_4070,fm_2487,Gilles Dewaele,1996-02-13,Gilles Dewaele,1996-02-13,Belgium,BEL,Standard Liège,Standard,1.0,True
tm_1367,fm_1582,D.J. Taylor,1997-08-26,D.J. Taylor,1997-08-26,United States,USA,Minnesota United FC,Minnesota,1.0,True
tm_8405,fm_15899,Arial Mendy,1994-11-07,Arial Mendy,1994-11-07,Senegal,SEN,Grenoble Foot 38,Clermont,1.0,True
tm_4057,fm_2047,Laurent Depoitre,1988-12-07,Laurent Depoitre,1988-12-07,Belgium,BEL,KAA Gent,AA Gent,1.0,True
tm_9923,fm_11963,Matt Phillips,1991-03-13,Matt Phillips,1991-03-13,Scotland,SCO,West Bromwich Albion,West Brom,1.0,True
tm_1333,fm_1760,Zack Farnsworth,2002-07-13,Zack Farnsworth,2002-07-13,United States,USA,Real Salt Lake City,Real Salt Lake,1.0,True
tm_7637,fm_1805,Péter Gulácsi,1990-05-06,Péter Gulácsi,1990-05-06,Hungary,HUN,RB Leipzig,RB Leipzig,1.0,True
tm_6290,fm_6370,Mattia Bani,1993-12-10,Mattia Bani,1993-12-10,Italy,ITA,Genoa CFC,Genoa,1.0,True
tm_1576,fm_1324,Keegan Rosenberry,1993-12-11,Keegan Rosenberry,1993-12-11,United States,USA,Colorado Rapids,Colorado,1.0,True
tm_9439,fm_15039,Roberto López,2000-04-24,Roberto López,2000-04-24,Spain,ESP,Real Sociedad,Mirandés,1.0,True
tm_8785,fm_6728,Mauro Vigorito,1990-05-22,Mauro Vigorito,1990-05-22,Italy,ITA,Como 1907,Como,1.0,True
tm_4316,fm_14917,Youssouf Koné,1995-07-05,Youssouf Koné,1995-07-05,Mali,MLI,RWD Molenbeek,AC Ajaccio,1.0,True
tm_3742,fm_14899,Loreintz Rosier,1998-08-14,Loreintz Rosier,1998-08-14,France,FRA,Fortuna Sittard,Estoril Praia,1.0,True
tm_4065,fm_4234,Lucas Noubi,2005-01-15,Lucas Noubi,2005-01-15,Belgium,BEL,Standard Liège,Standard,1.0,True
tm_9406,fm_16104,Martí Vilà,1999-05-26,Martí Vilà,1999-05-26,Spain,ESP,FC Andorra,F.C. Andorra,1.0,True
tm_8988,fm_6927,Andrea Meroni,1997-01-09,Andrea Meroni,1997-01-09,Italy,ITA,Cosenza Calcio,Cosenza,1.0,True
tm_6837,fm_15552,Antonio Raíllo,1991-10-08,Antonio Raíllo,1991-10-08,Spain,ESP,RCD Mallorca,Mallorca,1.0,True
tm_7250,fm_14383,Odysseas Vlachodimos,1994-04-26,Odysseas Vlachodimos,1994-04-26,Greece,GRE,Nottingham Forest,Benfica,1.0,True
tm_9500,fm_15254,Mohamed Djetei,1994-08-18,Mohamed Djetei,1994-08-18,Cameroon,CMR,Albacete Balompié,Albacete,1.0,True
tm_9456,fm_15579,Juanjo Nieto,1994-10-03,Juanjo Nieto,1994-10-03,Spain,ESP,SD Huesca,Almería,1.0,True
tm_8947,fm_6637,Manolo Portanova,2000-06-02,Manolo Portanova,2000-06-02,Italy,ITA,Genoa CFC,Genoa,1.0,True
tm_3464,fm_3897,Antoni Milambo,2005-04-03,Antoni Milambo,2005-04-03,Netherlands,NED,Feyenoord Rotterdam,Feyenoord,1.0,True
tm_6623,fm_14288,Marcos Acuña,1991-10-28,Marcos Acuña,1991-10-28,Argentina,ARG,Sevilla FC,Sevilla,1.0,True
tm_10116,fm_12563,David Cornell,1991-03-28,David Cornell,1991-03-28,Wales,WAL,Preston North End,Preston,1.0,True
tm_1321,fm_1333,Brian White,1996-02-03,Brian White,1996-02-03,United States,USA,Vancouver Whitecaps FC,Vancouver,1.0,True
tm_4146,fm_3859,Pietro Perdichizzi,1992-12-16,Pietro Perdichizzi,1992-12-16,Belgium,BEL,KVC Westerlo,Westerlo,1.0,True
tm_10833,fm_3067,Lars Kehl,2002-04-08,Lars Kehl,2002-04-08,Germany,GER,VfL Osnabrück,SC Freiburg II,1.0,True
tm_9343,fm_14890,Juan Otero,1995-05-26,Juan Otero,1995-05-26,Colombia,COL,,S. Gijón,1.0,True
tm_8815,fm_6930,Giorgio Altare,1998-08-09,Giorgio Altare,1998-08-09,Italy,ITA,Cagliari Calcio,Cagliari,1.0,True
tm_8261,fm_16152,Baptiste Roux,1999-11-26,Baptiste Roux,1999-11-26,France,FRA,EA Guingamp,EA Guingamp,1.0,True
tm_9077,fm_6856,Gabriele Ferrarini,2000-04-09,Gabriele Ferrarini,2000-04-09,Italy,ITA,ACF Fiorentina,Brianza,1.0,True
tm_4461,fm_9761,Taha Tepe,2001-01-01,Taha Tepe,2001-01-01,Turkey,TUR,Trabzonspor,Trabzonspor,1.0,True
tm_3405,fm_10348,Abdulmajeed Al-Sulaiheem,1994-05-15,Abdulmajeed Al-Sulaiheem,1994-05-15,Saudi Arabia,KSA,Al-Nassr FC,Al-Nassr (KSA),1.0,True
tm_1376,fm_1039,Emanuel Reynoso,1995-11-16,Emanuel Reynoso,1995-11-16,Argentina,ARG,Minnesota United FC,Minnesota,1.0,True
tm_10740,fm_2406,Marvin Wanitzek,1993-05-07,Marvin Wanitzek,1993-05-07,Germany,GER,Karlsruher SC,KSC,1.0,True
tm_6234,fm_6276,Nedim Bajrami,1999-02-28,Nedim Bajrami,1999-02-28,Albania,ALB,US Sassuolo,Empoli,1.0,True
tm_2147,fm_1126,Damion Lowe,1993-05-05,Damion Lowe,1993-05-05,Jamaica,JAM,Philadelphia Union,Inter Miami,1.0,True
tm_5686,fm_16755,Nathan Zeze,2005-06-18,Nathan Zeze,2005-06-18,France,FRA,FC Nantes,FC Nantes,1.0,True
tm_8692,fm_7118,Felix Afena-Gyan,2003-01-19,Felix Afena-Gyan,2003-01-19,Ghana,GHA,US Cremonese,Cremonese,1.0,True
tm_7173,fm_11913,Mark Gillespie,1992-03-27,Mark Gillespie,1992-03-27,England,ENG,Newcastle United,Newcastle,1.0,True
tm_10786,fm_3094,Anton Donkor,1997-11-11,Anton Donkor,1997-11-11,Germany,GER,Eintracht Braunschweig,Braunschweig,1.0,True
tm_9292,fm_14650,Manu Vallejo,1997-02-14,Manu Vallejo,1997-02-14,Spain,ESP,Girona FC,Girona,1.0,True
tm_9398,fm_16345,Nico Ratti,1993-09-18,Nico Ratti,1993-09-18,Argentina,ARG,FC Andorra,F.C. Andorra,1.0,True
tm_1274,fm_1198,Claudio Bravo,1997-03-13,Claudio Bravo,1997-03-13,Argentina,ARG,Portland Timbers,Portland,1.0,True
tm_5315,fm_15328,Tomás Silva,1999-10-15,Tomás Silva,1999-10-15,Portugal,POR,FC Vizela,VIZ,1.0,True
tm_3447,fm_10450,Haroune Camara,1998-01-01,Haroune Camara,1998-01-01,Saudi Arabia,KSA,Al-Ittihad Club,Al-Ittihad,1.0,True
tm_8262,fm_16548,Donatien Gomis,1994-11-07,Donatien Gomis,1994-11-07,Senegal,SEN,EA Guingamp,EA Guingamp,1.0,True
tm_3930,fm_3724,Bjorn Meijer,2003-03-18,Bjorn Meijer,2003-03-18,Netherlands,NED,Club Brugge KV,Club Brugge,1.0,True
tm_1318,fm_11889,Junior Hoilett,1990-06-05,Junior Hoilett,1990-06-05,Canada,CAN,Vancouver Whitecaps FC,Reading,1.0,True
tm_5271,fm_16715,Hélio Varela,2002-05-03,Hélio Varela,2002-05-03,Portugal,POR,Portimonense SC,PTM,1.0,True
tm_10673,fm_3883,Tobias Müller,1994-07-08,Tobias Müller,1994-07-08,Germany,GER,SC Paderborn 07,Paderborn,1.0,True
tm_10349,fm_13511,Ciaran McGuckin,2003-12-30,Ciaran McGuckin,2003-12-30,Northern Ireland,NIR,Rotherham United,Rotherham,1.0,True
