df1,df2,name1,birthdate1,name2,birthdate2,nat1,nat2,club1,club2,score,match
tm_9114,fm_6576,Gabriel Lunetta,10.08.1996,Gabriel Paletta,15.02.1986,Italy,ITA,FC Südtirol,Brianza,0.56,False
tm_6226,fm_2770,Marcus Pedersen,16.07.2000,Mads Pedersen,01.09.1996,Norway,DEN,Feyenoord Rotterdam,FC Augsburg,0.56,False
tm_3249,fm_10622,Rong Chen,26.01.2001,Long Cheng,22.03.1995,China,CHN,Dalian Professional,Zhejiang,0.56,False
tm_1921,fm_4770,Thomas Kok,15.05.1998,Thomas Cox,10.02.2002,Netherlands,NED,Preußen Münster,N.E.C. Nijmegen,0.56,False
tm_8937,fm_8100,Lorenzo Libutti,17.09.1997,Lorenzo Pivetti,03.04.2005,Italy,ITA,AC Reggiana 1919,Sassuolo,0.56,False
tm_3221,fm_10701,Ning Li,20.10.2001,Ning An,08.10.1995,China,CHN,Shenzhen FC,GZ City,0.56,False
tm_2794,fm_5736,Marcel Gaus,02.08.1989,Marcel Zajusch,19.08.2006,Germany,POL,1.FC Saarbrücken,RB Leipzig,0.56,False
tm_10490,fm_5939,Muhammed Damar,09.04.2004,Muhammed Atak,22.01.2004,Germany,GER,TSG 1899 Hoffenheim,FC Ingolstadt 04,0.56,False
tm_2453,fm_10340,Abdulaziz Al-Shahrani,29.10.1994,Abdulaziz Al-Bishi,11.03.1994,Saudi Arabia,KSA,Damac FC,Al-Ittihad,0.56,False
tm_6735,fm_14282,Alberto Marí,11.07.2001,Alberto Moreno,05.07.1992,Spain,ESP,Valencia CF,Villarreal,0.56,False
tm_5292,fm_16445,Gonçalo Franco,17.11.2000,Gonçalo Pinto,30.04.2000,Portugal,POR,Moreirense FC,Chaves,0.56,False
tm_2281,fm_10236,Mohammed Al-Dhulayfi,12.05.2000,Mohammed Al-Kuwaykibi,02.12.1994,Saudi Arabia,KSA,Al-Taawoun FC,Al-Ettifaq,0.56,False
tm_10422,fm_11477,Michael Langer,06.01.1985,Michael Keane,11.01.1993,Austria,ENG,FC Schalke 04,Everton,0.56,False
tm_9083,fm_6354,Mattia Zennaro,03.08.2000,Mattia Destro,20.03.1991,Italy,ITA,Feralpisalò,Empoli,0.56,False
tm_5326,fm_3798,Matías Lacava,24.10.2002,Matías Galarza,04.03.2002,Venezuela,ARG,,KRC Genk,0.56,False
tm_2046,fm_2750,Dennis Chessa,19.10.1992,Dennis Dressel,26.10.1998,Germany,GER,SSV Ulm 1846,Hansa Rostock,0.56,False
tm_8839,fm_1140,Brenno,01.04.1999,Brenner,16.01.2000,Brazil,BRA,,Cincinnati,0.56,False
tm_3177,fm_11199,Xin Luo,07.02.1990,Jin Nuo,02.08.2001,China,CHN,Henan FC,Shandong,0.56,False
tm_6858,fm_7085,Edgar González,01.04.1997,Joan González,01.02.2002,Spain,ESP,UD Almería,Salento,0.56,False
tm_9701,fm_3419,Pedro Mosquera,21.04.1988,Pedro Marques,25.04.1998,Spain,POR,AD Alcorcón,N.E.C. Nijmegen,0.56,False
tm_2044,fm_3358,Nicolas Jann,21.03.1992,Nicolas Madsen,17.03.2000,Germany,DEN,SSV Ulm 1846,Westerlo,0.56,False
tm_3373,fm_9872,Abdulkarim Darisi,18.04.2003,Abdulkadir Taşdan,18.06.2003,Saudi Arabia,TUR,Al-Ahli SFC,Kayserispor,0.561764706,False
tm_4656,fm_1894,Metehan Mert,01.05.1999,Mattias Svanberg,05.01.1999,Turkey,SWE,Konyaspor,VfL Wolfsburg,0.5625,False
tm_5382,fm_14731,Héctor Hernández,14.09.1995,Héctor,14.09.1995,Spain,ESP,GD Chaves,Chaves,0.5625,True
tm_4999,fm_3025,Casper Tengstedt,01.06.2000,Jesper Daland,06.01.2000,Denmark,NOR,SL Benfica,Cercle Brugge,0.5625,False
tm_9542,fm_16860,Miguel Ángel Morro,11.09.2000,Miguel Ángel Ruiz,09.04.2002,Spain,ESP,Rayo Vallecano,Villarreal B,0.565555556,False
tm_5205,fm_1640,Jesús Castillo,11.06.2001,Jesús Castellano,22.03.2004,Peru,VEN,Gil Vicente FC,New York,0.56875,False
tm_9431,fm_18105,Fernando Medrano,26.03.2000,Fernando Moreno,15.10.2004,Spain,ESP,CD Tenerife,Leganés,0.56875,False
tm_5321,fm_3840,Pedro Ortiz,19.08.2000,Pedro Ruiz,30.03.2000,Spain,ESP,,N.E.C. Nijmegen,0.569090909,False
tm_5428,fm_15515,Diogo Paulo,06.07.2001,Diogo Pinto,29.06.1999,Portugal,POR,SC Farense,Casa Pia,0.569090909,False
tm_4095,fm_15422,Noah Sadiki,17.12.2004,Noah Fadiga,03.12.1999,Belgium,SEN,Royale Union Saint-Gilloise,Brest,0.569090909,False
tm_9630,fm_17248,Álvaro Sanz,14.02.2001,Álvaro Díaz,05.02.2005,Spain,ESP,CD Mirandés,Sevilla,0.569090909,False
tm_3517,fm_4543,Silvano Vos,16.03.2005,Delano Vos,15.01.2005,Netherlands,NED,Ajax Amsterdam,FC Utrecht,0.569090909,False
tm_9780,fm_1094,Glen Kamara,28.10.1995,Ola Kamara,15.10.1989,Finland,NOR,Leeds United,D.C. United,0.569090909,False
tm_5394,fm_15865,Tiago Dias,04.05.1998,Tiago Djaló,09.04.2000,Portugal,POR,Casa Pia AC,LOSC,0.569090909,False
tm_1782,fm_2365,Marco Wolf,05.02.2001,Marius Wolf,27.05.1995,Germany,GER,Hallescher FC,Borussia Dortmund,0.569090909,False
tm_9462,fm_14772,Álex Balboa,06.03.2001,Álex Baena,20.07.2001,Equatorial Guinea,ESP,Deportivo Alavés,Villarreal,0.569090909,False
tm_3298,fm_6673,Marko Saric,28.11.1998,Marko Pajac,11.05.1993,Serbia,CRO,Qingdao Hainiu,Genoa,0.569090909,False
tm_5467,fm_18312,Arnau Tenas,30.05.2001,Arnau Sans,05.10.2004,Spain,ESP,Paris Saint-Germain,Espanyol,0.569090909,False
tm_4795,fm_12195,Ryan Mendes,08.01.1990,Ryan Hedges,08.07.1995,Cape Verde,WAL,Fatih Karagümrük,Blackburn,0.569090909,False
tm_3699,fm_11099,Camiel Neghli,06.11.2001,Chen Wenlei,06.11.2001,Algeria,CHN,Sparta Rotterdam,CZ Mighty Lions,0.569230769,False
tm_1540,fm_6966,Luka Gavran,09.05.2000,Liam Kerrigan,09.05.2000,Canada,IRL,Toronto FC,Como,0.569230769,False
tm_2891,fm_10260,Zhipeng Jiang,06.03.1989,Jiang Zhipeng,06.03.1989,China,CHN,Wuhan Three Towns,Shenzhen,0.569230769,False
tm_9304,fm_15982,Lucas Ahijado,30.01.1995,Lucas,30.01.1995,Spain,ESP,Real Oviedo,Oviedo,0.569230769,True
tm_3199,fm_10491,Zichang Huang,04.04.1997,Huang Zichang,04.04.1997,China,CHN,Henan FC,Henan,0.569230769,True
tm_9332,fm_7289,Enol Coto,23.03.2001,Edoardo Corvi,23.03.2001,Spain,ITA,Sporting Gijón,Parma,0.569230769,False
tm_1164,fm_14709,Ian Harkes,30.03.1995,Ivo Rodrigues,30.03.1995,United States,POR,New England Revolution,Famalicão,0.569230769,False
tm_1518,fm_16029,Jonathan Dean,15.05.1997,Javi Díaz,15.05.1997,United States,ESP,Chicago Fire FC,Tenerife,0.569230769,False
tm_2901,fm_11263,Xiaobin Zhang,23.10.1993,Fabinho,23.10.1993,China,BRA,Wuhan Three Towns,Liverpool,0.569230769,False
tm_6770,fm_15958,Kevin Vázquez,23.03.1993,Kevin,23.03.1993,Spain,ESP,Celta de Vigo,Vigo,0.569230769,True
tm_3083,fm_10881,Bingliang Yan,03.04.2000,Yan Bingliang,03.04.2000,China,CHN,Tianjin Jinmen Tiger,Tianjin,0.569230769,True
tm_3147,fm_11122,Liangkuan Jin,28.01.2002,Jin Liangkuan,28.01.2002,China,CHN,Meizhou Hakka,GZ City,0.569230769,True
tm_2026,fm_17705,Simon Dorfner,22.09.2004,Hugo Barbier,22.09.2004,Germany,FRA,SpVgg Unterhaching,RC Lens,0.569230769,False
tm_5224,fm_3478,Alan Gobetti,12.02.2001,Iman Griffith,02.12.2001,Brazil,NED,GD Estoril Praia,AZ,0.569230769,False
tm_10090,fm_11883,Ryan Mmaee,01.11.1997,Ryan Yates,21.11.1997,Morocco,ENG,Stoke City,Nottm Forest,0.57,False
tm_9020,fm_7646,Andrea Ghion,23.02.2000,Andrea Bozzolan,23.02.2004,Italy,ITA,US Sassuolo,Milan,0.57,False
tm_10277,fm_3100,Dominic Iorfa,24.06.1995,Dominic Baumann,24.04.1995,England,GER,Sheffield Wednesday,FSV Zwickau,0.57,False
tm_3836,fm_11477,Michael Brouwer,21.01.1993,Michael Keane,11.01.1993,Netherlands,ENG,Heracles Almelo,Everton,0.57,False
tm_6255,fm_16910,Antonio Tikvic,21.04.2004,António Ribeiro,21.03.2004,Croatia,POR,Udinese Calcio,FC Porto,0.57,False
tm_3063,fm_10901,Shuaihang Feng,21.01.2001,Chen-Zheng Feng,26.01.2001,China,CHN,Changchun Yatai,Guangzhou,0.57,False
tm_2402,fm_10359,Abdullah Al-Mogren,16.11.1996,Abdullah Al-Khaibari,16.08.1996,Saudi Arabia,KSA,Al-Fateh SC,Al-Nassr (KSA),0.57,False
tm_9354,fm_17478,Álex Valle,25.04.2004,Alex Varó,04.03.2004,Spain,ESP,FC Barcelona,Almería,0.57,False
tm_2575,fm_10376,Ammar Al-Najjar,27.02.1997,Sami Al-Najai,07.02.1997,Saudi Arabia,KSA,Al-Hazem SC,Al-Nassr (KSA),0.57,False
tm_3045,fm_11553,Manuel Palacios,13.02.1993,Manuel Lanzini,15.02.1993,Colombia,ARG,Chengdu Rongcheng,West Ham,0.57,False
tm_5847,fm_16171,Gabriel Suazo,09.08.1997,Gabriel Fuentes,09.02.1997,Chile,COL,FC Toulouse,Zaragoza,0.57,False
tm_3375,fm_10390,Ali Al-Asmari,12.01.1997,Khaled Al-Sumairi,01.01.1997,Saudi Arabia,KSA,Al-Ahli SFC,Al-Khaleej (KSA),0.570588235,False
tm_2498,fm_9359,Solomon Kvirkvelia,06.02.1992,Sérgio Oliveira,02.06.1992,Georgia,POR,Al-Okhdood Club,Galatasaray,0.572222222,False
tm_2713,fm_15307,Alexander Lungwitz,04.08.2000,Alejandro Marqués,04.08.2000,Germany,ESP,SC Freiburg II,Estoril Praia,0.572222222,False
tm_9259,fm_17936,Lucas Rosa,03.04.2000,Lucas Sousa,21.01.2002,Brazil,POR,Real Valladolid CF,BRG,0.572727273,False
tm_9251,fm_14513,John Victor,13.02.1996,João Victor,17.07.1998,Brazil,BRA,,Benfica,0.572727273,False
tm_9783,fm_11780,Lewis Bate,28.10.2002,Lewis Baker,25.04.1995,England,ENG,Leeds United,Stoke,0.572727273,False
tm_2516,fm_10345,Saleh Al-Harthi,10.08.1995,Saleh Al-Amri,14.10.1993,Saudi Arabia,KSA,Al-Okhdood Club,Abha,0.573333333,False
tm_9111,fm_7510,Lorenzo Lonardi,10.02.1999,Lorenzo Romani,28.02.2005,Italy,ITA,FC Südtirol,Fiorentina,0.573333333,False
tm_4265,fm_7377,Lorenzo Youndje,12.04.2005,Lorenzo Conte,17.05.2005,Belgium,ITA,KAS Eupen,Sampdoria,0.573333333,False
tm_1653,fm_1188,Jonathan Sirois,27.06.2001,Jonathan Lewis,04.06.1997,Canada,USA,CF Montréal,Colorado,0.573333333,False
tm_2027,fm_9439,Christian Ortag,14.01.1995,Christian Atsu,10.01.1992,Germany,GHA,SSV Ulm 1846,Hatayspor,0.573333333,False
tm_9000,fm_1965,Federico Zuccon,01.04.2003,Federico Ricca,01.12.1994,Italy,URU,Atalanta BC,OHL,0.573333333,False
tm_8189,fm_4531,Abdoulaye Bamba,25.04.1990,Abdoulaye Sylla,10.04.2000,Cote d'Ivoire,GUI,Angers SCO,Seraing FC,0.573333333,False
tm_8523,fm_16162,Antoine Larose,28.01.1993,Antoine Batisse,13.01.1995,France,FRA,FC Annecy,Pau FC,0.573333333,False
tm_10574,fm_3734,Lukas Schleimer,09.12.1999,Lukas Sedlak,09.09.1999,Germany,GER,1.FC Nuremberg,Erzgebirge Aue,0.573333333,False
tm_8905,fm_7726,Cristian Cauz,15.08.1996,Cristian Padula,12.08.2004,Italy,ITA,Modena FC,Capitoline,0.573333333,False
tm_1169,fm_16159,Tomás Chancalay,01.01.1999,Tomás Alarcón,19.01.1999,Argentina,CHI,,Cádiz,0.573333333,False
tm_5376,fm_16793,Rodrigo Melro,14.03.2004,Rodrigo Mendoza,15.03.2005,Portugal,ESP,GD Chaves,Elche,0.573333333,False
tm_6826,fm_11885,Mason Greenwood,01.10.2001,Sam Greenwood,26.01.2002,England,ENG,Manchester United,Leeds,0.573333333,False
tm_9227,fm_15389,Yoel Rodríguez,28.08.1988,Dani Rodríguez,06.06.1988,Spain,ESP,SD Eibar,Mallorca,0.575,False
tm_2730,fm_6470,Alessio Besio,18.03.2004,Alessio Zerbin,03.03.1999,Switzerland,ITA,SC Freiburg II,Parthenope,0.575,False
tm_3762,fm_1417,Christopher Mamengi,03.04.2001,Christopher McVey,12.04.1997,Netherlands,SWE,Almere City FC,Inter Miami,0.575789474,False
tm_2349,fm_10194,Mohammed Al-Oufi,08.08.2002,Mohammed Al-Owais,10.10.1991,Saudi Arabia,KSA,Abha Club,Al-Hilal (KSA),0.576470588,False
tm_3057,fm_10300,Mincheng Yuan,08.08.1995,Ming Tian,08.04.1995,China,CHN,Changchun Yatai,Wuhan Changjiang,0.576923077,False
tm_2407,fm_10272,Abdulrahman Al-Shammari,,Abdulrahman Al-Ghamdi,01.11.1994,Saudi Arabia,KSA,Al-Riyadh SC,Al-Raed,0.57826087,False
tm_2245,fm_3821,Nasser Al-Bishi,03.06.2002,Ameen Al-Dakhil,06.03.2002,Saudi Arabia,BEL,Al-Shabab FC,STVV,0.58,False
tm_3107,fm_10693,Yuanjie Su,14.04.1995,Su Yuanjie,14.04.1995,China,CHN,Tianjin Jinmen Tiger,Tianjin,0.58,True
tm_3208,fm_17446,Yifan Ge,11.05.2005,Allan Eser,11.05.2005,China,FRA,Shenzhen FC,AS Monaco,0.58,False
tm_3152,fm_10583,Junfeng Li,08.08.1997,Li Junfeng,08.08.1997,China,CHN,Meizhou Hakka,Meizhou,0.58,True
tm_2867,fm_11018,Longhai He,08.10.2001,He Longhai,08.10.2001,China,CHN,Shanghai Shenhua,SH Shenhua,0.58,True
tm_9707,fm_15949,Jacobo González,25.03.1997,Jacobo,25.03.1997,Spain,ESP,AD Alcorcón,F.C. Andorra,0.58,True
tm_5288,fm_6594,Dinis Pinto,24.08.2000,Emanuel Vignato,24.08.2000,Portugal,ITA,Moreirense FC,Bologna,0.58,False
tm_3542,fm_9096,Lewis Schouten,04.02.2004,Paolo Schettini,02.04.2004,Netherlands,ITA,AZ Alkmaar,Ternana,0.58,False
tm_2992,fm_10306,Tixiang Li,01.09.1989,Li Tixiang,01.09.1989,China,CHN,Zhejiang FC,GZ City,0.58,True
tm_5065,fm_2253,Joe Mendes,31.12.2002,Joe Scally,31.12.2002,Sweden,USA,SC Braga,Borussia M'gladbach,0.58,False
tm_3084,fm_10691,Yuefeng Li,30.09.2002,Li Yuefeng,30.09.2002,China,CHN,Tianjin Jinmen Tiger,Tianjin,0.58,True
tm_6911,fm_16186,Momo Mbaye,28.06.1998,Momo,28.06.1998,Senegal,SEN,Cádiz CF,Cádiz,0.58,True
tm_2860,fm_10666,Yougang Xu,09.02.1996,Xu Yougang,09.02.1996,China,CHN,Shanghai Shenhua,SH Shenhua,0.58,True
tm_2971,fm_10344,Yuan Zhang,28.01.1997,Huang Zhengyu,24.01.1997,China,CHN,Beijing Guoan,GZ City,0.580769231,False
tm_5411,fm_15174,Ricardo Velho,20.08.1998,Ricardinho,06.08.1998,Portugal,POR,SC Farense,Santa Clara,0.580769231,False
tm_9603,fm_15850,Sergio Ortuño,02.03.1999,Sergio Lozano,24.03.1999,Spain,ESP,CD Eldense,Villarreal B,0.580769231,False
tm_4739,fm_6359,Tarik Cetin,08.01.1997,Mert Çetin,01.01.1997,Turkey,TUR,Caykur Rizespor,Salento,0.581818182,False
tm_5957,fm_1550,Natan,06.02.2001,Nathan,13.05.1995,Brazil,BRA,SSC Napoli,San Jose,0.583333333,False
tm_10581,fm_1780,Timon Weiner,18.01.1999,Timo Werner,06.03.1996,Germany,GER,Holstein Kiel,RB Leipzig,0.583333333,False
tm_8903,fm_9012,Alessandro Pio Riccio,06.02.2002,Alessandro Gobbo,06.02.2004,Italy,ITA,,SPAL,0.583333333,False
tm_3358,fm_10384,Mohammed Al-Rubaie,14.08.1997,Mohammed Al-Fuhaid,09.01.1990,Saudi Arabia,KSA,Al-Hilal SFC,Al-Fateh,0.583333333,False
tm_9676,fm_6546,Luca Ferrone,07.06.1993,Luca Marrone,28.03.1990,Italy,ITA,Racing Ferrol,Brianza,0.583333333,False
tm_2941,fm_9360,Fernandinho,16.03.1993,Fernando,03.03.1992,Brazil,BRA,Shandong Taishan,Antalyaspor,0.584090909,False
tm_5302,fm_15159,André Luis,09.03.1994,André Bukia,03.03.1995,Brazil,COD,Moreirense FC,Arouca,0.584090909,False
tm_2056,fm_17204,Tomás Avilés,03.02.2004,Tomás Inglés,07.04.2004,Argentina,ESP,Inter Miami CF,Málaga,0.585,False
tm_2576,fm_10375,Mohamed Al-Thani,10.02.1997,Mohammed Al-Khabrani,14.10.1993,Saudi Arabia,KSA,Al-Hazem SC,Al-Khaleej (KSA),0.585,False
tm_2618,fm_10420,Rayan Al-Dossary,01.07.2004,Rayan Al-Mousa,24.07.1994,Saudi Arabia,KSA,Al-Khaleej FC,Damac,0.585,False
tm_9011,fm_8133,Andrea Fulignati,31.10.1994,Andrea Pulina,11.10.2004,Italy,ITA,US Catanzaro,Cagliari,0.585,False
tm_10099,fm_11911,Bobby Thomas,30.01.2001,Sorba Thomas,25.01.1999,England,WAL,Coventry City,Huddersfield,0.585,False
tm_2954,fm_10310,Yang Bai,06.03.1998,Yang Fan,28.03.1996,China,CHN,Beijing Guoan,Tianjin,0.585,False
tm_5929,fm_1764,Sadibou Sané,10.06.2004,Sadio Mané,10.04.1992,Senegal,SEN,FC Metz,FC Bayern,0.585,False
tm_8317,fm_2381,Taylor Moore,12.05.1997,Taylor Booth,31.05.2001,England,USA,Valenciennes FC,FC Utrecht,0.585,False
tm_4126,fm_4996,Thomas Lutte,09.07.2004,Thomas Puype,18.01.2004,Belgium,BEL,RSC Charleroi,Oostende,0.585,False
tm_8329,fm_17855,David Kruse,15.05.2002,David Brosed,05.11.2005,Denmark,ESP,Valenciennes FC,Huesca,0.585,False
tm_3094,fm_6372,Petar Vitanov,10.03.1995,Petar Stojanović,07.10.1995,Bulgaria,SVN,Tianjin Jinmen Tiger,Empoli,0.5875,False
tm_8320,fm_4983,Lucas Woudenberg,25.04.1994,Luca Foubert,25.04.2004,Netherlands,BEL,Valenciennes FC,KV Kortrijk,0.5875,False
tm_3236,fm_10530,Yan Wu,07.01.1989,Yang Yun,18.07.1989,China,CHN,Dalian Professional,DL Pro,0.5875,False
tm_8845,fm_6626,Emmanuele Matino,07.10.1998,Emanuele Valeri,07.12.1998,Italy,ITA,SSC Bari,Cremonese,0.5875,False
tm_5046,fm_14387,Trincão,29.12.1999,Francisco Trincão,29.12.1999,Portugal,POR,Sporting CP,Sporting CP,0.588235294,True
tm_2470,fm_3965,Abdulkarim Sultan,24.06.2000,Abdelkahar Kadri,24.06.2000,Saudi Arabia,ALG,Al-Tai FC,KV Kortrijk,0.588235294,False
tm_9448,fm_7085,Ethyan González,06.06.2002,Joan González,01.02.2002,Spain,ESP,CD Tenerife,Salento,0.588333333,False
tm_2530,fm_10452,Mohammed Al-Dawsari,08.07.1999,Mohammed Al-Saiari,02.05.1993,Saudi Arabia,KSA,Al-Raed SFC,Al-Ittihad,0.589473684,False
tm_2055,fm_10902,Cole Jensen,22.01.2001,Zhou Wenfeng,22.01.2001,United States,CHN,Inter Miami CF,Beijing,0.591666667,False
tm_9309,fm_16149,Jimmy Suárez,31.12.1996,Jimmy,31.12.1996,Spain,ESP,Real Oviedo,Oviedo,0.591666667,True
tm_1503,fm_1481,Elias Manoel,30.11.2001,Elias,30.11.2001,Brazil,BRA,New York Red Bulls,New York,0.591666667,True
tm_5007,fm_14537,Zaidu,13.06.1997,Zaidu Sanusi,13.06.1997,Nigeria,NGA,FC Porto,FC Porto,0.591666667,True
tm_8594,fm_16939,Gabriel Barès,29.08.2000,Gabriel Brás,25.03.2004,Switzerland,POR,Montpellier HSC,FC Porto,0.592307692,False
tm_4032,fm_14224,Luis Vázquez,24.04.2001,Lucas Vázquez,01.07.1991,Argentina,ESP,RSC Anderlecht,R. Madrid,0.592307692,False
tm_9068,fm_8783,Luca Ferretti,23.12.2003,Luca Negretti,01.02.2004,Italy,ITA,Feralpisalò,Brescia,0.592307692,False
tm_1252,fm_6273,Mohamed Farsi,16.12.1999,Mohamed Fares,15.02.1996,Canada,ALG,Columbus Crew,Lazio,0.592307692,False
tm_7535,fm_2770,Mads Andersen,27.12.1997,Mads Pedersen,01.09.1996,Denmark,DEN,Luton Town,FC Augsburg,0.592307692,False
tm_5140,fm_11947,Chidozie Awaziem,01.01.1997,Chiedozie Ogbene,01.05.1997,Nigeria,IRL,Boavista FC,Rotherham,0.59375,False
tm_2339,fm_10359,Abdullah Al-Shammari,24.11.1991,Abdullah Al-Khaibari,16.08.1996,Saudi Arabia,KSA,Abha Club,Al-Nassr (KSA),0.595,False
tm_2340,fm_10374,Abdulrahman Al-Bouq,09.09.1999,Abdulrahman Al-Aboud,01.06.1995,Saudi Arabia,KSA,Abha Club,Al-Ittihad,0.595,False
tm_2623,fm_10375,Mohammed Al-Khaibari,18.04.2002,Mohammed Al-Khabrani,14.10.1993,Saudi Arabia,KSA,Al-Khaleej FC,Al-Khaleej (KSA),0.595,False
tm_1251,fm_12470,Will Sands,06.07.2000,Will Dennis,10.07.2000,United States,ENG,Columbus Crew,Bournemouth,0.595454545,False
tm_1799,fm_1826,Konrad Faber,04.11.1997,Konrad Laimer,27.05.1997,Germany,AUT,SSV Jahn Regensburg,RB Leipzig,0.598461538,False
tm_9416,fm_15871,Álvaro Martín,15.01.2001,Álvaro Ratón,29.01.1993,Spain,ESP,FC Andorra,Zaragoza,0.598461538,False
tm_9367,fm_15129,Andrés García,07.02.2003,Andrés Martín,11.07.1999,Spain,ESP,Levante UD,Vallecano,0.598461538,False
tm_5253,fm_15444,Gabriel Souza,03.08.2004,Gabriel Silva,22.03.2002,Brazil,BRA,,Santa Clara,0.598461538,False
tm_9538,fm_15129,Ander Martín,16.11.2000,Andrés Martín,11.07.1999,Spain,ESP,Burgos CF,Vallecano,0.598461538,False
tm_2512,fm_15583,Mohamed Nayef,29.11.1998,Mohamed Bayo,04.06.1998,Saudi Arabia,GUI,Al-Okhdood Club,LOSC,0.598461538,False
tm_2052,fm_3883,Tobias Rühle,07.02.1991,Tobias Müller,08.07.1994,Germany,GER,SSV Ulm 1846,Paderborn,0.598461538,False
tm_9206,fm_13288,John Donald,25.09.2000,Josh Donaldson,25.09.2005,Spain,ENG,Elche CF,Newcastle,0.6,False
tm_9692,fm_12762,Chema Rodríguez,03.03.1992,Jeremi Rodríguez,03.09.2003,Spain,ESP,SD Eibar,Southampton,0.6,False
tm_10779,fm_6905,Tino Casali,14.11.1995,Tiago Casasola,11.08.1995,Austria,ARG,Eintracht Braunschweig,Perugia,0.6,False
tm_1144,fm_15226,Ramiro Enrique,04.05.2001,Ramón Enríquez,19.04.2001,Argentina,ESP,Orlando City SC,Málaga,0.6,False
tm_2302,fm_10050,Mateus,11.09.1994,Matheus,15.01.1983,Brazil,BRA,Al-Taawoun FC,Zhejiang,0.6,False
tm_9376,fm_15111,Josema,06.06.1996,Josema Sánchez,06.06.1996,Spain,ESP,CD Leganés,Leganés,0.6,True
tm_9573,fm_15107,Germán Sánchez,12.12.1986,Germán,12.12.1986,Spain,ESP,Racing Santander,R. Santander,0.6,True
tm_3252,fm_10229,Yu Wang,28.04.2002,Yu Yang,06.08.1988,China,CHN,Dalian Professional,Beijing,0.6,False
tm_9482,fm_16936,Carlos Sánchez,19.04.2001,Marcos Sánchez,26.10.2003,Spain,ESP,,Villarreal,0.6,False
tm_5661,fm_15319,Henrique Silva,25.04.1994,Brice Samba,25.04.1994,Brazil,FRA,Olympique Lyon,RC Lens,0.6,False
tm_2254,fm_10455,Abdullah Matuq,02.04.2003,Abdullah Madu,15.07.1993,Saudi Arabia,KSA,Al-Shabab FC,Al-Nassr (KSA),0.6,False
tm_9075,fm_8361,Mattia Tonetto,26.03.2001,Mattia Bonetti,09.09.2005,Italy,ITA,Feralpisalò,Bologna,0.6,False
tm_1743,fm_7205,Kilian Ludewig,05.03.2000,Kalifa Kujabi,05.03.2000,Germany,GAM,,Frosinone,0.6,False
tm_2995,fm_10600,Dongsheng Wang,12.05.1997,Wang Dongsheng,12.05.1997,China,CHN,Zhejiang FC,Zhejiang,0.6,True
