df1,df2,name1,birthdate1,name2,birthdate2,nat1,nat2,club1,club2,score,match
fm_5344,eafc_10562,Dries Martens,2005-08-08,Cris Montes,1997-08-10,NED,Spain,Go Ahead Eagles,Eldense,0.5240384615384616,
fm_15998,eafc_2782,Bruno Almeida,1996-09-09,Bruno Brígido,1991-03-09,POR,Brazil,Santa Clara,Estrela Amadora,0.5240384615384616,
fm_10994,eafc_11654,Han Yalin,2004-03-12,Yang Yilin,1999-02-23,CHN,China PR,Beijing,Meizhou Hakka,0.5249999999999999,
fm_16111,eafc_7898,Rui Gomes,1997-09-04,Toti Gomes,1999-01-16,POR,Portugal,PTM,Wolverhampton Wanderers,0.5249999999999999,
fm_11484,eafc_6297,Carlos Vinícius,1995-03-25,Vinícius,1995-03-22,BRA,Brazil,Fulham,Fulham,0.525,
fm_3267,eafc_7129,Patrick Möschl,1993-03-06,Patrick William,1997-06-03,AUT,Brazil,VfB Oldenburg,Rio Ave,0.525,
fm_10985,eafc_11461,Lyu Shihao,2002-07-16,Piao Shihao,1991-07-09,CHN,China PR,Guangzhou,Cangzhou Mighty Lions,0.5272727272727273,
fm_11845,eafc_2903,Nick Powell,1994-03-23,A. Powell,1994-07-18,ENG,Jamaica,Stoke,Cincinnati,0.5272727272727273,
fm_10972,eafc_11274,Jiang Weiyi,2004-01-19,Jiang Ning,1986-09-01,CHN,China PR,Beijing,Qingdao Hainiu,0.5272727272727273,
fm_2429,eafc_9141,Janni Serra,1998-04-13,Javi Guerra,2003-05-13,GER,Spain,Arminia Bielefeld,Valencia,0.5272727272727273,
fm_10883,eafc_11409,Wang Junbo,2002-05-21,Wang Jianan,1993-05-31,CHN,China PR,CZ Mighty Lions,Tianjin Jinmen Tiger,0.5272727272727273,
fm_16455,eafc_1001,Cristian Canales,2004-03-03,Cristiano Ronaldo,1985-02-05,ESP,Portugal,Real San Sebastián,Al Nassr,0.5294117647058822,
fm_8623,eafc_7022,Francesco Moratti,2006-02-07,Francisco Moura,1999-08-16,ITA,Portugal,SPAL,Famalicão,0.5294117647058822,
fm_14106,eafc_3417,Narel Phillips,2004-10-02,K. Phillips,1995-12-02,ENG,England,West Brom,Manchester City,0.5321428571428571,
fm_7113,eafc_2302,Andrea Errico,1999-01-01,Andreas Pereira,1996-01-01,ITA,Brazil,Frosinone,Fulham,0.5333333333333333,
fm_14775,eafc_5333,Rodrigo Conceição,2000-01-02,Rodrigo Becão,1996-01-19,POR,Brazil,FC Porto,Fenerbahçe,0.5352941176470588,
fm_12503,eafc_9688,Yago Santiago,2003-04-15,Yellu Santiago,2004-05-25,ESP,Spain,Tottenham,Valencia,0.5357142857142857,
fm_7442,eafc_2124,Umberto Morleo,2005-01-20,Alberto Moreno,1992-07-05,ITA,Spain,Juventus,Villarreal,0.5357142857142857,
fm_5720,eafc_7182,Olaf Kozłowski,2005-06-06,K. Kozłowski,2003-10-16,POL,Poland,Union SG,Vitesse,0.5357142857142857,
fm_14905,eafc_3075,Joseba Zaldua,1992-06-24,Zaldúa,1992-06-24,ESP,Spain,Cádiz,Cádiz,0.5384615384615384,
fm_12295,eafc_6797,Luke Matheson,2002-10-03,I. Maatsen,2002-03-10,ENG,Netherlands,Wolves,Chelsea,0.5384615384615384,
fm_4429,eafc_10959,Enes Yılmaz,2005-01-08,A. Yılmaz,2004-01-01,GER,Turkey,Bayer 04,Trabzonspor,0.5397727272727273,
fm_7149,eafc_9789,Samuele Righetti,2001-10-10,Samuel Lobato,2001-10-19,ITA,Portugal,Perugia,Famalicão,0.5416666666666666,
fm_10957,eafc_11349,Zou Yafei,2001-02-03,Wu Yake,1991-02-03,CHN,China PR,DL Pro,Changchun Yatai,0.5416666666666667,
fm_10468,eafc_5885,Abdullah Al-Hamdan,1999-09-12,A. Al Hamdan,1999-09-13,KSA,Saudi Arabia,Al-Hilal (KSA),Al Hilal,0.5416666666666667,
fm_16337,eafc_11062,André Mesquita,1997-10-10,André Seruca,2000-10-20,POR,Portugal,Santa Clara,Farense,0.5446428571428571,
fm_7822,eafc_3091,Diego Russo,2005-04-20,Diego Rico,1993-02-23,ITA,Spain,Udinese,Getafe,0.5454545454545454,
fm_13998,eafc_1645,Sam Bentley,2005-03-24,D. Bentley,1993-07-13,ENG,England,Luton,Wolverhampton Wanderers,0.5454545454545454,
fm_16840,eafc_8685,Pablo Lomas,2005-04-14,Pablo Tomeo,2000-01-23,ESP,Spain,R. Santander,Mirandés,0.5454545454545454,
fm_16564,eafc_5802,Rafael Luís,2005-02-18,Rafael Leão,1999-06-10,POR,Portugal,Benfica,Milan,0.5454545454545454,
fm_14741,eafc_2999,Pedro Bigas,1990-05-15,Pedro Tiba,1988-08-31,ESP,Portugal,Elche,Gil Vicente,0.5454545454545454,
fm_1099,eafc_7320,Leonardo Campana,2000-07-24,L. Campana,2000-06-24,ECU,Ecuador,Inter Miami,Inter Miami,0.546875,
fm_12242,eafc_6833,Karl Jakob Hein,2002-04-13,K. Hein,2002-04-13,EST,Estonia,Arsenal,Arsenal,0.55,
fm_14624,eafc_5593,Fernando Calero,1995-09-14,Calero,1995-09-14,ESP,Spain,Espanyol,Espanyol,0.55,
fm_16510,eafc_9626,Diyaeddine Abzi,1998-11-23,D. Abzi,1998-11-23,CAN,Canada,Pau FC,Leganés,0.55,
fm_12630,eafc_8198,Kyron Gordon,2002-05-24,K. Gordon,2004-10-05,ENG,England,Sheff Utd,Liverpool,0.55,
fm_5548,eafc_5209,Mico Schmidt,2005-02-16,D. Schmidt,1992-02-03,GER,Japan,Hannover,Sint-Truiden,0.55,
fm_12840,eafc_8977,Vonnte Williams,2005-07-02,Loïc Williams,2002-01-07,ENG,Spain,Crystal Palace,Tenerife,0.55,
fm_10842,eafc_11386,Zhang Jingxiang,2001-03-18,Wang Jinxian,1996-01-12,CHN,China PR,CZ Mighty Lions,Changchun Yatai,0.55,
fm_4402,eafc_7343,Miguel Lemke,2004-02-09,Migue Leal,1997-02-01,GER,Spain,Hansa Rostock,FC Andorra,0.55,
fm_16470,eafc_2120,Álvaro Ginés,2005-03-15,Álvaro Lemos,1993-03-30,ESP,Spain,R. Madrid,Las Palmas,0.55,
fm_1290,eafc_6720,Hassani Dotson,1997-08-16,H. Dotson,1997-08-06,USA,United States,Minnesota,Minnesota United,0.5535714285714286,
fm_15789,eafc_10914,Adrián Diéguez,1996-02-04,Adrián Liso,2005-04-02,ESP,Spain,Ponferrada,Real Zaragoza,0.5535714285714286,
fm_16458,eafc_9692,Abraham Del Moral,2001-07-05,Abraham,2001-07-05,ESP,Spain,Villarreal B,Villarreal II,0.5588235294117647,
fm_10845,eafc_11625,Chen Jinyu,2003-03-26,Chen Xiangyu,2002-02-17,CHN,China PR,Guangzhou,Shenzhen,0.5625,
fm_16701,eafc_9365,César Fernández,2004-09-28,Álvaro Fernández,2003-03-23,ESP,Spain,Vigo,Granada,0.5625,
fm_12852,eafc_3146,David Aziaya,2004-08-03,David Raya,1995-09-15,ENG,Spain,Norwich,Arsenal,0.5625,
fm_14061,eafc_11128,George Grant,2006-01-01,Jorge Benito,2006-01-01,ENG,Spain,Middlesbrough,Getafe,0.5625,
fm_5373,eafc_6984,Samuel Dikoš,2006-03-13,Samuel Lino,1999-12-23,SVK,Brazil,FC Groningen,Atlético Madrid,0.5625,
fm_16518,eafc_4531,Mateusão,2002-05-02,Mateus,1994-09-11,BRA,Brazil,PTM,Al Taawon,0.5625,
fm_12831,eafc_7203,Vaughn Covil,2003-07-27,V. Covil,2003-07-26,USA,United States,Hull,Hull City,0.5625,
fm_7334,eafc_6984,Samuel Iling,2003-10-04,Samuel Lino,1999-12-23,ENG,Brazil,Juventus,Atlético Madrid,0.5625,
fm_10801,eafc_11684,Zhao Jihan,2001-10-16,Zhao Jia'nan,2004-08-11,CHN,China PR,Henan,Dalian Professional,0.5625,
fm_18294,eafc_11128,Jorge Oreiro,2006-05-19,Jorge Benito,2006-01-01,ESP,Spain,R. Madrid,Getafe,0.5625,
fm_16669,eafc_3277,Xavi Pleguezuelo,2003-01-14,Pleguezuelo,1997-01-26,ESP,Spain,Real Hispalis,Plymouth Argyle,0.565625,
fm_17174,eafc_4722,Dinis Rodrigues,2005-01-12,Thiago Rodrigues,1996-06-12,POR,Brazil,FC Porto,Arouca,0.565625,
fm_1937,eafc_4771,Konstantinos Laifis,1993-05-19,K. Laifis,1993-05-19,CYP,Cyprus,Standard,Standard Liège,0.5657894736842105,
fm_3641,eafc_8018,Ole ter Haar Romeny,2000-06-20,O. Romeny,2000-06-20,NED,Netherlands,FC Emmen,FC Utrecht,0.5657894736842105,
fm_7306,eafc_9946,Alessandro Fontanarosa,2003-02-07,A. Fontanarosa,2003-01-07,ITA,Italy,Inter,Cosenza,0.5681818181818181,
fm_10785,eafc_11625,Shen Xiangtao,1999-02-27,Chen Xiangyu,2002-02-17,CHN,China PR,Henan,Shenzhen,0.5692307692307692,
fm_17959,eafc_1194,Naké Youssouf,2006-03-04,M. Youssouf,1988-03-26,FRA,Comoros,OGC Nice,Ajaccio,0.5692307692307692,
fm_15835,eafc_3845,Kenji-Van Boto,1996-03-07,K. Boto,1996-03-07,FRA,Madagascar,AJ Auxerre,Pau,0.5714285714285714,
fm_15338,eafc_1401,Alfredo Ortuño,1991-01-21,Ortuño,1991-01-21,ESP,Spain,Cartagena,FC Cartagena,0.5714285714285714,
fm_16389,eafc_3698,Sebastian Ring,1995-04-18,S. Ring,1995-04-18,SWE,Sweden,Amiens SC,Amiens SC,0.5714285714285714,
fm_11224,eafc_11610,Sun Zixuan,2000-04-22,Sun Qinhan,2000-03-21,CHN,China PR,Tianjin,Cangzhou Mighty Lions,0.575,
fm_9570,eafc_2144,Stefano Denswil,1994-05-07,S. Denswil,1993-05-07,NED,Suriname,Trabzonspor,Trabzonspor,0.575,
fm_13034,eafc_4019,Jack Thompson,2005-05-05,J. Thompson,1997-01-03,ENG,Northern Ireland,Nottm Forest,Stoke City,0.5769230769230769,
fm_10750,eafc_11329,Yang Jingfan,1999-09-29,Yang Mingyang,1995-07-11,CHN,Switzerland,Changchun,Nantong Zhiyun,0.5769230769230769,
fm_17598,eafc_4042,Enzo Cantero,2005-05-15,Enzo Marteiro,1992-02-29,FRA,Brazil,Clermont,Flamengo,0.5769230769230769,
fm_10545,eafc_11699,Zhong Haoran,1994-07-15,Zheng Haoqian,1998-11-16,CHN,China PR,Zhejiang,Nantong Zhiyun,0.5769230769230769,
fm_11228,eafc_11434,Zhang Wenxuan,2004-08-23,Zhang Wentao,1993-04-14,CHN,China PR,Guangzhou,Wuhan Three Towns,0.5769230769230769,
fm_7423,eafc_10051,Benjamin Tahirovic,2003-03-03,B. Tahirović,2003-03-09,SWE,Bosnia and Herzegovina,Capitoline,Ajax,0.5833333333333334,
fm_10896,eafc_11659,Xie Jie,2001-02-01,Yin Jie,2001-09-25,CHN,China PR,HeB FC,Zhejiang,0.5857142857142857,
fm_2730,eafc_4806,Gaetan Coucke,1998-11-03,G. Coucke,1998-12-03,BEL,Belgium,KV Mechelen,Mechelen,0.5865384615384616,
fm_14651,eafc_1740,David Timor,1989-10-17,Timor,1989-10-17,ESP,Spain,Huesca,Eldense,0.5909090909090909,
fm_10925,eafc_11713,Ma Junjie,2004-12-10,Yuan Junjie,2005-10-03,CHN,China PR,Changchun,Shenzhen,0.5954545454545455,
fm_6896,eafc_9346,Giovanni Zaro,1994-05-12,G. Zaro,1994-05-12,ITA,Italy,Südtirol,Modena,0.5961538461538461,
fm_6412,eafc_3595,George Puşcaş,1996-04-08,G. Pușcaș,1996-04-08,ROU,Romania,Genoa,Genoa,0.5961538461538461,
fm_14212,eafc_3410,Sergio Canales,1991-02-16,Sergi Canós,1997-02-02,ESP,Spain,Real Hispalis,Valencia,0.5982142857142857,
fm_9873,eafc_9389,Hayrullah Erkip,2003-06-20,H. Erkip,2003-06-20,TUR,Turkey,Kayserispor,Kayserispor,0.6,
fm_17602,eafc_2584,Álex Muñiz,2004-11-15,Alex Muñoz,1994-07-30,ESP,Spain,Oviedo,Levante,0.6000000000000001,
fm_10660,eafc_11529,Li Shuaihu,1999-02-10,Li Shuai,1995-06-18,CHN,China PR,HeB FC,Shanghai Port,0.6000000000000001,
fm_18117,eafc_5131,Hugo Hernández,2005-05-21,Cucho Hernández,1999-04-22,ESP,Colombia,Elche,Columbus Crew,0.6000000000000001,
fm_1059,eafc_1196,Maximiliano Moralez,1987-02-27,M. Moralez,1987-02-27,ARG,Argentina,NYCFC,New York City,0.6052631578947368,
fm_5977,eafc_10925,Gabriel Demian,2004-12-04,Gabriel Pirani,2002-04-12,SVN,Brazil,Nürnberg,DC United,0.6071428571428571,
fm_10393,eafc_11460,Liu Jing,1997-01-17,Lu Ning,1998-01-26,CHN,China PR,HeB FC,Changchun Yatai,0.6125,
fm_17326,eafc_6444,Miguel Soto,2004-09-30,Miguel Morro,2000-09-11,ESP,Spain,Getafe,Villarreal II,0.6125,
fm_18233,eafc_5851,Manu,2004-01-05,Nanu,1994-05-17,ESP,Guinea Bissau,Málaga,Samsunspor,0.6125,
fm_17995,eafc_7674,Tiago Gomes,2004-07-29,Tiago Tomás,2002-06-16,POR,Portugal,Gil Vicente,VfL Wolfsburg,0.6136363636363635,
fm_9607,eafc_7022,Francisco Montero,1999-01-14,Francisco Moura,1999-08-16,ESP,Portugal,Beşiktaş,Famalicão,0.6235294117647059,
fm_3830,eafc_10041,Daniel Pérez,2002-01-17,Dani Pérez,2005-07-26,VEN,Spain,Club Brugge,Real Betis,0.625,
fm_2065,eafc_6446,Georginio Rutter,2002-04-20,G. Rutter,2002-04-20,FRA,France,Hoffenheim,Leeds United,0.625,
fm_10303,eafc_3070,Mohammed Kanno,1994-09-22,M. Kanno,1994-09-22,KSA,Saudi Arabia,Al-Hilal (KSA),Al Hilal,0.625,
fm_2355,eafc_5483,Wilfried Kanga,1998-02-21,W. Kanga,1998-02-21,CIV,Côte d'Ivoire,Hertha Berlin,Standard Liège,0.625,
fm_9195,eafc_11055,Edoardo Alloisio,2005-03-18,Edgar Alcañiz,2005-03-18,ITA,Spain,Genoa,Levante,0.625,
fm_1928,eafc_6374,Mohammed Kudus,2000-08-02,M. Kudus,2000-08-02,GHA,Ghana,Ajax,West Ham United,0.625,
fm_15097,eafc_2711,Róber Pier,1995-02-16,Róber,1995-02-16,ESP,Spain,Levante,Sporting Gijón,0.625,
fm_1101,eafc_1420,Alejandro Bedoya,1987-04-29,A. Bedoya,1987-04-29,USA,United States,Philadelphia,Philadelphia Union,0.625,
fm_16052,eafc_5355,Mickaël Nadé,1999-03-04,M. Nadé,1999-03-04,FRA,France,ASSE,Saint-Étienne,0.625,
fm_10604,eafc_11342,Yang Ting,1993-06-04,Wang Tong,1993-02-12,CHN,China PR,CD Rongcheng,Shandong Taishan,0.6333333333333334,
fm_6535,eafc_8936,Mikael Egill Ellertsson,2002-03-11,M. Ellertsson,2002-03-11,ISL,Iceland,Spezia,Venezia,0.6413043478260869,
fm_6667,eafc_3323,Andrija Novaković,1996-09-21,A. Novakovich,1996-09-21,USA,United States,Venezia,Lecco,0.6470588235294118,
fm_15885,eafc_9483,Alberto Del Moral,2000-07-20,Del Moral,2000-07-20,ESP,Spain,Villarreal B,Villarreal II,0.6470588235294118,
fm_11496,eafc_3300,Marvelous Nakamba,1994-01-19,M. Nakamba,1994-01-19,ZIM,Zimbabwe,Aston Villa,Luton Town,0.6470588235294118,
fm_14434,eafc_3008,Víctor Camarasa,1994-05-28,Camarasa,1994-05-28,ESP,Spain,Real Hispalis,Real Oviedo,0.65,
fm_16971,eafc_9393,Alejandro Primo,2004-07-10,Álex Primo,2004-07-10,ESP,Spain,Levante,Levante,0.65,
fm_7572,eafc_11043,Catalin Burnete,2004-01-31,R. Burnete,2004-01-31,ROU,Romania,Salento,Lecce,0.65,
fm_15542,eafc_2511,César De la Hoz,1992-03-30,De La Hoz,1992-03-30,ESP,Spain,Almería,Real Valladolid,0.65,
fm_15957,eafc_1201,Matthieu Dreyer,1989-03-20,M. Dreyer,1989-03-20,FRA,France,ASSE,Saint-Étienne,0.65,
fm_11513,eafc_5123,Boubacar Kamara,1999-11-23,B. Kamara,1999-11-23,FRA,France,Aston Villa,Aston Villa,0.65,
fm_6805,eafc_2140,Raffaele Pucino,1991-05-03,R. Pucino,1991-05-03,ITA,Italy,Bari,Bari 1908,0.65,
fm_15839,eafc_4585,Stéphane Diarra,1998-12-09,S. Diarra,1998-12-09,CIV,Côte d'Ivoire,FC Lorient,Saint-Étienne,0.65,
fm_15553,eafc_4005,Vital N'Simba,1993-07-08,V. Nsimba,1993-07-08,COD,Congo DR,Bordeaux,Bordeaux,0.6538461538461539,
fm_2470,eafc_5840,Stanley Nsoki,1999-04-09,S. Nsoki,1999-04-09,FRA,France,Hoffenheim,TSG Hoffenheim,0.6538461538461539,
fm_1621,eafc_9265,Jackson Ragen,1998-09-24,J. Ragen,1998-09-24,USA,United States,Seattle,Seattle Sounders,0.6538461538461539,
fm_12567,eafc_8168,Patrick Jones,2003-06-09,P. Jones,2003-06-09,WAL,Wales,Huddersfield,Huddersfield Town,0.6538461538461539,
fm_2261,eafc_1574,Florian Kainz,1992-10-24,F. Kainz,1992-10-24,AUT,Austria,1. FC Köln,FC Köln,0.6538461538461539,
fm_9372,eafc_1581,Jeffrey Bruma,1991-11-13,J. Bruma,1991-11-13,NED,Netherlands,Kasımpaşa,RKC Waalwijk,0.6538461538461539,
fm_14948,eafc_4618,Amath N'Diaye,1996-07-16,A. Ndiaye,1996-07-16,SEN,Senegal,Mallorca,Mallorca,0.6538461538461539,
fm_11368,eafc_3709,Wilfred Ndidi,1996-12-16,W. Ndidi,1996-12-16,NGA,Nigeria,Leicester,Leicester City,0.6538461538461539,
fm_9950,eafc_6888,Mustafa Bozan,2000-08-23,M. Bozan,2000-08-23,TUR,Turkey,Gaziantep FK,Gaziantep F.K.,0.6538461538461539,
fm_1003,eafc_1069,Carlos Vela,1989-03-01,C. Vela,1989-03-01,MEX,Mexico,LAFC,Los Angeles FC,0.6590909090909091,
fm_16588,eafc_7684,Rafiki Saïd,2000-03-15,R. Saïd,2000-03-15,COM,Comoros,Nîmes,Troyes,0.6590909090909091,
fm_15919,eafc_9903,Désiré Doué,2005-06-03,D. Doué,2005-06-03,FRA,France,Rennes,Rennes,0.6590909090909091,
fm_1970,eafc_6379,Jordan Teze,1999-09-30,J. Teze,1999-09-30,NED,Netherlands,PSV,PSV,0.6590909090909091,
fm_11567,eafc_4931,Ebere Eze,1998-06-29,E. Eze,1998-06-29,ENG,England,Crystal Palace,Crystal Palace,0.6666666666666667,
fm_2981,eafc_7322,Conor Noß,2001-01-01,C. Noß,2001-01-01,IRL,Republic of Ireland,Borussia M'gladbach,Blau-Weiß Linz,0.6666666666666667,
fm_16788,eafc_8133,Youssouf Assogba,2001-08-21,Y. Assogba,2001-08-21,BEN,Benin,Amiens SC,Amiens SC,0.671875,
fm_3319,eafc_6053,Frederik Winther,2001-01-04,F. Winther,2001-01-04,DEN,Denmark,FC Augsburg,FC Augsburg,0.671875,
fm_11384,eafc_6133,William Saliba,2001-03-24,W. Saliba,2001-03-24,FRA,France,Arsenal,Arsenal,0.6785714285714286,
fm_12492,eafc_9368,Romaine Mundle,2003-04-24,R. Mundle,2003-04-24,ENG,England,Tottenham,Standard Liège,0.6785714285714286,
fm_14587,eafc_2113,Anthony Lozano,1993-04-25,A. Lozano,1993-04-25,HON,Honduras,Cádiz,Getafe,0.6785714285714286,
fm_16264,eafc_7073,Rassoul Ndiaye,2001-12-11,R. Ndiaye,2001-12-11,SEN,France,FCSM,Le Havre,0.6785714285714286,
fm_3270,eafc_8093,Nicolás Castro,2000-11-01,N. Castro,2000-11-01,ARG,Argentina,KRC Genk,Elche,0.6785714285714286,
fm_4545,eafc_8610,Junior Marsoni,1996-06-03,J. Mansoni,1996-06-03,BEL,Belgium,Seraing FC,RWDM,0.6785714285714286,
fm_1431,eafc_7584,Cameron Harper,2001-11-19,C. Harper,2001-11-19,USA,United States,New York,New York RB,0.6785714285714286,
fm_6194,eafc_2491,Elseid Hysaj,1994-02-02,E. Hysaj,1994-02-02,ALB,Albania,Lazio,Lazio,0.6875,
fm_6222,eafc_3335,Andrea Conti,1994-03-02,A. Conti,1994-03-02,ITA,Italy,Sampdoria,Sampdoria,0.6875,
fm_10919,eafc_11625,Chen Xiong,2002-06-17,Chen Xiangyu,2002-02-17,CHN,China PR,CZ Mighty Lions,Shenzhen,0.6875,
fm_16244,eafc_5800,Jerome Opoku,1998-10-14,J. Opoku,1998-10-14,ENG,England,Arouca,Arouca,0.6875,
fm_12304,eafc_8684,Callum Doyle,2003-10-03,C. Doyle,2003-10-03,ENG,England,Coventry,Leicester City,0.6875,
fm_2121,eafc_1161,Damien Marcq,1988-12-08,D. Marcq,1988-12-08,FRA,France,Charleroi,Sporting Charleroi,0.6875,
fm_13493,eafc_7534,Pedro Amadou,2005-10-28,Pedro Amador,1998-12-18,FRA,Portugal,Norwich,Moreirense,0.6875,
fm_15080,eafc_3021,Jordan Amavi,1994-03-09,J. Amavi,1994-03-09,FRA,France,Getafe,Brest,0.6875,
fm_6361,eafc_5954,Ionuţ Nedelcearu,1996-04-25,I. Nedelcearu,1996-04-24,ROU,Romania,Palermo,Palermo,0.6875,
fm_11255,eafc_2867,N'Golo Kanté,1991-03-29,N. Kanté,1991-03-29,FRA,France,Chelsea,Al Ittihad,0.6875,
fm_1123,eafc_3259,Andrés Cubas,1996-05-22,A. Cubas,1996-05-22,PAR,Paraguay,Vancouver,Vancouver Whitecaps,0.6875,
fm_9440,eafc_4921,Berkay Özcan,1998-02-15,B. Özcan,1998-02-15,TUR,Turkey,Başakşehir FK,İstanbul Başakşehir,0.6875,
fm_6227,eafc_2532,Gianluca Lapadula,1990-02-07,G. Lapadula,1990-02-07,PER,Peru,Cagliari,Cagliari,0.6911764705882353,
fm_6549,eafc_5175,Grigoris Kastanos,1998-01-30,G. Kastanos,1998-01-30,CYP,Cyprus,Salernitana,Salernitana,0.6911764705882353,
