df1,df2,name1,birthdate1,name2,birthdate2,nat1,nat2,club1,club2,score,match
fm_17724,eafc_9277,Hedy Amghar,2005-03-17,Víctor Ruiz,1993-11-02,FRA,Spain,Clermont,Al Fayha,,False
fm_13523,eafc_11230,Caden Kelly,2003-11-20,T. Kongolo,1994-02-14,ENG,Netherlands,Sunderland,Rapid Wien,,False
fm_12465,eafc_8884,Odel Offiah,2002-10-26,S. Vignato,2004-02-24,ENG,Italy,Brighton,Monza,,False
fm_2350,eafc_1657,Tom Trybull,1993-03-09,C. Harper,2001-11-19,GER,United States,Sandhausen,New York RB,,False
fm_14126,eafc_10598,Sam Manufor,2005-09-22,Adrián Liso,2005-04-02,ENG,Spain,QPR,Real Zaragoza,,False
fm_13471,eafc_10952,AJ Bridge,2005-03-21,Rafael Devisate,2005-08-02,ENG,Brazil,Middlesbrough,Austria Lustenau,,False
fm_12533,eafc_5940,Joe Gubbins,2001-08-03,L. Weinkauf,1996-07-07,ENG,Germany,QPR,Hannover 96,,False
fm_10457,eafc_11585,Will Donkin,2000-12-26,M. Kanno,1994-09-22,TPE,Saudi Arabia,Shenzhen,Al Hilal,,False
fm_11974,eafc_3943,Will Norris,1993-08-12,R. Pereyra,1991-01-07,ENG,Argentina,Burnley,Udinese,,False
fm_7958,eafc_7022,Francesco Raccosta,2005-10-08,D. Doué,2005-06-03,ITA,France,Brianza,Rennes,,False
fm_12071,eafc_5321,Jay Spearing,1988-11-25,C. Baumgartner,1999-08-01,ENG,Austria,Liverpool,RB Leipzig,,False
fm_7165,eafc_8474,Andrea Coati,2005-01-01,Tiago Morais,2003-09-03,ITA,Portugal,Atalanta,Boavista,,False
fm_9672,eafc_5408,Tarkan Serbest,1994-05-02,Zhao Jianfei,1999-01-21,TUR,China PR,Kasımpaşa,Shandong Taishan,,False
fm_8205,eafc_10298,Daniele Quaresima,2004-01-18,S. Ambrosius,1998-12-18,ITA,Ghana,Lazio,Hamburger SV,,False
fm_4999,eafc_9092,Corneille Ngalala,2004-04-19,João Félix,1999-11-10,BEL,Portugal,Eupen,FC Barcelona,,False
fm_16692,eafc_7395,Bilal El Kaddouri,2002-03-10,K. Laifis,1993-05-19,FRA,Cyprus,Niort,Standard Liège,,False
fm_9692,eafc_2391,Metehan Mimaroğlu,1994-07-07,Y. Eteki,1997-08-26,TUR,Cameroon,Ümraniyespor,Alcorcón,,False
fm_9527,eafc_1413,Valentin Eysseric,1992-03-25,Wu Yake,1991-02-03,FRA,China PR,Kasımpaşa,Changchun Yatai,,False
fm_14525,eafc_4449,Takahiro Kunimoto,1997-10-08,Lu Ning,1998-01-26,JPN,China PR,Casa Pia,Changchun Yatai,,False
fm_5720,eafc_7182,Olaf Kozłowski,2005-06-06,Manu Vallejo,1997-02-14,POL,Spain,Union SG,Real Zaragoza,,False
fm_7497,eafc_8754,Onofrio Cristian Poerio,2005-06-28,L. Campana,2000-06-24,ITA,Ecuador,Sampdoria,Inter Miami,,False
fm_7108,eafc_11170,Samuele Massolo,1996-05-04,S. Beusnard,1992-06-27,ITA,France,Palermo,Pau,,False
fm_17526,eafc_4194,Mathis Coudour,2006-02-08,S. Grandsir,1996-08-14,FRA,France,AS Monaco,Le Havre,,False
fm_16590,eafc_5557,Ricardo Nóbrega,2004-03-13,U. Yuvakuran,1997-11-02,POR,Turkey,Benfica,Beşiktaş,,False
fm_1476,eafc_10301,Marlon Hairston,1994-03-23,V. Misidjan,1993-07-24,USA,Netherlands,Columbus,Al Tai,,False
fm_8623,eafc_7022,Francesco Moratti,2006-02-07,L. Bünning,1998-02-27,ITA,Germany,SPAL,Dynamo Dresden,,False
fm_1971,eafc_3670,Abdou Diallo,1996-05-04,A. Flips,2000-01-18,SEN,France,RB Leipzig,Anderlecht,,False
fm_4745,eafc_8095,Ryan van de Pavert,2006-01-24,M. Ducksch,1994-03-07,NED,Germany,Ajax,Werder Bremen,,False
fm_17560,eafc_10683,Hassan Fouad,2005-08-13,Sergio Santos,1994-09-04,FRA,Brazil,Dijon FCO,Cincinnati,,False
fm_8245,eafc_9382,Brian Pietroluongo,2005-03-11,Del Moral,2000-07-20,ITA,Spain,Perugia,Villarreal II,,False
fm_2624,eafc_5520,Peter Leeuwenburgh,1994-03-23,A. Ndiaye,1996-07-16,NED,Senegal,FC Groningen,Mallorca,,False
fm_16948,eafc_9284,Kévin Lukoki,2005-03-26,C. Doyle,2003-10-03,FRA,England,FC Nantes,Leicester City,,False
fm_16529,eafc_7748,Nicolas Reis,1999-06-04,Zhao Jianfei,1999-01-21,BRA,China PR,Chaves,Shandong Taishan,,False
fm_10270,eafc_6850,Abdullah Al-Jawaey,1996-03-09,Vitinho,1999-07-23,KSA,Brazil,Al-Tai,Burnley,,False
fm_17308,eafc_11209,Lenny Marote,2005-03-20,O. Ighalo,1989-06-16,FRA,Nigeria,Paris FC,Al Wahda,,False
fm_2411,eafc_3598,Gaël Ondoua,1995-11-04,M. Rogers,2002-07-26,CMR,England,Hannover,Middlesbrough,,False
fm_3543,eafc_11177,Ethan Butera,2006-04-16,Miguel Morro,2000-09-11,BEL,Spain,RSC Anderlecht,Villarreal II,,False
fm_4668,eafc_10301,George Orr,2004-03-05,B. Kamara,1999-11-23,GER,France,Darmstadt,Aston Villa,,False
fm_4919,eafc_6798,Zion Buekers,2002-03-13,Andrés Martín,1999-07-11,BEL,Spain,Westerlo,Racing Santander,,False
fm_5848,eafc_10855,Dominik Lindermeir,2005-06-13,Joselu,1990-03-27,GER,Spain,FC Augsburg,Real Madrid,,False
fm_1736,eafc_7324,Daniel Ríos,2003-03-29,S. Kalajdžić,1997-07-07,SLV,Austria,Houston,Wolverhampton Wanderers,,False
fm_18109,eafc_9809,João Pimenta,2005-02-09,H. Türkmen,1998-01-01,POR,Turkey,Rio Ave,Trabzonspor,,False
fm_17255,eafc_7398,Noah Vandenbossche,2004-09-07,Morato,2001-06-30,FRA,Brazil,AJ Auxerre,Benfica,,False
fm_5413,eafc_9630,Levi Volkers,2004-05-04,David Carmo,1999-07-19,NED,Portugal,FC Emmen,Porto,,False
fm_7277,eafc_7975,Bob Omoregbe,2003-11-05,C. O'Dowda,1995-04-23,ITA,Republic of Ireland,Milan,Cardiff City,,False
fm_17742,eafc_10133,Luís Gerardo,2000-04-26,E. Brierley,2003-11-23,POR,England,MRT,Brentford,,False
fm_14590,eafc_7911,Mads Bech Sørensen,1999-01-07,A. Barreca,1995-03-18,DEN,Italy,OGC Nice,Sampdoria,,False
fm_16789,eafc_10105,José Sampaio,2005-01-04,Alex Telles,1992-12-15,POR,Brazil,Benfica,Al Nassr,,False
fm_9280,eafc_11246,Mattia Celia,2005-06-16,B. Özcan,1998-02-15,ITA,Turkey,Südtirol,İstanbul Başakşehir,,False
fm_16111,eafc_7898,Rui Gomes,1997-09-04,N. Rieble,1995-08-22,POR,Germany,PTM,Wehen Wiesbaden,,False
fm_5168,eafc_7476,Ramez Al-Mazry,2004-01-08,I. Kandouss,1997-11-12,GER,Morocco,FC Viktoria Köln,Gent,,False
fm_1635,eafc_7193,George Asomani,1999-03-26,V. Nsimba,1993-07-08,GHA,Congo DR,San Jose,Bordeaux,,False
fm_7973,eafc_10871,Saad El Haddad,2005-07-24,Yang Yihu,1991-09-16,ITA,China PR,Brianza,Meizhou Hakka,,False
fm_12364,eafc_8928,Mauro Bandeira,2003-11-18,N. Kosović,1995-02-24,POR,Montenegro,Arsenal,Meizhou Hakka,,False
fm_5745,eafc_8751,Djaro Mulder,2005-12-28,J. Bruma,1991-11-13,NED,Netherlands,Fortuna Sittard,RKC Waalwijk,,False
fm_4910,eafc_9524,Jason Janssens,2003-09-11,O. Vargas,2005-08-05,BEL,United States,Westerlo,Seattle Sounders,,False
fm_17920,eafc_10662,Gustavo António,2005-05-05,Marco Suárez,2004-02-07,POR,Spain,BVT,Real Oviedo,,False
fm_7220,eafc_9233,Leonardo Graziani,2005-05-21,Ricardo Fernandes,2002-08-28,ITA,São Tomé e Príncipe,Capitoline,Estoril,,False
fm_4784,eafc_4601,Cole Campbell,2006-02-20,K. Šekularac,2003-12-07,ISL,Switzerland,Borussia Dortmund,Fulham,,False
fm_12682,eafc_8011,James Carragher,2002-11-11,João Félix,1999-11-10,ENG,Portugal,Wigan,FC Barcelona,,False
fm_3388,eafc_3403,Alexander Sorge,1993-04-21,A. Al Hamdan,1999-09-13,GER,Saudi Arabia,Erzgebirge Aue,Al Hilal,,False
fm_7880,eafc_11128,Lorenzo Costantino,2006-01-28,Anselmo,1989-02-20,ITA,Brazil,Sampdoria,Al Wahda,,False
fm_13025,eafc_4458,Elyh Harrison,2006-02-19,Tiago Morais,2003-09-03,ENG,Portugal,Man UFC,Boavista,,False
fm_10347,eafc_4795,Tan Chun Lok,1996-01-15,Y. Akgün,2000-07-07,HKG,Turkey,GZ City,Leicester City,,False
fm_7805,eafc_9696,Jacopo Atzeni,2004-05-09,U. Yuvakuran,1997-11-02,ITA,Turkey,Fiorentina,Beşiktaş,,False
fm_3928,eafc_4701,Metehan Güçlü,1999-04-02,Tiago Tomás,2002-06-16,TUR,Portugal,FC Emmen,VfL Wolfsburg,,False
fm_12771,eafc_11121,Brandon Cover,2003-09-25,C. Doyle,2003-10-03,ENG,England,Leicester,Leicester City,,False
fm_9934,eafc_7353,Muhayer Oktay,1999-04-28,R. Ndiaye,2001-12-11,TUR,France,Beşiktaş,Le Havre,,False
fm_4013,eafc_5295,Alioune Ndour,1997-10-21,J. Reine-Adélaïde,1998-01-17,SEN,France,Zulte Waregem,RWDM,,False
fm_4594,eafc_10018,Justin Bulang,2004-02-17,M. Veljković,1995-09-26,GER,Serbia,Dynamo Dresden,Werder Bremen,,False
fm_17735,eafc_11263,Mehdi Ganouni,2004-11-02,D. Schmidt,1992-02-03,FRA,Japan,PSG,Sint-Truiden,,False
fm_18237,eafc_7603,Pieter Emonds,2004-01-12,E. Martínez,1992-09-02,BEL,Argentina,Levante,Aston Villa,,False
fm_7879,eafc_9822,Matteo Giolfo,2006-05-11,C. Doyle,2003-10-03,ITA,England,Sampdoria,Leicester City,,False
fm_17799,eafc_11119,Antonio Muñoz,2005-01-13,C. Harper,2001-11-19,ESP,United States,Albacete,New York RB,,False
fm_8660,eafc_10124,Flavio Vaiana,2006-03-07,S. Olsson,1997-09-14,ITA,Sweden,Palermo,SC Heerenveen,,False
fm_3006,eafc_5361,Chima Okoroji,1997-04-19,G. Sazdağı,1994-09-20,ENG,Turkey,Sandhausen,Kayserispor,,False
fm_10758,eafc_9398,Huang Kaizhou,2002-05-13,Fali Candé,1998-01-24,CHN,Guinea Bissau,Guangzhou,Metz,,False
fm_4105,eafc_8697,Zenya Deurloo,2002-12-07,Zhu Chenjie,2000-08-23,NED,China PR,sc Heerenveen,Shanghai Shenhua,,False
fm_17874,eafc_5235,Malick Sylla,2006-01-25,Adrià Pedrosa,1998-05-13,FRA,Spain,AS Monaco,Sevilla,,False
fm_4314,eafc_7976,Jan Ecke,2004-06-11,E. Tapsoba,1999-02-02,GER,Burkina Faso,Bayer 04,Bayer 04 Leverkusen,,False
fm_8613,eafc_2093,Jacopo Rossi,2006-07-10,Lu Ning,1998-01-26,ITA,China PR,Pisa,Changchun Yatai,,False
fm_13896,eafc_9593,Martial Godo,2002-03-14,M. Zetterer,1995-07-12,ENG,Germany,Fulham,Werder Bremen,,False
fm_4077,eafc_4965,Gabriel Gonzalez,2006-06-14,Marlon,1997-09-15,SUI,Brazil,FC Bayern,Gil Vicente,,False
fm_8107,eafc_9453,Leonardo Personi,2005-05-25,A. Forshaw,1991-10-08,ITA,England,Verona,Norwich City,,False
fm_12952,eafc_9385,Lemar Gordon,2005-11-17,Chen Xiangyu,2002-02-17,ENG,China PR,Fulham,Shenzhen,,False
fm_13514,eafc_10301,Louie Marsh,2004-07-05,Ž. Majer,1992-07-25,ENG,Slovenia,Sheff Utd,Cremonese,,False
fm_13905,eafc_8201,Adam Watson,2006-02-22,M. Ruggeri,2002-07-11,ENG,Italy,Stoke,Atalanta,,False
fm_8765,eafc_10145,Evan Bouabré,2003-12-23,Pau Torres,1997-01-16,CIV,Spain,Frosinone,Aston Villa,,False
fm_3127,eafc_2825,Dennis Lippert,1996-02-20,S. Kalajdžić,1997-07-07,GER,Austria,SpVgg Bayreuth,Wolverhampton Wanderers,,False
fm_8958,eafc_9819,Andrea Zappone,2006-01-25,A. Gouiri,2000-02-16,ITA,France,Bologna,Rennes,,False
fm_5843,eafc_10858,Ruvejd Perović,2004-02-29,Chen Xiangyu,2002-02-17,MNE,China PR,FC Augsburg,Shenzhen,,False
fm_5794,eafc_9724,Conner Schulze,2005-01-03,Vitinho,1999-07-23,GER,Brazil,Magdeburg,Burnley,,False
fm_9077,eafc_10253,Tamás Galántai,2006-01-05,J. Leweling,2001-02-26,HUN,Germany,Torino,VfB Stuttgart,,False
fm_18386,eafc_9572,Renan Pineschi,2004-08-06,David Ferreiro,1988-04-01,BRA,Spain,BVT,FC Cartagena,,False
fm_16805,eafc_11244,Niko Takahashi,2005-08-17,L. Lonardi,1999-02-10,JPN,Italy,Barcelona,Südtirol,,False
fm_7315,eafc_9724,Patrizio Rozzi,2005-01-03,M. Moralez,1987-02-27,ITA,Argentina,Capitoline,New York City,,False
fm_5660,eafc_8983,Nic Kretschmar,2005-06-05,Astralaga,2004-03-03,GER,Spain,St. Pauli,FC Barcelona,,False
fm_9897,eafc_7870,Oğuzhan Yılmaz,2003-06-17,G. Bonaventura,1989-08-22,TUR,Italy,Kasımpaşa,Fiorentina,,False
fm_5822,eafc_11256,Noah Wallenfuß,2005-04-30,A. Gruaud,2004-02-16,GER,France,HSV,Dunkerque,,False
fm_14510,eafc_1983,Gaku Shibasaki,1992-05-28,C. Doyle,2003-10-03,JPN,England,Leganés,Leicester City,,False
fm_7234,eafc_9323,Michele Bigonzoni,2004-05-31,D. Boloca,1998-12-22,ITA,Romania,Lazio,Sassuolo,,False
fm_12532,eafc_9543,Charles Sagoe,2004-07-24,D. Marcq,1988-12-08,ENG,France,Arsenal,Sporting Charleroi,,False
fm_6707,eafc_1417,Alex Cordaz,1983-01-01,Migue Leal,1997-02-01,ITA,Spain,Inter,FC Andorra,,False
fm_8741,eafc_9013,Matteo Lanza,2005-02-01,S. Karweina,1999-03-29,ITA,Germany,Empoli,Austria Klagenfurt,,False
fm_17949,eafc_5802,Rafael Paulino,2004-06-03,Marco Suárez,2004-02-07,POR,Spain,Estoril Praia,Real Oviedo,,False
fm_9903,eafc_9844,Sékou Tidiany Bangoura,2002-04-05,A. Dobre,1998-08-30,GUI,Romania,Başakşehir FK,Famalicão,,False
fm_4584,eafc_10005,Filippo Matteo Niemetz,2004-04-17,R. Kristensen,1997-07-11,GER,Denmark,Arminia Bielefeld,Roma,,False
fm_9209,eafc_10966,Vincenzo Giuseppe Raia,2006-08-04,A. Cubas,1996-05-22,ITA,Paraguay,Brescia,Vancouver Whitecaps,,False
fm_7367,eafc_9822,Mattia Arrigoni,2006-05-11,W. Ndidi,1996-12-16,ITA,Nigeria,Atalanta,Leicester City,,False
fm_1856,eafc_2762,Vladimír Darida,1990-08-08,O. Vargas,2005-08-05,CZE,United States,Hertha Berlin,Seattle Sounders,,False
fm_5546,eafc_10280,Yoost Diezemann,2004-04-02,J. Daland,2000-01-06,GER,Norway,Kiel,Cercle Brugge,,False
fm_17387,eafc_10794,Ryan Tutu,2005-04-01,D. Mirani,1996-05-13,FRA,Netherlands,Strasbourg,FC Volendam,,False
fm_8916,eafc_10794,Manuel Tschigg,2005-01-04,M. Puch,2004-01-20,ITA,Algeria,Südtirol,Ajaccio,,False
fm_3998,eafc_8349,Matteo Schablas,2005-03-14,A. Favilli,1997-05-17,AUT,Italy,FC Bayern,Ternana,,False
fm_4214,eafc_8408,Luciano Valente,2003-10-04,D. Marcq,1988-12-08,ITA,France,FC Groningen,Sporting Charleroi,,False
