df1,df2,name1,birthdate1,name2,birthdate2,nat1,nat2,club1,club2,score,match
fm_16337,eafc_8760,André Mesquita,10.10.1997,Rodrigues,10.10.1997,POR,Brazil,Santa Clara,San Jose Earthquakes,0.535714286,False
fm_10468,eafc_5885,Abdullah Al-Hamdan,12.09.1999,A. Al Hamdan,13.09.1999,KSA,Saudi Arabia,Al-Hilal (KSA),Al Hilal,0.536111111,True
fm_10957,eafc_11349,Zou Yafei,03.02.2001,Wu Yake,03.02.1991,CHN,China PR,DL Pro,Changchun Yatai,0.536111111,False
fm_1099,eafc_7320,Leonardo Campana,24.07.2000,L. Campana,24.06.2000,ECU,Ecuador,Inter Miami,Inter Miami,0.540625,True
fm_6923,eafc_7264,Ben Lhassine Koné,14.03.2000,B. Kone,14.03.2000,CIV,Côte d'Ivoire,Frosinone,Como,0.541176471,True
fm_3830,eafc_10041,Daniel Pérez,17.01.2002,Dani Pérez,26.07.2005,VEN,Spain,Club Brugge,Real Betis,0.541666667,False
fm_10925,eafc_11713,Ma Junjie,10.12.2004,Yuan Junjie,03.10.2005,CHN,China PR,Changchun,Shenzhen,0.542727273,False
fm_10660,eafc_10557,Li Shuaihu,10.02.1999,L. Lonardi,10.02.1999,CHN,Italy,HeB FC,Südtirol,0.545,False
fm_4889,eafc_10412,Ben Käuper,01.04.2004,C. Baker,04.01.2004,GER,United States,SV Werder,Seattle Sounders,0.545,False
fm_15789,eafc_10914,Adrián Diéguez,04.02.1996,Adrián Liso,02.04.2005,ESP,Spain,Ponferrada,Real Zaragoza,0.546428571,False
fm_1290,eafc_6720,Hassani Dotson,16.08.1997,H. Dotson,06.08.1997,USA,United States,Minnesota,Minnesota United,0.546428571,True
fm_7323,eafc_8180,Mattia Ciucci,11.11.2002,M. Diambou,11.11.2002,ITA,Mali,Salento,Salzburg,0.55,False
fm_16671,eafc_10943,Diogo Prioste,26.03.2004,A. Marriott,26.03.2004,POR,England,Benfica,Watford,0.55,False
fm_10896,eafc_8971,Xie Jie,01.02.2001,Luiz Henrique,02.01.2001,CHN,Brazil,HeB FC,Real Betis,0.55,False
fm_14212,eafc_3410,Sergio Canales,16.02.1991,Sergi Canós,02.02.1997,ESP,Spain,Real Hispalis,Valencia,0.551785714,False
fm_15206,eafc_8641,Andrés Sarmiento,15.01.1998,T. Baribo,15.01.1998,COL,Israel,VIZ,Philadelphia Union,0.553125,False
fm_16455,eafc_11045,Cristian Canales,03.03.2004,Astralaga,03.03.2004,ESP,Spain,Real San Sebastián,FC Barcelona,0.553125,False
fm_12831,eafc_7203,Vaughn Covil,27.07.2003,V. Covil,26.07.2003,USA,United States,Hull,Hull City,0.554166667,True
fm_18233,eafc_5851,Manu,05.01.2004,Nanu,17.05.1994,ESP,Guinea Bissau,Málaga,Samsunspor,0.5575,False
fm_17326,eafc_6444,Miguel Soto,30.09.2004,Miguel Morro,11.09.2000,ESP,Spain,Getafe,Villarreal II,0.5575,False
fm_10393,eafc_11460,Liu Jing,17.01.1997,Lu Ning,26.01.1998,CHN,China PR,HeB FC,Changchun Yatai,0.5575,False
fm_7149,eafc_9789,Samuele Righetti,10.10.2001,Samuel Lobato,19.10.2001,ITA,Portugal,Perugia,Famalicão,0.558333333,False
fm_7306,eafc_9946,Alessandro Fontanarosa,07.02.2003,A. Fontanarosa,07.01.2003,ITA,Italy,Inter,Cosenza,0.559090909,True
fm_9570,eafc_2144,Stefano Denswil,07.05.1994,S. Denswil,07.05.1993,NED,Suriname,Trabzonspor,Trabzonspor,0.565,True
fm_11753,eafc_6611,Vakoun Issouf Bayo,10.01.1997,V. Bayo,10.01.1997,CIV,Côte d'Ivoire,Watford,Watford,0.566666667,True
fm_1450,eafc_9114,Max Alves,12.05.2001,Max,12.05.2001,BRA,Brazil,Colorado,Colorado Rapids,0.566666667,True
fm_10545,eafc_11374,Zhong Haoran,15.07.1994,Dong Yu,15.07.1994,CHN,China PR,Zhejiang,Zhejiang,0.566666667,False
fm_13899,eafc_6569,Lewis Salmon,02.11.2001,C. Kelman,02.11.2001,ENG,United States,Nottm Forest,Queens Park Rangers,0.566666667,False
fm_17875,eafc_11106,João Pacheco,20.01.2004,M. Puch,20.01.2004,POR,Algeria,VIZ,Ajaccio,0.566666667,False
fm_13776,eafc_10054,Rio Martucci,03.05.2005,V. Carboni,05.03.2005,ENG,Argentina,Luton,Monza,0.566666667,False
fm_2730,eafc_4806,Gaetan Coucke,03.11.1998,G. Coucke,03.12.1998,BEL,Belgium,KV Mechelen,Mechelen,0.575,True
fm_10604,eafc_11342,Yang Ting,04.06.1993,Wang Tong,12.02.1993,CHN,China PR,CD Rongcheng,Shandong Taishan,0.575555556,False
fm_13998,eafc_10828,Sam Bentley,24.03.2005,F. Conte,24.03.2005,ENG,Guinea,Luton,Bastia,0.586363636,False
fm_16755,eafc_10137,Nathan Zeze,18.06.2005,N. Zézé,18.06.2005,FRA,France,FC Nantes,Nantes,0.586363636,True
fm_5977,eafc_10925,Gabriel Demian,04.12.2004,Gabriel Pirani,12.04.2002,SVN,Brazil,Nürnberg,DC United,0.592857143,False
fm_7423,eafc_10051,Benjamin Tahirovic,03.03.2003,B. Tahirović,09.03.2003,SWE,Bosnia and Herzegovina,Capitoline,Ajax,0.594444444,True
fm_13493,eafc_7534,Pedro Amadou,28.10.2005,Pedro Amador,18.12.1998,FRA,Portugal,Norwich,Moreirense,0.595833333,False
fm_14905,eafc_3075,Joseba Zaldua,24.06.1992,Zaldúa,24.06.1992,ESP,Spain,Cádiz,Cádiz,0.6,True
fm_12295,eafc_6797,Luke Matheson,03.10.2002,I. Maatsen,10.03.2002,ENG,Netherlands,Wolves,Chelsea,0.6,False
fm_12242,eafc_6833,Karl Jakob Hein,13.04.2002,K. Hein,13.04.2002,EST,Estonia,Arsenal,Arsenal,0.61,True
fm_16510,eafc_9626,Diyaeddine Abzi,23.11.1998,D. Abzi,23.11.1998,CAN,Canada,Pau FC,Leganés,0.61,True
fm_14624,eafc_5593,Fernando Calero,14.09.1995,Calero,14.09.1995,ESP,Spain,Espanyol,Espanyol,0.61,True
fm_9607,eafc_6351,Francisco Montero,14.01.1999,Montero,14.01.1999,ESP,Spain,Beşiktaş,Arouca,0.617647059,True
fm_16458,eafc_9692,Abraham Del Moral,05.07.2001,Abraham,05.07.2001,ESP,Spain,Villarreal B,Villarreal II,0.617647059,True
fm_14061,eafc_11128,George Grant,01.01.2006,Jorge Benito,01.01.2006,ENG,Spain,Middlesbrough,Getafe,0.620833333,False
fm_3641,eafc_8018,Ole ter Haar Romeny,20.06.2000,O. Romeny,20.06.2000,NED,Netherlands,FC Emmen,FC Utrecht,0.623684211,True
fm_1937,eafc_4771,Konstantinos Laifis,19.05.1993,K. Laifis,19.05.1993,CYP,Cyprus,Standard,Standard Liège,0.623684211,True
fm_15338,eafc_1401,Alfredo Ortuño,21.01.1991,Ortuño,21.01.1991,ESP,Spain,Cartagena,FC Cartagena,0.628571429,True
fm_15835,eafc_3845,Kenji-Van Boto,07.03.1996,K. Boto,07.03.1996,FRA,Madagascar,AJ Auxerre,Pau,0.628571429,True
fm_16389,eafc_3698,Sebastian Ring,18.04.1995,S. Ring,18.04.1995,SWE,Sweden,Amiens SC,Amiens SC,0.628571429,True
fm_14651,eafc_1740,David Timor,17.10.1989,Timor,17.10.1989,ESP,Spain,Huesca,Eldense,0.645454545,True
fm_10855,eafc_11705,Wang Hao,20.11.2001,Wang Hao,01.06.2002,CHN,China PR,CD Rongcheng,Qingdao Hainiu,0.65,False
fm_10564,eafc_11431,Wang Peng,16.11.1997,Wang Peng,24.01.1993,CHN,China PR,GZ City,Cangzhou Mighty Lions,0.65,False
fm_16995,eafc_3685,Sergio Santos,03.01.2001,Sergio Santos,04.09.1994,ESP,Brazil,Mirandés,Cincinnati,0.65,False
fm_6896,eafc_9346,Giovanni Zaro,12.05.1994,G. Zaro,12.05.1994,ITA,Italy,Südtirol,Modena,0.65,True
fm_10185,eafc_7527,Morato,01.09.1992,Morato,30.06.2001,BRA,Brazil,Al-Khaleej (KSA),Benfica,0.65,False
fm_14294,eafc_6674,Víctor Ruiz,25.01.1989,Víctor Ruiz,02.11.1993,ESP,Spain,Real Hispalis,Al Fayha,0.65,False
fm_10034,eafc_3913,Matheus Pereira,05.05.1996,Matheus Pereira,25.02.1998,BRA,Brazil,Al-Hilal (KSA),SD Eibar,0.65,False
fm_6412,eafc_3595,George Puşcaş,08.04.1996,G. Pușcaș,08.04.1996,ROU,Romania,Genoa,Genoa,0.65,True
fm_9873,eafc_9389,Hayrullah Erkip,20.06.2003,H. Erkip,20.06.2003,TUR,Turkey,Kayserispor,Kayserispor,0.653333333,True
fm_15362,eafc_6872,Anderson,21.11.1997,Anderson Oliveira,21.11.1997,BRA,Brazil,VTSC,Alanyaspor,0.655882353,True
fm_1059,eafc_1196,Maximiliano Moralez,27.02.1987,M. Moralez,27.02.1987,ARG,Argentina,NYCFC,New York City,0.657894737,True
fm_6361,eafc_5954,Ionuţ Nedelcearu,25.04.1996,I. Nedelcearu,24.04.1996,ROU,Romania,Palermo,Palermo,0.6625,True
fm_10919,eafc_11625,Chen Xiong,17.06.2002,Chen Xiangyu,17.02.2002,CHN,China PR,CZ Mighty Lions,Shenzhen,0.6625,True
fm_15010,eafc_9087,Mario Suárez,24.02.1987,Marco Suárez,07.02.2004,ESP,Spain,Vallecano,Real Oviedo,0.665833333,False
fm_9195,eafc_11055,Edoardo Alloisio,18.03.2005,Edgar Alcañiz,18.03.2005,ITA,Spain,Genoa,Levante,0.675,False
fm_16052,eafc_5355,Mickaël Nadé,04.03.1999,M. Nadé,04.03.1999,FRA,France,ASSE,Saint-Étienne,0.675,True
fm_15097,eafc_2711,Róber Pier,16.02.1995,Róber,16.02.1995,ESP,Spain,Levante,Sporting Gijón,0.675,True
fm_1928,eafc_6374,Mohammed Kudus,02.08.2000,M. Kudus,02.08.2000,GHA,Ghana,Ajax,West Ham United,0.675,True
fm_10303,eafc_3070,Mohammed Kanno,22.09.1994,M. Kanno,22.09.1994,KSA,Saudi Arabia,Al-Hilal (KSA),Al Hilal,0.675,True
fm_2355,eafc_5483,Wilfried Kanga,21.02.1998,W. Kanga,21.02.1998,CIV,Côte d'Ivoire,Hertha Berlin,Standard Liège,0.675,True
fm_2065,eafc_6446,Georginio Rutter,20.04.2002,G. Rutter,20.04.2002,FRA,France,Hoffenheim,Leeds United,0.675,True
fm_1101,eafc_1420,Alejandro Bedoya,29.04.1987,A. Bedoya,29.04.1987,USA,United States,Philadelphia,Philadelphia Union,0.675,True
fm_6535,eafc_8936,Mikael Egill Ellertsson,11.03.2002,M. Ellertsson,11.03.2002,ISL,Iceland,Spezia,Venezia,0.689130435,True
fm_6667,eafc_3323,Andrija Novaković,21.09.1996,A. Novakovich,21.09.1996,USA,United States,Venezia,Lecco,0.694117647,True
fm_15885,eafc_9483,Alberto Del Moral,20.07.2000,Del Moral,20.07.2000,ESP,Spain,Villarreal B,Villarreal II,0.694117647,True
fm_11496,eafc_3300,Marvelous Nakamba,19.01.1994,M. Nakamba,19.01.1994,ZIM,Zimbabwe,Aston Villa,Luton Town,0.694117647,True
fm_15167,eafc_9726,Mor Ndiaye,22.11.2000,M. Ndiaye,21.11.2000,SEN,Senegal,Estoril Praia,Estoril,0.695,True
fm_11513,eafc_5123,Boubacar Kamara,23.11.1999,B. Kamara,23.11.1999,FRA,France,Aston Villa,Aston Villa,0.696666667,True
fm_15839,eafc_4585,Stéphane Diarra,09.12.1998,S. Diarra,09.12.1998,CIV,Côte d'Ivoire,FC Lorient,Saint-Étienne,0.696666667,True
fm_14434,eafc_3008,Víctor Camarasa,28.05.1994,Camarasa,28.05.1994,ESP,Spain,Real Hispalis,Real Oviedo,0.696666667,True
fm_16971,eafc_9393,Alejandro Primo,10.07.2004,Álex Primo,10.07.2004,ESP,Spain,Levante,Levante,0.696666667,True
fm_7572,eafc_11043,Catalin Burnete,31.01.2004,R. Burnete,31.01.2004,ROU,Romania,Salento,Lecce,0.696666667,True
fm_15957,eafc_1201,Matthieu Dreyer,20.03.1989,M. Dreyer,20.03.1989,FRA,France,ASSE,Saint-Étienne,0.696666667,True
fm_6805,eafc_2140,Raffaele Pucino,03.05.1991,R. Pucino,03.05.1991,ITA,Italy,Bari,Bari 1908,0.696666667,True
fm_15542,eafc_2511,César De la Hoz,30.03.1992,De La Hoz,30.03.1992,ESP,Spain,Almería,Real Valladolid,0.696666667,True
fm_12567,eafc_8168,Patrick Jones,09.06.2003,P. Jones,09.06.2003,WAL,Wales,Huddersfield,Huddersfield Town,0.7,True
fm_2261,eafc_1574,Florian Kainz,24.10.1992,F. Kainz,24.10.1992,AUT,Austria,1. FC Köln,FC Köln,0.7,True
fm_2470,eafc_5840,Stanley Nsoki,09.04.1999,S. Nsoki,09.04.1999,FRA,France,Hoffenheim,TSG Hoffenheim,0.7,True
fm_9372,eafc_1581,Jeffrey Bruma,13.11.1991,J. Bruma,13.11.1991,NED,Netherlands,Kasımpaşa,RKC Waalwijk,0.7,True
fm_11368,eafc_3709,Wilfred Ndidi,16.12.1996,W. Ndidi,16.12.1996,NGA,Nigeria,Leicester,Leicester City,0.7,True
fm_9950,eafc_6888,Mustafa Bozan,23.08.2000,M. Bozan,23.08.2000,TUR,Turkey,Gaziantep FK,Gaziantep F.K.,0.7,True
fm_14948,eafc_4618,Amath N'Diaye,16.07.1996,A. Ndiaye,16.07.1996,SEN,Senegal,Mallorca,Mallorca,0.7,True
fm_15553,eafc_4005,Vital N'Simba,08.07.1993,V. Nsimba,08.07.1993,COD,Congo DR,Bordeaux,Bordeaux,0.7,True
fm_1621,eafc_9265,Jackson Ragen,24.09.1998,J. Ragen,24.09.1998,USA,United States,Seattle,Seattle Sounders,0.7,True
fm_15919,eafc_9903,Désiré Doué,03.06.2005,D. Doué,03.06.2005,FRA,France,Rennes,Rennes,0.704545455,True
fm_1003,eafc_1069,Carlos Vela,01.03.1989,C. Vela,01.03.1989,MEX,Mexico,LAFC,Los Angeles FC,0.704545455,True
fm_1970,eafc_6379,Jordan Teze,30.09.1999,J. Teze,30.09.1999,NED,Netherlands,PSV,PSV,0.704545455,True
fm_16588,eafc_7684,Rafiki Saïd,15.03.2000,R. Saïd,15.03.2000,COM,Comoros,Nîmes,Troyes,0.704545455,True
fm_17933,eafc_8448,Rúben Alves,07.09.2003,Rubén Alves,07.09.1994,POR,Spain,VIZ,Racing Santander,0.706818182,False
fm_11567,eafc_4931,Ebere Eze,29.06.1998,E. Eze,29.06.1998,ENG,England,Crystal Palace,Crystal Palace,0.711111111,True
fm_2981,eafc_7322,Conor Noß,01.01.2001,C. Noß,01.01.2001,IRL,Republic of Ireland,Borussia M'gladbach,Blau-Weiß Linz,0.711111111,True
fm_16788,eafc_8133,Youssouf Assogba,21.08.2001,Y. Assogba,21.08.2001,BEN,Benin,Amiens SC,Amiens SC,0.715625,True
fm_3319,eafc_6053,Frederik Winther,04.01.2001,F. Winther,04.01.2001,DEN,Denmark,FC Augsburg,FC Augsburg,0.715625,True
fm_9606,eafc_10118,Marlon,20.05.1997,Marlon,15.09.1997,BRA,Brazil,Ankaragücü,Gil Vicente,0.72,False
fm_16332,eafc_9408,Iván Gil,30.11.2000,Iván Gil,18.01.2000,ESP,Spain,F.C. Andorra,FC Andorra,0.72,True
fm_4545,eafc_8610,Junior Marsoni,03.06.1996,J. Mansoni,03.06.1996,BEL,Belgium,Seraing FC,RWDM,0.721428571,True
fm_1431,eafc_7584,Cameron Harper,19.11.2001,C. Harper,19.11.2001,USA,United States,New York,New York RB,0.721428571,True
fm_12492,eafc_9368,Romaine Mundle,24.04.2003,R. Mundle,24.04.2003,ENG,England,Tottenham,Standard Liège,0.721428571,True
fm_14587,eafc_2113,Anthony Lozano,25.04.1993,A. Lozano,25.04.1993,HON,Honduras,Cádiz,Getafe,0.721428571,True
fm_3270,eafc_8093,Nicolás Castro,01.11.2000,N. Castro,01.11.2000,ARG,Argentina,KRC Genk,Elche,0.721428571,True
fm_16264,eafc_7073,Rassoul Ndiaye,11.12.2001,R. Ndiaye,11.12.2001,SEN,France,FCSM,Le Havre,0.721428571,True
fm_11384,eafc_6133,William Saliba,24.03.2001,W. Saliba,24.03.2001,FRA,France,Arsenal,Arsenal,0.721428571,True
fm_12110,eafc_7880,Vontae Daley-Campbell,02.04.2001,V. Daley-Campbell,04.04.2001,ENG,England,Cardiff,Cardiff City,0.728571429,True
fm_1123,eafc_3259,Andrés Cubas,22.05.1996,A. Cubas,22.05.1996,PAR,Paraguay,Vancouver,Vancouver Whitecaps,0.729166667,True
fm_6222,eafc_3335,Andrea Conti,02.03.1994,A. Conti,02.03.1994,ITA,Italy,Sampdoria,Sampdoria,0.729166667,True
fm_12304,eafc_8684,Callum Doyle,03.10.2003,C. Doyle,03.10.2003,ENG,England,Coventry,Leicester City,0.729166667,True
fm_16244,eafc_5800,Jerome Opoku,14.10.1998,J. Opoku,14.10.1998,ENG,England,Arouca,Arouca,0.729166667,True
fm_15080,eafc_3021,Jordan Amavi,09.03.1994,J. Amavi,09.03.1994,FRA,France,Getafe,Brest,0.729166667,True
fm_11255,eafc_2867,N'Golo Kanté,29.03.1991,N. Kanté,29.03.1991,FRA,France,Chelsea,Al Ittihad,0.729166667,True
fm_9440,eafc_4921,Berkay Özcan,15.02.1998,B. Özcan,15.02.1998,TUR,Turkey,Başakşehir FK,İstanbul Başakşehir,0.729166667,True
fm_6194,eafc_2491,Elseid Hysaj,02.02.1994,E. Hysaj,02.02.1994,ALB,Albania,Lazio,Lazio,0.729166667,True
fm_2121,eafc_1161,Damien Marcq,08.12.1988,D. Marcq,08.12.1988,FRA,France,Charleroi,Sporting Charleroi,0.729166667,True
fm_1900,eafc_6230,Jonathan Burkardt,11.07.2000,J. Burkardt,11.07.2000,GER,Germany,Mainz 05,FSV Mainz 05,0.732352941,True
fm_6549,eafc_5175,Grigoris Kastanos,30.01.1998,G. Kastanos,30.01.1998,CYP,Cyprus,Salernitana,Salernitana,0.732352941,True
fm_11316,eafc_1936,Emiliano Martínez,02.09.1992,E. Martínez,02.09.1992,ARG,Argentina,Aston Villa,Aston Villa,0.732352941,True
fm_6227,eafc_2532,Gianluca Lapadula,07.02.1990,G. Lapadula,07.02.1990,PER,Peru,Cagliari,Cagliari,0.732352941,True
fm_6936,eafc_9037,Samuele Vignato,24.02.2004,S. Vignato,24.02.2004,ITA,Italy,Brianza,Monza,0.74,True
fm_9642,eafc_9515,Emrecan Uzunhan,26.02.2001,E. Uzunhan,26.02.2001,TUR,Turkey,Beşiktaş,Beşiktaş,0.74,True
fm_6903,eafc_9598,Niccolò Corrado,19.03.2000,N. Corrado,19.03.2000,ITA,Italy,Ternana,Ternana,0.74,True
fm_11868,eafc_2509,Darragh Lenihan,16.03.1994,D. Lenihan,16.03.1994,IRL,Republic of Ireland,Middlesbrough,Middlesbrough,0.74,True
fm_14441,eafc_1965,Terence Kongolo,14.02.1994,T. Kongolo,14.02.1994,NED,Netherlands,Havre AC,Rapid Wien,0.74,True
fm_1795,eafc_5652,Ridle Baku,08.04.1998,R. Baku,08.04.1998,GER,Germany,VfL Wolfsburg,VfL Wolfsburg,0.74,True
fm_11897,eafc_2541,Jamal Lowe,21.07.1994,J. Lowe,21.07.1994,JAM,Jamaica,Bournemouth,Swansea City,0.74,True
