df1,df2,name1,birthdate1,name2,birthdate2,nat1,nat2,club1,club2,score,match
fm_15772,eafc_3047,Jose Ángel Carrillo,1994-01-07,E. Çekiçi,1996-11-23,ESP,Albania,Huesca,Pendikspor,,False
fm_8726,eafc_10011,Stefano Vannucchi,2003-03-22,U. Yuvakuran,1997-11-02,ITA,Turkey,Spezia,Beşiktaş,,False
fm_16692,eafc_9424,Bilal El Kaddouri,2002-03-10,Y. Malede,1999-11-14,FRA,Israel,Niort,Mechelen,,False
fm_7545,eafc_9013,Matteo Basti,2004-04-05,P. Bochniewicz,1996-01-30,ITA,Poland,Inter,SC Heerenveen,,False
fm_1635,eafc_7193,George Asomani,1999-03-26,Christian Rivera,1997-07-09,GHA,Spain,San Jose,Sporting Gijón,,False
fm_5168,eafc_7476,Ramez Al-Mazry,2004-01-08,O. Ighalo,1989-06-16,GER,Nigeria,FC Viktoria Köln,Al Wahda,,False
fm_5745,eafc_8751,Djaro Mulder,2005-12-28,M. Kanno,1994-09-22,NED,Saudi Arabia,Fortuna Sittard,Al Hilal,,False
fm_5536,eafc_8541,Ramazan Bayram,2004-10-12,Piao Shihao,1991-07-09,NED,China PR,Fortuna Sittard,Cangzhou Mighty Lions,,False
fm_7973,eafc_10871,Saad El Haddad,2005-07-24,J. Teze,1999-09-30,ITA,Netherlands,Brianza,PSV,,False
fm_12379,eafc_4694,Dani van den Heuvel,2003-05-28,E. Uzunhan,2001-02-26,NED,Turkey,Leeds,Beşiktaş,,False
fm_3885,eafc_1631,Jonathan Asp-Jensen,2006-01-14,Zhao Jianfei,1999-01-21,DEN,China PR,FC Bayern,Shandong Taishan,,False
fm_17953,eafc_1194,Mousslim Youssouf,2006-01-09,Óscar,1998-06-28,FRA,Spain,OGC Nice,Getafe,,False
fm_12550,eafc_11044,Tomas Galvez,2005-01-28,S. Olsson,1997-09-14,FIN,Sweden,Man City,SC Heerenveen,,False
fm_5413,eafc_10257,Levi Volkers,2004-05-04,C. Baumgartner,1999-08-01,NED,Austria,FC Emmen,RB Leipzig,,False
fm_12747,eafc_7675,Owen Hesketh,2002-10-10,O. Romeny,2000-06-20,WAL,Netherlands,Wolves,FC Utrecht,,False
fm_4919,eafc_7440,Zion Buekers,2002-03-13,J. Bruma,1991-11-13,BEL,Netherlands,Westerlo,RKC Waalwijk,,False
fm_7347,eafc_10993,Ognjen Bogunović,2004-07-12,Leandro Sanca,2000-01-04,SRB,Portugal,Genoa,Chaves,,False
fm_13302,eafc_8001,Michael Roxburgh,2003-03-09,Yan Yu,2002-11-03,ENG,China PR,Huddersfield,Beijing Guoan,,False
fm_8765,eafc_10145,Evan Bouabré,2003-12-23,T. Jantschke,1990-04-07,CIV,Germany,Frosinone,Borussia Mönchengladbach,,False
fm_13514,eafc_10301,Louie Marsh,2004-07-05,J. Storey,1997-09-02,ENG,England,Sheff Utd,Preston North End,,False
fm_13905,eafc_8201,Adam Watson,2006-02-22,M. Kudus,2000-08-02,ENG,Ghana,Stoke,West Ham United,,False
fm_12952,eafc_9385,Lemar Gordon,2005-11-17,Marlon,1997-09-15,ENG,Brazil,Fulham,Gil Vicente,,False
fm_4031,eafc_7350,Vitalie Becker,2005-03-03,M. Tramoni,2000-01-20,GER,France,Schalke 04,Pisa,,False
fm_3973,eafc_6192,Jasper ter Heide,1999-03-29,André Seruca,2000-10-20,NED,Portugal,SC Cambuur,Farense,,False
fm_1361,eafc_9121,Noble Okello,2000-07-20,C. McAvoy,2002-02-16,CAN,Scotland,Toronto FC,Fulham,,False
fm_2027,eafc_2456,Almamy Touré,1996-04-28,Mario Gila,2000-08-29,FRA,Spain,Eintracht Frankfurt,Lazio,,False
fm_4532,eafc_9830,Elias Lenz,2005-08-26,R. Baku,1998-04-08,GER,Germany,RB Leipzig,VfL Wolfsburg,,False
fm_13313,eafc_1277,Scott Godden,2005-02-16,Iván Gil,2000-01-18,WAL,Spain,Leeds,FC Andorra,,False
fm_5665,eafc_9448,Felix Kaiser,2005-06-30,N. Landgraf,1996-03-01,GER,Germany,Kiel,Hallescher FC,,False
fm_17534,eafc_4978,Enzo Jeanne,2006-07-23,F. Winther,2001-01-04,FRA,Denmark,SM Caen,FC Augsburg,,False
fm_9672,eafc_5408,Tarkan Serbest,1994-05-02,Romarinho,1990-12-12,TUR,Brazil,Kasımpaşa,Al Ittihad,,False
fm_9932,eafc_8952,Fhed Al-Shlash,2002-01-01,R. Sallai,1997-05-22,SYR,Hungary,Adana D.S.,SC Freiburg,,False
fm_14795,eafc_6049,Helibelton Palacios,1993-06-09,J. Mansoni,1996-06-03,COL,Belgium,Elche,RWDM,,False
fm_7234,eafc_9323,Michele Bigonzoni,2004-05-31,Leonardo Lelo,2000-03-30,ITA,Portugal,Lazio,Casa Pia,,False
fm_14525,eafc_8837,Takahiro Kunimoto,1997-10-08,Diego Rico,1993-02-23,JPN,Spain,Casa Pia,Getafe,,False
fm_12532,eafc_9543,Charles Sagoe,2004-07-24,Del Moral,2000-07-20,ENG,Spain,Arsenal,Villarreal II,,False
fm_9280,eafc_4988,Mattia Celia,2005-06-16,He Guan,1993-01-25,ITA,China PR,Südtirol,Wuhan Three Towns,,False
fm_17621,eafc_4216,Jason Demba,2006-03-31,A. Šemper,1998-01-12,FRA,Croatia,FCSM,Como,,False
fm_17348,eafc_9867,Sami Belachqer,2006-01-21,Naim García,2002-06-11,FRA,Spain,FCSM,Leganés,,False
fm_15504,eafc_9333,Jimmy Giraudon,1992-01-16,D. Abzi,1998-11-23,FRA,Canada,ASSE,Leganés,,False
fm_8958,eafc_10128,Andrea Zappone,2006-01-25,Alex Telles,1992-12-15,ITA,Brazil,Bologna,Al Nassr,,False
fm_13561,eafc_3600,Archie Chaplin,2005-10-28,Vinícius,1995-03-22,ENG,Brazil,Tottenham,Fulham,,False
fm_12278,eafc_2965,Micah Hamilton,2003-11-13,A. Favilli,1997-05-17,ENG,Italy,Man City,Ternana,,False
fm_16117,eafc_6990,Gürkan Başkan,2002-04-01,U. Yuvakuran,1997-11-02,TUR,Turkey,Famalicão,Beşiktaş,,False
fm_1733,eafc_3525,Callum Montgomery,1997-05-14,Wang Jinxian,1996-01-12,CAN,China PR,Minnesota,Changchun Yatai,,False
fm_9973,eafc_10813,Nazım Özcan,2002-08-28,E. Uzunhan,2001-02-26,TUR,Turkey,Hatayspor,Beşiktaş,,False
fm_3519,eafc_7236,Vincent Gembalies,2000-01-18,J. Amavi,1994-03-09,GER,France,MSV Duisburg,Brest,,False
fm_8301,eafc_7846,Matteo Montecolle,2005-07-06,J. Reine-Adélaïde,1998-01-17,ITA,France,Ternana,RWDM,,False
fm_7842,eafc_5423,Yuri Maset,2005-05-02,Y. Vertessen,2001-01-08,ITA,Belgium,Torino,PSV,,False
fm_2720,eafc_5414,Lee Dong-Geong,1997-09-20,A. Campbell,1998-07-04,KOR,Scotland,Hansa Rostock,Millwall,,False
fm_4652,eafc_8976,Leonard Seyfert,2003-02-10,H. Türkmen,1998-01-01,GER,Turkey,FSV Zwickau,Trabzonspor,,False
fm_8412,eafc_9033,Matteo Andreoli,2006-07-01,E. Uzunhan,2001-02-26,ITA,Turkey,Brescia,Beşiktaş,,False
fm_8126,eafc_2363,Giovanni Grotta,2004-10-15,G. Lapadula,1990-02-07,ITA,Peru,Palermo,Cagliari,,False
fm_4562,eafc_1566,Geatan Trenidad,2006-01-08,L. Patris,2001-06-07,NED,Belgium,PSV,Anderlecht,,False
fm_7831,eafc_8159,Giovanni Aurino,2005-02-12,P. Pomykal,1999-12-17,ITA,United States,SPAL,Dallas,,False
fm_3127,eafc_4179,Dennis Lippert,1996-02-20,Fran Navarro,1998-02-03,GER,Spain,SpVgg Bayreuth,Porto,,False
fm_5885,eafc_11052,Marten Brink,2005-04-18,Yang Yihu,1991-09-16,GER,China PR,Paderborn,Meizhou Hakka,,False
fm_14590,eafc_6162,Mads Bech Sørensen,1999-01-07,Fali Candé,1998-01-24,DEN,Guinea Bissau,OGC Nice,Metz,,False
fm_9897,eafc_1968,Oğuzhan Yılmaz,2003-06-17,Wang Hao,2002-06-01,TUR,China PR,Kasımpaşa,Qingdao Hainiu,,False
fm_8916,eafc_8774,Manuel Tschigg,2005-01-04,A. Fontanarosa,2003-01-07,ITA,Italy,Südtirol,Cosenza,,False
fm_17344,eafc_5497,Jules Collet,2005-06-21,K. Pusch,1993-02-12,FRA,Germany,VAFC,MSV Duisburg,,False
fm_5851,eafc_6219,Johannes Birkl,2004-01-14,D. Marcq,1988-12-08,GER,France,FC Ingolstadt 04,Sporting Charleroi,,False
fm_6838,eafc_4132,Andrea Schiavone,1993-02-25,M. Tchokounté,1988-09-11,ITA,France,Südtirol,Laval,,False
fm_10347,eafc_11702,Tan Chun Lok,1996-01-15,M. Nakamba,1994-01-19,HKG,Zimbabwe,GZ City,Luton Town,,False
fm_13268,eafc_6373,Harry Wood,2002-08-02,L. Sahin,2005-10-30,ENG,France,Hull,Saarbrücken,,False
fm_14172,eafc_4190,Edinson Cavani,1987-02-14,N. Sansone,1991-09-10,URU,Italy,Valencia,Lecce,,False
fm_4207,eafc_6599,Hugo Lamock,2006-02-25,Niu Ziyi,1999-09-21,BEL,China PR,AA Gent,Henan,,False
fm_13847,eafc_2924,Morgan Lewis,2005-07-27,T. Jantschke,1990-04-07,WAL,Germany,Cardiff,Borussia Mönchengladbach,,False
fm_17308,eafc_1559,Lenny Marote,2005-03-20,Sergio Santos,1994-09-04,FRA,Brazil,Paris FC,Cincinnati,,False
fm_5237,eafc_7603,Mark Huizenga,2004-01-12,M. Nakamba,1994-01-19,NED,Zimbabwe,sc Heerenveen,Luton Town,,False
fm_17255,eafc_9506,Noah Vandenbossche,2004-09-07,Óscar,1998-06-28,FRA,Spain,AJ Auxerre,Getafe,,False
fm_8654,eafc_2515,Federico Lorenzani,2005-01-25,A. Markanich,1999-12-26,ITA,United States,Parma,Saint Louis City,,False
fm_18286,eafc_7919,Diego,2006-01-24,Fabinho,1993-10-23,ESP,Brazil,R. Madrid,Al Ittihad,,False
fm_5614,eafc_10930,Jaynilson Geoffrey,2005-12-01,V. Covil,2003-07-26,NED,United States,Ajax,Hull City,,False
fm_11041,eafc_6807,Bughrahan Iskandar,2000-08-11,Wang Tong,1993-02-12,CHN,China PR,CZ Mighty Lions,Shandong Taishan,,False
fm_3388,eafc_1839,Alexander Sorge,1993-04-21,Thiago Rodrigues,1996-06-12,GER,Brazil,Erzgebirge Aue,Arouca,,False
fm_12682,eafc_8011,James Carragher,2002-11-11,J. Haberer,1994-04-02,ENG,Germany,Wigan,FC Union Berlin,,False
fm_12210,eafc_9674,Teddy Sharman-Lowe,2003-03-30,K. Hein,2002-04-13,ENG,Estonia,Chelsea,Arsenal,,False
fm_18014,eafc_9337,Noa Megdad Manette,2005-06-15,E. Uzunhan,2001-02-26,FRA,Turkey,Bordeaux,Beşiktaş,,False
fm_13558,eafc_9843,Seb Palmer-Houlden,2004-04-09,K. Sessa,2000-07-06,ENG,Germany,Bristol City,Heidenheim,,False
fm_7880,eafc_11128,Lorenzo Costantino,2006-01-28,R. Pereyra,1991-01-07,ITA,Argentina,Sampdoria,Udinese,,False
fm_8488,eafc_9631,Loukas Mavrommatis,2006-07-04,Cris Montes,1997-08-10,GRE,Spain,Cremonese,Eldense,,False
fm_4594,eafc_8580,Justin Bulang,2004-02-17,Jiang Ning,1986-09-01,GER,China PR,Dynamo Dresden,Qingdao Hainiu,,False
fm_16599,eafc_8906,Koimizo Maïga,2001-02-04,Del Moral,2000-07-20,CIV,Spain,ASSE,Villarreal II,,False
fm_5856,eafc_5573,Lukas Stridde,2005-05-19,E. Adams,1996-01-15,GER,Gambia,Magdeburg,Cardiff City,,False
fm_15862,eafc_8158,Joris Sainati,1988-09-25,D. Brašanac,1992-02-12,FRA,Serbia,SC Bastia,Osasuna,,False
fm_3006,eafc_5072,Chima Okoroji,1997-04-19,N. Kristof,1999-12-20,ENG,Austria,Sandhausen,Elversberg,,False
fm_9703,eafc_11353,Ermir Lenjani,1989-08-05,E. Eze,1998-06-29,ALB,England,Ümraniyespor,Crystal Palace,,False
fm_8660,eafc_10035,Flavio Vaiana,2006-03-07,Diego Rico,1993-02-23,ITA,Spain,Palermo,Getafe,,False
fm_17735,eafc_10784,Mehdi Ganouni,2004-11-02,N. Bosančić,1995-03-01,FRA,Serbia,PSG,Dalian Professional,,False
fm_8068,eafc_11170,Emanuele Foti,2004-04-21,A. Gouiri,2000-02-16,ITA,France,Reggina,Rennes,,False
fm_16637,eafc_11696,Hugo De Mateo,2005-05-25,Yang Mingyang,1995-07-11,ESP,Switzerland,Valencia,Nantong Zhiyun,,False
fm_7805,eafc_10013,Jacopo Atzeni,2004-05-09,Rubén Alves,1994-09-07,ITA,Spain,Fiorentina,Racing Santander,,False
