df1,df2,name1,birthdate1,name2,birthdate2,nat1,nat2,club1,club2,score,match
eafc_7669,tm_1802,R. Bulić,10.12.2000,Rasim Bulic,10.12.2000,Germany,Germany,Jahn Regensburg,SSV Jahn Regensburg,0.681818182,True
eafc_11636,tm_3153,Li Yongjia,2001-07-24,Nkosi Tafari,1997-03-23,China PR,United States,Meizhou Hakka,FC Dallas,,False
eafc_1031,tm_1553,M. Bradley,31.07.1987,Michael Bradley,31.07.1987,United States,United States,Toronto,Toronto FC,0.72,True
eafc_4133,tm_5817,Lino Essier,29.02.1992,Lilian Brassier,02.11.1999,Brazil,France,São Paulo,Stade Brestois 29,0.433333333,False
eafc_1958,tm_4621,B. Assombalonga,06.12.1992,Britt Assombalonga,06.12.1992,Congo DR,DR Congo,Antalyaspor,Antalyaspor,0.844444444,True
eafc_8089,tm_2766,C. Lannert,1998-06-08,Brahim Darri,1994-09-14,Germany,Netherlands,DSC Arminia Bielefeld,Fatih Karagümrük,,False
eafc_6830,tm_5053,Paulino,1997-06-27,Héctor Herrera,1990-04-19,Spain,Mexico,Real Oviedo,Houston Dynamo FC,,False
eafc_11315,tm_6931,Chow Tim,1994-01-18,Garland Gbellé,1992-12-16,Chinese Taipei,France,Chengdu Rongcheng,Quevilly - Rouen Métropole,,False
eafc_4652,tm_10265,D. Kasumu,05.10.1999,David Kasumu,05.10.1999,Nigeria,England,Huddersfield Town,Huddersfield Town,0.766666667,True
eafc_4090,tm_9217,Clayton Fildeiras,29.02.1996,Aleix Febas,02.02.1996,Brazil,Spain,Goiás,Elche CF,0.447058824,False
eafc_11645,tm_1064,Hu Hetao,2003-10-05,Lamine Fomba,1998-01-26,China PR,France,Chengdu Rongcheng,AS Saint-Étienne,,False
eafc_5040,tm_7214,Douglas Luiz,1998-05-09,Douglas Luiz,1998-05-09,Brazil,Brazil,Aston Villa,Aston Villa,1.0,True
eafc_11609,tm_3053,Cui Qi,1997-10-26,John Mary,1993-03-09,China PR,Cameroon,Changchun Yatai,Caykur Rizespor,,False
eafc_7448,tm_5481,Vitinha,2000-02-13,Vitinha,2000-02-13,Portugal,Portugal,Paris Saint Germain,Paris Saint-Germain,1.0,True
eafc_5053,tm_10361,D. Hadžikadunić,09.07.1998,Dennis Hadzikadunic,09.07.1998,Bosnia and Herzegovina,Bosnia-Herzegovina,Hamburger SV,,0.742105263,True
eafc_4038,tm_9217,Túlio Changas,1996-02-29,Ertac Özbir,1989-10-25,Brazil,Turkey,Palmeiras,Adana Demirspor,,False
eafc_3392,tm_7874,A. Nübel,1996-09-30,Róger Espinoza,1986-10-25,Germany,Honduras,VfB Stuttgart,Sporting Kansas City,,False
eafc_1095,tm_8437,A. Bonnet,1986-10-17,Ronie Carrillo,1996-09-08,France,Ecuador,Quevilly Rouen,Portimonense SC,,False
eafc_10319,tm_1165,Diogo Fonseca,2002-04-10,Dominik Greif,1997-04-06,Portugal,Slovakia,Sporting Braga,RCD Mallorca,,False
eafc_4002,tm_9339,Fran Villalba,1998-05-11,Fran Villalba,1998-05-11,Spain,Spain,Sporting Gijón,Sporting Gijón,1.0,True
eafc_2576,tm_4270,K. Möhwald,03.07.1993,Kevin Möhwald,03.07.1993,Germany,Germany,AS Eupen,KAS Eupen,0.784615385,True
eafc_6682,tm_1128,Rafael Santos,1998-02-05,Rafael Santos,1998-02-05,Brazil,Brazil,Orlando City,Orlando City SC,1.0,True
eafc_9282,tm_1047,K. Kelsy,2004-07-27,Dimo Krastev,2003-02-10,Venezuela,Bulgaria,Shakhtar Donetsk,ACF Fiorentina,,False
eafc_3874,tm_7316,C. Goode,03.08.1995,Charlie Goode,03.08.1995,England,England,Brentford,Brentford FC,0.676923077,True
eafc_1303,tm_4864,N. Nkoulou,1990-03-27,Ayman Ben Mohamed,1994-12-08,Cameroon,Tunisia,Gaziantep F.K.,EA Guingamp,,False
eafc_10770,tm_4607,A. Harshan,2004-01-01,Benjamin Lecomte,1991-04-26,Saudi Arabia,France,Al Okhdood,Montpellier HSC,,False
eafc_1608,tm_4260,J. Davidson,29.06.1991,Jason Davidson,29.06.1991,Australia,Australia,AS Eupen,KAS Eupen,0.8,True
eafc_7179,tm_4014,K. Sardella,02.05.2002,Killian Sardella,02.05.2002,Belgium,Belgium,Anderlecht,RSC Anderlecht,0.7375,True
eafc_6762,tm_1287,S. Moreno,21.04.2000,Santiago Moreno,21.04.2000,Colombia,Colombia,Portland Timbers,Portland Timbers,0.673333333,True
eafc_8086,tm_1328,Marcelo Pitaluga,2002-12-20,Fran Mérida,1990-03-04,Brazil,Spain,Liverpool,Tianjin Jinmen Tiger,,False
eafc_8888,tm_5230,Tiago Araújo,2001-03-27,Tiago Araújo,2001-03-27,Portugal,Portugal,Estoril,GD Estoril Praia,1.0,True
eafc_7874,tm_2130,F. Krastev,15.10.2001,Filip Krastev,15.10.2001,Bulgaria,Bulgaria,Los Angeles FC,,0.784615385,True
eafc_9303,tm_1087,P. Judd,1999-05-28,Morgan Rogers,2002-07-26,United States,England,LA Galaxy,Middlesbrough FC,,False
eafc_2671,tm_3406,Anderson Talisca,1994-02-01,Leonardo Balerdi,1999-01-26,Brazil,Argentina,Al Nassr,Olympique Marseille,,False
eafc_11388,tm_3243,Wang Yaopeng,1995-01-18,Aritz Aldasoro,1999-06-05,China PR,Spain,Dalian Professional,Racing Santander,,False
eafc_8402,tm_3693,Metinho,2003-04-23,Metinho,2003-04-23,Brazil,Brazil,Sparta Rotterdam,ESTAC Troyes,1.0,True
eafc_4204,tm_2929,Elildo Petri,1996-02-29,Marvin Mehlem,1997-09-11,Brazil,Germany,Palmeiras,SV Darmstadt 98,,False
eafc_2155,tm_2214,João Paulo,1991-03-08,João Paulo,1991-03-08,Brazil,Brazil,Seattle Sounders,Seattle Sounders FC,1.0,True
eafc_7639,tm_5925,Fali Candé,1998-01-24,Fali Candé,1998-01-24,Guinea Bissau,Guinea-Bissau,Metz,FC Metz,1.0,True
eafc_11459,tm_7301,Liu Shibo,1997-05-20,Amar Sejdic,1996-11-29,China PR,United States,Shandong Taishan,Atlanta United FC,,False
eafc_10249,tm_9363,Carlos Álvarez,2003-08-06,Carlos Álvarez,2003-08-06,Spain,Spain,Levante,Levante UD,1.0,True
eafc_9405,tm_1299,M. Anchor,21.07.2004,Max Anchor,21.07.2004,Canada,Canada,Vancouver Whitecaps,Vancouver Whitecaps FC,0.86,True
eafc_8092,tm_3493,I. Saibari,2001-07-18,Azeem Abdulai,2002-12-09,Morocco,Scotland,PSV,Swansea City,,False
eafc_11177,tm_5368,F. Sylla,2006-04-16,Adam Wharton,2004-06-02,France,England,Lens,Blackburn Rovers,,False
eafc_4095,tm_3937,Tião Couteira,2000-02-29,Laurent Depoitre,1988-12-07,Brazil,Belgium,Athletico Paranaense,KAA Gent,,False
eafc_10095,tm_4987,João Neves,2004-09-27,João Neves,2004-09-27,Portugal,Portugal,Benfica,SL Benfica,1.0,True
eafc_9383,tm_3811,K. Al Hashmi,18.03.1997,Mike Hauptmeijer,18.03.1997,United Arab Emirates,Netherlands,Al Ain,PEC Zwolle,0.475,False
eafc_6391,tm_3358,M. Al Rubaie,14.08.1997,Mohammed Al-Rubaie,14.08.1997,Saudi Arabia,Saudi Arabia,Al Ahli Jeddah,Al-Hilal SFC,0.688888889,True
eafc_1000,tm_5199,Rúben Fernandes,1986-05-06,Rúben Fernandes,1986-05-06,Portugal,Portugal,Gil Vicente,Gil Vicente FC,1.0,True
eafc_2984,tm_4919,A. Appindangoye,20.02.1992,Aaron Appindangoyé,20.02.1992,Gabon,Gabon,Sivasspor,Sivasspor,0.805555556,True
eafc_1096,tm_9064,F. Dionisi,16.06.1987,Federico Dionisi,16.06.1987,Italy,Italy,Ternana,Ternana Calcio,0.69375,True
eafc_11039,tm_4972,D. Traoré,1998-08-02,Benoît Costil,1987-07-03,Côte d'Ivoire,France,İstanbulspor,US Salernitana 1919,,False
eafc_7343,tm_9408,Migue Leal,1997-02-01,Migue Leal,1997-02-01,Spain,Spain,FC Andorra,FC Andorra,1.0,True
eafc_11698,tm_3317,Li Junju,17.01.2003,Junju Li,17.01.2003,China PR,China,Nantong Zhiyun,Nantong Zhiyun,0.475,True
eafc_4441,tm_9266,Joni Montiel,1998-09-03,Joni Montiel,1998-09-03,Spain,Spain,Real Valladolid,Rayo Vallecano,1.0,True
eafc_11434,tm_3061,Zhang Wentao,14.04.1993,Chengjian Liao,04.11.1993,China PR,China,Wuhan Three Towns,Changchun Yatai,0.45,False
eafc_4231,tm_2634,Fábio Melitinho,29.02.1996,Fábio Martins,24.07.1993,Brazil,Portugal,Fluminense,Al-Khaleej FC,0.466666667,False
eafc_2953,tm_3767,Álvaro Peña,1991-10-24,Álvaro Peña,1991-10-24,Spain,Spain,Almere City,Almere City FC,1.0,True
eafc_6375,tm_9246,Stoichkov,1993-11-05,Stoichkov,1993-11-05,Spain,Spain,SD Eibar,SD Eibar,1.0,True
eafc_6403,tm_4801,G. Yalçın,1999-01-18,Niko Rak,2003-07-26,Turkey,Croatia,Fatih Karagümrük,Konyaspor,,False
eafc_2330,tm_6631,Óliver Torres,1994-11-10,Óliver Torres,1994-11-10,Spain,Spain,Sevilla,Sevilla FC,1.0,True
eafc_8073,tm_7685,Ayesa,2001-04-02,Marcel Beifus,2002-10-27,Spain,Germany,Real Sociedad,Karlsruher SC,,False
eafc_9118,tm_9860,A. Abdulai,09.12.2002,Azeem Abdulai,09.12.2002,Scotland,Scotland,Swansea City,Swansea City,0.784615385,True
eafc_2090,tm_6658,Denis Suárez,1994-01-06,Denis Suárez,1994-01-06,Spain,Spain,Villarreal,Villarreal CF,1.0,True
eafc_6362,tm_8210,N. Opoku,1997-11-08,Christian Travaglini,2000-01-07,Ghana,Italy,Amiens SC,Cagliari Calcio,,False
eafc_9735,tm_7797,M. Fuseini,16.05.2002,Kiliann Sildillia,16.05.2002,Ghana,France,Sturm Graz,SC Freiburg,0.423529412,False
eafc_9391,tm_2209,M. Udebuluzor,2004-04-01,Emil Hansson,1998-06-15,Hong Kong,Sweden,Ingolstadt,Heracles Almelo,,False
eafc_9538,tm_2539,N. Al Hadhood,31.05.2002,Nasser Hadhood,31.05.2002,Saudi Arabia,Saudi Arabia,Al Raed,Al-Raed SFC,0.75,True
eafc_9722,tm_9255,David Torres,2003-03-05,David Torres,2003-03-05,Spain,Spain,Real Valladolid,Real Valladolid CF,1.0,True
eafc_3075,tm_6914,Zaldúa,1992-06-24,Jérôme Gondorf,1988-06-26,Spain,Germany,Cádiz,Karlsruher SC,,False
eafc_11666,tm_2898,Xia Xiaoxi,2005-01-08,Sebastian Vasiliadis,1997-10-04,China PR,Greece,Wuhan Three Towns,FC Hansa Rostock,,False
eafc_5368,tm_9534,Dani Ojeda,1994-12-03,Dani Ojeda,1994-12-03,Spain,Spain,Burgos,Burgos CF,1.0,True
eafc_11080,tm_5404,Jajá,2001-04-15,Jajá,2001-04-15,Brazil,Brazil,Casa Pia,,1.0,True
eafc_7260,tm_9945,A. Aouchiche,15.07.2002,Adil Aouchiche,15.07.2002,France,France,Sunderland,Sunderland AFC,0.85,True
eafc_11463,tm_3059,Tong Lei,1997-12-16,Nathan Byrne,1992-06-05,China PR,England,Shandong Taishan,Charlotte FC,,False
eafc_10116,tm_6363,Luizão,08.03.2002,Lorenzo Colombo,08.03.2002,Brazil,Italy,West Ham United,AC Milan,0.44,False
eafc_7818,tm_7962,Dudu,1999-02-10,Dudu,1999-02-10,Germany,Germany,Werder Bremen,SV Werder Bremen,1.0,True
eafc_7768,tm_9108,D. Peeters,26.01.1999,Daouda Peeters,26.01.1999,Belgium,Belgium,Südtirol,,0.75,True
eafc_8080,tm_4235,Zarzana,2002-03-21,Ezechiel Banzuzi,2005-02-16,Spain,Netherlands,Sevilla,Oud-Heverlee Leuven,,False
eafc_5991,tm_5552,L. Balerdi,26.01.1999,Leonardo Balerdi,26.01.1999,Argentina,Argentina,Olympique de Marseille,Olympique Marseille,0.69375,True
eafc_3020,tm_8181,C. Hountondji,19.01.1994,Cédric Hountondji,19.01.1994,Benin,Benin,Angers SCO,Angers SCO,0.794117647,True
eafc_3818,tm_6757,E. Ávila,06.02.1994,Chimy Ávila,06.02.1994,Argentina,Argentina,Osasuna,CA Osasuna,0.681818182,True
eafc_7006,tm_4267,G. Magnée,12.10.1999,Gary Magnée,12.10.1999,Belgium,Belgium,AS Eupen,KAS Eupen,0.809090909,True
eafc_1673,tm_9799,G. Hanley,20.11.1991,Grant Hanley,20.11.1991,Scotland,Scotland,Norwich City,Norwich City,0.766666667,True
eafc_2593,tm_10742,J. Gondorf,26.06.1988,Jérôme Gondorf,26.06.1988,Germany,Germany,Karlsruher SC,Karlsruher SC,0.75,True
eafc_11244,tm_8871,S. Cortese,17.08.2005,Simone Cortese,17.08.2005,Italy,Italy,Brescia,Brescia Calcio,0.75,True
eafc_6061,tm_7969,F. Agu,27.09.1999,Felix Agu,27.09.1999,Germany,Germany,Werder Bremen,SV Werder Bremen,0.688888889,True
eafc_2891,tm_7426,K. Tete,09.10.1995,Kenny Tete,09.10.1995,Netherlands,Netherlands,Fulham,Fulham FC,0.72,True
eafc_6479,tm_5077,Rober,2001-01-06,Anthony Valencia,2003-07-21,Spain,Ecuador,NEC,Royal Antwerp FC,,False
eafc_4673,tm_5196,Allan Ardaújo,1988-02-29,Mikael Marqués,2001-09-08,Brazil,Sweden,Goiás,Minnesota United FC,,False
eafc_11517,tm_2979,Wang Ziming,05.08.1996,Ziming Wang,05.08.1996,China PR,China,Beijing Guoan,Beijing Guoan,0.490909091,True
eafc_4857,tm_1832,P. Kammerbauer,11.02.1997,Patrick Kammerbauer,11.02.1997,Germany,Germany,Verl,SC Verl,0.778947368,True
eafc_11565,tm_10461,A. Yakubu,1998-11-10,Stephy Mavididi,1998-05-31,Ghana,England,Wuhan Three Towns,Leicester City,,False
eafc_11340,tm_2955,Shao Puliang,1989-07-06,Maarten Vandevoordt,2002-02-26,China PR,Belgium,Cangzhou Mighty Lions,RB Leipzig,,False
eafc_3748,tm_2490,M. Dugandžić,07.04.1994,Marko Dugandzic,07.04.1994,Croatia,Croatia,Al Tai,Al-Tai FC,0.72,True
eafc_11533,tm_3145,Wen Junjie,1997-04-16,Momo Diaby,1996-09-03,China PR,France,Meizhou Hakka,Portimonense SC,,False
eafc_1131,tm_6055,Rui Patrício,1988-02-15,Rui Patrício,1988-02-15,Portugal,Portugal,Roma,AS Roma,1.0,True
eafc_10145,tm_2706,F. Bouebari,12.09.2003,Franci Bouebari,12.09.2003,France,France,Freiburg II,SC Freiburg II,0.766666667,True
eafc_6049,tm_5247,Heriberto Tavares,19.02.1997,Heri Tavares,19.02.1997,Portugal,Portugal,Estoril,GD Estoril Praia,0.794117647,True
eafc_8660,tm_10733,M. Beifus,27.10.2002,Marcel Beifus,27.10.2002,Germany,Germany,Karlsruher SC,Karlsruher SC,0.730769231,True
eafc_7001,tm_10712,J. Hugonet,24.11.1999,Jean Hugonet,24.11.1999,France,France,Magdeburg,1.FC Magdeburg,0.825,True
eafc_2747,tm_6952,Puertas,1992-02-21,Kian Harratt,2002-06-21,Spain,England,Granada,Huddersfield Town,,False
eafc_4422,tm_9599,Miguelón,1996-01-18,Danny McNamara,1998-12-27,Spain,Ireland,Eldense,Millwall FC,,False
eafc_4279,tm_9294,S. Bakış,1994-04-22,Robin Roefs,2003-01-17,Turkey,Netherlands,Real Zaragoza,NEC Nijmegen,,False
eafc_9298,tm_3889,G. Kuol,15.09.2004,Garang Kuol,15.09.2004,Australia,Australia,FC Volendam,Newcastle United,0.681818182,True
eafc_1683,tm_9474,Raúl Lizoain,1991-01-27,Raúl Lizoain,1991-01-27,Spain,Spain,FC Cartagena,FC Andorra,1.0,True
eafc_10382,tm_8331,S. Boudraa,30.06.2003,Sofiane Boudraa,30.06.2003,Algeria,France,Valenciennes,Valenciennes FC,0.72,True
eafc_11415,tm_2928,Wang Jie,14.01.1989,Xiang Ji,01.03.1990,China PR,China,Nantong Zhiyun,Shandong Taishan,0.4975,False
eafc_1251,tm_4147,R. Neustädter,18.02.1988,Roman Neustädter,18.02.1988,Russia,Russia,Westerlo,KVC Westerlo,0.825,True
eafc_7129,tm_5335,Patrick William,1997-06-03,Patrick William,1997-06-03,Brazil,Brazil,Rio Ave,Rio Ave FC,1.0,True
eafc_11395,tm_2829,Cai Huikang,10.10.1989,Huikang Cai,10.10.1989,China PR,China,Shanghai Port,Shanghai Port,0.490909091,True
eafc_2703,tm_4057,L. Depoitre,07.12.1988,Laurent Depoitre,07.12.1988,Belgium,Belgium,Gent,KAA Gent,0.7375,True
eafc_11132,tm_6745,Rubén de Gea,2000-04-04,Sebastian Vasiliadis,1997-10-04,Spain,Greece,Burgos,FC Hansa Rostock,,False
eafc_11460,tm_8112,Lu Ning,1998-01-26,Berkay Özcan,1998-02-15,China PR,Turkey,Changchun Yatai,Basaksehir FK,,False
eafc_9416,tm_10430,D. Murkin,1999-07-27,Khalil Fayad,2004-06-09,England,France,Schalke 04,Montpellier HSC,,False
eafc_8819,tm_9641,Alan Godoy,2003-05-04,Alan Godoy,2003-05-04,Spain,Spain,Mirandés,Deportivo Alavés,1.0,True
eafc_5366,tm_6942,Wilson Manafá,1994-07-23,Wilson Manafá,1994-07-23,Portugal,Portugal,Granada,Granada CF,1.0,True
eafc_2793,tm_1290,Y. Chará,02.04.1991,Yimmi Chará,02.04.1991,Colombia,Colombia,Portland Timbers,Portland Timbers,0.745454545,True
eafc_4154,tm_1448,Germano Cuba,29.02.1996,Guzmán Corujo,02.08.1996,Brazil,Uruguay,Palmeiras,Charlotte FC,0.419230769,False
eafc_3018,tm_8823,F. Zampano,30.09.1993,Francesco Zampano,30.09.1993,Italy,Italy,Venezia,Venezia FC,0.670588235,True
eafc_4263,tm_5038,Sevinho Santos,2000-02-29,Federico Dionisi,1987-06-16,Brazil,Italy,Fortaleza,Ternana Calcio,,False
eafc_3629,tm_9197,Pere Milla,1992-09-23,Pere Milla,1992-09-23,Spain,Spain,Espanyol,RCD Espanyol Barcelona,1.0,True
eafc_8070,tm_2349,M. Al Oufi,2002-08-08,Daylam Meddah,2002-10-06,Saudi Arabia,France,Abha,SM Caen,,False
eafc_10255,tm_1419,C. Rindov,08.10.2001,Chris Rindov,08.10.2001,United States,United States,Sporting Kansas City,Sporting Kansas City,0.766666667,True
eafc_11535,tm_5477,Zhou Xin,1998-04-11,Saleh Al-Qumayzi,1991-10-30,China PR,Saudi Arabia,Shenzhen,Abha Club,,False
eafc_10579,tm_9142,A. Tessiore,01.10.1999,Andrea Tessiore,01.10.1999,Italy,Italy,Cittadella,AS Cittadella,0.766666667,True
eafc_1518,tm_1985,H. Behrens,26.03.1990,Hanno Behrens,26.03.1990,Germany,Germany,VfB Lübeck,VfB Lübeck,0.784615385,True
eafc_9369,tm_8150,M. Craig,2003-04-16,Miguel Araujo,1994-10-24,Scotland,Peru,Tottenham Hotspur,Portland Timbers,,False
eafc_10850,tm_7823,P. Jouan,2002-04-02,Miguel Crespo,1996-09-11,France,Portugal,Concarneau,Fenerbahce,,False
eafc_10389,tm_1174,M. Braun,2005-03-10,Marlon Ritter,1994-10-15,Germany,Germany,VfL Wolfsburg,1.FC Kaiserslautern,,False
eafc_2511,tm_9264,De La Hoz,1992-03-30,Álvaro Odriozola,1995-12-14,Spain,Spain,Real Valladolid,Real Sociedad,,False
eafc_4989,tm_9445,Ever Rodeiro,29.02.1996,Álvaro Romero,12.05.1996,Brazil,Spain,Goiás,CD Tenerife,0.436923077,False
eafc_7554,tm_6142,B. Unger,1999-04-23,Yohan Demoncy,1996-04-07,Austria,France,Rapid Wien,Paris FC,,False
eafc_2145,tm_8707,D. Stojanović,1993-07-19,Esteban Salles,1994-03-02,North Macedonia,France,Rheindorf Altach,US Concarneau,,False
eafc_4860,tm_10280,A. Famewo,09.11.1998,Akin Famewo,09.11.1998,England,England,Sheffield Wednesday,Sheffield Wednesday,0.809090909,True
eafc_7931,tm_3378,Gabri Veiga,2002-05-27,Gabri Veiga,2002-05-27,Spain,Spain,Al Ahli Jeddah,Al-Ahli SFC,1.0,True
eafc_11459,tm_7301,Liu Shibo,20.05.1997,Kaoru Mitoma,20.05.1997,China PR,Japan,Shandong Taishan,Brighton & Hove Albion,0.475,False
eafc_4187,tm_1993,Allison Sireo,29.02.2000,Cyrill Akono,29.02.2000,Brazil,Germany,Goiás,VfB Lübeck,0.461538462,False
eafc_4058,tm_6637,Adnan Vidual,1992-02-29,Lamar Yarbrough,1996-04-07,Brazil,Germany,Internacional,SSV Ulm 1846,,False
eafc_6737,tm_4391,Tetê,2000-02-15,Tetê,2000-02-15,Brazil,Brazil,Galatasaray,Galatasaray,1.0,True
eafc_8782,tm_10499,J. Urbig,08.08.2003,Jonas Urbig,08.08.2003,Germany,Germany,SpVgg Greuther Fürth,1.FC Köln,0.745454545,True
eafc_11535,tm_5477,Zhou Xin,11.04.1998,Achraf Hakimi,04.11.1998,China PR,Morocco,Shenzhen,Paris Saint-Germain,0.461538462,False
eafc_11520,tm_1227,Yan Zhiyu,1993-02-08,Julian Green,1995-06-06,China PR,United States,Changchun Yatai,SpVgg Greuther Fürth,,False
eafc_10335,tm_1187,R. van der Plaat,10.01.2003,Casey Walls,10.01.2003,Netherlands,United States,SC Heerenveen,San Jose Earthquakes,0.43125,False
eafc_6593,tm_3649,S. Haudum,1994-11-27,Robin Roefs,2003-01-17,Austria,Netherlands,Blau-Weiß Linz,NEC Nijmegen,,False
eafc_10621,tm_8516,Y. Barry,25.11.2002,Yacouba Barry,25.11.2002,France,France,Annecy,FC Annecy,0.676923077,True
eafc_10843,tm_9806,B. Winter,16.05.2004,Kellen Fisher,05.05.2004,Germany,England,St. Pauli,Norwich City,0.415384615,False
eafc_10194,tm_4127,K. Chaban,2000-01-06,Jacob Chapman,2000-10-22,Algeria,Australia,Albacete,Huddersfield Town,,False
eafc_1758,tm_7098,Casemiro,1992-02-23,Casemiro,1992-02-23,Brazil,Brazil,Manchester United,Manchester United,1.0,True
eafc_3960,tm_5682,J. Duverne,1997-07-12,Iván Calero,1995-04-21,France,Spain,Nantes,FC Cartagena,,False
eafc_8799,tm_10207,B. Knight,14.06.2002,Jason Knight,13.02.2001,England,Ireland,Manchester City,Bristol City,0.408333333,False
eafc_10801,tm_2770,H. Obermeyer,17.04.2006,Henry Obermeyer,17.04.2006,Germany,Germany,DSC Arminia Bielefeld,Arminia Bielefeld,0.813333333,True
eafc_11550,tm_3256,B. Tsonev,29.04.1995,Borislav Tsonev,29.04.1995,Bulgaria,Bulgaria,Dalian Professional,Dalian Professional,0.673333333,True
eafc_7641,tm_1861,J. Hawkins,2001-06-24,Kieffer Moore,1992-08-08,United States,Wales,Waldhof Mannheim,AFC Bournemouth,,False
eafc_9391,tm_2209,M. Udebuluzor,01.04.2004,Cody Baker,04.01.2004,Hong Kong,United States,Ingolstadt,Seattle Sounders FC,0.407692308,False
eafc_3098,tm_6389,E. Gyasi,1994-01-11,Andy Rinomhota,1997-04-21,Ghana,England,Empoli,Cardiff City,,False
eafc_4050,tm_2929,Héniton Pires,1996-02-29,Raed Al-Ghamdi,1994-05-06,Brazil,Saudi Arabia,Flamengo,Al-Raed SFC,,False
eafc_1293,tm_5904,L. Négo,15.01.1991,Loïc Nego,15.01.1991,Hungary,Hungary,Le Havre,Le Havre AC,0.688888889,True
eafc_10682,tm_5202,Kiko Vilas Boas,1999-09-08,Francesco Zampano,1993-09-30,Portugal,Italy,Gil Vicente,Venezia FC,,False
eafc_9949,tm_5120,Zé Carlos,2001-10-30,Zé Carlos,2001-10-30,Portugal,Portugal,Vitória SC,Vitória Guimarães SC,1.0,True
eafc_5421,tm_9402,Vilanova,11.02.1997,Adrià Vilanova,11.02.1997,Spain,Spain,FC Andorra,FC Andorra,0.7,True
eafc_6882,tm_8568,R. Boissier,22.02.1994,Rémy Boissier,22.02.1994,France,France,Dunkerque,USL Dunkerque,0.838461538,True
eafc_2983,tm_10058,R. Hedges,08.07.1995,Ryan Hedges,08.07.1995,Wales,Wales,Blackburn Rovers,Blackburn Rovers,0.809090909,True
eafc_8971,tm_6684,Luiz Henrique,2001-01-02,Luiz Henrique,2001-01-02,Brazil,Brazil,Real Betis,Real Betis Balompié,1.0,True
eafc_11489,tm_6692,Dai Weijun,1999-07-25,Leandro Chichizola,1990-03-27,China PR,Argentina,Shanghai Shenhua,Parma Calcio 1913,,False
