df1,df2,name1,birthdate1,name2,birthdate2,nat1,nat2,club1,club2,score,match
fm_6046,eafc_3025,Paul Pogba,1993-03-15,L. Binks,2001-09-02,FRA,England,Juventus,Coventry City,,False
fm_14901,eafc_4970,Fran Beltrán,1999-02-03,Fran Beltrán,1999-02-03,ESP,Spain,Vigo,Celta de Vigo,1.0,True
fm_14419,eafc_3082,Munir,1995-09-01,Munir,1995-09-01,MAR,Morocco,Getafe,Las Palmas,1.0,True
fm_10303,eafc_3070,Mohammed Kanno,22.09.1994,M. Kanno,22.09.1994,KSA,Saudi Arabia,Al-Hilal (KSA),Al Hilal,0.675,True
fm_6549,eafc_5175,Grigoris Kastanos,30.01.1998,G. Kastanos,30.01.1998,CYP,Cyprus,Salernitana,Salernitana,0.732352941,True
fm_15129,eafc_6489,Andrés Martín,1999-07-11,Andrés Martín,1999-07-11,ESP,Spain,Vallecano,Racing Santander,1.0,True
fm_7842,eafc_5423,Yuri Maset,2005-05-02,T. Ernst,2003-03-15,ITA,Germany,Torino,Hertha BSC,,False
fm_5288,eafc_5755,Roy van Mameren,2001-05-16,M. Almirón,1994-02-10,NED,Paraguay,SC Cambuur,Newcastle United,,False
fm_2397,eafc_8153,Yorbe Vertessen,08.01.2001,Y. Vertessen,08.01.2001,BEL,Belgium,PSV,PSV,0.826666667,True
fm_18237,eafc_7603,Pieter Emonds,2004-01-12,E. Martínez,1992-09-02,BEL,Argentina,Levante,Aston Villa,,False
fm_6412,eafc_3595,George Puşcaş,08.04.1996,G. Pușcaș,08.04.1996,ROU,Romania,Genoa,Genoa,0.65,True
fm_17348,eafc_9437,Sami Belachqer,2006-01-21,Migue Leal,1997-02-01,FRA,Spain,FCSM,FC Andorra,,False
fm_17174,eafc_9806,Dinis Rodrigues,12.01.2005,D. Seimen,01.12.2005,POR,Germany,FC Porto,VfB Stuttgart,0.523333333,False
fm_14677,eafc_3814,Jeff Reine-Adélaïde,17.01.1998,J. Reine-Adélaïde,17.01.1998,FRA,France,OL,RWDM,0.897368421,True
fm_5991,eafc_10523,Simon Mühlbauer,2005-05-23,S. Vignato,2004-02-24,GER,Italy,FC Augsburg,Monza,,False
fm_15631,eafc_1567,Sergi Enrich,1990-02-26,Sergi Enrich,1990-02-26,ESP,Spain,Oviedo,Real Zaragoza,1.0,True
fm_16575,eafc_8842,Manu Morillo,2003-08-14,Manu Morillo,2003-08-14,ESP,Spain,Real Hispalis,Real Betis,1.0,True
fm_14252,eafc_2695,João Mário,1993-01-19,João Mário,1993-01-19,POR,Portugal,Benfica,Benfica,1.0,True
fm_8200,eafc_9922,Sebas Wade,09.04.2003,S. Wade,09.04.2003,ENG,England,Torino,Torino,0.74,True
fm_12693,eafc_9360,Seb Quirk,2001-12-05,D. Boloca,1998-12-22,ENG,Romania,Everton,Sassuolo,,False
fm_10380,eafc_11393,Zhang Wei,1993-03-28,Zhang Wei,1993-03-28,CHN,China PR,Tianjin,Qingdao Hainiu,1.0,True
fm_14277,eafc_5017,Luiz Felipe,1997-03-22,Luiz Felipe,1997-03-22,ITA,Italy,Real Hispalis,Al Ittihad,1.0,True
fm_9899,eafc_9894,Berkan Küpelikılınç,14.01.2003,B. Küpelikılınç,14.01.2003,GER,Germany,Gaziantep FK,Gaziantep F.K.,0.828947368,True
fm_5745,eafc_8751,Djaro Mulder,2005-12-28,J. Bruma,1991-11-13,NED,Netherlands,Fortuna Sittard,RKC Waalwijk,,False
fm_9470,eafc_7277,Attila Szalai,20.01.1998,A. Szalai,20.01.1998,HUN,Hungary,Fenerbahçe,TSG Hoffenheim,0.75,True
fm_17959,eafc_1194,Naké Youssouf,04.03.2006,M. Youssouf,26.03.1988,FRA,Comoros,OGC Nice,Ajaccio,0.52,False
fm_12278,eafc_11212,Micah Hamilton,2003-11-13,G. Jean,2000-02-19,ENG,France,Man City,Annecy,,False
fm_13514,eafc_10301,Louie Marsh,2004-07-05,Ž. Majer,1992-07-25,ENG,Slovenia,Sheff Utd,Cremonese,,False
fm_2570,eafc_5253,Aron Dønnum,20.04.1998,A. Dønnum,20.04.1998,NOR,Norway,Standard,Toulouse,0.822727273,True
fm_16394,eafc_6623,João Valido,2000-03-03,João Valido,2000-03-03,POR,Portugal,Arouca,Arouca,1.0,True
fm_3127,eafc_2825,Dennis Lippert,1996-02-20,S. Kalajdžić,1997-07-07,GER,Austria,SpVgg Bayreuth,Wolverhampton Wanderers,,False
fm_16057,eafc_7133,Hugo Vandermersch,05.05.1999,H. Vandermersch,05.05.1999,FRA,France,SM Caen,Elversberg,0.885294118,True
fm_15504,eafc_1838,Jimmy Giraudon,1992-01-16,B. Özcan,1998-02-15,FRA,Turkey,ASSE,İstanbul Başakşehir,,False
fm_1836,eafc_3115,Angeliño,1997-01-04,Angeliño,1997-01-04,ESP,Spain,Hoffenheim,Galatasaray,1.0,True
fm_11460,eafc_2482,Emerson,1994-08-03,Emerson,1994-08-03,ITA,Italy,West Ham,West Ham United,1.0,True
fm_8916,eafc_10794,Manuel Tschigg,2005-01-04,M. Puch,2004-01-20,ITA,Algeria,Südtirol,Ajaccio,,False
fm_2355,eafc_5483,Wilfried Kanga,21.02.1998,W. Kanga,21.02.1998,CIV,Côte d'Ivoire,Hertha Berlin,Standard Liège,0.675,True
fm_6157,eafc_3074,Hans Hateboer,09.01.1994,H. Hateboer,09.01.1994,NED,Netherlands,Atalanta,Atalanta,0.85,True
fm_6194,eafc_2491,Elseid Hysaj,02.02.1994,E. Hysaj,02.02.1994,ALB,Albania,Lazio,Lazio,0.729166667,True
fm_8958,eafc_9819,Andrea Zappone,2006-01-25,A. Gouiri,2000-02-16,ITA,France,Bologna,Rennes,,False
fm_6942,eafc_7921,Botond Balogh,06.06.2002,B. Balogh,06.06.2002,HUN,Hungary,Parma,Parma,0.75,True
fm_1485,eafc_9790,Nick Markanich,26.12.1999,A. Markanich,26.12.1999,USA,United States,Cincinnati,Saint Louis City,0.814285714,True
fm_6035,eafc_10992,Lukas Schmitt,2005-10-08,M. Kanno,1994-09-22,GER,Saudi Arabia,Hansa Rostock,Al Hilal,,False
fm_17989,eafc_10624,Gabriel Carvalho,2004-01-11,I. Van der Brempt,2002-04-01,POR,Belgium,A. Madrid,Hamburger SV,,False
fm_15206,eafc_8641,Andrés Sarmiento,15.01.1998,T. Baribo,15.01.1998,COL,Israel,VIZ,Philadelphia Union,0.553125,False
fm_12682,eafc_8011,James Carragher,2002-11-11,João Félix,1999-11-10,ENG,Portugal,Wigan,FC Barcelona,,False
fm_15508,eafc_6625,Jaume Grau,1997-05-05,Jaume Grau,1997-05-05,ESP,Spain,Zaragoza,Real Zaragoza,1.0,True
fm_1970,eafc_6379,Jordan Teze,30.09.1999,J. Teze,30.09.1999,NED,Netherlands,PSV,PSV,0.704545455,True
fm_1937,eafc_4771,Konstantinos Laifis,19.05.1993,K. Laifis,19.05.1993,CYP,Cyprus,Standard,Standard Liège,0.623684211,True
fm_12573,eafc_9744,Connor McAvoy,16.02.2002,C. McAvoy,16.02.2002,SCO,Scotland,Fulham,Fulham,0.75,True
fm_15852,eafc_6625,Samuel Mráz,1997-05-13,A. Novakovich,1996-09-21,SVK,United States,Mirandés,Lecco,,False
fm_15553,eafc_4005,Vital N'Simba,08.07.1993,V. Nsimba,08.07.1993,COD,Congo DR,Bordeaux,Bordeaux,0.7,True
fm_14670,eafc_7191,Fer Niño,2000-10-24,Fer Niño,2000-10-24,ESP,Spain,Villarreal,Burgos,1.0,True
fm_9372,eafc_1581,Jeffrey Bruma,13.11.1991,J. Bruma,13.11.1991,NED,Netherlands,Kasımpaşa,RKC Waalwijk,0.7,True
fm_9903,eafc_9844,Sékou Tidiany Bangoura,2002-04-05,A. Dobre,1998-08-30,GUI,Romania,Başakşehir FK,Famalicão,,False
fm_9768,eafc_8766,Gökhan Sazdağı,20.09.1994,G. Sazdağı,20.09.1994,TUR,Turkey,Kayserispor,Kayserispor,0.767857143,True
fm_11280,eafc_5719,Luis Díaz,13.01.1997,L. Díaz,13.01.1997,COL,Colombia,Liverpool,Liverpool,0.783333333,True
fm_11038,eafc_11547,Li Shenyuan,1997-10-02,Li Shenyuan,1997-10-02,CHN,China PR,SH Port,Shanghai Port,1.0,True
fm_10957,eafc_11349,Zou Yafei,03.02.2001,Wu Yake,03.02.1991,CHN,China PR,DL Pro,Changchun Yatai,0.536111111,False
fm_6933,eafc_4804,Emil Bohinen,12.03.1999,E. Bohinen,12.03.1999,NOR,Norway,Salernitana,Salernitana,0.8375,True
fm_1387,eafc_3685,Sergio Santos,1994-09-04,Sergio Santos,1994-09-04,BRA,Brazil,Cincinnati,Cincinnati,1.0,True
fm_10750,eafc_11329,Yang Jingfan,29.09.1999,Yang Mingyang,11.07.1995,CHN,Switzerland,Changchun,Nantong Zhiyun,0.5,False
fm_13559,eafc_5821,Tommy Jackson,2004-01-24,E. Tapsoba,1999-02-02,ENG,Burkina Faso,Stoke,Bayer 04 Leverkusen,,False
fm_3095,eafc_3526,Julian Günther-Schmidt,13.09.1994,J. Günther-Schmidt,13.09.1994,GER,Germany,1. FC Saarbrücken,Saarbrücken,0.852272727,True
fm_5935,eafc_4269,Benjamin Krist,2004-02-11,L. Lonardi,1999-02-10,GER,Italy,FC Augsburg,Südtirol,,False
fm_12034,eafc_2661,Callum O'Dowda,23.04.1995,C. O'Dowda,23.04.1995,IRL,Republic of Ireland,Cardiff,Cardiff City,0.767857143,True
fm_6250,eafc_4690,Dany Mota,1998-05-02,Dany Mota,1998-05-02,POR,Portugal,Brianza,Monza,1.0,True
fm_15772,eafc_3047,Jose Ángel Carrillo,07.01.1994,A. Ferrari,01.07.1994,ESP,Italy,Huesca,Sampdoria,0.521052632,False
fm_18230,eafc_10040,Diego Méndez,2003-08-29,Diego Méndez,2003-08-29,ESP,Spain,Vallecano,Rayo Vallecano,1.0,True
fm_6903,eafc_9598,Niccolò Corrado,19.03.2000,N. Corrado,19.03.2000,ITA,Italy,Ternana,Ternana,0.74,True
fm_10734,eafc_11578,Han Dong,2001-03-02,Han Dong,2001-03-02,CHN,China PR,Henan,Henan,1.0,True
fm_12295,eafc_6797,Luke Matheson,03.10.2002,I. Maatsen,10.03.2002,ENG,Netherlands,Wolves,Chelsea,0.6,False
fm_16093,eafc_2666,Johann Obiang,05.07.1993,J. Obiang,05.07.1993,GAB,Gabon,SM Caen,Pau,0.75,True
fm_10925,eafc_11713,Ma Junjie,10.12.2004,Yuan Junjie,03.10.2005,CHN,China PR,Changchun,Shenzhen,0.542727273,False
fm_15533,eafc_3486,Jairo,1993-10-22,Jairo,1993-10-22,ESP,Spain,Cartagena,FC Cartagena,1.0,True
fm_3861,eafc_5027,Simon Olsson,14.09.1997,S. Olsson,14.09.1997,SWE,Sweden,sc Heerenveen,SC Heerenveen,0.783333333,True
fm_12054,eafc_4887,Jordan Storey,02.09.1997,J. Storey,02.09.1997,ENG,England,Preston,Preston North End,0.75,True
fm_14270,eafc_2452,Otávio,1995-02-09,Otávio,1995-02-09,POR,Portugal,FC Porto,Al Nassr,1.0,True
fm_13558,eafc_9843,Seb Palmer-Houlden,2004-04-09,Astralaga,2004-03-03,ENG,Spain,Bristol City,FC Barcelona,,False
fm_10679,eafc_11605,Niu Ziyi,1999-09-21,Niu Ziyi,1999-09-21,CHN,China PR,Henan,Henan,1.0,True
fm_8126,eafc_2363,Giovanni Grotta,2004-10-15,E. Tapsoba,1999-02-02,ITA,Burkina Faso,Palermo,Bayer 04 Leverkusen,,False
fm_12912,eafc_2707,Jaden Heskey,2005-12-17,H. Vandermersch,1999-05-05,ENG,France,Man City,Elversberg,,False
fm_10638,eafc_11425,Gan Rui,1985-01-11,Gan Rui,1985-01-11,CHN,China PR,CD Rongcheng,Chengdu Rongcheng,1.0,True
fm_11968,eafc_11317,Lucas João,1993-09-04,Lucas João,1993-09-04,ANG,Angola,Reading,Shanghai Port,1.0,True
fm_9897,eafc_7870,Oğuzhan Yılmaz,2003-06-17,G. Bonaventura,1989-08-22,TUR,Italy,Kasımpaşa,Fiorentina,,False
fm_4769,eafc_11265,Gijs Bolk,2005-01-06,Róber,1995-02-16,NED,Spain,FC Emmen,Sporting Gijón,,False
fm_8272,eafc_10404,Lorenzo Da Pozzo,2004-09-23,Alex Muñoz,1994-07-30,ITA,Spain,Venezia,Levante,,False
fm_5660,eafc_8983,Nic Kretschmar,2005-06-05,Astralaga,2004-03-03,GER,Spain,St. Pauli,FC Barcelona,,False
fm_7545,eafc_9041,Matteo Basti,2004-04-05,J. Ragen,1998-09-24,ITA,United States,Inter,Seattle Sounders,,False
fm_18353,eafc_5093,Sidney Powell,2004-02-14,M. Demiral,1998-03-05,DEN,Turkey,MRT,Al Ahli Jeddah,,False
fm_14840,eafc_7120,Riccieli,1998-09-17,Riccieli,1998-09-17,BRA,Brazil,Famalicão,Famalicão,1.0,True
fm_10202,eafc_1597,Anselmo,1989-02-20,Anselmo,1989-02-20,BRA,Brazil,Al-Wehda,Al Wahda,1.0,True
fm_11455,eafc_2435,Ricardo Pereira,1993-10-06,Ricardo Pereira,1993-10-06,POR,Portugal,Leicester,Leicester City,1.0,True
fm_8293,eafc_8294,Francesco Perlingieri,2002-05-14,Hwang Hee Chan,1996-01-26,ITA,Korea Republic,Benevento,Wolverhampton Wanderers,,False
fm_3878,eafc_5490,Lars Bünning,27.02.1998,L. Bünning,27.02.1998,GER,Germany,Kaiserslautern,Dynamo Dresden,0.8375,True
fm_1247,eafc_5958,João Moutinho,1998-01-12,João Moutinho,1998-01-12,POR,Portugal,Orlando City,Spezia,1.0,True
fm_1878,eafc_5060,Jiří Pavlenka,14.04.1992,J. Pavlenka,14.04.1992,CZE,Czech Republic,SV Werder,Werder Bremen,0.85,True
fm_11255,eafc_2867,N'Golo Kanté,29.03.1991,N. Kanté,29.03.1991,FRA,France,Chelsea,Al Ittihad,0.729166667,True
fm_5193,eafc_8327,Louis Patris,07.06.2001,L. Patris,07.06.2001,BEL,Belgium,OHL,Anderlecht,0.783333333,True
fm_10397,eafc_11496,Zhang Gong,1992-04-10,Zhang Gong,1992-04-10,CHN,China PR,GZ City,Chengdu Rongcheng,1.0,True
fm_14136,eafc_1296,Robert Lewandowski,21.08.1988,R. Lewandowski,21.08.1988,POL,Poland,Barcelona,FC Barcelona,0.819444444,True
fm_17598,eafc_4042,Enzo Cantero,15.05.2005,Enzo Marteiro,29.02.1992,FRA,Brazil,Clermont,Flamengo,0.5,False
fm_2694,eafc_8026,Mees Hilgers,13.05.2001,M. Hilgers,13.05.2001,NED,Netherlands,FC Twente,FC Twente,0.8375,True
fm_7311,eafc_2388,Antonio Narciso,1980-10-01,F. Benković,1997-07-13,ITA,Croatia,Modena,Trabzonspor,,False
fm_12524,eafc_9684,Kristian Šekularac,07.12.2003,K. Šekularac,07.12.2003,SUI,Switzerland,Fulham,Fulham,0.747222222,True
fm_9116,eafc_7579,Francesco Stazi,2005-10-10,K. Pusch,1993-02-12,ITA,Germany,Frosinone,MSV Duisburg,,False
fm_9981,eafc_7752,Ümit Akdağ,2003-10-06,L. Weinkauf,1996-07-07,TUR,Germany,Alanyaspor,Hannover 96,,False
fm_10361,eafc_11495,Guan Haojin,1995-08-26,C. Mamengi,2001-04-03,CHN,Netherlands,Guangzhou,Almere City,,False
fm_9195,eafc_11055,Edoardo Alloisio,18.03.2005,Edgar Alcañiz,18.03.2005,ITA,Spain,Genoa,Levante,0.675,False
fm_8136,eafc_6197,Mattia Bongiovanni,2005-01-10,Y. Poulsen,1994-06-15,ITA,Denmark,Palermo,RB Leipzig,,False
fm_7057,eafc_9872,Alwande Roaldsøy,2004-06-09,N. Kristof,1999-12-20,NOR,Austria,Atalanta,Elversberg,,False
fm_16755,eafc_10137,Nathan Zeze,18.06.2005,N. Zézé,18.06.2005,FRA,France,FC Nantes,Nantes,0.586363636,True
fm_10986,eafc_11598,Bai Yang,1998-03-06,Bai Yang,1998-03-06,CHN,China PR,Beijing,Beijing Guoan,1.0,True
fm_11474,eafc_5535,Saša Kalajdžić,07.07.1997,S. Kalajdžić,07.07.1997,AUT,Austria,Wolves,Wolverhampton Wanderers,0.860714286,True
fm_14345,eafc_3761,Nuno Santos,1995-02-13,Nuno Santos,1995-02-13,POR,Portugal,Sporting CP,Sporting CP,1.0,True
fm_6566,eafc_3099,Antonio Barreca,18.03.1995,A. Barreca,18.03.1995,ITA,Italy,Cagliari,Sampdoria,0.74,True
fm_8336,eafc_4519,Efdon Mahari,2006-04-12,P. Dwomoh,2004-06-21,SWE,Belgium,Torino,RWDM,,False
fm_1856,eafc_2762,Vladimír Darida,1990-08-08,O. Vargas,2005-08-05,CZE,United States,Hertha Berlin,Seattle Sounders,,False
fm_16226,eafc_8450,Ekain,1994-04-29,Ekain,1994-04-29,ESP,Spain,Ibiza,Racing Santander,1.0,True
fm_8245,eafc_9382,Brian Pietroluongo,2005-03-11,Del Moral,2000-07-20,ITA,Spain,Perugia,Villarreal II,,False
fm_10068,eafc_7922,Collins Fai,1992-08-13,J. Sambia,1996-09-07,CMR,France,Al-Tai,Salernitana,,False
fm_11546,eafc_4580,Rasmus Kristensen,11.07.1997,R. Kristensen,11.07.1997,DEN,Denmark,Leeds,Roma,0.808823529,True
fm_2027,eafc_2784,Almamy Touré,1996-04-28,Adrián Liso,2005-04-02,FRA,Spain,Eintracht Frankfurt,Real Zaragoza,,False
fm_2624,eafc_5520,Peter Leeuwenburgh,1994-03-23,A. Ndiaye,1996-07-16,NED,Senegal,FC Groningen,Mallorca,,False
fm_2862,eafc_7174,Jamie Leweling,26.02.2001,J. Leweling,26.02.2001,GER,Germany,Union Berlin,VfB Stuttgart,0.814285714,True
fm_9703,eafc_11353,Ermir Lenjani,1989-08-05,Zhang Yuan,1989-12-08,ALB,China PR,Ümraniyespor,Shenzhen,,False
fm_6743,eafc_9348,Daniele Casiraghi,10.03.1993,D. Casiraghi,10.03.1993,ITA,Italy,Südtirol,Südtirol,0.770588235,True
fm_15934,eafc_8650,Williot Swedberg,01.02.2004,W. Swedberg,01.02.2004,SWE,Sweden,Vigo,Celta de Vigo,0.75625,True
fm_10489,eafc_11412,Zhang Xiaobin,1993-10-23,Zhang Xiaobin,1993-10-23,CHN,China PR,WH Three Towns,Wuhan Three Towns,1.0,True
fm_5848,eafc_10855,Dominik Lindermeir,2005-06-13,Joselu,1990-03-27,GER,Spain,FC Augsburg,Real Madrid,,False
fm_18014,eafc_9337,Noa Megdad Manette,2005-06-15,Migue Leal,1997-02-01,FRA,Spain,Bordeaux,FC Andorra,,False
fm_6771,eafc_3347,Junior Sambia,07.09.1996,J. Sambia,07.09.1996,FRA,France,Salernitana,Salernitana,0.75,True
fm_16052,eafc_5355,Mickaël Nadé,04.03.1999,M. Nadé,04.03.1999,FRA,France,ASSE,Saint-Étienne,0.675,True
fm_11764,eafc_11342,Benik Afobe,12.02.1993,Wang Tong,12.02.1993,COD,China PR,Millwall,Shandong Taishan,0.527272727,False
fm_14590,eafc_7911,Mads Bech Sørensen,1999-01-07,A. Barreca,1995-03-18,DEN,Italy,OGC Nice,Sampdoria,,False
fm_5822,eafc_11256,Noah Wallenfuß,2005-04-30,A. Gruaud,2004-02-16,GER,France,HSV,Dunkerque,,False
fm_6361,eafc_5954,Ionuţ Nedelcearu,25.04.1996,I. Nedelcearu,24.04.1996,ROU,Romania,Palermo,Palermo,0.6625,True
fm_6610,eafc_2211,Mario Sampirisi,31.10.1992,M. Sampirisi,31.10.1992,ITA,Italy,Frosinone,Reggiana,0.826666667,True
fm_1169,eafc_2977,Kevin Molino,17.06.1990,K. Molino,17.06.1990,TRI,Trinidad and Tobago,Columbus,Columbus Crew,0.783333333,True
fm_10693,eafc_11508,Su Yuanjie,1995-04-14,Su Yuanjie,1995-04-14,CHN,China PR,Tianjin,Tianjin Jinmen Tiger,1.0,True
fm_14967,eafc_5012,Yan Valery,22.02.1999,Y. Valery,22.02.1999,TUN,Tunisia,Angers SCO,Angers SCO,0.87,True
fm_13181,eafc_11058,Kevin Adueni,2006-06-10,A. Flips,2000-01-18,ENG,France,Nottm Forest,Anderlecht,,False
fm_10425,eafc_11436,Cui Wei,1994-08-16,Cui Wei,1994-08-16,CHN,China PR,Meizhou,Meizhou Hakka,1.0,True
fm_14837,eafc_6164,Gonzalo Verdú,1988-10-21,Gonzalo Verdú,1988-10-21,ESP,Spain,Elche,FC Cartagena,1.0,True
fm_12914,eafc_3935,Nathanael Boot,2006-02-27,S. Nsoki,1999-04-09,ENG,France,Southampton,TSG Hoffenheim,,False
fm_16669,eafc_3277,Xavi Pleguezuelo,14.01.2003,Pleguezuelo,26.01.1997,ESP,Spain,Real Hispalis,Plymouth Argyle,0.516875,False
fm_7958,eafc_7022,Francesco Raccosta,2005-10-08,D. Doué,2005-06-03,ITA,France,Brianza,Rennes,,False
fm_7994,eafc_10226,Jordan Akwasingi,2004-08-24,E. Hysaj,1994-02-02,SUI,Albania,Lazio,Lazio,,False
fm_15338,eafc_1401,Alfredo Ortuño,21.01.1991,Ortuño,21.01.1991,ESP,Spain,Cartagena,FC Cartagena,0.628571429,True
fm_13302,eafc_8001,Michael Roxburgh,09.03.2003,Tiago Morais,03.09.2003,ENG,Portugal,Huddersfield,Boavista,0.5125,False
fm_7423,eafc_10051,Benjamin Tahirovic,03.03.2003,B. Tahirović,09.03.2003,SWE,Bosnia and Herzegovina,Capitoline,Ajax,0.594444444,True
fm_15711,eafc_6521,Ilija Vukotić,07.01.1999,I. Vukotić,07.01.1999,MNE,Montenegro,BVT,Boavista,0.8,True
fm_10406,eafc_11375,Zhao Yuhao,1993-04-07,Zhao Yuhao,1993-04-07,CHN,China PR,Henan,Henan,1.0,True
fm_9284,eafc_1983,Simone Padovani,2005-05-28,Andrés Martín,1999-07-11,ITA,Spain,Südtirol,Racing Santander,,False
fm_12492,eafc_9368,Romaine Mundle,24.04.2003,R. Mundle,24.04.2003,ENG,England,Tottenham,Standard Liège,0.721428571,True
fm_16546,eafc_8872,Naim García,2002-06-11,Naim García,2002-06-11,ESP,Spain,Leganés,Leganés,1.0,True
fm_1361,eafc_9483,Noble Okello,20.07.2000,Del Moral,20.07.2000,CAN,Spain,Toronto FC,Villarreal II,0.5125,False
fm_6222,eafc_3335,Andrea Conti,02.03.1994,A. Conti,02.03.1994,ITA,Italy,Sampdoria,Sampdoria,0.729166667,True
fm_10132,eafc_6629,Gerson Rodrigues,1995-06-20,Gerson Rodrigues,1995-06-20,LUX,Luxembourg,Al-Wehda,Sivasspor,1.0,True
fm_14083,eafc_9805,Oli Challinor,2006-02-04,G. Zaro,1994-05-12,ENG,Italy,Stoke,Modena,,False
fm_14782,eafc_4998,Darko Brašanac,12.02.1992,D. Brašanac,12.02.1992,SRB,Serbia,Atlético Pamplona,Osasuna,0.814285714,True
fm_7323,eafc_8180,Mattia Ciucci,11.11.2002,M. Diambou,11.11.2002,ITA,Mali,Salento,Salzburg,0.55,False
fm_10305,eafc_11368,Tang Miao,1990-10-16,Tang Miao,1990-10-16,CHN,China PR,GZ City,Chengdu Rongcheng,1.0,True
fm_3519,eafc_7236,Vincent Gembalies,18.01.2000,A. Flips,18.01.2000,GER,France,MSV Duisburg,Anderlecht,0.502941176,False
fm_3270,eafc_8093,Nicolás Castro,01.11.2000,N. Castro,01.11.2000,ARG,Argentina,KRC Genk,Elche,0.721428571,True
fm_6667,eafc_3323,Andrija Novaković,21.09.1996,A. Novakovich,21.09.1996,USA,United States,Venezia,Lecco,0.694117647,True
fm_8726,eafc_10341,Stefano Vannucchi,2003-03-22,I. Vukotić,1999-01-07,ITA,Montenegro,Spezia,Boavista,,False
fm_16081,eafc_2621,Mikkel Desler,19.02.1995,M. Desler,19.02.1995,DEN,Denmark,Toulouse FC,Toulouse,0.75,True
fm_8330,eafc_6092,Lamine Gningue,2004-08-14,A. Cubas,1996-05-22,SEN,Paraguay,Parthenope,Vancouver Whitecaps,,False
fm_18024,eafc_3654,Nordan Mukiele,2006-02-12,M. Diaw,1993-06-22,FRA,Senegal,Rennes,Clermont,,False
fm_3277,eafc_1705,Boné Uaferro,04.01.1992,B. Uaferro,04.01.1992,MOZ,Germany,1. FC Saarbrücken,Saarbrücken,0.8375,True
fm_16237,eafc_8796,Antony,2001-09-08,Antony,2001-09-08,BRA,Brazil,Arouca,Portland Timbers,1.0,True
fm_1346,eafc_5264,Paxton Pomykal,17.12.1999,P. Pomykal,17.12.1999,USA,United States,FC Dallas,Dallas,0.767857143,True
fm_1101,eafc_1420,Alejandro Bedoya,29.04.1987,A. Bedoya,29.04.1987,USA,United States,Philadelphia,Philadelphia Union,0.675,True
fm_8708,eafc_5183,Sergo De Luca,2006-05-03,F. Stokkers,1996-04-18,ITA,Netherlands,Cosenza,Go Ahead Eagles,,False
fm_13453,eafc_9605,Hamid Abdul-Salem,2003-10-19,Luiz Felipe,1997-03-22,ENG,Italy,Reading,Al Ittihad,,False
fm_16208,eafc_6921,Lassine Sinayoko,08.12.1999,L. Sinayoko,08.12.1999,MLI,Mali,AJ Auxerre,Auxerre,0.75625,True
fm_4445,eafc_11057,Jorg Schreuders,09.09.2004,B. Stretton,09.09.2004,NED,England,FC Groningen,Coventry City,0.523333333,False
fm_14301,eafc_4975,Reinildo,1994-01-21,Reinildo,1994-01-21,MOZ,Mozambique,A. Madrid,Atlético Madrid,1.0,True
fm_15462,eafc_5424,Oriol Busquets,1999-01-20,Oriol Busquets,1999-01-20,ESP,Spain,Arouca,Arouca,1.0,True
fm_16359,eafc_9729,Gaby Jean,19.02.2000,G. Jean,19.02.2000,FRA,France,FC Annecy,Annecy,0.783333333,True
fm_14775,eafc_5333,Rodrigo Conceição,2000-01-02,M. Tchokounté,1988-09-11,POR,France,FC Porto,Laval,,False
