df1,df2,match
tm_6612,fm_14672,True
tm_6351,fm_6154,True
tm_6965,fm_14808,True
tm_3574,fm_13245,True
tm_6914,fm_14905,True
tm_7092,fm_11383,True
tm_5866,fm_16097,True
tm_1000,fm_1492,True
tm_4949,fm_9515,True
tm_8013,fm_2212,True
tm_1265,fm_1572,True
tm_1577,fm_1603,True
tm_10548,fm_2547,True
tm_7584,fm_3033,True
tm_7605,fm_1850,True
tm_5201,fm_7033,True
tm_4473,fm_10055,True
tm_1647,fm_1159,True
tm_8495,fm_16153,True
tm_7648,fm_2003,True
tm_7066,fm_11402,True
tm_5687,fm_16841,True
tm_7995,fm_2399,True
tm_10384,fm_2000,True
tm_2156,fm_1371,True
tm_1036,fm_1535,True
tm_6388,fm_6964,True
tm_6973,fm_15594,True
tm_10363,fm_2706,True
tm_5130,fm_15236,True
tm_2726,fm_5876,True
tm_7639,fm_2260,True
tm_9252,fm_14838,True
tm_3484,fm_9534,True
tm_4272,fm_5207,True
tm_6833,fm_14944,True
tm_2803,fm_3272,True
tm_7909,fm_2118,True
tm_5029,fm_14279,True
tm_1316,fm_1297,True
tm_7902,fm_2146,True
tm_5157,fm_16791,True
tm_10094,fm_11953,True
tm_5333,fm_16584,True
tm_9919,fm_12011,True
tm_1103,fm_1448,True
tm_4485,fm_14227,True
tm_4781,fm_9787,True
tm_10683,fm_2484,True
tm_8453,fm_16162,True
tm_8883,fm_6654,True
tm_7248,fm_11445,True
tm_9631,fm_16353,True
tm_3957,fm_2467,True
tm_7351,fm_11300,True
tm_5983,fm_6137,True
tm_6465,fm_6472,True
tm_6993,fm_15095,True
tm_9949,fm_11862,True
tm_8278,fm_15826,True
tm_3794,fm_4707,True
tm_9422,fm_15568,True
tm_8826,fm_6445,True
tm_9334,fm_14548,True
tm_5626,fm_15527,True
tm_2107,fm_16080,True
tm_4125,fm_3548,True
tm_5313,fm_16271,True
tm_10408,fm_2356,True
tm_4142,fm_2651,True
tm_4205,fm_4284,True
tm_5914,fm_16200,True
tm_1135,fm_1202,True
tm_6254,fm_7388,True
tm_7330,fm_11668,True
tm_6809,fm_14379,True
tm_9797,fm_12385,True
tm_7045,fm_11262,True
tm_1303,fm_1750,True
tm_2658,fm_3428,True
tm_7810,fm_1834,True
tm_7984,fm_2308,True
tm_1346,fm_1415,True
tm_3922,fm_1886,True
tm_9473,fm_15893,True
tm_5395,fm_15333,True
tm_10264,fm_12129,True
tm_8990,fm_7335,True
tm_1290,fm_1098,True
tm_9569,fm_14853,True
tm_5560,fm_14220,True
tm_1621,fm_1264,True
tm_4235,fm_2566,True
tm_7876,fm_3669,True
tm_7855,fm_4249,True
tm_6508,fm_6569,True
tm_6828,fm_14340,True
tm_3540,fm_1848,True
tm_7321,fm_11437,True
tm_1655,fm_1610,True
tm_7380,fm_11386,True
tm_9108,fm_6981,True
tm_1856,fm_3034,True
tm_1330,fm_1738,True
tm_10181,fm_12231,True
tm_6216,fm_6221,True
tm_7556,fm_1766,True
tm_4070,fm_2487,True
tm_1367,fm_1582,True
tm_8405,fm_15899,True
tm_4057,fm_2047,True
tm_9923,fm_11963,True
tm_1333,fm_1760,True
tm_7637,fm_1805,True
tm_6290,fm_6370,True
tm_1576,fm_1324,True
tm_9439,fm_15039,True
tm_8785,fm_6728,True
tm_4316,fm_14917,True
tm_3742,fm_14899,True
tm_4065,fm_4234,True
tm_9406,fm_16104,True
tm_8988,fm_6927,True
tm_6837,fm_15552,True
tm_7250,fm_14383,True
tm_9500,fm_15254,True
tm_9456,fm_15579,True
tm_8947,fm_6637,True
tm_3464,fm_3897,True
tm_6623,fm_14288,True
tm_10116,fm_12563,True
tm_1321,fm_1333,True
tm_4146,fm_3859,True
tm_10833,fm_3067,True
tm_9343,fm_14890,True
tm_8815,fm_6930,True
tm_8261,fm_16152,True
tm_9077,fm_6856,True
tm_4461,fm_9761,True
tm_3405,fm_10348,True
tm_1376,fm_1039,True
tm_10740,fm_2406,True
tm_6234,fm_6276,True
tm_2147,fm_1126,True
tm_5686,fm_16755,True
tm_8692,fm_7118,True
tm_7173,fm_11913,True
tm_10786,fm_3094,True
tm_9292,fm_14650,True
tm_9398,fm_16345,True
tm_1274,fm_1198,True
tm_5315,fm_15328,True
tm_3447,fm_10450,True
tm_8262,fm_16548,True
tm_3930,fm_3724,True
tm_1318,fm_11889,True
tm_5271,fm_16715,True
tm_10673,fm_3883,True
tm_10349,fm_13511,True
tm_4181,fm_16327,True
tm_7340,fm_11530,True
tm_7336,fm_11348,True
tm_1248,fm_1423,True
tm_8918,fm_6567,True
tm_7004,fm_15446,True
tm_3868,fm_3935,True
tm_8724,fm_6821,True
tm_6812,fm_15011,True
tm_6992,fm_15016,True
tm_8957,fm_9408,True
tm_8452,fm_16668,True
tm_1447,fm_1577,True
tm_2683,fm_3280,True
tm_10741,fm_3746,True
tm_1683,fm_2662,True
tm_6702,fm_14249,True
tm_7575,fm_1774,True
tm_8222,fm_16538,True
tm_7688,fm_1859,True
tm_2527,fm_10369,True
tm_10527,fm_2335,True
tm_8995,fm_8844,True
tm_8209,fm_15646,True
tm_6484,fm_6213,True
tm_5102,fm_16955,True
tm_6339,fm_6187,True
tm_8619,fm_1247,True
tm_7999,fm_2325,True
tm_6460,fm_6895,True
tm_7462,fm_11382,True
tm_7198,fm_11366,True
tm_10399,fm_2168,True
tm_3611,fm_2103,True
tm_1624,fm_1534,True
tm_7857,fm_11452,True
tm_2807,fm_3443,True
tm_8243,fm_16158,True
tm_10808,fm_2991,True
tm_8825,fm_6510,True
tm_5665,fm_16139,True
tm_7743,fm_2451,True
tm_9458,fm_14924,True
tm_4034,fm_2128,True
tm_5022,fm_15569,True
tm_7781,fm_2087,True
tm_5352,fm_15461,True
tm_6910,fm_14549,True
tm_4050,fm_3869,True
tm_8787,fm_7217,True
tm_7369,fm_11439,True
tm_10050,fm_12555,True
tm_6007,fm_1792,True
tm_3880,fm_4696,True
tm_1513,fm_1489,True
tm_9405,fm_15787,True
tm_7300,fm_14198,True
tm_9051,fm_7076,True
tm_9424,fm_15511,True
tm_6244,fm_6298,True
tm_10212,fm_12436,True
tm_4006,fm_2095,True
tm_7043,fm_11279,True
tm_7189,fm_11680,True
tm_6953,fm_14406,True
tm_9660,fm_15810,True
tm_5779,fm_15178,True
tm_6532,fm_14155,True
tm_10073,fm_2486,True
tm_10790,fm_2671,True
tm_5489,fm_14151,True
tm_10443,fm_1996,True
tm_7622,fm_1969,True
tm_4541,fm_9409,True
tm_8646,fm_6599,True
tm_6785,fm_15115,True
tm_1586,fm_1536,True
tm_10702,fm_2342,True
tm_7094,fm_11521,True
tm_2330,fm_10481,True
tm_4620,fm_14696,True
tm_5794,fm_2764,True
tm_1315,fm_1124,True
tm_7552,fm_12190,True
tm_10447,fm_3604,True
tm_2149,fm_1174,True
tm_2795,fm_2474,True
tm_1764,fm_3151,True
tm_3498,fm_2853,True
tm_5397,fm_15923,True
tm_3963,fm_1893,True
tm_5041,fm_14584,True
tm_8741,fm_6205,True
tm_2183,fm_1307,True
tm_1047,fm_1277,True
tm_6294,fm_6556,True
tm_6309,fm_14556,True
tm_6642,fm_14361,True
tm_3691,fm_2130,True
tm_10248,fm_11985,True
tm_6434,fm_6488,True
tm_6391,fm_6264,True
tm_7531,fm_11783,True
tm_5803,fm_17206,True
tm_1381,fm_11412,True
tm_8001,fm_3354,True
tm_2112,fm_1349,True
tm_10021,fm_11976,True
tm_7815,fm_9470,True
tm_7384,fm_15374,True
tm_10635,fm_2820,True
tm_6338,fm_6839,True
tm_10117,fm_12054,True
tm_8016,fm_3887,True
tm_1286,fm_16237,True
tm_9995,fm_14297,True
tm_5738,fm_16457,True
tm_10518,fm_2667,True
tm_2737,fm_4134,True
tm_10092,fm_12447,True
tm_10271,fm_12567,True
tm_5393,fm_14887,True
tm_1789,fm_3204,True
tm_2741,fm_2468,True
tm_10110,fm_11935,True
tm_5350,fm_14742,True
tm_8379,fm_16376,True
tm_8875,fm_6232,True
tm_7705,fm_2199,True
tm_8276,fm_15753,True
tm_7897,fm_2862,True
tm_8324,fm_15531,True
tm_7448,fm_11748,True
tm_8743,fm_6519,True
tm_7517,fm_11878,True
tm_9771,fm_11586,True
tm_2087,fm_1051,True
tm_6067,fm_6122,True
tm_9005,fm_6515,True
tm_10728,fm_4187,True
tm_6706,fm_14199,True
tm_8900,fm_6694,True
tm_3882,fm_3964,True
tm_1668,fm_1729,True
tm_7989,fm_2277,True
tm_8084,fm_16429,True
tm_9907,fm_11949,True
tm_1765,fm_3238,True
tm_5001,fm_14679,True
tm_4017,fm_2657,True
tm_10568,fm_3592,True
tm_1590,fm_1188,True
tm_1970,fm_3126,True
tm_1088,fm_11794,True
tm_5880,fm_15664,True
tm_8018,fm_2143,True
tm_7440,fm_11484,True
tm_6382,fm_7199,True
tm_8118,fm_16214,True
tm_1623,fm_1353,True
tm_4944,fm_9667,True
tm_10040,fm_12193,True
tm_8847,fm_6844,True
tm_4184,fm_3758,True
tm_7931,fm_5418,True
tm_1080,fm_9660,True
tm_1096,fm_1573,True
tm_6559,fm_14170,True
tm_3619,fm_3861,True
tm_10084,fm_15766,True
tm_8412,fm_16876,True
tm_3534,fm_3426,True
tm_8384,fm_16219,True
tm_7008,fm_11410,True
tm_5593,fm_14816,True
tm_6689,fm_14195,True
tm_6170,fm_6449,True
tm_5989,fm_6162,True
tm_4019,fm_14204,True
tm_3932,fm_4094,True
tm_9977,fm_11950,True
tm_8134,fm_16276,True
tm_3651,fm_3301,True
tm_6044,fm_6153,True
tm_8182,fm_16318,True
tm_6096,fm_6795,True
tm_8503,fm_16410,True
tm_10660,fm_3700,True
tm_9564,fm_17328,True
tm_9929,fm_11988,True
tm_10046,fm_12239,True
tm_1119,fm_1515,True
tm_2247,fm_10264,True
tm_4263,fm_5001,True
tm_8739,fm_6460,True
tm_8940,fm_2219,True
tm_1932,fm_3176,True
tm_6072,fm_7465,True
tm_10041,fm_12393,True
tm_7112,fm_11699,True
tm_7383,fm_14350,True
tm_4728,fm_9638,True
tm_5505,fm_15651,True
tm_3344,fm_10256,True
tm_10583,fm_2680,True
tm_1416,fm_1323,True
tm_9387,fm_15085,True
tm_8720,fm_9620,True
tm_8779,fm_6635,True
tm_10703,fm_3122,True
tm_6931,fm_15179,True
tm_6467,fm_6503,True
tm_9891,fm_11915,True
tm_1794,fm_3080,True
tm_10638,fm_3141,True
tm_2746,fm_2741,True
tm_5867,fm_16377,True
tm_9193,fm_15047,True
tm_9069,fm_6447,True
tm_5377,fm_14942,True
tm_1106,fm_1108,True
tm_6639,fm_14365,True
tm_1500,fm_1592,True
tm_9337,fm_14758,True
tm_4033,fm_2717,True
tm_2188,fm_1089,True
tm_1850,fm_2947,True
tm_10614,fm_2276,True
tm_2208,fm_1240,True
tm_3943,fm_2653,True
tm_10722,fm_2508,True
tm_4288,fm_2091,True
tm_9491,fm_15380,True
tm_7039,fm_11388,True
tm_6362,fm_6250,True
tm_2078,fm_1296,True
tm_9944,fm_12440,True
tm_8033,fm_2382,True
tm_10509,fm_3368,True
tm_10014,fm_12108,True
tm_10414,fm_2227,True
tm_7591,fm_2365,True
tm_5629,fm_15197,True
tm_2111,fm_1574,True
tm_10289,fm_11705,True
tm_6464,fm_6993,True
tm_8058,fm_2783,True
tm_10675,fm_2915,True
tm_1388,fm_1329,True
tm_6617,fm_14364,True
tm_3602,fm_14824,True
tm_1033,fm_1508,True
tm_10698,fm_15063,True
tm_8300,fm_15299,True
tm_9980,fm_12167,True
tm_6165,fm_6561,True
tm_6816,fm_14919,True
tm_4853,fm_2997,True
tm_6853,fm_1895,True
tm_5562,fm_16972,True
tm_8074,fm_17273,True
tm_6076,fm_6053,True
tm_5329,fm_16313,True
tm_2963,fm_9352,True
tm_7734,fm_2253,True
tm_7377,fm_11942,True
tm_8710,fm_7103,True
tm_9001,fm_6868,True
tm_8007,fm_3283,True
tm_7080,fm_2141,True
tm_6028,fm_1846,True
tm_2441,fm_10295,True
tm_10111,fm_9484,True
tm_5074,fm_14304,True
tm_10428,fm_3134,True
tm_1039,fm_1362,True
tm_7558,fm_2742,True
tm_6205,fm_6396,True
tm_9589,fm_15129,True
tm_9297,fm_16015,True
tm_3688,fm_3252,True
tm_7027,fm_12157,True
tm_1029,fm_1498,True
tm_1360,fm_1267,True
tm_4011,fm_11462,True
tm_5267,fm_14819,True
tm_6474,fm_6118,True
tm_7708,fm_4367,True
tm_3455,fm_3666,True
tm_3392,fm_11248,True
tm_3067,fm_10056,True
tm_4685,fm_16304,True
tm_5174,fm_15452,True
tm_1761,fm_3128,True
tm_9171,fm_8355,True
tm_10573,fm_2748,True
tm_7025,fm_11267,True
tm_2760,fm_3138,True
tm_10565,fm_2289,True
tm_6060,fm_11398,True
tm_2155,fm_1539,True
tm_9231,fm_14913,True
tm_4428,fm_9487,True
tm_7715,fm_1977,True
tm_1733,fm_2754,True
tm_10449,fm_2838,True
tm_4107,fm_2506,True
tm_5092,fm_15713,True
tm_9124,fm_6749,True
tm_5210,fm_14551,True
tm_7155,fm_11357,True
tm_7220,fm_1839,True
tm_4873,fm_9793,True
tm_7911,fm_2064,True
tm_4979,fm_14465,True
tm_7586,fm_1781,True
tm_7794,fm_3437,True
tm_2175,fm_1721,True
tm_1958,fm_3351,True
tm_10065,fm_12323,True
tm_8199,fm_9361,True
tm_4286,fm_2949,True
tm_9730,fm_11517,True
tm_6831,fm_14536,True
tm_8751,fm_6492,True
tm_7291,fm_11354,True
tm_7314,fm_11551,True
tm_7666,fm_3996,True
tm_5597,fm_14916,True
tm_6204,fm_6136,True
tm_2123,fm_1350,True
tm_3012,fm_10125,True
tm_10535,fm_2483,True
tm_6628,fm_14253,True
tm_2482,fm_2056,True
tm_6162,fm_6243,True
tm_2142,fm_1060,True
tm_6265,fm_6245,True
tm_3862,fm_2376,True
tm_10623,fm_3306,True
tm_5233,fm_18118,True
tm_1543,fm_1327,True
tm_6145,fm_6410,True
tm_3954,fm_4110,True
tm_4044,fm_15422,True
tm_7107,fm_11869,True
tm_6120,fm_6063,True
tm_6595,fm_14804,True
tm_3377,fm_10225,True
tm_2199,fm_1193,True
tm_4673,fm_9754,True
tm_10439,fm_2703,True
tm_10633,fm_3728,True
tm_3748,fm_3610,True
eafc_11591,tm_2994,False
eafc_6608,tm_10460,True
eafc_6597,tm_2481,True
eafc_10406,tm_7570,True
eafc_9419,tm_3892,True
eafc_6023,tm_5248,True
eafc_3018,tm_8823,True
eafc_6762,tm_1287,True
eafc_10391,tm_1071,True
eafc_6860,tm_4975,True
eafc_11550,tm_3256,True
eafc_11214,tm_6108,True
eafc_1373,tm_6698,True
eafc_3495,tm_10021,True
eafc_8482,tm_5172,True
eafc_5924,tm_6375,True
eafc_9749,tm_2474,True
eafc_1900,tm_1041,True
eafc_5230,tm_7119,True
eafc_7929,tm_6766,False
eafc_1668,tm_8514,True
eafc_3709,tm_9724,True
eafc_8159,tm_9558,True
eafc_8630,tm_6833,True
eafc_9653,tm_7530,True
eafc_7693,tm_5287,True
eafc_1565,tm_8186,True
eafc_11619,tm_3238,True
eafc_2864,tm_1270,True
eafc_3874,tm_7316,True
eafc_8708,tm_4207,True
eafc_10621,tm_8516,True
eafc_5631,tm_10038,True
eafc_10728,tm_4963,True
eafc_2935,tm_7388,True
eafc_5608,tm_1236,True
eafc_9546,tm_1732,True
eafc_1469,tm_10607,True
eafc_10275,tm_8252,True
eafc_11158,tm_1697,True
eafc_8309,tm_1968,True
eafc_4884,tm_7458,True
eafc_3818,tm_6757,True
eafc_7711,tm_3995,True
eafc_8342,tm_2648,True
eafc_10491,tm_4754,True
eafc_6740,tm_4195,True
eafc_1346,tm_6655,True
eafc_6013,tm_1407,True
eafc_9298,tm_3889,True
eafc_6945,tm_10688,True
eafc_5119,tm_7742,True
eafc_7684,tm_8147,True
eafc_6379,tm_3487,True
eafc_7669,tm_1802,True
eafc_4869,tm_10629,True
eafc_1533,tm_9594,True
eafc_9345,tm_9109,True
eafc_10342,tm_3973,True
eafc_4379,tm_6537,True
eafc_5347,tm_1864,True
eafc_8954,tm_1378,True
eafc_5504,tm_2774,True
eafc_1293,tm_5904,True
eafc_2432,tm_2475,True
eafc_7151,tm_8622,True
eafc_6391,tm_3358,True
eafc_1291,tm_4184,True
eafc_2807,tm_10362,True
eafc_3412,tm_4247,True
eafc_2833,tm_10548,True
eafc_6814,tm_1577,True
eafc_6061,tm_7969,True
eafc_1096,tm_9064,True
eafc_4881,tm_5801,True
eafc_10691,tm_9279,True
eafc_8972,tm_6017,True
eafc_4522,tm_5140,True
eafc_10593,tm_4188,True
eafc_1795,tm_5766,True
eafc_3680,tm_4748,True
eafc_5991,tm_5552,True
eafc_4677,tm_6596,True
eafc_1101,tm_8646,True
eafc_10171,tm_8636,True
eafc_10392,tm_1441,True
eafc_9771,tm_8386,True
eafc_3288,tm_8582,True
eafc_7192,tm_3910,True
eafc_6165,tm_8438,True
eafc_8493,tm_9580,True
eafc_6121,tm_7086,True
eafc_9062,tm_2792,True
eafc_6007,tm_7193,True
eafc_3484,tm_7852,False
eafc_8538,tm_8505,True
eafc_8907,tm_2574,True
eafc_5161,tm_1394,True
eafc_6982,tm_8548,True
eafc_10881,tm_4639,False
eafc_3199,tm_1019,True
eafc_5421,tm_9402,True
eafc_1510,tm_5676,True
eafc_1856,tm_10133,True
eafc_8724,tm_2758,True
eafc_4921,tm_4509,True
eafc_2434,tm_1728,True
eafc_7706,tm_1989,True
eafc_11120,tm_2757,True
eafc_5303,tm_8166,True
eafc_1850,tm_2030,True
eafc_2626,tm_10515,True
eafc_3692,tm_3825,True
eafc_5089,tm_8112,True
eafc_4025,tm_5776,True
eafc_2123,tm_4796,True
eafc_9872,tm_5780,True
eafc_1937,tm_1455,True
eafc_4885,tm_9905,True
eafc_6197,tm_1756,True
eafc_9046,tm_6515,True
eafc_10072,tm_6473,True
eafc_6718,tm_3511,True
eafc_3820,tm_7648,True
eafc_9656,tm_7692,True
eafc_4463,tm_1291,True
eafc_5024,tm_7567,True
eafc_2369,tm_2694,True
eafc_10822,tm_2342,True
eafc_6653,tm_4672,True
eafc_10654,tm_9048,True
eafc_1031,tm_1553,True
eafc_2825,tm_6394,True
eafc_1487,tm_6265,True
eafc_3177,tm_4251,True
eafc_3748,tm_2490,True
eafc_7646,tm_6363,True
eafc_10309,tm_1040,True
